"MetaboAnalyst_ID","X2024_POS_CC_1_Run20.mzML","X2024_POS_CC_2_Run47.mzML","X2024_POS_CC_3_Run61.mzML","X2024_POS_CC.AZA_1_Run23.mzML","X2024_POS_CC.AZA_2_Run38.mzML","X2024_POS_CC.AZA_3_Run70.mzML","shared_name"
"102/244.1907mz/2.1min",1.71338514809724,1.7122407719353,1.76760129440591,1.7083175033631,1.71619929622114,1.72141601629435,"102"
"103/99.5121mz/2.11min",1.61277930116558,1.94450163657158,1.92388068072606,1.93738528716435,1.96959206629239,1.59575691493462,"103"
"104/181.0971mz/2.12min",2.1075425361528,2.04314670962756,2.09114550865131,2.09496182618178,2.08177460479396,2.09566208437981,"104"
"105/245.0954mz/2.12min",2.76940586789374,2.71704627786773,2.76178218218345,2.76132405999147,2.75568121127646,2.76985442603491,"105"
"107/184.1695mz/2.21min",2.44730559900472,2.43621546207533,2.48871422779099,2.44513598077288,2.42756278759837,2.46517998476276,"107"
"108/218.1281mz/2.25min",2.98053646401921,2.98108378020374,2.96668951152126,2.95664287874386,2.93867946298948,2.99399268197872,"108"
"109/217.1247mz/2.25min",1.84508669699761,1.84374805165616,1.8358843249139,1.8145517852812,1.80441361720825,1.84658603250684,"109"
"110/200.1046mz/2.25min",2.91196614779582,2.91333379526497,2.89201733822329,2.88799244015487,2.86872024316214,2.91715763837084,"110"
"111/199.1012mz/2.25min",1.80058683063684,1.81320490378166,1.80586836164613,1.77660908420297,1.76757898444892,1.83496143430807,"111"
"113/195.1227mz/2.28min",1.97511000369838,1.95438151286098,1.90071260573387,1.90134870277807,1.94288073726842,1.94795267303168,"113"
"114/244.2012mz/2.36min",2.48055606769746,2.22541005895056,2.21450102486012,2.44906656552281,2.44108787185127,2.45406565180122,"114"
"116/302.1961mz/2.37min",1.91576498615176,1.79695781875218,1.82232063227054,1.93229720919129,1.84254116372428,1.68775284487207,"116"
"117/244.2012mz/2.5min",1.65609606389284,1.63373026060945,1.62247560180899,1.65066302929953,1.61603056000967,1.60294551322953,"117"
"119/316.2117mz/2.58min",1.86921670342466,1.87871571704669,1.82834709103724,1.62910001907811,1.63017663427655,1.64162283964538,"119"
"120/261.1234mz/2.6min",2.72770760016675,2.68402611960087,2.68173464806153,2.73425935408727,2.6903357217291,2.68809605004459,"120"
"121/259.2202mz/2.66min",1.80193283312454,1.78769197721804,1.77244979083389,1.78253575931272,1.76998211560226,1.79224448092955,"121"
"122/130.159mz/2.69min",1.77326315362708,1.75889727553196,1.73808298261338,1.7333607198374,1.70872930793094,1.72264703970393,"122"
"123/185.0855mz/2.7min",2.04516866128079,1.85350729050921,1.69871770608273,1.89887911275131,2.04752668611049,1.22213709836323,"123"
"124/197.1285mz/2.71min",2.50719160582345,2.48264674234724,2.515112048723,2.53332066814131,2.51490944762002,2.49619111646977,"124"
"126/316.2118mz/2.74min",2.18480928778722,2.20060444411981,2.20764035097144,1.97697528945374,1.9597260009488,1.98847101508995,"126"
"130/272.1856mz/2.82min",2.24980178904528,2.25749092024674,2.2444254704742,2.12677409257675,2.13073777529423,2.14902614765557,"130"
"131/120.0443mz/2.83min",1.92006983308583,1.54582553613397,1.69439372838762,1.57077799165906,1.6875316297969,1.4883413847884,"131"
"132/138.0549mz/2.83min",1.93371084052445,1.55716365224663,1.71085062429602,1.58422889742841,1.70807858576831,1.50576204137804,"132"
"135/183.0917mz/2.96min",2.03344321258782,1.84808222467827,1.87272396463079,1.9394144762606,1.99537002392207,1.77891592739285,"135"
"137/211.1441mz/3.14min",2.60650405824777,2.56730048237768,2.57587698176628,2.63097418226991,2.58691145810623,2.56790875480132,"137"
"138/211.144mz/3.24min",2.65341641457131,2.60824974779346,2.64956005076076,2.67433505484056,2.67874945860809,2.62031986046271,"138"
"139/245.1284mz/3.26min",2.29991671655733,2.25776378233935,2.26999567616697,2.31177141601545,2.25782195450207,2.25602475888379,"139"
"141/245.1284mz/3.39min",2.6673543035635,2.61057222429087,2.63315655624199,2.66924611733159,2.63841393219385,2.61015233149445,"141"
"142/228.2321mz/3.46min",1.72742879508205,1.72141931918633,1.75503259002372,1.71415067621853,1.6725213128658,1.73003910410163,"142"
"143/264.1335mz/3.47min",2.18070087886821,2.00148100753619,2.05847110717733,2.08300170636343,2.17020605932759,1.64861745555917,"143"
"146/214.0499mz/3.54min",3.59754983891689,3.47363822151114,3.53663031969632,3.5179539127927,3.57669834777074,3.46306565153116,"146"
"147/274.1648mz/3.54min",2.0763573993188,2.04173353558834,2.03645046158448,2.0155033151836,2.01564105906146,2.05197707308352,"147"
"149/215.053mz/3.54min",2.54926362374385,2.41357033997631,2.6306580059214,2.60322098995039,2.48068276590172,2.38019122628044,"149"
"150/228.2321mz/3.66min",2.44284948753505,2.42817544193598,2.45021657190083,2.39386811257018,2.37222927219953,2.42007070500395,"150"
"152/586.2703mz/3.73min",2.16033674484192,2.08686611957242,1.6809931496867,2.00951183118636,2.13356591943888,2.08880893398426,"152"
"156/514.2855mz/3.98min",2.13275180866839,2.17092491329307,2.24325721787166,2.09184611094505,2.12567307498509,2.20254742563351,"156"
"158/320.1703mz/4.32min",2.95193330370964,2.83086770413429,2.7722410488337,2.75370672481613,2.78842918603419,2.6929835057282,"158"
"159/325.1257mz/4.32min",1.99569467499796,1.81360928576219,1.78528660527703,1.74927025125354,1.67018995028421,1.73463167259854,"159"
"160/195.1379mz/4.34min",2.07157260644336,2.0036532457604,2.02559939182832,2.03718010988743,2.00296575522269,2.01849726553962,"160"
"161/364.1965mz/4.4min",1.84657153662559,1.73849559747625,1.72601470379177,1.77474642724513,1.73142143150238,1.68452589631298,"161"
"162/226.1801mz/4.43min",2.23822572454539,2.21603718827559,2.20906354811153,2.2382873956975,2.23278586438283,2.18209277218802,"162"
"163/244.1906mz/4.43min",2.07694400193417,2.04177126422581,2.02954584152314,2.07527120980882,2.07106528254335,2.02552396023243,"163"
"165/408.2226mz/4.47min",1.87322131572199,1.82839869173437,1.81767912871888,1.84737524445959,1.76557752825985,1.75680714702124,"165"
"166/214.1801mz/4.51min",1.90779090195547,1.74544565656508,1.56551274317097,1.89765567709335,1.81947842329264,1.38940643305071,"166"
"168/392.1914mz/4.56min",2.58227887772215,2.46241408687285,2.41759798424763,2.47291406555402,2.42275736736643,2.36418324280859,"168"
"171/246.2427mz/4.69min",1.77946396211567,1.5157301687864,1.67422251650939,1.66176895108314,1.63616328512033,1.43546053979073,"171"
"173/211.9705mz/4.74min",2.63289691350161,2.62310587048155,2.61849277091373,2.62703665296924,2.62529726371015,2.6145395723733,"173"
"174/232.9823mz/4.75min",1.90192712931521,1.92785073070113,1.92064273642965,1.92560219369118,1.91117519186801,1.92403838645136,"174"
"175/213.9685mz/4.75min",2.62428065975615,2.60742384125984,2.60203777311197,2.6105330070769,2.61121905611158,2.60233376756371,"175"
"177/231.979mz/4.75min",2.99248201708213,2.9952961584021,2.99655803250846,2.99719320819659,2.99819723914092,2.99748363654129,"177"
"179/230.9844mz/4.74min",1.92246749933382,1.92485285991658,1.91448923850222,1.914135951305,1.92876822201365,1.93094417482838,"179"
"181/270.2063mz/4.78min",1.72558188908734,1.65467180456202,1.66952850981131,1.72481842825129,1.69331528728726,1.68363519978099,"181"
"182/656.071mz/4.79min",2.20524506014599,2.23695515084925,2.32512769371048,2.2042344220236,2.1774976511086,2.30987078689689,"182"
"187/551.2695mz/4.81min",1.78492758535935,1.77776962175724,1.77842020311212,1.78601461960037,1.68367651561692,1.72101409529826,"187"
"188/568.2961mz/4.81min",3.30120190002142,3.2613497933656,3.26534989633338,3.28829158988882,3.22573129193702,3.21123921403086,"188"
"189/573.2513mz/4.81min",2.22901854398445,2.22398691897884,2.21276746350404,2.23206220385523,2.14701640821394,2.16198678620202,"189"
"190/570.3016mz/4.81min",2.09943878391166,2.06094335230442,2.06576024462907,2.08615663787989,2.02832258936144,2.00356297962862,"190"
"192/230.2477mz/4.87min",1.78806778815955,1.55016110473179,1.695002809735,1.69576613548328,1.77660732321419,1.53891097431552,"192"
"193/229.1991mz/4.88min",1.97667969267289,1.95237715537,1.85804942136823,2.02958002527508,1.94634862577413,1.72972585364951,"193"
"194/250.1777mz/4.88min",2.047748730594,2.04052526573362,1.93900750565546,2.09501979322418,2.01217124747178,1.79570806396775,"194"
"195/228.1958mz/4.88min",2.85864320773543,2.82898502151928,2.73751069328992,2.91146387233623,2.82707098837857,2.61629986383166,"195"
"196/158.1539mz/4.95min",2.05673324248112,2.01508298231237,2.00701535447427,2.00993165670992,1.99534742262131,1.99653390491372,"196"
"197/640.3173mz/4.96min",1.98908396754135,1.94102366949409,1.96865764657213,1.99315129226353,1.89666513285368,1.88248054601359,"197"
"199/398.23mz/4.99min",2.14824440777412,1.9004648371573,2.0856656940951,2.04398178034801,2.10121863926938,1.92094951878988,"199"
"201/440.277mz/5.03min",2.57943780210735,2.33853335938865,2.53541940638269,2.47585943252047,2.54516180341641,2.37333238016894,"201"
"204/398.2301mz/5.1min",2.66843853531951,2.46326927531505,2.64177150055831,2.59046934080046,2.64293451373696,2.48815375704314,"204"
"206/440.277mz/5.14min",3.06772371754919,2.92286477178207,3.09164779701899,3.03427114625031,3.08785282429185,2.99496490728232,"206"
"207/412.2457mz/5.17min",1.83975555926405,1.68796924263322,1.83888575706046,1.72174574040049,1.80672182302314,1.70391646093173,"207"
"208/274.274mz/5.2min",1.77415583055619,1.51429687528572,1.62806381722975,1.60295240974624,1.6163850481046,1.41279661304809,"208"
"209/387.1801mz/5.21min",1.79294378346956,1.68247321706072,1.66017090702618,1.56547470245403,1.77666255890033,1.68003254815983,"209"
"210/404.2066mz/5.21min",1.80990453368244,1.69379262564632,1.64455582285411,1.58172919874979,1.80154176645671,1.70456001310724,"210"
"211/426.2614mz/5.21min",1.67879963111956,1.33407728652541,1.62297523366768,1.57835037699961,1.61362214097927,1.42260082980095,"211"
"212/752.4mz/5.3min",2.16486680627001,1.91093489799274,2.032383729439,2.03223096369172,2.08769640081854,1.86296187892462,"212"
"214/482.2876mz/5.42min",1.83719590913569,1.5582577600734,1.77075402157516,1.88424604418602,1.83971442459476,1.66784563328017,"214"
"215/426.2614mz/5.55min",2.12408061418855,1.89073959145673,2.09845634502824,2.00387401524387,2.09076960707354,1.90100217246751,"215"
"216/371.2742mz/5.57min",1.92623209831997,1.75738878512182,1.90627680535855,1.78971773737457,1.95600467228473,1.58067559049072,"216"
"218/678.3632mz/5.63min",1.92685750248723,1.60062982863601,1.71220506627706,1.75244645592895,1.80295919241729,1.61051252084169,"218"
"222/446.2535mz/5.64min",1.6579062816208,1.67630130533362,1.59212633829048,1.43994594086423,1.59297494761329,1.60289120301969,"222"
"223/415.2113mz/5.64min",2.4851394365139,2.47390726794109,2.41586657385337,2.37765039156802,2.39557965224134,2.35996325134163,"223"
"225/432.2378mz/5.64min",2.5644147334554,2.53651781587721,2.47123979788962,2.44687693992778,2.47556182760908,2.4334707797543,"225"
"227/716.509mz/5.65min",2.21647974264861,1.94130173512171,2.02583725778652,1.95320403262122,1.80352771235513,1.78448508665315,"227"
"231/303.3087mz/5.65min",2.48128008431486,2.23647064746299,2.34455133206807,2.29273372271153,2.3091153261893,2.14756637570283,"231"
"233/302.3053mz/5.65min",3.21254042374032,2.96572254834484,3.0655893831311,3.02533979710632,3.05528068685119,2.87244110477504,"233"
