"MetaboAnalyst_ID","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp11_1_Run26.mzML","NEG_TJGIp11_2_Run124.mzML","NEG_TJGIp11_3_Run150.mzML","shared_name"
"79/144.0666mz/2.14min",2.28773401477571,2.21900209213198,2.2126941788935,2.51237131319562,2.7054847617986,2.56569455721265,"79"
"83/196.0108mz/2.26min",2.99171317982083,3.22279285135581,3.20034770999719,2.85023607921138,3.33088752912092,2.8134409693795,"83"
"84/144.0455mz/2.34min",2.60089956066831,2.45411878673177,2.46647936924786,2.65677176303892,2.73737643458928,2.74063304425418,"84"
"86/416.1826mz/2.38min",1.95987465302041,1.91941709336403,1.90568686363662,2.75503253214964,3.01831963733275,2.92028810711499,"86"
"87/188.0353mz/2.4min",2.51727466461909,2.48916177002026,2.50323995842939,2.48388149951783,2.57317015468553,2.56095459237076,"87"
"89/139.0401mz/2.45min",2.2424863215463,2.62135950096138,2.65743076192718,1.86510345685094,1.92372218085347,2.10898190676506,"89"
"90/121.0295mz/2.57min",2.24663571202201,2.04307169250868,2.08593791584904,2.4412236361756,2.657600620072,2.5733980637983,"90"
"91/769.2339mz/2.57min",2.50045989882094,2.61333117259677,2.64909283518445,2.75278826345438,2.92823222776717,2.81512568735465,"91"
"92/815.2395mz/2.57min",2.3436146947514,2.49533256123473,2.55100722480452,2.62281733938414,2.79571554670906,2.70809920935885,"92"
"94/213.9639mz/2.63min",2.13293078587522,2.17987099316892,2.12950791462014,2.30589759921926,2.39745492710347,3.15585066534025,"94"
"97/158.0823mz/2.72min",2.44593900724393,2.34894041147087,2.36176135678504,2.641146458302,2.85865727526175,2.72152461512019,"97"
"99/131.0714mz/2.81min",3.26049210544557,3.35206921517358,3.27450815234132,3.27531422529665,3.53906283885784,3.44460315711324,"99"
"100/158.0823mz/2.81min",2.7823159369693,2.64774452734041,2.63361554821994,2.9291765980533,3.13823793184268,3.02044968985575,"100"
"101/315.1562mz/2.85min",1.75342144876396,2.33405914773914,2.28192223374075,2.57733829147052,2.76231608111053,2.69251199750251,"101"
"105/167.035mz/2.92min",1.44129926013895,1.28515036767167,1.46015554293907,2.39923401039035,2.61471909852493,2.58922684581057,"105"
"108/186.1135mz/2.95min",2.88550920317093,2.87113148819424,2.77638893523615,2.55980017524639,2.40617082601295,2.41796596716423,"108"
"109/426.1898mz/2.97min",2.57745723519195,2.78114793719017,2.73822534877518,2.97005025700113,2.98981193550156,2.93935315702982,"109"
"110/192.0666mz/2.97min",2.49068698100734,2.30076421363498,2.3236130753135,2.74528310096881,2.94309551442403,2.79044585257443,"110"
"111/172.098mz/2.96min",2.07766039700851,2.26543592113565,2.23747487556994,2.23100749793108,2.39395283141989,2.26993858373084,"111"
"113/341.1005mz/2.99min",1.75214727857898,1.83198603571009,1.8687702755699,2.42701642428906,2.41382746246671,2.53641050611803,"113"
"115/165.0557mz/3.02min",2.51352470931847,2.59953006369349,2.55924711949756,2.44011229533587,2.70178983008547,2.56682940961978,"115"
"117/173.0819mz/3.04min",2.34702442402631,2.19170637865588,2.21919365648487,2.48609301965582,2.48688752795235,2.4897445682321,"117"
"118/164.0354mz/3.05min",2.43716232387987,2.41446605502255,2.39742596456518,2.41710091678424,2.60203366915751,2.53096881432949,"118"
"119/186.0772mz/3.06min",2.5377920108485,2.53906626839983,2.53825923776965,2.52273267403253,2.62591322412497,2.58235682077641,"119"
