"","filter","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp11_1_Run26.mzML","NEG_TJGIp11_2_Run124.mzML","NEG_TJGIp11_3_Run150.mzML"
"150/460.1379mz/3.43min",305719.1275,62093.695,12418.739,12418.739,549344.56,697385.3,724593
"151/177.0557mz/3.41min",66036.3885,92775.5,97754.79,137077.78,35252.645,31446.924,39297.277
"153/509.1562mz/3.45min",207160.987,48140.594,9628.1188,9628.1188,366181.38,410370.34,378626.2
"155/527.167mz/3.48min",45536.742,15178.914,15178.914,15178.914,75894.57,131066.48,128027.086
"156/187.0976mz/3.45min",7957160.25,7811067.5,5778342,6005728,10685504,8103253,9872984
"157/209.0795mz/3.45min",506448.735,512816.75,468116.38,478276.28,617702.1,500080.72,655202.94
"158/145.087mz/3.45min",390086.26,345834.47,632303.06,517989.66,338725.1,434120.12,346052.4
"159/181.0507mz/3.43min",114562.895,23774.266,42887.4,55565.93,173559.86,328166.62,321702.2
"160/237.0769mz/3.45min",592598.92,411952.44,47797.266,58999.906,1016147.9,801026.94,773245.4
"161/228.1031mz/3.5min",264690.26,522694.94,179305.78,184535.11,504023.84,252571.72,276808.8
"162/165.0557mz/3.5min",92557.82,54281.195,43442.84,30326.121,130834.445,168737.62,155268.11
"163/244.0979mz/3.51min",281165.045,266149.03,84239.516,98090.37,473541.53,296181.06,325856.4
"164/269.1031mz/3.53min",313135.375,439501.22,464396.16,589770.7,172741.11,186769.53,183462.47
"166/177.0557mz/3.53min",556498.68,770437.7,822041,1061123.5,331455.12,334545.56,342559.66
"167/527.167mz/3.53min",69456.942,23152.314,23152.314,23152.314,115761.57,228384.72,185308.62
"168/145.087mz/3.53min",682884,728878.44,854496.75,800462.4,602551.06,636889.56,531660.5
"169/195.0663mz/3.54min",45093.976,65132.766,60196.402,89083.94,28315.52,28584.512,29991.55
"170/227.1289mz/3.54min",36031.3855,4784.8628,84119.94,47461.285,23924.314,50856.65,24601.486
"171/265.0718mz/3.55min",370253.62,147725.3,20786.168,31029.707,595191.25,919629.94,592781.94
"172/195.0299mz/3.55min",31419.348,10473.116,10473.116,10473.116,52365.58,103512.26,62180.227
"173/191.0748mz/3.59min",328084.935,140575.33,340395,444797.8,67324.89,335486.9,320682.97
"174/370.0965mz/3.58min",219593.1,91560.04,18312.008,18312.008,347626.16,446269.75,487602.6
"175/144.0455mz/3.57min",4948075.5,3563355.5,1725043.1,2189190,7526298,6711820,6332795.5
"176/466.2209mz/3.59min",75274.245,147359.38,77799.5,72748.99,79646.35,70259.766,59584.39
"177/237.0768mz/3.56min",40217.1215,416276.1,7785.6954,7785.6954,122163.17,41505.766,38928.477
"178/652.2166mz/3.63min",37952.052,12650.684,12650.684,12650.684,63253.42,109637.91,903833.44
"179/193.0506mz/3.66min",99455.375,41594.434,69757.664,66917.1,129153.086,179629.38,181519.4
"180/265.0718mz/3.6min",92306.272,161277.52,14071.476,14071.476,532859,114255.164,70357.38
"181/466.221mz/3.66min",491067.72,277676.1,528740.9,502405.34,547280.56,479730.1,442635.88
"182/652.2166mz/3.67min",523800.66,174600.22,174600.22,174600.22,873001.1,1115361.4,1343645.8
"184/292.1191mz/3.69min",1735717,474759.53,428621.88,530174.2,2941259.8,3178507.5,3831233
"185/471.1659mz/3.7min",100772.945,88657.53,214109.84,246078.38,99672.47,101873.42,89596.57
"186/214.1449mz/3.7min",155391.722,560923.9,277626.44,353474.4,33157.004,15275.341,11529.27
"187/199.0976mz/3.69min",353321.655,221182.5,251221.56,270537.03,515033.56,436106.28,488118.97
"188/489.1766mz/3.7min",98601.9225,192830.44,123879.79,152680.61,73324.055,49396.18,39389.68
"189/530.2031mz/3.74min",148198.8575,10089.995,2017.999,2017.999,286307.72,366661.62,555839.8
"191/191.0748mz/3.64min",431971.185,823386.6,422723.34,441219.03,559067.75,305313.47,392765.38
"192/508.245mz/3.68min",205624.56,68541.52,68541.52,68541.52,342707.6,677934.75,535878.3
"193/215.1288mz/3.73min",161575.5,78154.22,158736.62,162292.69,165386.4,197295.73,160858.31
"194/718.3345mz/3.78min",308201.628,102733.876,102733.876,102733.876,1156802.5,513669.38,1471948.4
"195/195.0662mz/3.76min",421614.35,299838.8,399830.56,492116.16,410414.3,446761.38,432814.4
"196/171.1027mz/3.76min",724347.95,827897.3,636515.8,669460.8,985828.44,548548.44,779235.1
"197/459.2824mz/3.75min",401242.81,250118.06,269926.72,195989.39,532558.9,580314.1,613581.7
"198/359.0772mz/3.76min",44082.7404,14694.2468,14694.2468,14694.2468,73471.234,124039.1,85024.06
"199/373.0564mz/3.77min",170458.8615,13009.003,2601.8006,2601.8006,332360.88,490046.66,327908.72
"200/516.2238mz/3.77min",1568781.48,449636.16,137273.45,351842.88,2687926.8,3496286.2,3280554.8
"201/517.2269mz/3.77min",461327.375,135781.5,22005.928,44529.38,786873.25,994302.44,971429.94
"202/301.0352mz/3.78min",426664.2955,10936.691,2187.3382,2187.3382,972871.3,842391.9,963432.5
"203/534.1615mz/3.79min",218923.5,510990.53,250383.6,237187.33,200659.67,70409.22,62023.59
"204/159.1026mz/3.79min",309997.09,376076.34,505325.47,536920.94,232437.66,243917.84,182487.64
"205/185.1183mz/3.79min",315541.525,41961.402,209241.61,160171.6,421841.44,814110.44,607049.3
"206/471.1658mz/3.79min",340627.31,604134.75,443201.2,554430.5,238053.42,101162.73,88708.98
"207/507.1426mz/3.79min",628626.35,1837114.1,851515.1,871990.3,405737.6,166826.84,126592.87
"208/517.1713mz/3.79min",1829574.65,2809660,2656481.2,3619063.8,1002668.1,868616.3,802394.1
"209/518.1747mz/3.79min",511008.97,798614.56,765300,963319.44,256717.94,226102.38,199469.36
"211/395.0771mz/3.8min",184299.115,26360.96,41623.89,39727.68,326974.34,612439.5,587348.5
"213/458.1221mz/3.83min",300073.392,22695.184,4539.0368,4539.0368,577451.6,663810.2,737108.3
"214/400.14mz/3.8min",691553.925,189437.95,7999.1445,32034.654,1193669.9,1216199.9,1647140.2
"215/562.1749mz/3.82min",388261.37475,1407.3999,1407.3999,7036.9995,769485.75,1005287.8,1108123.4
"216/262.1084mz/3.84min",157260.008,35024.176,7004.8352,7004.8352,279495.84,396447.7,416750.44
"217/193.0379mz/3.84min",766142.97,214646.14,42929.228,42929.228,1317639.8,1927765.9,1988124.1
"218/227.1289mz/3.84min",31691.961,7573.177,41661.56,42204.26,34494.914,10303.828,28889.008
"219/718.3345mz/3.84min",492513.636,164171.212,164171.212,164171.212,820856.06,1348983.1,1690446.9
"220/306.1347mz/3.85min",187457.984,48488.668,9697.7336,9697.7336,326427.3,389544.25,468131.94
"221/236.0961mz/3.85min",2498656.15,3429346.5,2589477.8,2939752.5,2407834.5,1450697.2,937960.9
"222/237.0642mz/3.85min",337232.8375,93506.875,18701.375,18701.375,580958.8,706192.1,872732.25
"223/544.2185mz/3.86min",61999.6404,20666.5468,20666.5468,20666.5468,103441.52,103332.734,204305.33
"225/348.1451mz/3.87min",148614.349,32348.668,6469.7336,6469.7336,264880.03,282718.34,332186.06
"226/657.0497mz/3.87min",119175.684,39725.228,39725.228,39725.228,355008.75,198626.14,392844.34
"228/317.0302mz/3.87min",11856141.3,1212668.6,424457.56,519295.22,32923024,22499614,31822986
"229/315.0148mz/3.87min",34334.028,11444.676,11444.676,11444.676,766883.56,57223.38,116283.05
"230/525.1533mz/3.87min",171606.8795,657861.6,326114.12,322174.53,21039.229,4207.8458,4207.8458
"231/535.1821mz/3.87min",154678.359,254274.53,298314.25,376663.25,54440.996,55082.188,54877.52
"232/489.1766mz/3.87min",577812.035,890836.1,1195220.8,1515112,264787.97,150370.94,156171.02
"233/514.208mz/3.92min",727820.115,124131.83,24826.366,24826.366,1331508.4,2239928.8,3315709
"234/387.0721mz/3.89min",554120.605,53949.41,10789.882,10789.882,1054291.8,2110560,1359073.6
"235/329.0664mz/3.89min",110714.13,36904.71,36904.71,36904.71,184523.55,383800.94,243221.11
"236/530.203mz/3.9min",181445.686,43725.402,8745.0804,8745.0804,319165.97,450261.72,553211.2
"237/473.1817mz/3.92min",172526.447,394973.72,308128.3,391990.03,36924.594,17927.484,13146.483
"238/512.1923mz/3.91min",1098858.24,366286.08,366286.08,366286.08,1945345,1831430.4,3525132.2
"239/652.2164mz/3.92min",395833.44,131944.48,131944.48,131944.48,659722.4,1162823.8,1128050.9
"240/596.2842mz/3.92min",983723.155,1007834.25,1132255.8,1201808.5,959612.06,876945.5,750622.8
"242/469.1502mz/3.95min",57787.3875,126715.195,84507.15,100070.586,31067.625,18180.547,3287.1997
"244/517.1712mz/3.92min",136243.78,174146.38,259162.55,311638.78,78384.17,98341.18,52972.758
"245/459.2026mz/3.94min",276347.42,475694.56,297472.2,292179.12,260515.72,183702.14,185458.47
"246/718.3345mz/3.92min",482915.64,160971.88,160971.88,160971.88,804859.4,1536882.4,1441629.5
"247/199.0975mz/3.94min",74203.3275,54137.555,10827.511,10827.511,193154.64,147962.7,94269.1
"249/515.2114mz/3.94min",159051.6134,3414.2568,682.85136,682.85136,314688.97,641158.3,1322944.8
"250/419.171mz/3.95min",65294.253,150144.81,69168.44,78719.15,61420.066,23718.455,33574.605
"251/514.2082mz/3.97min",1010532.255,256336.31,51267.262,51267.262,1764728.2,3071317.2,4532917
"252/411.1814mz/3.97min",29697.621,49496.035,94494.65,104091.586,9899.207,9899.207,9899.207
"253/293.1031mz/3.98min",89107.501,29606.252,5921.2504,5921.2504,148608.75,235644.53,187801.98
"254/245.0455mz/3.98min",598824.75,241149.53,242211.9,221514.36,955437.6,1307961,1407027.9
"256/187.0976mz/4.0min",44491.3825,4354.2363,33010.613,40597.242,56596.055,65277.625,48385.523
"257/498.2134mz/3.98min",458040.33,172571.86,34514.372,34514.372,743508.8,888233.3,1022575.6
"258/439.1761mz/3.99min",73375.668,24458.556,24458.556,24458.556,122292.78,191788.47,204530.9
"259/525.1534mz/3.95min",38610.6822,64351.137,80140.83,71293.14,12870.2274,12870.2274,12870.2274
"260/171.1027mz/4.01min",372825.075,593193.3,396569.9,440998.44,349080.25,328576.03,252641.86
"261/535.1818mz/4.01min",29855.4175,50740.297,42131.13,57889.312,17579.705,3359.871,671.9742
"262/556.2187mz/4.01min",160553.364,53517.788,53517.788,53517.788,267588.94,856580.94,1152403.5
"263/469.1503mz/4.02min",49488.961,149681.92,49566.285,62790.2,31067.625,49411.637,36608.35
"264/489.1767mz/4.01min",206341.385,203717.67,313695.97,373678.22,208965.1,137481.98,129507.09
"267/487.1613mz/4.03min",52763.31335,169003.61,98659.99,121429.15,3520.6328,6866.6367,704.12656
"268/368.0808mz/4.04min",194014.9845,31160.469,6232.0938,6232.0938,356869.5,407239.22,466286.1
"269/228.1605mz/4.04min",182834.1545,561243.9,334784.34,406644.44,30883.969,17253.912,11039.558
"270/431.2075mz/4.03min",135369.8425,223404.12,205440.89,197484.31,73255.375,56502.934,46855.035
"271/225.1133mz/4.05min",790707.8,314786.84,774979,742940.8,898966.25,1029359.44,806436.6
"272/165.0557mz/4.05min",225112.43,174095.3,127523.81,117182.31,390577.7,276129.56,417790.75
"273/562.175mz/4.06min",380570.4,126856.8,126856.8,126856.8,634284,778443.2,902114.8
"274/700.3241mz/4.03min",172191.66,57397.22,57397.22,57397.22,286986.1,627626.9,473101.5
"276/159.1027mz/4.07min",612291.7,445455.3,730753.1,480260.97,493830.3,1325605.9,866319
"277/301.1657mz/4.08min",374547.04,221667.33,266994.38,246735.03,544567.3,540688.6,482099.7
"278/454.1871mz/4.08min",22524.279,7508.093,7508.093,7508.093,37540.465,68370.32,76423.91
"281/395.0772mz/4.1min",255582.44,88048.13,64061.04,60162.613,423116.75,727996,729866.2
"282/580.289mz/4.12min",1028514.38,1265149.2,1345643.1,1360551.6,791879.56,487551.47,525957.25
"283/536.1774mz/4.13min",1037648,3292736.2,993962,702482.3,1973286.9,939751.25,1081334
"285/947.3702mz/4.13min",685672.205,1163880.1,1281038.4,1550331.1,207464.31,205020.64,205549.84
"286/517.1716mz/4.13min",247670.9,346212.38,314172.5,341788.72,181169.3,94139.445,94660.734
"287/512.1587mz/4.13min",584836.03,1418239.4,607433.06,562239,659141.4,323853,259348.28
"289/329.1757mz/4.13min",198317.825,303099.75,329388.9,371716.88,93535.9,81870.375,77204.984
"290/519.1869mz/4.13min",26879426.5,38866656,39910064,44321564,14892197,13214483,14092278
"291/541.1679mz/4.13min",257346.875,389022.47,552786.44,626874.9,52260.61,125671.28,112308.97
"292/117.0191mz/4.13min",199859.125,302720.97,347611.2,363641,95797.83,85875.875,96997.28
"293/509.1581mz/4.13min",7702107,18196096,8078002.5,7326211.5,8120855.5,4055998.5,3931016
"295/473.1816mz/4.13min",29856358,43609576,48181510,54887788,16103140,14358065,14984224
"298/252.0732mz/4.14min",555407.6,76511.48,1352694.8,1549753.4,76511.48,728257.8,382557.4
"300/915.381mz/4.14min",131471.705,204294.67,269972.84,323300.44,56219.074,58648.74,54131.84
"303/441.1917mz/4.14min",2627523.35,3374473.5,4344792.5,4405025.5,1880573.2,1728644.5,1709188.5
"304/195.0661mz/4.14min",193596.925,277167.84,340409.8,341795.38,110026.01,85826.87,88908.58
"305/401.1604mz/4.15min",933173.7,1247228.1,1275387.6,1357464.9,619119.3,519425.47,506982.53
"306/487.1972mz/4.15min",2794179.6,3557304,4256763,4292996,2031055.2,1946836.6,1812162.4
"307/423.1814mz/4.14min",137398.215,184773.56,229231.72,233521.81,90022.87,83062.54,86761.695
"309/183.1388mz/4.15min",163521.265,88585.49,136516.89,124518.086,205906.92,227583.97,190525.64
"310/477.1683mz/4.15min",623221.05,1493993.2,671759.5,570820.2,1166499.1,574682.6,521546.56
"311/301.1655mz/4.15min",3581901.65,2080049.9,2839758.8,2675268.8,4550538.5,4951095.5,4324044.5
"312/495.1775mz/4.15min",2755627.45,309412.9,3653.4722,10621.719,5201842,7541401.5,8309160.5
"313/498.2133mz/4.15min",1854135.35,485823.7,43469.32,33871.848,3222447,3359080.2,4965458
"316/431.2074mz/4.16min",104425.0415,187332.36,162591.52,154600.06,54250.023,42693.633,41659.594
"318/489.177mz/4.16min",98755.1215,162193.38,184074.61,176024.7,35316.863,18796.832,20807.963
"319/535.1816mz/4.16min",1356558.15,1992193.6,2371601.8,2525774.5,720922.7,716974.25,707876.3
"320/525.1529mz/4.16min",784138.2,2822301.8,789473.2,669281.5,1538024.5,778803.2,725044.9
"324/551.2135mz/4.17min",332147.41,396999.1,600219.44,641994.2,267295.72,228048.56,245177.3
"325/449.2179mz/4.18min",66506.3375,181420.92,94454.164,78757.64,54255.035,28258.506,36641.15
"326/433.2592mz/4.18min",31841.217,10613.739,10613.739,10613.739,82385.69,53068.695,106001.25
"327/215.1287mz/4.18min",335660.04,372745.03,334927.7,296945.1,442443.16,329240.72,336392.38
"328/503.1923mz/4.18min",1468158.4,2073611.1,2238489.8,2516704,862705.7,615821.44,577753.94
"329/512.192mz/4.2min",619788.19,103688.48,17346.82,30306.002,1135887.9,1656313.2,1929517.2
"330/549.1976mz/4.18min",588113.155,969157.9,907389.06,1003494.25,268837.25,242709.97,240308.81
"332/357.0615mz/4.19min",431586.965,48445.49,9689.098,9689.098,814728.44,1151430.2,894813.06
"334/227.1288mz/4.19min",172440.64,60364.883,210443.8,164177.7,172032.64,255395.48,172848.64
"336/247.0611mz/4.2min",846851.71,333806.22,67930.11,99787.82,1359897.2,2103604.5,1471185.2
"337/269.1758mz/4.2min",639818.05,353756.84,481394.9,581374.4,1122417.2,996835.25,698261.7
"338/481.1612mz/4.22min",307194.819,28379.578,5675.9156,5675.9156,586010.06,671418.75,892883.06
"340/285.0404mz/4.22min",1197645.06,169213.92,130679.73,99567.46,2226076.2,3269158.8,3128147.2
"342/544.2186mz/4.23min",250860.618,83620.206,83620.206,83620.206,418101.03,803709.9,1736132.2
"343/526.2086mz/4.23min",160854.02,28937.76,10162.509,25168.79,292770.28,600818.06,585772.3
"344/293.0904mz/4.24min",159049.836,53016.612,53016.612,53016.612,265083.06,328406.4,479593.6
"345/471.1659mz/4.24min",2373005.3,3574786.8,3335231.8,3911809.2,1410778.8,1316191,1288149.5
"346/329.0666mz/4.25min",40291.158,13430.386,13430.386,13430.386,67151.93,160040.62,104898.234
"347/472.1694mz/4.24min",620508.815,998903.4,896423.25,1100193.2,344594.38,299127.34,293777.88
"349/493.2441mz/4.25min",465324.31,679990.6,773369.7,905861.25,250658.02,218528.3,202536.5
"350/489.177mz/4.28min",213606.6,866730.8,350181.72,471268,62476.28,57173.23,77031.48
"351/441.1917mz/4.25min",1507126.7,2030552,1911663.5,2298797,1102589.9,781093.5,862753.75
"353/493.1271mz/4.26min",174030.21,435406.47,235796.19,201383.5,146676.92,40007.7,32500.443
"354/503.1569mz/4.26min",282693.475,413378.7,478103.6,489708.7,152008.25,96246.586,90681.2
"355/454.1871mz/4.26min",171950.1875,18379.475,3675.895,3675.895,325520.9,431881.4,538342.9
"356/263.0924mz/4.26min",1089166.05,904496.7,193948.23,315858.25,1273835.4,2149785.2,1522404
"358/357.1707mz/4.28min",263176.28,489912.4,271566.9,349256.6,254785.66,169056.23,197501.69
"359/389.1606mz/4.28min",104316.6425,186252.19,107756.055,134651.11,100877.23,72326.01,72093.234
"360/117.0193mz/4.28min",104705.66,132711.47,254503.56,320370.78,70994.67,76699.85,75846.51
"361/301.0352mz/4.28min",97343.07,32447.69,32447.69,32447.69,162238.45,206408.47,219790.55
"362/426.1558mz/4.28min",258661.345,85755.99,17151.198,17151.198,472222.97,431566.7,566075.9
"364/503.1922mz/4.27min",568376.65,664436.9,814606.1,971812.4,472316.4,217381.45,196224.64
"366/566.1872mz/4.29min",145617.94,422821.25,245459.44,195944.89,95290.99,18762.863,17938.28
"367/539.169mz/4.29min",663079.45,1704537.8,969309.7,979720.56,356849.2,148528.56,138176.48
"368/549.1976mz/4.29min",1149773.86,1873538.6,1961721.5,2409063,426009.12,371468.75,371663.7
"369/252.0733mz/4.26min",21033.5025,670902.3,15028.077,3005.6154,577999.06,27038.928,3005.6154
"370/487.1611mz/4.3min",337747.64,533520.6,463619.62,520640.12,211875.66,195293.45,190169.03
"371/498.2134mz/4.3min",1458276.555,243836.61,8109.453,32216.924,2672716.5,2948207.5,4660360
"372/535.1806mz/4.28min",49016.091,102112.84,73514.86,78708.96,15071.184,24517.322,7582.8564
"373/512.1922mz/4.28min",296960.3475,43638.945,17346.82,28080.893,550281.75,809505.7,861921.7
"374/496.1617mz/4.32min",129988.596,43329.532,43329.532,43329.532,216647.66,324089.97,369828.62
"375/371.0771mz/4.32min",246487.2535,10632.507,2126.5014,2126.5014,482342,917521.2,666396.5
"376/359.0772mz/4.32min",174098.232,58032.744,58032.744,58032.744,290163.72,547759.44,402989.06
"378/417.1554mz/4.32min",199374.119,411336.7,400046,373006.8,25741.438,706.78906,3533.9453
"381/227.1289mz/4.34min",4188443.35,3767329.2,2511739.5,2647868.5,6465111.5,4609557.5,6427993.5
"382/183.139mz/4.34min",537517.115,488498.53,311513.88,326264.25,888691.75,586535.7,852045.9
"383/447.2024mz/4.38min",412757,211834.58,678093.56,724880.2,72439.53,380315.4,445198.6
"385/451.2337mz/4.35min",57206.917,188229.03,79870.4,77084.914,37328.92,11790.289,29171.139
"386/477.2129mz/4.35min",20295.228,33825.38,47150.22,64475.508,6765.076,6765.076,6765.076
"387/395.1862mz/4.35min",801486.65,1091666.4,1430869.2,1533995.1,465511.78,511306.9,427973.47
"388/413.1968mz/4.35min",103300.213,150325.5,192902.75,200551.08,50388.44,56274.926,41318.35
"389/299.0196mz/4.35min",148136.064,49378.688,49378.688,49378.688,334922.56,246893.44,364961.16
"390/525.1739mz/4.36min",12566.97,20944.95,96074.484,97133.13,4188.99,4188.99,4188.99
"391/242.1762mz/4.35min",1270379.47,2828104.2,2126931.8,2106428,434330.94,267083.62,212722.4
"393/526.2084mz/4.41min",348823.54,151958.98,32136.188,34298.402,545688.1,705292.6,716696.3
"394/454.1871mz/4.38min",118307.334,39435.778,39435.778,39435.778,197178.89,216198.23,293705.66
"395/636.3155mz/4.39min",276253.95,314345.9,468592,471304.78,238162,212762.23,175026.08
"396/404.1712mz/4.4min",205013.64,68337.88,68337.88,68337.88,380621.8,341689.4,893313.25
"398/263.0924mz/4.39min",706622.775,484221.25,105671.67,82714.56,1035476.5,929024.3,986480.06
"399/497.2756mz/4.4min",91823.1975,111255.945,124370.305,124930.13,58484.016,72390.45,54743.918
"400/194.022mz/4.4min",450335.14,138901.38,48604.6,56141.207,761768.9,777874.4,851190.7
"402/169.087mz/4.41min",404104.88,567183.3,386900.16,421309.6,444884,383853.53,335325.28
