"MetaboAnalyst_ID","X2024_POS_CC_1_Run20.mzML","X2024_POS_CC_2_Run47.mzML","X2024_POS_CC_3_Run61.mzML","X2024_POS_CC.VPA_1_Run26.mzML","X2024_POS_CC.VPA_2_Run35.mzML","X2024_POS_CC.VPA_3_Run76.mzML","shared_name"
"99/244.1907mz/2.1min",1.71338514659634,1.71224077042646,1.76760129323663,1.63401193477895,1.82748874707734,1.74442834383589,"99"
"100/99.5121mz/2.11min",1.62716009065347,1.94450163605383,1.92388068015673,1.95147806585692,1.49585534894476,1.85831468360423,"100"
"101/181.0971mz/2.12min",2.10754253590843,2.04314670929884,2.09114550838778,2.15417069561606,2.38059679954779,2.10643475006317,"101"
"102/245.0954mz/2.12min",2.76940586788214,2.71704627785297,2.76178218217144,2.81265634396857,3.0508594017081,2.77659445811375,"102"
"104/184.1695mz/2.21min",2.44730559895361,2.43621546202154,2.48871422774875,2.36278980170689,2.53298748334781,2.46912870491566,"104"
"105/217.1247mz/2.25min",1.84508669617924,1.84374805083273,1.8358843240601,1.84689244645469,1.78315584211775,1.79574929417338,"105"
"106/218.1281mz/2.25min",2.98053646401483,2.98108378019937,2.96668951151658,2.98266662117861,2.92023535154258,2.92365528312282,"106"
"107/200.1046mz/2.25min",2.9119661477898,2.91333379525899,2.8920173382167,2.92057403798868,2.84263818598291,2.84709918623805,"107"
"109/195.1227mz/2.29min",1.9751100032487,1.95438151236626,1.90071260510044,1.93664266507818,1.99862496561829,1.92992042321349,"109"
"110/244.2012mz/2.36min",2.4805560676536,2.22541005880855,2.2145010247108,2.47825039028948,2.43182116211173,2.43115720684874,"110"
"112/302.1961mz/2.37min",1.91576498556075,1.79695781773075,1.81788790666995,1.82296527668112,1.92967051047855,1.68371163085816,"112"
"113/244.2012mz/2.51min",1.65609606193882,1.63373025844343,1.62247559952774,1.65459205978131,1.61256785441351,1.62654375348201,"113"
"115/316.2117mz/2.58min",1.86921670269236,1.87871571634573,1.82834709015329,1.63242619558501,1.66769980195019,1.67568715664903,"115"
"116/261.1234mz/2.6min",2.7277076001527,2.68402611958369,2.68173464804416,2.76180034278684,2.98387586008518,2.67250202691963,"116"
"117/180.1019mz/2.66min",1.63797625197028,1.59524301141868,1.66187220910065,1.72389385338407,1.90034694732426,1.58445653924664,"117"
"118/259.2202mz/2.66min",1.80193283212625,1.78769197615209,1.77244978969042,1.79782591097911,1.79147285290427,1.78458314889237,"118"
"119/130.159mz/2.69min",1.77326315248789,1.75889727431486,1.73808298127383,1.73539003635294,1.86367648570186,1.72820344299606,"119"
"120/185.0855mz/2.7min",2.04516866095512,1.8563514833385,1.69871770447695,1.96132449237134,1.99641974772307,2.08209921891476,"120"
"121/197.1285mz/2.71min",2.50719160578466,2.4826467423038,2.5151120486856,2.56069686431388,2.82912155670192,2.49975325661173,"121"
"123/316.2118mz/2.74min",2.18480928761602,2.20060444396062,2.20764035081733,1.96106448087743,2.01288699358629,2.02789780289942,"123"
"127/272.1856mz/2.82min",2.24980178891836,2.25749092012424,2.2444254703441,2.127697471394,2.19663875954417,2.12968722107342,"127"
"128/120.0443mz/2.82min",1.92006983250642,1.54582553288705,1.69439372674954,1.56362566658255,1.66590206539048,1.58330669328831,"128"
"129/138.0549mz/2.82min",1.93371083998032,1.5571636491649,1.7108506227775,1.57482157004636,1.6819624598524,1.58956159649181,"129"
"132/183.0917mz/2.96min",2.03344321224407,1.84808222387111,1.87272396391022,1.88873275951718,2.13741382580716,1.98407191758794,"132"
"134/211.1441mz/3.14min",2.60650405822322,2.56730048234827,2.57587698173801,2.65080191337791,2.87180645865994,2.55639473784433,"134"
"135/211.144mz/3.24min",2.65341641455153,2.6082497477691,2.64956005074062,2.71699980471102,2.96462351093515,2.66963788125902,"135"
"136/245.1284mz/3.26min",2.29991671645657,2.257763782217,2.26999567605132,2.34743595166741,2.58510502861427,2.25508520051256,"136"
"137/214.0498mz/3.32min",2.79606463455187,2.71615829274995,2.93572918236939,2.71416819106873,3.134773827984,3.00154538430022,"137"
"139/215.053mz/3.31min",1.89377003269472,1.83485720244086,2.06079702007627,1.84313277976687,2.2287370415978,2.11389149450109,"139"
"140/182.1903mz/3.35min",1.71855698267149,1.69266784998683,1.62172404246446,1.6566254394065,1.68789715251813,1.48305050130578,"140"
"141/245.1284mz/3.39min",2.66735430354494,2.61057222426677,2.63315655622027,2.710809332118,2.94885775673655,2.59423546005472,"141"
"143/228.2321mz/3.46min",1.72742879367514,1.72141931773995,1.75503258878476,1.67584323145357,1.75934441659495,1.67630731973402,"143"
"144/264.1335mz/3.47min",2.18070087869374,2.00148100713793,2.05847110687101,2.09286880115393,2.14898808198217,2.18203584536416,"144"
"148/215.053mz/3.54min",2.54926362371189,2.41357033991661,2.63065800589943,2.49347284433505,2.54058617498774,2.43770872921689,"148"
