"","filter","2024_NEG_Anid-EV-gpdA_CTRL_1_Run189.mzML","2024_NEG_Anid-EV-gpdA_CTRL_2_Run209.mzML","2024_NEG_Anid-EV-gpdA_CTRL_3_Run239.mzML","2024_NEG_Anid-TJGIp11_1_Run168.mzML","2024_NEG_Anid-TJGIp11_2_Run206.mzML","2024_NEG_Anid-TJGIp11_3_Run253.mzML"
"410/289.0616mz/3.2min",216166.767,728929.94,8546.5508,738416.44,42732.754,389600.78,8546.5508
"411/244.0694mz/3.2min",329199.805,713954.8,37962.562,880059.56,189812.81,468586.8,37962.562
"412/243.0663mz/3.2min",2004439.45,5331782,184953.74,6057430.5,924768.7,3084110.2,184953.74
"413/597.1017mz/3.2min",85974.312,443258.25,28658.104,500465,28658.104,143290.52,28658.104
"414/485.2254mz/3.2min",153089.14,36219.66,557517.7,137163.86,177947.17,83254.79,169014.42
"415/177.0193mz/3.2min",667294.2,1853836.6,55767.5,2151254,278837.5,1055750.9,55767.5
"416/587.2924mz/3.23min",100636.095,42146.64,222693.2,110090.67,91181.52,54599.754,424443.75
"417/585.278mz/3.25min",19292638,10909311,16091786,24670596,24218042,14675570,22493490
"418/548.2211mz/3.2min",208279.63,28857.156,1061497.4,101810.86,314748.4,59358.918,358021.2
"419/287.0562mz/3.2min",13796452,36706108,32330.612,40117300,6148104,21444800,161653.06
"420/575.1197mz/3.2min",690986.168,3340655.2,8499.3672,3767547.5,42496.836,1339475.5,8499.3672
"421/372.0334mz/3.21min",261138.875,688876.7,24174.47,537251.75,120872.35,401405.4,24174.47
"422/407.0053mz/3.2min",11416.446,83269.1,3805.482,71835.51,3805.482,19027.41,3805.482
"423/355.0432mz/3.2min",129384.675,411169.72,10810.164,312234.25,54050.82,204718.53,10810.164
"427/461.0725mz/3.23min",15083.38435,866.47774,866.47774,25834.38,2639382.5,1340230.5,4332.3887
"429/443.0616mz/3.21min",7775.2124,1014.32246,1014.32246,5071.6123,2292470.8,849535.94,10478.8125
"431/209.0455mz/3.22min",556179.85,430444.5,19115.5468,681915.2,1005029.6,991280.75,95577.734
"433/265.0717mz/3.23min",355645.32,382927.12,9803.43,423399.75,346467.94,364822.7,254210
"434/429.0825mz/3.24min",15860.856,26434.76,5286.952,223536.72,5286.952,68093.805,5286.952
"435/306.9473mz/3.23min",451372,452909.62,352431.56,519124.38,605109.2,449834.38,234575
"436/571.2893mz/3.25min",80609.15,183971.16,4246.618,271945.72,98126.1,63092.2,13946.817
"437/586.2812mz/3.25min",5789090.75,3280613.8,4815401,7505063.5,7296323.5,4446049,6762780.5
"438/1171.5623mz/3.25min",161873.77,42483.434,117399.54,256869.45,206348,102654.914,222489.8
"439/569.283mz/3.24min",1506864.75,3128564.2,420416.94,4469767.5,1740837.9,1272891.6,521232.44
"440/683.2455mz/3.25min",317127.685,192896.14,298513.25,385872.6,335742.12,282313.84,423505.7
"441/587.284mz/3.25min",1115354.97,635970.6,768009.2,1477164.8,1571519.5,910163.94,1320546
"444/670.2557mz/3.25min",287221.98,209245.45,341017.6,200520.81,381846.62,233426.36,368316.78
"447/533.2101mz/3.27min",313341.635,217812.33,1086494.9,386838.38,541579.75,236976.92,239844.89
"449/219.0305mz/3.28min",113227.3975,116107.945,525467.25,110346.85,87824.41,94393.125,130712.71
"450/317.0668mz/3.28min",146954.695,164266.05,14951.4828,169228.97,224265.61,129643.34,74757.414
"451/380.062mz/3.28min",288836.62,381251.34,33725.488,276941.12,477010.03,300732.12,168627.44
"456/246.0965mz/3.3min",428072.92,528120.94,721572.44,774712.2,249993.9,175356.52,328024.9
"457/265.0717mz/3.28min",253280.915,276329.97,9803.43,344275.8,242090.55,221801.39,264471.28
"458/245.0932mz/3.3min",3159163.9,3940297,5038213,5465834.5,1773416,1400712.9,2378030.8
"460/261.0768mz/3.31min",45301.872,52952.684,29682.262,79415.86,59317.176,37651.06,15207.513
"461/191.035mz/3.32min",304136.55,341793.8,5126.3266,266479.3,1219878.2,864043.75,25631.633
"464/317.0304mz/3.34min",57421.482,196903.5,5780.5528,137175.17,28902.764,85940.2,5780.5528
"465/209.0456mz/3.33min",75435.402,45593.914,4846.1104,128258.47,167707.97,105276.89,35091.53
"467/514.2407mz/3.35min",853899.075,715350.25,6036.166,1630904.6,1580215.2,992447.9,170538.22
"468/178.051mz/3.36min",731056.345,551134.8,660086.4,807492.94,991213.6,732015.94,730096.75
"469/180.0666mz/3.36min",1193433.5,935257.5,458829.53,1805851.1,2122023.8,1451609.5,656613.06
"470/598.3137mz/3.36min",31926.82885,5537.8027,768.33574,58315.855,143534.78,124069.69,3841.6787
"471/713.1582mz/3.36min",109634.905,98501.25,376172.8,179250.98,92786.3,81849.234,120768.56
"472/171.0663mz/3.37min",281444.155,221944.28,254579.69,401489.16,458048.44,308308.62,208939.42
"473/457.2304mz/3.37min",33564.5035,14658.635,80426.83,50358.22,16770.787,16002.828,76865.89
"474/265.0717mz/3.36min",100050.2025,92929.1,16027.916,107171.305,355272.28,197937.98,80139.58
"475/182.0539mz/3.38min",347739.89,448030.9,53460.93,298335.16,753554.94,397144.62,200169.05
"476/181.0507mz/3.38min",4169883.25,5066473.5,766280.2,3544088.5,8370510.5,4795678,2379677.5
"477/238.0873mz/3.39min",684723.18,575448.56,9105.6,959320.3,899904.25,793997.8,185642.84
"478/527.1672mz/3.39min",328923.7,476480.8,11637.316,181366.6,531923.9,503399.3,58186.58
"479/421.0056mz/3.4min",1865896.45,1868366.9,2087043.6,1678542.5,1651893.1,1863426,2074566.8
"480/301.1404mz/3.42min",107210.385,28993.479,184359.97,101574.61,112846.16,40208.3,315258.78
"481/413.1928mz/3.41min",1896564.8,1444109.5,2060165.2,3041748.5,2349724.2,1451276.2,1732964.4
"482/461.0725mz/3.4min",97607.7925,53220.395,4467.2824,189007,172460.88,141995.19,22336.412
"483/543.1301mz/3.42min",12713.1222,546640.3,4237.7074,392600.1,4237.7074,21188.537,4237.7074
"484/476.1885mz/3.41min",321299.09,206973.06,350003.78,405541.28,355231.34,264839.88,292594.4
"485/271.0612mz/3.41min",1533915.2,9813970,5691.9214,9040580,715005.9,2352824.5,28459.607
"487/599.2935mz/3.45min",155631.945,6664391,158567.53,14387732,152696.36,99342.48,131624.97
"488/582.3187mz/3.43min",392691.38,316536.1,49171.076,468846.66,1101884.6,755339.6,245855.38
"489/287.0561mz/3.4min",35601.35175,242846.94,1004.0087,305981.03,5020.0435,66182.66,1004.0087
"490/283.1299mz/3.44min",174412.41,154190.52,136014.98,238748.53,287683.47,194634.3,108461.45
"491/331.0461mz/3.44min",242534.834,2190087.5,11496.2336,2875912.8,57481.168,427588.5,11496.2336
"493/209.0455mz/3.44min",71831.073,34545.17,6909.034,66043.336,164324.02,115758.64,77618.81
"501/151.0401mz/3.46min",31391.374,35958.06,5364.9376,26824.688,127168.51,78771.984,5364.9376
"502/205.0142mz/3.46min",73456.6525,68561.555,2144919,61608.32,78351.75,39755.406,1237929
"503/249.0227mz/3.47min",2869866.35,2878401.5,2980687,2122338.2,2230104.2,2861331.2,2996580
"504/289.0355mz/3.47min",443581.435,492758.88,56586.375,436729.12,501983.22,450433.75,142289.89
"505/245.0455mz/3.47min",1338729.55,1265622.9,231777.2,1411836.2,2042624.8,1732822.8,569347.7
"506/193.0506mz/3.47min",1556010.5,1570091.4,127997.34,1729518.5,1267068.5,1541929.6,2252053.5
"507/579.0783mz/3.47min",116606.738,105617.766,3026.5428,127595.71,249453.45,184102.48,15132.714
"508/194.0458mz/3.48min",247318.66,174610.2,58153.688,374427.2,413771.88,320027.12,91160.72
"509/646.2944mz/3.48min",550856.58,1970637,74297.63,1710820.6,652263.56,449449.6,91059.45
"510/181.0507mz/3.5min",354858.83,356059.28,373133.3,347116.12,4145665.5,353658.38,152305.67
"511/567.2671mz/3.48min",71204.625,45347.055,17899.582,107270.13,138844.97,97062.195,32882.344
"512/583.2984mz/3.49min",467482.89,1756634.8,143042.62,1942472.1,550449.94,384515.84,83132.72
"514/922.3267mz/3.49min",371754.98,390591.56,593467.2,351415,427306.75,284907.06,352918.4
"515/697.261mz/3.5min",433199.485,280901.16,542396,536027.7,356785.25,276189.6,509613.72
"516/689.2892mz/3.5min",327528.14,209669.55,375024.1,392627.2,329332.12,198517.45,325724.16
"517/601.3003mz/3.5min",792858.325,520187.84,1053744.4,1094671.2,664135.4,414792.9,921581.25
"518/635.2704mz/3.5min",2247483.35,1711439.1,2690970.8,3904998.5,1803995.9,1557656.6,3136772.2
"519/662.2895mz/3.5min",10150013,7556592,12425694,11484045,10453808,6573119.5,9846218
"520/637.2668mz/3.5min",718290.47,529347.44,851933,1235366.6,584647.94,492142.16,971454.4
"521/599.2937mz/3.5min",12101119.5,7849990.5,15346967,16234697,10920542,6689932,13281697
"522/301.1402mz/3.5min",285671.385,125733.86,394044.78,380598.38,250514.89,130707.586,320827.88
"523/664.2961mz/3.5min",831350.9,607639,1061935.5,980256.7,834700.1,521798.28,828001.7
"529/315.1562mz/3.51min",429274.64,528496.1,370669.34,487879.94,541081.56,154265.47,274375.16
"531/315.0511mz/3.52min",2869.78302,424634.12,956.59434,301235.3,956.59434,4782.9717,956.59434
"532/279.9958mz/3.53min",13927231.5,13459186,14690316,12105515,12665904,14395277,14899789
"533/432.1015mz/3.53min",518380.18,270543.78,27814.71,559592.94,549230.8,487529.56,591331.3
"536/431.0982mz/3.53min",2278506.3,1211105,191579.2,2398465.5,2395367.8,2161644.8,2655256.5
"537/560.999mz/3.53min",1616572.6,1579548.6,1691606.5,1093435.2,1327751.4,1653596.6,1959364.1
"538/320.1141mz/3.53min",201005.205,91843.87,232909.44,223029.3,151922.86,178981.11,1193491.9
"542/183.0662mz/3.55min",94553.55,69250.93,13850.186,84617.57,216468.64,152591.4,104489.53
"543/447.0932mz/3.55min",98483.5,45210.027,37991.875,95848.76,102505.02,101118.24,1009072.9
"544/281.103mz/3.56min",289561.595,43803.086,8760.6172,218486.81,508723.16,417195.4,360636.38
"548/182.0539mz/3.55min",320740.015,308591.47,8432.553,332888.56,609591.94,448975.1,151478.58
"549/181.0507mz/3.57min",3705751,3626103.8,267627.38,3785398.2,6742063.5,5089109.5,1739440.4
"550/223.0612mz/3.57min",1462609.9,1628167,200651.42,1297052.8,4965175.5,3438148,256654.12
"551/167.0713mz/3.58min",5021.4123,1673.8041,78185.984,8369.0205,1673.8041,1673.8041,26398.445
"552/853.4203mz/3.59min",231942.25,588188.2,38159.523,687341.75,278381.22,185503.28,68551.125
"554/953.3944mz/3.58min",463091.61,312286.53,295456.4,775893.56,621609.4,452923.84,473259.38
"555/869.4153mz/3.58min",1165680.73,511937.03,560725.3,1650019.5,1370666.4,960695.06,2333341
"556/315.1561mz/3.56min",233341.895,217059.56,231251.17,246681.45,235432.62,85182.03,285142.66
"559/145.087mz/3.59min",248214.335,207965.64,402753.22,296712.2,276000.12,192243.72,220428.55
"562/405.0107mz/3.6min",12346574.5,12508203,13388585,10242605,10899184,12184946,13467083
"563/407.0044mz/3.6min",821852.62,841776.94,880818.4,707889.6,718101.2,801928.3,953855.6
"564/271.0612mz/3.61min",22065.588,514340.16,7355.196,244097.6,7355.196,36775.98,7355.196
"565/668.2118mz/3.61min",224275.865,188782.95,12819.2876,276722.94,600567.2,259768.78,64096.438
"566/527.1671mz/3.62min",78838.541,138922.47,1897.6834,63589.098,94087.984,112065.53,9488.417
"568/207.0661mz/3.63min",93354.03,121349.83,14752.034,112947.89,166082.84,73760.17,14752.034
"572/195.0662mz/3.65min",97711.227,100065.914,59147.28,126885.39,147076.33,95356.54,58363.562
"574/301.0354mz/3.71min",500140.95,475071.2,22147.592,525210.7,8654629,3974022.2,110737.96
"575/770.1796mz/3.66min",84668.235,88365.24,312380.66,133368.06,58376.79,45749.36,80971.23
"576/771.1792mz/3.66min",99217.8395,101627.945,408786.16,155110.62,65548.67,56592.824,96807.734
"577/773.1794mz/3.66min",141249.22,147272.36,513543.97,194650.03,95810.87,69492.87,135226.08
"578/516.224mz/3.66min",42522.7865,18378.693,3675.7386,66666.88,314064.25,166951.33,3675.7386
"579/165.0557mz/3.63min",167682.515,158849.06,16504.725,176515.97,371449.72,195817.2,57577.766
"580/209.0455mz/3.67min",408849.905,1707039.6,33339.012,1988307.4,166695.06,651004.75,33339.012
"582/999.3396mz/3.67min",310449.345,319443.44,350588.16,413317.56,301455.25,215081.77,232246.7
"583/435.1772mz/3.67min",449546.545,265950.7,41307.95,620198.06,1271362.6,1079169.9,278895.03
"584/982.348mz/3.67min",1280033.5,1294299,1391886,1679166.5,1265768,773431,763786.5
"586/144.0455mz/3.67min",1070166.65,925323.5,1213369.2,1135170.9,1005162.4,952891.25,2144423.8
"587/447.0933mz/3.68min",113655.5025,33093.477,4756.4653,113381.45,122605.06,113929.555,246285.94
"589/597.2456mz/3.71min",135468.08,73563.21,813.97304,215391.7,197372.95,214098.78,4069.8652
"590/599.2613mz/3.68min",276801.125,207770.75,1110.9994,345831.5,779277.1,899116.4,5554.997
"591/317.0668mz/3.69min",33219.824,199608.22,2069.055,189580.6,47658.46,18781.188,10345.275
"592/652.2168mz/3.69min",1516334.35,1582461.2,155252.45,1492526.5,2505618.5,1540142.2,776262.25
"593/583.2664mz/3.71min",119171.68,136507.64,20367.144,101835.72,137937.55,174210.42,20367.144
"594/967.312mz/3.7min",184690.13,170637.45,74039.19,343058.66,227007.17,196957.66,172422.6
"595/235.0248mz/3.7min",187192.215,162075.88,28354.232,212308.55,409081.06,342688.66,66422.85
"596/948.3265mz/3.7min",43432.4275,37638.055,6520.4226,98719.75,70378.45,49226.8,32602.113
"597/950.3217mz/3.71min",907302.155,838324.75,316880.38,1743561,1421013.4,976279.56,646828.56
"598/199.0976mz/3.72min",62847.533,46050.15,161103.62,2412281.2,50070.906,48950.492,75624.16
"600/223.0611mz/3.73min",136830.805,162517.08,22228.906,111144.53,442713.34,262094.25,22228.906
"602/211.0611mz/3.73min",79212.22,39206.47,7841.294,78845.88,114668.14,79578.56,93914.375
"604/525.2614mz/3.74min",39575.181,67910.61,2109.5346,20065.3,1981638.6,59085.062,10547.673
"605/407.1709mz/3.74min",92753.7535,120672.8,12966.9414,64834.707,376857.94,388396.53,12966.9414
"609/193.0506mz/3.75min",265327.005,247125.89,10076.7774,315309.22,283528.12,322220.5,50383.887
"610/596.2981mz/3.75min",39740.854,31533.176,6306.6352,45410.29,83811.5,65617.35,34071.418
"611/697.3305mz/3.76min",246877.915,237408.38,231565.94,510344.12,403326.56,242642.89,251112.94
"612/597.2457mz/3.77min",331351.305,403399.75,813.97304,259302.86,429744.6,606784.5,4069.8652
"615/292.1191mz/3.78min",605249.5,339240.66,139683.03,529244.56,797357.44,681254.44,941620.06
"616/946.4266mz/3.78min",1384164.4,682279.7,721410.3,2457297.2,1613772.9,1154555.9,1835881.8
"617/867.4364mz/3.78min",452020.82,1310113.8,69226.89,1705765.4,525430.7,378610.94,53785.297
"618/883.431mz/3.78min",2895254.1,1422694.4,1540394.8,6215228,3310063,2480445.2,4485165.5
"619/652.2169mz/3.74min",965461.275,1017890.3,144533.15,913032.25,1840147.2,1447581.8,722665.75
"620/919.4078mz/3.78min",352285.235,190404.83,195848.75,951053.1,364329.44,340241.03,686651.6
"621/930.4316mz/3.78min",222630.06,723992.44,29113.53,769866.7,312761.28,132498.84,25284.396
"622/355.0457mz/3.78min",457542.695,16907.428,16907.428,84537.14,901052.3,830548.25,1932348.1
"623/200.1009mz/3.78min",308470.375,341252.03,158681.19,275688.72,476943.94,429037.47,200462.31
"625/199.0976mz/3.78min",2998642.2,3331910.2,1541070.4,2665374.2,4522193.5,4114535.2,1988957.2
"626/155.1078mz/3.79min",272479.15,307180.6,136437.53,237777.7,470013.2,357573.25,179559.52
"627/191.035mz/3.78min",147775.71,117182.49,34636.895,189048.03,173447.81,156393.22,139158.2
"628/387.1082mz/3.79min",267628.15,204312.6,16833.364,372009.66,330943.7,339836.9,84166.82
"629/835.4099mz/3.79min",196959.295,495048.56,3272.329,660418.75,213155.4,180763.19,16361.645
"630/898.4052mz/3.79min",135880.195,342182.12,1002.379,359077.94,156461.98,115298.41,5011.895
"631/914.3998mz/3.8min",283774.625,87451.08,72778.44,490298.25,239033.72,328515.53,638500.9
"632/851.4045mz/3.8min",419642.58,127131.12,119700.29,881192.3,351460.06,487825.1,1184423.8
"634/261.0768mz/3.8min",284559.455,316663.44,60906.457,252455.47,943755.1,566740.94,52351.883
"635/583.2664mz/3.8min",2285555.45,2498684.5,33019.162,2072426.4,3473546.5,4264534.5,165095.81
"640/516.2241mz/3.82min",627750.87,564227.06,112845.412,631421.3,1619830.9,1264365.4,624080.44
"641/481.0776mz/3.82min",102122.868,102122.868,102122.868,102122.868,1489031.8,510614.34,102122.868
"642/459.2823mz/3.84min",197298.5,127374.08,194329.72,215360.34,200267.28,174242.73,313085.56
"645/421.0056mz/3.84min",224233.79,223156.72,252771.81,192173.58,208904.08,225310.86,260811.48
"646/446.0882mz/3.85min",22553.0718,260218.2,7517.6906,280847.5,7517.6906,37588.453,7517.6906
"649/259.0612mz/3.85min",630963.83,808045,7752.5546,770412.44,691288.06,570639.6,38762.773
"650/413.0877mz/3.85min",332651.825,159769.14,13318.744,348166.9,317136.75,388712.1,1381515
"651/301.0354mz/3.85min",1368622.35,100635.5,100635.5,503177.5,3397674.2,2234067.2,3753050.8
"652/530.2033mz/3.83min",248402.715,245929.38,23791.624,250876.05,875366.75,743287.9,118958.12
"653/732.3141mz/3.85min",44316.2125,65861.33,8102.271,48121.07,40511.355,96123.805,8102.271
"654/207.0662mz/3.86min",271356.675,2626467.2,133746.97,108139.93,2746867,408966.38,28824.326
"655/331.0461mz/3.86min",60416.65,69335.38,10299.584,51497.92,574486.44,204692.6,10299.584
"656/196.0696mz/3.87min",235668.455,262791.44,5018.2695,386896.6,300478.47,208545.47,32848.145
"657/195.0663mz/3.87min",2422028.65,2714293.8,247224.97,3761346,2966710.2,2129763.5,404645.38
"658/525.2599mz/3.88min",83949.294,83949.294,83949.294,83949.294,419746.47,83949.294,83949.294
"659/355.0457mz/3.88min",200112.645,25121.758,25121.758,125608.79,464489.16,274616.5,797392
"660/395.077mz/3.88min",1421254.1,949371.9,193680.2,1520261.5,1373928.1,1468580.1,1600101.2
"661/458.0729mz/3.88min",387602.405,281805.78,44164.62,428480.5,372606.03,402598.78,444032.94
"662/597.2457mz/3.88min",90694.0075,85310.46,17062.092,96077.555,178557.23,169511.97,17062.092
"663/718.3349mz/3.89min",1485799.7,2153696,45666.104,1324324.8,1647274.6,2246266.2,228330.52
"664/185.1183mz/3.88min",188007.66,108162.49,58699.582,352201.4,726620.2,266512.03,109503.29
"666/287.0561mz/3.89min",314054.155,3859.874,771.9748,148903.31,613166.3,751586.6,479205
"667/497.0725mz/3.89min",83367.2135,9517.7914,9517.7914,119145.47,1014574,623895.44,47588.957
"668/237.0768mz/3.9min",99258.125,112142.33,17274.784,86373.92,238518.39,155543.94,17274.784
"669/534.162mz/3.9min",94749.43,89369.05,297696.9,96773.94,92724.92,38996.875,128780.52
"670/275.0925mz/3.9min",170132.69,192697.9,29513.496,147567.48,397000.75,328050.97,29513.496
"671/273.0405mz/3.9min",168313.465,518815.62,11525.8624,178009.45,158617.48,192943.83,57629.312
"673/517.1717mz/3.91min",115391.0705,76115.03,308120.16,103718.875,127063.266,54347.414,142858.16
"674/716.3191mz/3.91min",149573.885,221907.47,886.0791,97281.1,201866.67,221870.83,4430.3955
"676/490.2042mz/3.91min",275327.795,350882.03,1002593.2,495678.16,199773.56,130419.58,183155.5
"677/301.1406mz/3.91min",136790.125,100841.586,619109.44,249083.94,136245.36,75847.84,137334.89
"679/536.1776mz/3.92min",91187.047,85210.164,1110957,79699.375,97163.93,48680.64,210549.53
"680/473.1817mz/3.92min",1665639.4,1081974.4,12636914,1201623.8,2129655,800418.8,2535985.2
"683/563.1774mz/3.92min",13753.57485,4338.8447,165361.52,735.8105,23168.305,3679.0525,39507.168
"684/571.1498mz/3.92min",5338.098,1779.366,234247.12,1779.366,8896.83,1779.366,45366.047
"685/947.3707mz/3.91min",43552.6845,3926.0615,2066133.9,15133.649,71971.72,785.2123,115563.56
"686/201.1132mz/3.92min",242732.195,349492.62,210072.47,274700.06,273223,212241.39,167820.06
"688/652.2168mz/3.92min",860315.05,878227.9,83893.376,913499.8,1373978.4,842402.2,419466.88
"689/223.0612mz/3.93min",2393355.4,2145024,283063,2641686.8,7305527.5,4264601,398271.38
"690/179.0713mz/3.93min",311594.19,278451.1,25124.111,344737.28,1092787.9,548630.8,42930.402
"691/512.1927mz/3.93min",800028.595,912000.75,28887.29,688056.44,1541445,1486938.6,144436.45
"692/303.0512mz/3.93min",159457.89,395820.66,24221.11,523316.47,135537.45,183378.33,8182.5166
"693/657.0501mz/3.93min",274669.475,34065.796,34065.796,170328.98,418765.3,379009.97,395852.44
"694/513.1962mz/3.93min",236830.39,270402.3,5299.7664,203258.48,425680.47,406461.28,26498.832
"696/317.0304mz/3.94min",21854768,534612.25,319760.16,16912892,35959004,32239784,26796644
"697/196.9761mz/3.93min",606481.185,259296.22,705681.25,811010.75,507281.12,434265.38,853792.94
"699/319.0356mz/3.94min",494379.14,74180.568,74180.568,370902.84,799240.2,709411.6,617855.44
"700/315.0147mz/3.94min",136811.6175,14659.925,14659.925,73299.625,328299.97,200323.61,224376.12
"701/313.0356mz/3.94min",111873.0675,69965.59,13993.118,80495.445,220860.66,143250.69,377218.16
"702/583.2663mz/3.96min",858530.08,882736.6,12496.2852,834323.56,1135907.5,1328711.9,62481.426
"703/501.1039mz/3.96min",160163.175,19551.402,61124.477,164111.9,180073.86,156214.45,556498.44
"704/526.172mz/3.97min",379089.785,457298.1,8983.1766,300881.47,473565.16,527461.94,44915.883
"706/497.0725mz/3.96min",21914.0628,7304.6876,7304.6876,7304.6876,162327.48,86277.73,36523.438
"707/732.3142mz/4.08min",117833.3475,163874.02,4038.4254,101235.195,134431.5,337914.4,20192.127
"709/718.3348mz/3.99min",566025.45,821628.4,21283.1,540615.3,591435.6,825864.8,106415.5
"710/206.0539mz/4.01min",457627.475,939374.2,48461.83,375283.75,1169260.5,539971.2,9692.366
"711/205.0505mz/4.0min",5367520.25,8939307,1211258.5,4613479,12337930,6121561.5,382929.72
"712/459.2024mz/4.0min",78078.2575,46021.066,498385.8,78846.125,77310.39,35628.98,302580.53
"716/550.3288mz/4.02min",570543.9,368634.03,73726.806,566010.9,1111198.5,859490.75,575076.9
"717/540.1876mz/4.0min",73937.1,72648.81,14529.762,75225.39,150339.44,142401.03,14529.762
"718/583.2302mz/4.01min",295653.84,320450.12,2432.0652,270857.56,720749,491502.94,12160.326
"719/514.2085mz/3.97min",284043.715,203230.81,20800.352,364856.62,1764157.8,1397311.9,104001.76
"720/180.0667mz/3.98min",36580.258,35672.75,37487.766,46448.03,18685.406,39303.164,4841.1865
"723/245.0455mz/4.03min",801439.655,762893.06,174704.9,931544.1,839986.25,1077525.5,552736.1
"724/289.0354mz/4.03min",62085.6625,63508.137,8324.2446,69088.695,60663.188,86223.53,41621.223
"725/237.0768mz/4.03min",214961.155,210656.97,42131.394,219265.34,672497.5,406537.97,42131.394
"726/247.0248mz/4.04min",70989.3225,51607.023,1012518.4,62206.785,79771.86,41866.953,655323.6
"727/179.0713mz/4.04min",299937.35,380552.56,69974.625,219322.14,725111.4,532972.06,129888.87
"729/285.0405mz/4.05min",650893.25,55002.543,11000.5086,360399.06,3711014.2,2130580,941387.44
"730/165.0556mz/4.06min",63797.3885,73648.39,10789.2774,53946.387,175969.56,98840.96,10789.2774
"732/431.0982mz/4.07min",1634385.4,902234.06,64724.86,2110878.8,1737436.8,1704369.6,1564401.2
"735/190.9486mz/4.08min",386583.705,374398.88,398768.53,401755.34,458736.16,329408.7,252998
"737/188.9515mz/4.08min",615239.075,606612.75,623865.4,647956.5,725145.25,498769.03,382311.5
"738/301.0354mz/4.08min",286454.365,30255.706,30255.706,151278.53,500592.97,421630.2,1789043.4
"740/498.2134mz/4.08min",185433.19,156769.75,31353.95,169384.66,394596.75,305592.53,201481.72
"741/432.1016mz/4.07min",350183.45,171329.97,34265.994,443159.75,370610.9,379393.2,329756
"743/412.9526mz/4.1min",167609.9975,1046336.7,15402.311,702240.56,77011.555,258208.44,15402.311
"744/468.1663mz/4.11min",198107.885,21938.93,4387.786,687592.56,107709.77,671193.3,288506
"745/335.1501mz/4.11min",20468.4415,802765.25,3357.2906,821148.75,24150.43,16786.453,3357.2906
"746/313.0355mz/4.11min",607772.875,454869.75,90973.95,669754.5,824853.5,545791.25,719651.7
"748/315.1039mz/4.12min",98354.968,98354.968,98354.968,491774.84,98354.968,98354.968,98354.968
"749/597.2457mz/4.12min",200801.88,241404.2,32039.912,160199.56,269162.62,363967.4,32039.912
"751/299.0197mz/4.13min",467517.015,153322.92,30664.584,347846.53,761218.25,587187.5,2438422.5
"752/300.0231mz/4.13min",54992.0675,6303.109,6303.109,31515.545,109313.31,78468.59,366589.97
"753/226.1165mz/4.14min",386254.01,289438.2,1158150.5,437462.9,335045.12,207135.83,571921.44
"754/225.1132mz/4.14min",3126703,2408600.5,9247674,3569628.2,2683777.8,1752478.5,4509579.5
"755/398.1606mz/4.14min",164238.005,63961.188,12792.2376,134469.45,364617.78,281097.8,194006.56
"757/684.3293mz/4.14min",645459.08,761762.6,18604.872,529155.56,825065.25,1005058.94,93024.36
"758/219.0298mz/4.15min",98864.5155,283095.56,5516.5722,27582.861,275705.03,170146.17,5516.5722
"759/583.2304mz/4.14min",166639.585,183121.75,1899.2598,150157.42,315621.5,238555.44,9496.299
"760/303.0511mz/4.16min",34300.1215,217816.66,6667.429,174061.38,33337.145,35263.098,6667.429
"761/454.1871mz/4.25min",551372.25,80666.99,16133.398,1092808.8,606775.5,1133359.5,495969
"763/281.1429mz/4.19min",3439.754,3439.754,3439.754,816320.9,3439.754,17198.77,3439.754
"764/165.0557mz/4.17min",903890.45,1556776.8,768669.3,419253.9,2638945.2,991933.8,815847.1
"765/567.2713mz/4.17min",353296.02,386650.66,903.1926,319941.38,445600.7,529041.3,4515.963
"766/395.077mz/4.18min",317509.77,298256.44,58271.65,336763.1,296590.84,491422.34,958683.8
"768/636.2219mz/4.18min",284347.315,329486.25,29814.52,305917.75,424905.72,262776.88,149072.6
"769/498.2135mz/4.2min",4114006.75,4043885,104872.62,4184128.5,10984318,8608269,524363.1
"770/159.1026mz/4.19min",304929.655,477709.4,33679.538,168397.69,854843.2,441461.62,33679.538
"771/531.0934mz/4.19min",331736.265,366328.72,62678.306,371136.16,350081,313391.53,62678.306
"772/526.1719mz/4.19min",90582.635,83923.84,16784.768,97241.43,222844.05,158176.12,16784.768
"773/500.2193mz/4.2min",149774.915,126479.78,2612.5652,173070.05,619654.9,372176.66,13062.826
"775/512.1927mz/4.2min",1930912.8,2088850.2,39661.71,1772975.4,5031643,3242603.5,198308.55
"776/513.1961mz/4.2min",572799.72,614090.5,5344.9836,531508.94,1486219,959684,26724.918
"777/335.1501mz/4.21min",73593.112,854034.4,10072.762,1060062.1,96822.414,50363.81,10072.762
"778/702.34mz/4.21min",372053.53,708925.06,17911.024,288709.22,455397.84,561347.3,89555.12
"779/234.8988mz/4.22min",320094.3,317799.16,322389.44,341890.78,377087.5,280855.8,222150.4
"782/237.1132mz/4.23min",497463.53,171579.44,603867.94,414210.62,580716.44,372106.06,642973.94
"783/495.1774mz/4.23min",599558.92,1073416.2,45839.94,973123.5,366174.78,832943.06,229199.7
"784/281.1031mz/4.23min",312670.585,106644.68,424541.6,275314.7,350026.47,242417.66,399183.6
"788/509.1584mz/4.24min",347974.925,244188.81,1184509.8,418278.88,277670.97,228306.83,880101.25
"789/536.1775mz/4.24min",3940767.75,2995761,12002674,3341555.5,4539980,2753200.2,6193963.5
