"","filter","2024_NEG_Anid-EV-gpdA_CTRL_1_Run189.mzML","2024_NEG_Anid-EV-gpdA_CTRL_2_Run209.mzML","2024_NEG_Anid-EV-gpdA_CTRL_3_Run239.mzML","2024_NEG_Anid-TJGIp11_1_Run168.mzML","2024_NEG_Anid-TJGIp11_2_Run206.mzML","2024_NEG_Anid-TJGIp11_3_Run253.mzML"
"790/519.1873mz/4.24min",2880183.6,1973820.4,13331544,2493942.2,3266425,1852079.9,5337489.5
"791/983.3477mz/4.24min",27208.3665,4439.105,269423.94,24770.783,29645.95,3872.0767,120417.2
"792/563.1775mz/4.24min",113202.047,70994.39,428101,92339.734,134064.36,66635.695,203573.48
"793/571.1493mz/4.24min",68078.43,46541.25,441207.56,45374.5,89615.61,45782.406,177146.98
"794/947.3709mz/4.25min",5785.7426,5785.7426,215898.8,5785.7426,5785.7426,5785.7426,28928.713
"795/993.377mz/4.24min",6766.011,768.2212,433106.03,3841.106,9690.916,768.2212,58257.133
"796/473.1816mz/4.24min",521406.26,300855.66,2296418.8,429170.62,613641.9,291947.03,903305.2
"798/561.2094mz/4.25min",434965.435,413851.9,35429.36,456078.97,1044157.25,951010.7,177146.8
"799/915.3809mz/4.25min",20630.9975,5473.7607,424811.97,21882.975,19379.02,1094.75214,36127.957
"801/544.2191mz/4.24min",512842.125,775441.56,7442.828,250242.69,1846854.1,1372870.8,37214.14
"802/441.1917mz/4.25min",211778.82,190900.6,881804.8,272928.34,213503.03,100798,210054.61
"803/487.1974mz/4.25min",1538811.3,1505972.2,6085895,1954591.6,1434082,759250.7,1571650.4
"806/477.1685mz/4.26min",323658.06,278173.28,760268.75,464411.9,171904.75,136785.45,369142.84
"807/504.1876mz/4.26min",1427889.95,1560933.5,3092278,1739102.1,1294846.4,857435.44,1114962
"808/433.2594mz/4.26min",132891.445,80429.16,170757.5,175900.08,97580.78,84910.09,168202.11
"809/552.1728mz/4.27min",194000.39,72870.98,318889.9,164188.84,223811.94,152418.77,324721.66
"810/684.3293mz/4.27min",424670.705,547009.44,18420.902,319708.16,529633.25,634232.25,92104.51
"812/512.1927mz/4.25min",509524.02,533900.6,36708.15,485147.44,2640565.5,846595.06,183540.75
"813/526.2084mz/4.28min",226269.47,239198,12245.898,213340.94,1147869.4,872059.06,61229.49
"815/303.0511mz/4.29min",128683.375,664600,4860.6368,487087.06,117159.53,140207.22,24303.184
"817/514.2091mz/4.26min",38300.384,44247.92,6470.5696,32352.848,218909.27,136125.31,6470.5696
"818/227.1289mz/4.29min",868655.06,700545.5,1153852.1,967606.06,980729.8,769704.06,745948.94
"819/551.2138mz/4.28min",117317.515,68475.19,764184.6,96041.01,138594.02,63006.48,248721.06
"820/568.203mz/4.28min",152497.165,102661.234,700276.3,116329.69,188664.64,98198.984,280734.9
"822/221.0455mz/4.23min",218576.915,153527.73,4284.4243,283626.1,2957161.8,574630.4,856.88486
"823/549.1978mz/4.3min",31502.1135,7927.3013,111160.1,25986.59,37017.637,12575.625,41614.277
"824/269.1759mz/4.3min",211552.235,149959.64,896861.06,242287.25,180817.22,168295.17,570182.5
"826/454.187mz/4.31min",908065.7,126615.67,25323.134,2586256,1116993.8,2781006.5,699137.6
"827/285.0405mz/4.31min",1189356.48,488118.6,97623.72,843957.06,2940490.5,1534755.9,3784119.2
"829/567.2714mz/4.32min",339012.95,399537.2,9072.5328,278488.7,479415.34,437513.88,45362.664
"831/551.2764mz/4.33min",85483.615,97015.87,14790.272,73951.36,136334.39,153616.48,14790.272
"832/471.166mz/4.33min",334890.8,362853.66,457822.78,450468.34,306927.94,259342.69,189232.11
"833/315.1039mz/4.33min",207945.34,207945.34,207945.34,1039726.7,207945.34,207945.34,207945.34
"834/583.1095mz/4.36min",227058.93,244801.17,25059.152,400717.97,209316.69,276562.9,125295.76
"835/245.0455mz/4.34min",210201.835,238850.83,35280.412,266073.8,245969.27,176402.06,181552.84
"836/276.8506mz/4.34min",836017.655,854989.06,817046.25,879079.5,989278.5,721745.25,530444.1
"838/278.8485mz/4.34min",1665002.95,1720997.4,1609008.5,1725275.9,1979903.4,1503966.8,1052842.1
"839/280.8464mz/4.34min",785394.27,813494.1,757294.44,825060.6,928784.3,707796.94,508517.5
"840/273.0405mz/4.35min",1271265.75,1516035.8,60104.082,1151158.4,1391373.1,1618190,968045.44
"841/636.2219mz/4.33min",253957.545,286398.7,40476.446,379738.7,495932.53,221516.39,202382.23
"842/263.0925mz/4.35min",1009331.45,995816.6,32963.878,1022846.3,1366214.4,1059369.5,164819.39
"844/702.3399mz/4.36min",347942.4,647498.7,9216.6492,266428.5,429456.3,626084.1,46083.246
"846/579.2827mz/4.36min",232804.895,254845.31,854.6476,210764.48,439495.97,576939.3,4273.238
"850/441.1916mz/4.36min",83266.582,50140.227,201400.92,85466.93,81066.234,54661.43,88136.84
"851/468.1665mz/4.37min",125842.94,24366.782,24366.782,257458.52,129851.97,247801.64,121833.91
"852/301.0354mz/4.36min",48077.346,2084.1744,2084.1744,10420.872,150298.7,85733.82,112629.21
"853/297.0405mz/4.38min",51255.198,258344.94,17085.066,258313.66,17085.066,85425.33,17085.066
"854/540.2243mz/4.32min",212116.49,246427.86,35561.024,177805.12,735594.25,318327.94,35561.024
"855/499.2168mz/4.4min",192322.46,185307.86,17075.232,199337.06,485445.06,416662.75,85376.16
"857/282.9837mz/4.39min",368488.89,373631.47,370863.53,312483.97,328462.47,366114.25,393953.56
"858/498.2135mz/4.39min",685102.52,639138.6,61971.36,731066.44,1654227.6,1429035.8,309856.8
"859/561.2092mz/4.39min",265807.56,261767.28,21189.754,269847.84,682415.8,565365.56,105948.77
"860/468.2029mz/4.46min",147227.978,55226.168,11045.2336,221677.62,514016.94,318162.62,72778.336
"861/496.1614mz/4.4min",569933.5,582865.56,67884.35,557001.44,634831.7,724120.56,339421.75
"862/512.1927mz/4.4min",433224.71,457262.22,12952.19,409187.2,738040.94,723121.8,64760.95
"863/549.1979mz/4.4min",33220.0545,20422.002,125728.82,33609.484,48769.734,17043.408,32830.625
"864/566.1875mz/4.4min",132163.045,83846.945,397535.03,123096.12,166893.39,76010.945,141229.97
"865/329.1032mz/4.42min",178254.89,314318.38,30696.762,294829.9,203025.97,153483.81,30696.762
"869/497.0371mz/4.41min",629685.92,640099.9,747635.06,601826.94,582528.8,619271.94,717899.44
"871/299.0198mz/4.43min",1782959.9,2585528,161856.94,3256703,934786.2,980391.8,5496552.5
"872/300.0232mz/4.43min",280805.86,414350.25,8832.396,526176.44,137331.89,147261.47,882119.6
"875/459.2025mz/4.44min",77015.068,44602.89,67704.016,88982.766,122613.81,86326.12,61241.49
"876/280.8872mz/4.44min",441438.5,416749.56,466127.44,483330.06,581006.5,378732.16,301048.22
"877/313.0355mz/4.44min",19659.2,167626.64,19659.2,98296,19659.2,19659.2,19659.2
"880/793.0187mz/4.44min",502855.77,489147.2,810263.5,516564.34,251282.81,431114.34,670635
"885/526.2084mz/4.46min",233688.61,238137.58,9814.5164,229239.64,527815.9,450666.06,49072.582
"887/306.9474mz/4.47min",43453.709,67977.15,6650.0546,33250.273,97492.31,53657.145,6650.0546
"888/540.1878mz/4.45min",48556.375,65406.906,6341.1688,31705.844,99879.79,94642.98,6341.1688
"891/493.2707mz/4.49min",155914.605,160657.81,19955.086,99775.43,3507314.5,173995.69,151171.4
"894/556.2668mz/4.47min",124389.02,124389.02,124389.02,124389.02,621945.1,124389.02,124389.02
"896/454.1871mz/4.47min",326485.39,6349.143,1269.8286,524259.53,245144.58,498227.44,407826.2
"897/566.1876mz/4.45min",72980.385,90090.94,218049.25,34014.758,63513.81,82446.96,50467.19
"898/500.1927mz/4.47min",308182.845,49783.532,49783.532,589265.9,367448.03,713192.3,248917.66
"899/496.1615mz/4.49min",95716.645,100072.98,8922.414,94646.87,96786.42,130487.17,44612.07
"902/636.2218mz/4.47min",237582.765,224408.48,11720.8594,339732.25,369639.75,250757.05,58604.297
"904/540.2242mz/4.5min",95398.7575,97967.82,18565.939,92829.695,223678.62,120908.49,18565.939
"905/433.2594mz/4.51min",52055.762,30645.629,70630.99,65777.4,40485.758,36587.895,63625.766
"909/686.3449mz/4.51min",482789.23,757201.2,87678.912,527183.9,438394.56,850841.94,87678.912
"911/315.1039mz/4.52min",28453.172,28453.172,28453.172,142265.86,28453.172,28453.172,28453.172
"912/194.0221mz/4.52min",196838.94,48805.51,9761.102,93000.48,684625.94,513495.94,300677.4
"914/391.1761mz/4.52min",2859.252,953.084,600649.25,953.084,4765.42,953.084,152824.38
"915/422.9768mz/4.52min",514012.79,523241.38,604272.94,504784.2,449524.2,476019.53,588432.5
"917/496.1978mz/4.52min",129775.585,145127.4,22884.754,114423.77,173289.16,190051.73,22884.754
"918/482.2185mz/4.52min",260580.525,264125.25,6895.712,257035.8,526339.25,473666.75,34478.56
"919/326.009mz/4.54min",336589.71,332474.7,407677.62,340704.72,185340.86,325286.8,376112.2
"920/653.0256mz/4.54min",540157.05,542082.9,661920.06,538231.2,457357.28,519768,634784.75
"921/501.1406mz/4.54min",26455.866,26455.866,26455.866,26455.866,26455.866,26455.866,132279.33
"922/245.0455mz/4.54min",39644.833,47075.973,17433.092,32213.693,180641.08,98014.56,3486.6184
"923/205.0504mz/4.53min",573940.64,783895,261829.11,363986.28,1674767,1013904,60502.742
"924/283.0248mz/4.55min",116986.13,8384.956,8384.956,41924.78,323436.5,192047.48,646556.4
"925/488.2008mz/4.55min",415708.985,230173.38,1177914.9,388231.44,443186.53,304419.3,458626.1
"927/504.1876mz/4.55min",2526019.9,2064339.4,4723541.5,2526884,3402385.2,2525155.8,2442545.2
"928/477.1686mz/4.55min",395334.205,244199.52,853632.2,471818.97,318849.44,289269.72,526838.7
"929/441.1917mz/4.55min",241020.725,146119.12,691955.9,207842.23,274199.22,172464.55,277983.38
"930/341.0486mz/4.55min",407195.515,426920.78,507689.84,339321.1,293815.9,387470.25,470316.78
"931/531.0933mz/4.55min",67424.4005,150239.88,10230.1992,94874.12,51150.996,83697.805,10230.1992
"932/505.1909mz/4.55min",694498.32,585571.8,1291948.9,699534.2,961853.94,683645.94,689462.44
"934/487.1974mz/4.55min",1453337.4,940673.56,4105609.8,1358017.9,1548656.9,1087901.1,1632356.5
"936/520.1826mz/4.56min",229107.025,391119.88,135754.73,639625.44,168914.52,289299.53,55066.543
"937/503.1926mz/4.56min",223639.265,315822.78,236537.56,639575,149844.06,210740.97,88054.58
"938/263.0925mz/4.56min",1431593.2,1297697.6,10118.17,1565488.8,2199948.2,1736242.2,813991.9
"939/620.2269mz/4.57min",6587840,6635542,870611.5,6540138,8718812,6943115,4353057.5
"940/326.8347mz/4.57min",236257.6,229819.47,247796.08,242695.73,294792.8,207590.94,165309.33
"941/265.1081mz/4.57min",552785.345,198224.1,39644.82,384041.94,967999.9,721528.75,1113681.5
"942/551.2765mz/4.57min",5665807.75,5867521,131826.1,5464094.5,7267808,10960736,659130.5
"943/285.0405mz/4.57min",68428.715,3411.26,3411.26,17056.3,120169.13,119801.13,473038.2
"944/614.2725mz/4.57min",284587.3,373740.22,39086.876,195434.38,406968.4,685382.9,39086.876
"945/549.1979mz/4.57min",448261.9,411712.5,2134535,404341.78,484811.3,309735.84,514300.1
"946/566.1881mz/4.57min",1220394.3,1204762.4,4153233.5,928145.7,1372530.2,825934.6,1236026.2
"947/196.0377mz/4.57min",294264.09,107084.664,21416.9328,206780.28,583733.9,381747.9,618902.2
"948/494.1823mz/4.59min",173850.98,52114.5,10422.9,339501.7,251120.4,365661.38,96581.56
"949/317.0667mz/4.58min",490421.635,832561.4,58098.996,405357.47,784268.75,575485.8,214934.7
"950/167.0349mz/4.58min",129390.63,203133.75,12836.578,113631.46,234330.73,145149.8,64182.89
"952/523.2563mz/4.59min",887081.175,983716.5,415706.78,895690.25,1041252.1,878472.1,560227.1
"954/219.0662mz/4.59min",21683.8535,3833.9,3833.9,19169.5,56689.793,24198.207,487201.25
"955/480.2027mz/4.6min",54108.2755,42808.164,4358.586,65408.387,178462.45,136218.95,21792.93
"957/205.9417mz/4.6min",264382.305,280554.5,228864.02,310740.66,363365.94,248210.11,162821.52
"958/636.2218mz/4.59min",92775.203,121159.89,3929.1028,159700.19,216769.53,64390.516,19645.514
"959/247.0248mz/4.62min",6470.388,10783.98,232889.28,2156.796,2156.796,2156.796,84207.5
"961/221.0819mz/4.63min",6120053.75,2628109,732394.1,5050926,12512249,9202257,7189181.5
"964/222.0852mz/4.63min",769071.38,318211.16,79399.445,631286.56,1580878.8,1187418.2,906856.2
"969/413.1967mz/4.65min",17487.045,7754.248,431817.78,4135.0396,27219.842,3675.7554,146625.66
"970/520.1826mz/4.62min",171794.76,12050.079,305997.56,299585.28,132680.52,210909,59930.69
"971/480.2603mz/4.65min",57984.6065,2484.9406,2484.9406,12424.703,259069.69,154869.81,103544.51
"974/534.1618mz/4.66min",101345.51,88238.09,469632.5,114452.93,52659.066,54746.188,174358.33
"975/716.3658mz/4.66min",13202.9447,724.05908,435551.72,3620.2954,22785.594,724.05908,96013.41
"976/258.1711mz/4.66min",6467427.5,3269648.5,10783475,6115708,7134759,5053259,6819147
"977/517.3495mz/4.66min",418356.78,128132.75,1087514.2,404085.78,486116.5,246126.77,432627.78
"978/321.1668mz/4.66min",1521654.8,1162889.8,2586975.5,1747945.4,1549059.8,1367575.4,1494249.8
"979/447.2751mz/4.66min",278632.24,316302.28,880231.06,520446,183366.61,118178.016,240962.2
"980/259.1745mz/4.66min",891461.5,441470.16,1530109.4,868473.8,977183,716300.5,914449.2
"982/497.0371mz/4.67min",674308.875,726618,662768,564941.6,524181.2,685849.75,811326.5
"983/438.1922mz/4.67min",103003.83,14901.532,14901.532,244680.08,74507.66,220591.5,131500
"984/567.2092mz/4.68min",50568.1215,8943.308,278814.34,54540.7,46595.543,36384.305,146308.31
"985/496.1978mz/4.68min",884391.45,986932,20925.9468,781850.9,1159780.4,1078366.5,104629.734
"986/584.1987mz/4.68min",119371.051,71853.84,548573.2,110504.266,128237.836,78478.67,335614.4
"987/483.2218mz/4.68min",455470.045,463587.56,14789.304,447352.53,864972.4,694578.9,73946.52
"988/482.2185mz/4.68min",1533705.05,1567821.1,55099.476,1499589,2997129.5,2413669.8,275497.38
"989/497.2011mz/4.68min",255883.775,299031,3594.5792,212736.55,341296.16,310011.2,17972.896
"994/477.1686mz/4.69min",83121.7675,80802.875,239695.61,223446.56,57377.863,68997.54,85440.66
"995/441.1918mz/4.7min",2851546.1,2501457,7057099.5,4423976.5,3201635.2,2032164,1841262
"996/504.1876mz/4.7min",813365.67,798087.9,1816848,1181332,828643.44,603511.56,477199.94
"998/471.166mz/4.7min",74860.765,57334.35,159428.28,81612.88,103680.8,60839.816,68108.65
"999/237.0921mz/4.7min",709191.88,597800.56,113248.516,1146566.5,1326768.6,820583.2,91761.64
"1000/281.0818mz/4.7min",1004051.2,819751.6,175054.39,1669518.8,1730413.6,1188350.8,111727.81
"1001/331.0461mz/4.7min",112766.765,14909.702,14909.702,74548.51,275916.28,450565.1,150985.02
"1004/436.1765mz/4.72min",174990.23,34298.16,34298.16,178489.66,171490.8,230145.97,437841.7
"1006/457.1867mz/4.73min",1643930.9,1486145.6,5804621,1603917.9,2063924.2,1037241.44,1683943.9
"1007/915.3812mz/4.79min",1208881.5,786065.75,8074088.5,1164206.1,1253556.9,577941.75,1649270
"1008/225.0556mz/4.73min",132071.965,216511.06,9526.574,466276.7,47632.87,231050.11,9526.574
"1009/269.0456mz/4.73min",521805.4,803503.5,9546.796,1755251.1,240107.3,892928,47733.98
"1012/228.9699mz/4.75min",297329.71,321661.97,308978.84,289329.4,294594.8,300064.62,289543.75
"1013/227.9666mz/4.74min",3857872.2,4077540.8,3920325.2,3591305.5,3557440.5,3795419.2,3988927.8
"1014/229.9645mz/4.74min",3819376.65,3978953.8,3882646.5,3536059.8,3494402.8,3756106.8,3931073
"1015/637.0305mz/4.74min",4210393.35,4157791.2,4331186.5,3958241.5,3734861.5,4262995.5,4421440
"1016/230.9678mz/4.74min",282339.125,321376.66,281481.03,265259.7,273232.1,288458.1,283197.22
"1017/530.1845mz/4.74min",504843.34,572884.5,45599.824,227999.12,463056.38,553376.06,546630.3
"1018/429.1921mz/4.77min",12024.3905,3758.317,377807.53,9748.381,14300.4,751.6634,36201.883
"1019/266.9888mz/4.76min",1059616.95,1147332.2,993892.8,921340.4,932656.06,1125341.1,1196652
"1020/268.9858mz/4.76min",325766.59,375700.56,296037.38,278886.5,287579.16,355495.8,370089.8
"1022/372.8225mz/4.77min",1908466.55,1738094.5,2202764.5,2078838.6,2304420.2,1586696.2,1635253.2
"1023/688.159mz/4.78min",345228.64,341302.44,939036.6,305297.16,349154.84,256295.31,449672.22
"1024/445.2231mz/4.78min",29230.172,146150.86,29230.172,193148.52,29230.172,29230.172,29230.172
"1025/686.1609mz/4.78min",326949.735,298214.97,985859.56,292078.94,355684.5,266462.16,464645.78
"1028/531.0931mz/4.79min",122172.01,191192.66,676.5324,149885.31,94458.71,152266.9,3382.662
"1029/524.2292mz/4.78min",76830.96,76555.38,15311.076,88157.82,377905.78,77106.54,15311.076
"1030/951.3577mz/4.79min",323689.89,238491.12,640462.25,408888.66,191621.48,192591.48,513991.2
"1034/506.2008mz/4.79min",194321.895,137659.36,650144.4,191971.69,196672.1,118832.81,202137.34
"1035/875.3497mz/4.79min",84104.875,49056.004,596065.1,80517.76,87691.99,35365.76,107040.89
"1036/285.0405mz/4.75min",413632.23,226366.02,41030.084,205150.42,1066067.2,600898.44,1060732.1
"1037/375.1809mz/4.79min",30764.9835,294315.1,1675.2334,330100.6,53153.8,8376.167,1675.2334
"1038/504.1957mz/4.79min",6236991.75,4944237.5,19819972,6001357,6472626.5,4322868,7421356
"1039/496.1641mz/4.8min",159280.61,159239.14,159322.08,269557.25,137282.05,156616.95,362075.44
"1040/493.1635mz/4.79min",2628783.05,1994555.9,4963866,3263010.2,1861853.1,1714713.2,4346146.5
"1041/549.198mz/4.79min",301322.37,234883.02,1184882.5,285308.9,317335.84,202274.72,409354.34
"1043/961.3865mz/4.79min",777753.69,589299.44,5804378.5,788694.44,766812.94,423482.16,1166453
"1044/547.182mz/4.79min",410615.81,348627.97,1141811.8,375288.06,446723.12,314292.06,445943.56
"1045/503.1924mz/4.8min",21173118,16880112,67658856,20426138,21920098,14812007,25209914
"1046/457.1867mz/4.8min",20324952,14945997,63302620,18343524,22306380,12895319,23389692
"1048/520.1825mz/4.8min",15657017,13443546,30650640,14421144,16892890,12289563,17052144
"1051/918.3906mz/4.79min",38865.9785,33231.645,341312.88,44500.312,12170.053,14750.479,65888.05
"1052/555.1544mz/4.8min",346725.15,321750.88,904683.56,341298.2,352152.1,284066.03,466400.47
"1053/317.0302mz/4.8min",210487.605,12785.83,12785.83,63929.15,631943.25,357046.06,452239.5
"1054/117.0194mz/4.79min",139125.825,169913.17,381919.34,176563.98,108338.48,100703.16,75296.75
"1056/221.0456mz/4.81min",86296.4625,122510.64,6206.1826,50082.285,643419,198345.48,5521.3096
"1057/505.1982mz/4.8min",1220422.95,991991.44,3949163.5,1193388.9,1247457,879407.7,1490691.6
"1058/313.1808mz/4.8min",72210.32,40831.78,340092.62,65612.11,78808.53,32200.24,91625.94
"1061/517.172mz/4.81min",27681.6565,10373.239,165047.95,15431.753,39931.56,7481.705,40757.062
"1063/195.0662mz/4.81min",108937.52,95462.69,5147.5386,122412.35,141649.8,126418.99,25737.693
"1068/438.1558mz/4.82min",683468.07,824338.94,35795.066,788419.94,578516.2,955462.7,178975.33
"1070/477.2133mz/4.83min",97311.815,78440.24,1105947.2,92945.6,101678.03,39442.508,369368.2
"1071/431.2075mz/4.83min",18339.5469,3735.4998,170117.5,32943.594,747.09996,747.09996,69279.2
"1077/537.2719mz/4.85min",125557.22,101265.98,105534.82,98090.13,181617.47,145579.62,197055.66
"1080/439.1762mz/4.86min",151967.09,79424.97,415444.12,157293.48,146640.7,85905.695,189082.95
"1081/491.2287mz/4.85min",284522.725,204097.2,253573.42,380560.9,433056.22,315472.03,145983.98
"1083/239.0349mz/4.86min",26287.992,424892.53,8762.664,450023.88,8762.664,43813.32,8762.664
"1084/567.0571mz/4.86min",96165.4,480827,96165.4,490781.66,96165.4,96165.4,96165.4
"1085/551.24mz/4.86min",2030815.7,2352872.2,124416.188,1708759.2,2722624.2,2749997.8,622080.94
"1086/492.2321mz/4.86min",74763.83,46083.227,66799.79,99482.66,118821.73,82727.87,42504.797
"1087/337.0354mz/4.87min",131080.18,6708.118,6708.118,33540.59,232114.62,228619.77,782309.7
"1088/552.2438mz/4.86min",589412,693746.1,39538.854,485077.9,804321.94,781042,197694.27
"1089/439.1955mz/4.87min",258560.85,23504.068,4700.8136,538370.75,270445.53,535717.25,246676.17
"1090/441.1917mz/4.86min",357340.49,553038.44,265611.38,1041167.6,176147.89,449069.6,110252.38
"1091/283.0248mz/4.87min",627551.82,7116773.5,22549.768,7202258,112748.84,846013.3,409090.34
"1092/438.1921mz/4.87min",1056856.6,109604.76,21920.952,2025258.8,1067095.5,2030586,1046617.7
"1094/357.2068mz/4.87min",229635.975,162476.84,320701.72,191110.48,426050.66,170318.44,268161.47
"1096/739.2039mz/4.89min",80867.2603,1431534.2,830.02012,1696997.2,4150.1006,157584.42,830.02012
"1099/905.3966mz/4.9min",89807.695,37875.76,829236,87951.54,91663.85,33885.51,289399.72
"1101/411.181mz/4.86min",207640.85,173870.95,391917.5,443731.5,241410.75,117469.37,143390.38
"1102/449.2178mz/4.89min",101021.52,80496.734,870132.06,92291.94,109751.1,46137.473,304204.75
"1105/545.1666mz/4.9min",1677744.85,1510760.5,2646970.5,1647513.9,2095596.1,1464314,1707975.8
"1106/518.1669mz/4.9min",39047808,35138748,55717056,37132320,46438480,34541596,40963296
"1107/519.1702mz/4.9min",10868238.5,9838872,15670732,10534335,12984423,9655665,11202142
"1108/520.1725mz/4.9min",2178512.5,1960348.4,2877193.5,2110167.2,2543316.2,1922842,2246857.8
"1109/504.1849mz/4.9min",878057.55,753954.6,1601666,797843.2,986627.3,724648.94,958271.9
"1110/957.3555mz/4.9min",21410636,15736706,47063984,19185518,23635754,15052183,25169902
"1111/196.9761mz/4.9min",372229.215,316833.25,434120.9,387567.4,356891.03,283163.8,878748.7
"1112/911.3497mz/4.9min",1654586,1145717.2,3664573.2,1471852.2,2108079.8,1089178.1,1837319.8
"1114/947.3265mz/4.9min",1704889.45,1447327.9,1962451,2166295.5,1137505.4,1399996.1,2455853.5
"1118/455.171mz/4.9min",1724683.1,1288868,3288634.2,1620323.2,2022674.5,1336184.4,1829043
"1120/491.1479mz/4.91min",4858196.6,3813946.2,5922167,5902447,3484307.5,3771559,6759962
"1121/501.1767mz/4.91min",94758465,78688380,169379860,86512030,108619810,76612000,103004900
"1122/479.2288mz/4.9min",130118.76,78080.5,836714.8,102807.47,157430.05,90003.6,340966.5
"1123/553.1386mz/4.91min",1027565.63,924596,1433768.1,1046076.2,1009055.06,925974.06,1172631.9
"1124/503.1824mz/4.91min",5396391.5,4397017.5,8862258,5020341,6041012,4279646.5,5772442
"1126/493.1443mz/4.91min",1394399.05,1094998.6,1809406.5,1693799.5,1012479.56,1088515.8,1974413.5
"1127/443.1343mz/4.91min",154088.92,125920.25,466428.16,69822.984,163006.06,145171.78,241079.98
"1128/960.3644mz/4.9min",1040774.5,821786.25,2290987.5,942933.2,1138615.8,733790.1,1245905.6
"1129/502.18mz/4.91min",26864062,22150730,46277476,24088694,31315778,21931260,29639430
"1132/974.3454mz/4.91min",1024676.625,1022860.25,1290414.9,1030105.44,884737.3,967376.75,1026493
"1133/112.9857mz/4.91min",307648.7,231157.44,318753.84,296708.84,318588.56,207355.23,411020.25
"1136/428.9624mz/4.92min",410578.72,401998.22,376977.9,373043.7,477587.97,509160.16,419159.22
"1137/426.9677mz/4.92min",11284798.5,11000917,9866168,9366436,12765829,12323612,11568680
"1138/883.1466mz/4.92min",6896348.75,7712262,6856964.5,6132670,6416678.5,6935733,7048573
"1139/885.1497mz/4.92min",808465.975,911309.1,816734.2,719411.56,747906.1,838383.7,800197.75
"1140/301.0354mz/4.92min",206357.705,15928.27,15928.27,79641.35,1007422.6,779566.7,333074.06
"1142/481.042mz/4.92min",1545900.3,1617535.5,1424407.8,1526959.2,1367306.4,1564841.4,1653462.4
"1143/427.9708mz/4.92min",966296.06,914583.06,851341.06,697416.75,1061582,1089068.6,1018009.06
"1144/221.0456mz/4.92min",61846.209,58248.555,6206.1826,65443.863,313131.03,109124.625,1241.23652
"1145/489.2129mz/4.93min",289968.625,200270.98,1418608.1,217676.25,362261,139585.23,429129.97
"1148/433.2594mz/4.95min",2045870.15,1507220.5,3324064.8,2561028.2,1530712.1,1209720.9,2787158.5
"1150/434.2628mz/4.95min",554991.015,399803.47,882530,691515.75,418466.28,281686.12,762560.44
"1151/721.3234mz/4.95min",15388.7795,5278.278,955537.4,784.28452,25499.281,3921.4226,227540.23
"1152/506.2031mz/4.94min",121242.9275,136875.36,317102.1,123126.195,119359.66,44882.125,75865.99
"1154/496.1977mz/4.96min",196700.08,220130.83,34653.866,173269.33,260293.83,228606.61,34653.866
"1155/265.1445mz/4.96min",48077.6545,34930.055,1018174.75,16853.115,61225.254,27632.58,576433.1
"1157/487.1976mz/4.97min",431128.44,387471.94,1375356.4,541687.6,294830.88,270199.7,474784.94
"1158/477.2493mz/4.98min",7021.3572,187583.34,929.63448,293347.53,4648.1724,9394.542,929.63448
"1159/482.2185mz/4.98min",546514.68,559239.06,13948.802,533790.3,1037553.6,889055.4,69744.01
"1160/483.2219mz/4.97min",114953.165,117325,22516.266,112581.33,287785.03,220192.58,22516.266
"1164/438.1924mz/4.99min",81323.77,3747.9268,749.58536,155168.34,73156.94,156557.55,89490.6
"1165/313.0355mz/4.98min",18641.012,93205.06,18641.012,190292.53,18641.012,18641.012,18641.012
"1166/457.1868mz/4.98min",267618.995,251911.52,1378848.1,283326.47,406605.53,105385.36,229357.1
"1168/475.2338mz/4.99min",13205.58,66027.9,13205.58,150859.88,13205.58,13205.58,13205.58
"1169/897.3705mz/5.03min",3006.30936,5010.5156,140812.78,42751.33,1002.10312,1002.10312,1002.10312
"1170/441.1918mz/5.06min",1306594.65,1508255.2,3146908.2,2807001,1104934.1,885050.56,481576.84
"1171/550.2672mz/4.99min",381836.19,382285.22,335387.78,381387.16,594092,450769.5,283817.56
"1175/580.3259mz/5.04min",220823.425,605925,244056.6,187533.14,197590.25,118815.59,333993.22
"1176/463.2337mz/5.01min",634006.05,473115.66,1265097.5,742231.6,726863,474663.28,541149.1
"1177/309.2073mz/5.01min",34433.376,47121.176,4349.1152,21745.576,116771.26,78561.13,4349.1152
"1181/494.2188mz/5.02min",64378.505,59182.57,11836.514,69574.44,161642.5,131136.67,11836.514
"1182/552.2241mz/5.02min",398332.425,362474.38,51827.124,434190.47,868412.5,680758.75,259135.62
"1184/447.1342mz/5.02min",277269.16,361397.4,330569.6,223968.72,480196.9,221311.14,198425.56
"1186/436.1761mz/5.02min",81473.035,14425.944,14425.944,118655.52,72129.72,188361.89,90816.35
"1187/299.0197mz/5.03min",26371.354,131856.77,26371.354,138469.11,26371.354,26371.354,26371.354
"1188/272.1868mz/5.03min",552089.55,265308.78,798745.94,567778.2,536400.9,372903.1,668331.56
"1189/335.1825mz/5.03min",390430.72,227398.14,519067.56,382304.66,406163.2,317337.1,398556.78
"1191/492.2733mz/5.05min",230739.075,273085.4,93183.28,621805.06,308941.25,188392.75,139487.52
"1192/473.2181mz/5.04min",181328.685,142607.1,369388.47,215530.67,312926.9,145148.4,147126.7
"1194/519.2233mz/5.04min",218397.855,177423.44,558430.06,241092.48,374519.78,195703.23,195277.45
