"","FC","log2(FC)","raw.pval","-log10(p)"
"2352/827.5641mz/7.38min",0.15759,-2.6657,0.00014733,3.8317
"2561/144.9235mz/8.35min",2.3199,1.214,0.0002707,3.5675
"2267/826.5608mz/7.11min",0.12752,-2.9712,0.00041421,3.3828
"2395/161.9136mz/7.61min",6.6858,2.7411,0.00098705,3.0057
"2503/161.9136mz/8.12min",4.0748,2.0267,0.0019835,2.7026
"2524/134.8947mz/8.32min",3.4825,1.8001,0.0022538,2.6471
"622/355.0457mz/3.78min",29.893,4.9017,0.0040625,2.3912
"1646/429.2645mz/5.75min",0.33887,-1.5612,0.0051509,2.2881
"2532/132.9235mz/8.35min",0.42341,-1.2399,0.0053274,2.2735
"2390/134.8947mz/7.64min",4.0035,2.0013,0.0058003,2.2366
"1611/517.208mz/5.68min",0.26432,-1.9197,0.0063858,2.1948
"1367/447.2751mz/5.33min",0.33166,-1.5922,0.006611,2.1797
"1360/448.2785mz/5.33min",0.32047,-1.6418,0.0071931,2.1431
"2443/134.8947mz/7.84min",2.2313,1.1579,0.0072345,2.1406
"458/245.0932mz/3.3min",0.3879,-1.3662,0.0079086,2.1019
"651/301.0354mz/3.85min",13.045,3.7054,0.0081729,2.0876
"2566/146.966mz/8.35min",2.4156,1.2724,0.0093118,2.031
"2495/134.8947mz/8.04min",4.8148,2.2675,0.01004,1.9983
"2479/146.9659mz/8.03min",7.4974,2.9064,0.010044,1.9981
"2338/134.8947mz/7.32min",4.371,2.128,0.010714,1.97
"2387/116.9286mz/7.6min",3.0554,1.6114,0.010924,1.9616
"2355/826.5608mz/7.38min",0.074488,-3.7468,0.012235,1.9124
"456/246.0965mz/3.3min",0.37542,-1.4134,0.012542,1.9016
"2476/116.9286mz/8.0min",3.1696,1.6643,0.015001,1.8239
"2511/146.9659mz/8.18min",4.2158,2.0758,0.01578,1.8019
"1610/534.1984mz/5.68min",0.29747,-1.7492,0.016451,1.7838
"738/301.0354mz/4.08min",12.23,3.6124,0.020666,1.6848
"2185/826.5608mz/6.78min",0.053694,-4.2191,0.020913,1.6796
"2465/161.9136mz/7.97min",2.6531,1.4077,0.023868,1.6222
"2597/100.9337mz/8.55min",2.4181,1.2739,0.025314,1.5966
"676/490.2042mz/3.91min",0.28435,-1.8143,0.027165,1.566
"693/657.0501mz/3.93min",4.9139,2.2969,0.027875,1.5548
"2439/355.1579mz/7.84min",4.6724,2.2242,0.028218,1.5495
"1036/285.0405mz/4.75min",5.8804,2.5559,0.029038,1.537
"2093/507.273mz/6.54min",16.798,4.0702,0.032949,1.4822
"2560/734.4618mz/8.35min",0.19908,-2.3286,0.033872,1.4702
"2438/161.9136mz/7.84min",2.3464,1.2305,0.034299,1.4647
"2618/134.8652mz/8.6min",7.4484,2.8969,0.035035,1.4555
"729/285.0405mz/4.05min",15.778,3.9799,0.035458,1.4503
"2205/400.2572mz/6.83min",0.36234,-1.4646,0.03626,1.4406
"2738/626.5377mz/9.81min",2.0737,1.0522,0.036753,1.4347
"2335/493.0695mz/7.32min",0.45236,-1.1445,0.037946,1.4208
"2068/311.1687mz/6.45min",5.4457,2.4451,0.038554,1.4139
"2203/399.2539mz/6.83min",0.36497,-1.4542,0.038692,1.4124
"699/319.0356mz/3.94min",4.0349,2.0125,0.040668,1.3907
"2620/146.966mz/8.62min",2.0497,1.0354,0.040797,1.3894
"979/447.2751mz/4.66min",0.3201,-1.6434,0.041685,1.38
"2500/671.466mz/8.14min",0.092256,-3.4382,0.042439,1.3722
"1170/441.1918mz/5.06min",0.34004,-1.5562,0.044439,1.3522
"1667/562.3152mz/5.8min",2.4201,1.2751,0.045046,1.3463
"827/285.0405mz/4.31min",5.7417,2.5215,0.046457,1.333
"2755/695.4659mz/10.21min",0.2529,-1.9834,0.046594,1.3317
"2377/297.2436mz/7.59min",3.0722,1.6192,0.046711,1.3306
"2302/436.2549mz/7.21min",7.9353,2.9883,0.049169,1.3083
