"MetaboAnalyst_ID","X2024_NEG_Anid.EV.gpdA_CTRL_1_Run189.mzML","X2024_NEG_Anid.EV.gpdA_CTRL_2_Run209.mzML","X2024_NEG_Anid.EV.gpdA_CTRL_3_Run239.mzML","X2024_NEG_Anid.TJGIp11_1_Run168.mzML","X2024_NEG_Anid.TJGIp11_2_Run206.mzML","X2024_NEG_Anid.TJGIp11_3_Run253.mzML","shared_name"
"83/158.0822mz/2.03min",2.63445745462965,2.33585458177713,2.87682098551874,2.94405228581667,2.73545440360858,2.01045902646125,"83"
"84/259.1299mz/2.05min",0.935666309912923,2.21892766302718,1.96059373151997,2.30164704184802,1.75996068116049,1.99537120987942,"84"
"85/287.0521mz/2.08min",2.02107011420944,0.796900479888085,2.5384618247601,2.38483998675234,2.22284762035696,1.48833537456415,"85"
"86/129.0557mz/2.08min",1.76426464185911,1.90758685785781,1.99656766899334,1.82693143985773,1.69120197170429,1.87080512298023,"86"
"87/224.0564mz/2.08min",2.65549174028345,1.13630723734603,3.04732390532416,2.97045017150126,2.85896016759035,1.98410497919364,"87"
"88/220.0649mz/2.1min",3.05357563051517,2.60530929187339,3.17106860719452,2.92843586584467,2.88554403287286,2.60540021286955,"88"
"89/231.0986mz/2.1min",1.41175421529766,3.10176122339101,2.10286756098238,2.57281534156952,2.28578283932258,2.74806347028809,"89"
"91/117.0558mz/2.13min",2.63400909927476,2.56834747350846,2.81479075475203,2.77407928697566,2.52475429650181,2.1039181124545,"91"
"93/153.0194mz/2.14min",2.02107634411028,1.22446682763885,2.18664731014332,2.62644418677334,2.46207078737814,1.09054186806637,"93"
"94/167.035mz/2.15min",2.03326134562334,1.29421322978804,2.12944224031573,1.72583271305713,1.93017304081932,1.5703325033206,"94"
"97/218.1034mz/2.18min",2.94799368082301,2.5025651857854,2.81977513693896,3.04755382696722,2.76105032750734,2.51359236852042,"97"
"98/281.099mz/2.18min",2.25570888846678,1.69787626354088,2.09109390651171,2.26442615908929,2.06561866523437,1.87170853526295,"98"
"102/145.0507mz/2.22min",2.22378082191745,2.92341696034496,2.67509099899527,2.92895010951473,2.74761342257811,3.49314882344461,"102"
"109/125.0245mz/2.27min",2.80378540273258,2.2671790578324,2.74417281018483,3.118192254909,2.92350606933226,2.5497102076627,"109"
"110/420.151mz/2.27min",1.29391541689659,1.68477762518386,2.46576725140096,2.62551462081753,2.51679090014869,2.01719477144595,"110"
"111/287.1249mz/2.27min",0.636093750308544,2.85429638638918,1.39020753953818,1.93444578448026,1.57607176132002,2.68080498688372,"111"
"112/181.0507mz/2.28min",2.10766645380825,1.65765812404615,2.17417250222002,2.12963336117865,1.87534370433077,1.3919005060079,"112"
"113/245.1142mz/2.28min",1.72149422173352,1.38503856803413,2.08424820602877,2.08730097405923,1.89210916552153,1.01342972555798,"113"
"114/277.0387mz/2.3min",1.84653191220084,0.183702900047775,2.05306695137777,2.12210516824715,2.09842974063327,0.875121504115451,"114"
"115/131.0714mz/2.3min",1.77644211331704,2.9878184363782,2.0950599359113,2.1959813249698,2.03102482358219,2.89312731172746,"115"
"120/213.0404mz/2.33min",2.57878094707868,1.06924884110703,2.90331479711349,2.85898416116291,2.76077942940983,1.12783206138577,"120"
"121/212.0645mz/2.34min",1.80262031768037,2.79980310491507,2.31021629700672,2.22873790405639,1.95137771658622,2.3654790692829,"121"
"123/274.0933mz/2.34min",0.624152397424351,2.33111330388189,1.81663912332328,2.08754186393938,1.92583165458254,2.94190043081225,"123"
"125/211.0612mz/2.34min",2.89898017499895,3.76744810593863,3.28264090205689,3.21589567335356,2.96268630516063,3.50815998910727,"125"
"129/260.1139mz/2.36min",1.57982521719143,2.38330667082402,2.14048672885342,2.38934168493069,2.22905315994287,2.63788126103002,"129"
"131/153.0193mz/2.38min",1.8397728682358,0.476781272994649,1.97367933601201,2.61441583171083,2.00605413315928,2.03055306522112,"131"
"132/497.1775mz/2.37min",1.41954961792567,0.0140641361703531,2.17519043105292,2.32215828307523,2.08726338098568,0.705462231672098,"132"
"133/196.0979mz/2.38min",1.26488482445176,1.78515365697687,1.91312748306934,2.24212197711182,2.04006707966596,1.99808575416326,"133"
"134/343.0756mz/2.38min",2.06776788149516,2.4671965537235,2.40888923603047,2.42542335408815,2.41126612681635,2.45852326289919,"134"
"135/259.1017mz/2.38min",2.47436590224822,2.97544812471073,3.109804356695,3.35340988287989,3.23786746825627,3.25784760992679,"135"
"136/102.056mz/2.38min",1.49145001149543,1.91034711187551,2.10567007759147,2.4461556406193,2.24171594336261,2.28137196311869,"136"
"137/326.0859mz/2.38min",1.8046066451514,2.28392572046642,2.23806315909293,2.38120821806177,2.31256779160133,2.33200949578455,"137"
"138/517.2039mz/2.38min",1.72244416862052,2.69514044695546,2.9694863719466,3.30569409876929,3.20729058676771,3.23952340060632,"138"
"139/258.0983mz/2.39min",3.40851757163314,3.88731411960362,4.02567495039152,4.27130099923032,4.15358701582551,4.16913416596586,"139"
"140/539.1859mz/2.39min",1.40578282729731,2.32205932491638,2.50563306483227,2.8173185539189,2.67086773695111,2.72738598159369,"140"
"141/129.0557mz/2.39min",2.60167843687691,2.45946062137249,2.38295332887633,2.69745567996723,2.34881784508138,2.37058969288453,"141"
"142/535.2146mz/2.38min",0.736628163424284,1.45267302527546,1.8211536017067,2.16006182333107,2.05969375710881,2.08860555948514,"142"
"143/214.1085mz/2.39min",2.45439219422758,2.92847945595106,3.07065915746759,3.3678610374674,3.19134976171355,3.21450430474841,"143"
"144/184.0979mz/2.39min",1.83291549464247,2.2948242852451,2.45710849172543,2.77044057186583,2.59651073655735,2.61487236099486,"144"
"145/260.1033mz/2.39min",1.49248515207906,2.01105241864553,2.14832455530184,2.41973592448349,2.28905175929645,2.29497591806498,"145"
"147/230.1034mz/2.43min",1.14848674747277,1.9503221502542,1.71040199726088,1.90972963712366,1.70526599289907,2.08981648323801,"147"
"148/675.2884mz/2.42min",1.6015260745788,0.891628681314884,2.13843061498172,2.64256373660222,2.45898774452134,1.58306393953171,"148"
"149/175.0612mz/2.47min",1.45824737209143,2.19562910638452,1.97547768751766,2.82725271485811,1.74331960450437,2.45703485183653,"149"
"150/224.0644mz/2.43min",1.83841405492372,0.33902666591903,1.6773990250751,2.12945486254077,1.96166686801837,1.03045411917482,"150"
