"","PC1","PC2","PC3","PC4","PC5","PC6"
"125/156.0666mz/2.06min",-0.014991,0.0016499,-0.096234,-0.055686,-0.028742,0.12966
"126/378.1338mz/2.1min",-0.0078261,0.015336,-0.065508,-0.020599,0.031001,0.40667
"127/328.9796mz/2.11min",-0.0060334,0.012895,-0.0021282,-0.021502,-0.014348,0.021567
"129/117.0558mz/2.12min",0.0098093,-0.017575,-0.063405,0.0094094,-0.021319,0.13099
"130/288.0725mz/2.17min",0.027295,-0.0083978,-0.073967,0.046947,-0.022982,0.0040722
"131/322.0603mz/2.29min",0.015964,0.00042417,-0.1342,0.079735,0.012625,-0.057928
"133/290.0882mz/2.33min",0.0087816,-0.031224,-0.11003,0.029568,-0.01835,0.068614
"137/129.0557mz/2.44min",0.057236,-0.05832,-0.1245,0.065875,-0.06488,0.02085
"139/237.0881mz/2.52min",-0.00047628,0.010957,-0.011354,-0.0062964,0.023297,-0.039251
"141/175.0612mz/2.52min",0.012271,-0.018019,-0.068207,-0.0029905,-0.065886,-0.047914
"143/407.1206mz/2.6min",-0.0051731,0.00058905,-0.038918,-0.0089563,0.022721,-0.00041564
"144/373.0055mz/2.7min",-0.0015913,0.0043843,0.007421,0.0048,-0.0070703,0.041041
"145/298.0933mz/2.72min",-0.0099142,0.020873,-0.040169,-0.029893,0.02805,-0.0019758
"146/178.0509mz/2.72min",-0.010269,0.020279,-0.042128,-0.026683,0.030849,0.084499
"148/370.9898mz/2.77min",-0.010349,0.062443,0.018664,-0.016742,0.0062361,-0.033939
"149/304.1038mz/2.77min",0.020104,-0.015378,-0.075182,0.028931,0.00028386,-0.052357
"153/113.0609mz/2.8min",0.01347,-0.017103,-0.0641,0.0021175,-0.075241,-0.011329
"154/157.0506mz/2.8min",0.013455,-0.016273,-0.062726,-0.0001319,-0.075169,-0.04716
"155/265.0176mz/2.83min",-0.00173,0.0020124,0.0083986,0.0021844,0.0019979,-0.040005
"156/136.0404mz/2.83min",0.011959,-0.0006036,-0.040726,0.0062003,0.026371,-0.085795
"161/131.0714mz/2.93min",0.0086051,-0.01084,-0.054251,0.0095228,-0.0068301,0.077634
"163/389.1564mz/2.95min",0.02215,-0.017565,-0.080431,0.028653,-0.0040774,-0.045841
"166/338.0883mz/2.98min",0.020711,-0.01818,-0.076498,0.029472,-0.0072048,-0.01005
"169/310.0569mz/3.0min",0.017948,-0.014917,-0.073308,0.027187,-0.005334,-0.006018
"172/189.0768mz/3.13min",0.0074086,-0.0027212,-0.07859,-0.022184,-0.080663,0.057396
"175/165.0557mz/3.13min",0.012382,-0.0056088,-0.04575,0.010242,-0.0093664,0.075259
"178/164.0353mz/3.14min",0.015301,-0.010105,-0.069653,0.0098158,0.0059164,-0.0058641
"179/265.0176mz/3.17min",-0.0060015,0.0093438,0.0084967,-3.4839e-05,-0.0026525,0.083537
"180/224.0928mz/3.24min",0.021948,-0.0055096,-0.083172,0.026072,-0.022185,0.0095061
"181/286.0933mz/3.25min",0.021534,-0.012209,-0.073654,0.026885,-0.0026231,0.018494
"182/403.172mz/3.28min",0.020128,-0.012535,-0.070556,0.026423,-0.0020008,-0.089271
"188/421.0056mz/3.4min",-0.0028147,0.0068574,0.0098884,0.0083953,-0.0029246,0.12329
"189/320.0777mz/3.4min",0.020282,-0.013213,-0.074652,0.029726,-0.0042257,-0.050551
"191/249.0227mz/3.49min",0.00049321,0.0089671,0.0015001,-0.007516,0.012645,-0.08023
"192/280.4973mz/3.52min",0.00070693,-0.0025495,0.014914,0.012947,-0.0016374,0.082338
"194/279.9958mz/3.52min",-0.0021058,0.0022098,0.012135,0.0072996,-0.017894,-0.12279
"195/582.981mz/3.52min",-0.003633,0.0027495,0.010121,0.0024134,-0.00070127,-0.081881
"196/560.9991mz/3.52min",-0.0027517,0.004081,0.006666,-0.0016662,-0.0020058,0.041463
"198/417.1877mz/3.55min",0.02165,-0.013483,-0.070904,0.040286,-0.010721,0.075177
"199/405.0107mz/3.6min",-0.0054633,0.0025557,0.01439,0.0029974,0.0040453,-0.039969
"200/407.0044mz/3.6min",-0.0044832,0.0027823,0.0091081,0.0022328,0.0061932,0.082495
"202/406.0138mz/3.6min",-0.0080718,0.0052612,0.0078069,0.010572,0.0027914,0.042539
"204/151.0401mz/3.83min",0.049951,0.04097,0.19327,-0.024108,-0.16891,-0.032607
"205/421.0056mz/3.84min",0.0022375,0.020613,-0.019376,-0.018696,-0.024421,0.0204
"206/309.1014mz/4.0min",0.00062712,0.0009455,0.0037862,0.0013909,0.0044276,0.041363
"207/605.0258mz/4.05min",0.0075315,0.00026844,0.032983,0.0039174,-0.014067,0.043998
"213/497.0371mz/4.41min",0.0017503,0.0036888,0.024076,0.016565,0.014151,0.00070831
"214/242.1762mz/4.43min",0.0010411,0.0057105,0.00075817,0.013915,0.0086408,0.020223
"217/793.0186mz/4.43min",0.010525,-0.0094367,0.015883,0.026243,0.021153,0.040494
"219/422.9768mz/4.52min",-0.0019861,0.0046813,0.0077424,0.004804,0.0028255,-0.12194
"221/653.0255mz/4.54min",0.0088031,-0.0057006,0.016303,0.023749,0.025041,0.12095
"222/341.0486mz/4.56min",-0.00010079,0.0043721,0.013506,0.0023616,0.0021897,-0.040291
"223/404.0444mz/4.56min",-0.0023216,0.0035721,0.018946,0.0033127,0.0078754,0.023352
"224/497.0371mz/4.67min",0.0015034,-0.00262,0.016682,0.019664,0.014402,0.082341
"227/637.0305mz/4.74min",0.0074414,-0.0058963,0.014771,0.016132,0.02063,0.081607
