"MetaboAnalyst_ID","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp2_1_Run52.mzML","POS_TJGIp2_2_Run120.mzML","POS_TJGIp2_3_Run191.mzML","shared_name"
"375/215.139mz/2.0min",2.61111080237713,2.64599860248507,2.24019871454161,2.51470598255642,2.49405282318186,2.8068416327613,"375"
"382/282.1195mz/2.06min",3.16616720469527,2.9640885665155,3.05885534496215,3.13899057408384,3.02326214769806,3.05859739188396,"382"
"385/209.0921mz/2.07min",2.42383129575348,2.18454601815653,2.03688958846214,2.35261787611475,2.13232107270875,2.31943883793482,"385"
"389/227.1026mz/2.09min",3.18498074205073,2.88694938120764,2.77140728228272,3.21077296176286,3.09992511508927,2.89609104182994,"389"
"392/249.0845mz/2.1min",2.03480309109731,2.04182666021141,2.01005850291203,1.97724661102778,2.06314301264369,2.20858260641715,"392"
"394/242.0998mz/2.11min",2.64222421152098,2.46236934885521,2.42083474814948,2.691836130287,2.5323961209525,2.56190006759391,"394"
"395/232.1543mz/2.11min",2.85624448405299,2.70285823475104,2.94688419249144,2.95645772186591,2.88172576005632,2.9239022812656,"395"
"396/220.118mz/2.11min",3.03907082210895,2.89518939905463,2.85793877239495,3.0742287792458,2.96471097005832,3.00112691295526,"396"
"398/169.0972mz/2.1min",2.0277931882688,2.13335721903988,2.03379679215072,1.93634311914295,1.58705795660209,2.17618498277335,"398"
"399/100.0757mz/2.15min",2.55157555472546,2.65848148746705,2.17275834749034,2.69042296144234,2.7112189452706,2.77520013141309,"399"
"402/185.0784mz/2.16min",2.29394986319633,2.12965230229824,2.30721750001768,2.4115892276654,2.0266922053951,2.32483587695713,"402"
"408/242.1862mz/2.19min",2.99293749359303,2.92264657783072,2.93908885305833,3.03311254352904,3.04534689090874,3.0491046149907,"408"
"411/205.0972mz/2.21min",2.10476825822812,2.22129603642346,1.89528118524434,1.93700422766586,2.06433105634655,2.07703631466737,"411"
"412/188.0706mz/2.21min",2.24392577288236,2.32773110119242,1.96950641725183,1.94748012495653,2.08402876231785,2.16920432242542,"412"
"414/217.1047mz/2.21min",2.59015452061966,2.26958766631552,2.38966284083736,2.47246285797716,2.40135304314265,2.44604853037182,"414"
"415/113.0597mz/2.22min",2.36987800934221,2.01053748278916,1.54002158365189,2.41643409486094,1.98935419290698,1.81588993763993,"415"
"420/245.1494mz/2.25min",2.28198334784885,2.06948916086673,1.86549011018842,2.18639780054175,2.0369059629501,2.06484487331233,"420"
"421/267.1315mz/2.25min",2.41100993920505,2.15954997742832,1.95891700091933,2.43603967508423,2.2812781143389,2.32832046134865,"421"
"422/215.139mz/2.25min",2.34724333136565,2.33488637597344,2.28164880902518,2.40673419833812,2.35161346017013,2.41155695691909,"422"
