row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-p12_1_Run94.mzML Peak area,2024_POS_Y-p12_3_Run132.mzML Peak area,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p12_2_Run111.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
35,146.1651796026711,0.32595816,,,,,,,,,,,2765069.5,2956913.2,2831082.2,2202606.8,2494758.5,1067373.0,
1051,146.98033654414968,8.626939,,,,81.0,,,,,,,13366520.0,13407976.0,17441036.0,15399770.0,13481650.0,14637198.0,
219,147.0287919168945,0.53416556,,,,77.0,,,,,,,2871707.8,3792006.8,2924934.2,3090816.5,2760318.5,3965123.2,
101,147.0764150032231,0.37909109999999996,,,,49.0,12.0,[M-H2O+NH4]+,,2.0,135;101,147.05316000000002,1851038.6,1774991.5,1590962.4,2273554.5,1891565.0,1064690.2,
85,147.11280494025144,0.31925613,,,,85.0,,,,,,,7126861.0,6157265.0,2340001.2,9028826.0,6912210.0,1479158.5,
135,148.06043217541017,0.38722706,,,,49.0,12.0,[M+H]+,,2.0,135;101,147.05316000000002,9657285.0,23186464.0,27045768.0,9542445.0,9422415.0,31115682.0,
26,151.0087540588651,0.31192303,,,,11.0,,,,,,,703377.5,699568.75,806391.5,803922.0,731231.7,559991.44,
16,151.0352403871236,0.3102959,,,,11.0,,,,,,,251128.8,247561.44,239938.7,222330.95,236513.23,235378.0,
479,153.10211190181258,2.8124087,,,,,,,,,,,192504.47,167793.58,63737.65,144110.36,193305.31,537177.0,
519,153.10220880963507,3.0548694,,,,,,,,,,,69224.27,60884.395,24741.316000000003,36283.87,52065.562000000005,267425.75,
444,153.10222607485318,2.5739667,,,,,,,,,,,45989.59,62114.316,28158.625,30918.777000000002,53284.49,184029.16,
1375,154.9902379621479,10.422835000000001,,,,36.0,,,,,,,1678259.2,1706047.6,663133.6,316575.38,432068.06,1984547.8,
77,156.07672493091644,0.36770138,,,,49.0,,,,,,,7573250.5,7792403.0,5040643.0,7047777.0,5514312.5,4132882.0,
238,157.0131982369931,0.54507786,,,,77.0,18.0,[M-2H2O+H]+,,3.0,223;238;225,192.02698,1889559.2,1864554.6,1631203.9,1704543.1,1744895.0,2010050.9,
107,157.06073360039116,0.38234559999999995,,,,49.0,,,,,,,1075931.9,1054755.0,1198995.5,1405813.8,1180729.4,928990.9,
111,158.08114488611025,0.38315920000000003,,,,49.0,11.0,[M+H]+,,2.0,111;104,157.07392,3019924.0,3241347.2,4441735.5,4055785.8,3859000.0,2553105.5,
373,158.08117188761014,2.0590422,,,,,,,,,,,7688631.5,6966456.0,10162038.0,11787009.0,7868860.5,12334134.0,
604,158.1539289916042,4.948052,,,,,,,,,,,767344.5,775013.44,790881.56,815626.3,771003.5,748379.0,
47,158.96407390655486,0.34654775,,,,71.0,,,,,,,297474.94,271145.5,264622.06,250642.14,269679.12,337941.56,
1323,158.96407457376233,10.280462,,,,,,,,,,,0.0,18844.797,405251.16,147486.4,41514.996,12748.368999999999,
7,159.96916272177194,0.033886928,,,,0.0,,,,,,,1484608.8,1556314.1,1475161.2,1443357.1,1501057.0,1377572.1,
368,160.07568684630908,1.6109848999999998,,,,,,,,,,,851404.94,764318.94,778145.7,871872.0,783240.06,3516521.2,
40,164.92997899780985,0.34165668,,,,71.0,1.0,[M+Na]+,,2.0,36;40,141.94077,852622.9,744386.44,804120.94,830144.3,796415.1,975039.75,
565,166.08622846261053,4.081262000000001,,,,,,,,,,,94036.695,69838.586,115847.35,112845.75,86812.04,128414.375,
361,166.08626571397767,1.4578986999999999,,,,25.0,,,,,,,50262292.0,42028548.0,57767212.0,62786160.0,50582736.0,77123980.0,
477,169.07600408842575,2.8131657000000003,,,,5.0,,,,,,,5792665.0,5407610.0,6773040.0,6563274.0,5503528.5,10466924.0,
38,169.09473097642334,0.34002885,,,,71.0,2.0,[M+H]+,,2.0,38;37,168.08744,658920.75,738478.3,564686.7,678372.4,599378.0,671525.9,
191,170.04232349165906,0.3962401,,,,,,,,,,,488991.62,626560.2,725821.6,528962.0,644817.9,632070.56,
66,170.04233795343524,0.36119297,,,,49.0,,,,,,,624033.7,935262.75,708548.56,637371.7,1105987.4,689884.5,
228,175.0236734744672,0.5375139,,,,77.0,18.0,[M-H2O+H]+,,5.0,220;223;217;228;225,192.02698,3664471.8,3458345.0,3257834.0,2992677.0,3640499.0,4380599.0,
162,175.0237011302282,0.42121664,,,,49.0,17.0,[M-H2O+H]+,,3.0,157;144;147,192.02700000000002,337405.4,404075.2,206838.19,278337.12,208210.44,455172.88,
104,175.10780233606917,0.38071826,,,,49.0,9.0,[M-H2O+NH4]+,,3.0,118;104;84,175.08446,5785018.0,5325777.0,6120078.5,5053367.0,4182161.2,4840772.0,
74,175.11890089350547,0.36444727,,,,49.0,,,,,,,29898892.0,31968222.0,27306210.0,30972008.0,29800334.0,28588114.0,
118,176.09168782665367,0.38397267,,,,49.0,9.0,[M+H]+,,2.0,118;104,175.08446,102556750.0,95965760.0,127980520.0,139773070.0,105281670.0,110157464.0,
362,176.1134165168007,1.4591423000000001,,,,25.0,,,,,,,8407901.0,8514377.0,8250837.5,8373626.5,8339490.5,8048117.5,
72,176.12213480787568,0.36444727,,,,49.0,,,,,,,1435648.9,1417796.0,770854.06,1557923.2,602968.1,647931.44,
130,177.0949995196977,0.38559994,,,,49.0,15.0,[M-H2O+NH4]+,,2.0,130;169,177.07221,7927017.0,7465599.0,9828455.0,10788691.0,7932020.5,8418385.0,
52,178.00859799252345,0.3506174,,,,71.0,,,,,,,243875.92,231149.3,291350.97,322271.5,247666.48,249694.17,
56,178.0586467743527,0.35224447,,,,71.0,,,,,,,584588.44,589178.8,654353.3,674904.25,646875.94,579345.94,
275,182.08110457632512,0.6515301,,,,20.0,,,,,,,2010018.9,1896287.9,2251528.2,2323124.8,2063216.9,2531895.5,
553,182.19025639952798,3.6843007000000005,,,,,,,,,,,28726.417999999998,34183.574,50017.29,44128.832,24337.596,62018.53,
534,182.19027292360872,3.3694952000000007,,,,,,,,,,,327281.5,325723.84,469717.53,419933.2,364537.34,636096.75,
1378,182.98510105409218,10.42839,,,,36.0,,,,,,,2254513.8,1957397.5,1948124.1,1880538.0,2045915.8,2415182.8,
4,182.98511035089177,0.033054452000000005,,,,0.0,,,,,,,480434.25,525017.2,408617.2,421098.22,456247.72,473493.1,
513,183.091649747485,2.971841,,,,,,,,,,,599934.3,557473.2,712750.0,704200.7,615356.75,1220870.0,
99,184.07322022837727,0.3782772,,,,49.0,,,,,,,1109565.4,1048354.0,1277260.1,1625388.9,1576706.4,1510051.4,
442,184.16952382703664,2.5364709999999997,,,,,,,,,,,278353.4,234087.84,357550.3,338632.4,269957.25,548757.06,
389,184.16954237970958,2.2206607000000003,,,,88.0,,,,,,,2229557.0,2257083.8,3007995.8,2634294.8,2362361.2,4312386.0,
1079,184.98549046092117,8.720829,,,,,,,,,,,623062.2,1667083.1,4276074.5,2081776.4,1391798.5,996373.1,
1380,184.98550043897393,10.434681,,,,36.0,,,,,,,1014272.6,992371.06,1076476.8,984332.1,1075492.6,1051776.9,
5,184.98550394354663,0.033054452000000005,,,,0.0,,,,,,,213142.36,229764.34,207788.53,209641.31,212939.31,226291.25,
264,185.04197219312266,0.6353814,,,,,,,,,,,894028.6,564449.06,1093079.9,1015246.94,880515.7,1260481.6,
313,185.04197330282676,0.78877753,,,,,,,,,,,2195783.5,1038111.8,2572233.5,2727530.8,1969835.9,1962348.0,
472,188.0704703226411,2.7874324,,,,,,,,,,,131948.52,110741.51,118014.445,162002.66,124108.81,229332.73,
393,188.07055027188736,2.2540104,,,,26.0,22.0,[M+H]+,,2.0,395;393,187.06327,4441877.5,3657756.8,4925287.5,5213825.5,4209557.5,6598833.5,
131,189.12331040553386,0.38641334,,,,49.0,,,,,,,1738086.0,1738293.0,1955873.6,2216774.2,2150718.5,1544557.1,
202,189.12331174856152,0.5024905,,,,77.0,,,,,,,3152343.5,2926850.2,3898384.2,3739956.5,2997702.5,3383851.8,
406,190.04973724453114,2.3269107000000004,,,,,,,,,,,40061.645,18913.285,31263.107000000004,32114.701,30859.602000000003,76573.625,
431,190.04980458706302,2.4542632,,,,,,,,,,,343369.38,303817.94,273063.94,299982.72,287776.7,626873.6,
274,190.07088285320802,0.64654475,,,,,,,,,,,1452107.8,587375.9,526555.4,452034.88,1480083.4,491181.12,
459,190.0895684533852,2.7254736,,,,,,,,,,,93940.97,231437.62,116929.53,102603.164,158525.53,400870.0,
365,190.10733124644284,1.481722,,,,25.0,21.0,[M+Na]+,,2.0,365;364,167.11746000000002,9024372.0,7763996.0,9337878.0,10181657.0,8361702.0,14693446.0,
37,191.07664508070874,0.3392134,,,,71.0,2.0,[M+Na]+,,2.0,38;37,168.08744,628389.8,669628.2,495435.4,600079.1,580775.25,687958.4,
60,192.02429397528562,0.35549843,,,,71.0,5.0,[M+H]+,,2.0,60;58,191.01703,509619.22,426067.22,490220.4,511450.56,503527.72,598908.8,
428,192.06889933336188,2.4175242999999997,,,,,,,,,,,173030.33,390990.3,208209.8,145930.72,193805.6,777006.94,
231,193.0342751386535,0.539181,,,,77.0,18.0,[M+H]+,,5.0,220;223;217;231;225,192.02698,3499261.8,3865526.5,2602959.2,2775367.2,3423810.2,4578815.5,
159,193.03436123753,0.39292207,,,,49.0,17.0,[M+H]+,,3.0,155;157;144,192.02700000000002,410230.44,334610.0,335026.4,388227.03,219025.47,516528.53,
360,195.1127779163636,1.4367272,,,,,,,,,,,4718.105,92251.84,39347.203,34579.254,3724.0112,744201.7,
512,195.1127807564606,2.9528408,,,,,,,,,,,173671.66,320010.84,172300.67,184623.42,256329.69,680474.5,
535,195.11278769962962,3.3696296,,,,,,,,,,,148156.95,191482.72,94200.91,128430.42,143980.86,568688.1,
399,195.12267961853703,2.2799346000000003,,,,18.0,23.0,[M+H]+,,2.0,399;400,194.11539,533453.3,552492.75,664522.94,614242.9,565581.56,666269.2,
572,195.13794826751018,4.3375473,,,,,,,,,,,855794.3,849667.6,812781.0,875569.5,781512.06,807515.7,
559,195.13795536090618,3.8338547,,,,,,,,,,,139409.42,99895.87,106271.484,109143.35,103913.09,105776.21,
537,196.096820832951,3.4696376000000004,,,,76.0,,,,,,,656307.4,427067.75,918565.94,903271.0,600903.94,1321664.0,
42,197.1008672467031,0.34247732,,,,71.0,3.0,[M+H]+,,2.0,42;41,196.09356,832809.56,788897.2,720523.0,882472.6,885844.94,977797.1,
84,198.07364308362145,0.37095523,,,,49.0,9.0,[M+Na]+,,2.0,104;84,175.08446,1895664.2,1729244.1,2498327.8,2797180.8,1928027.5,2193864.0,
392,199.10123775741025,2.2550526,,,,,,,,,,,479999.7,492960.8,477690.3,477538.66,498673.4,474440.6,
43,200.0406886841583,0.34247740000000004,,,,71.0,,,,,,,288834.8,268105.75,275442.72,290937.34,286532.34,319269.9,
169,200.06189143777718,0.39454877,,,,49.0,15.0,[M+Na]+,,2.0,130;169,177.07221,649454.2,576263.8,554956.94,74010.516,622631.44,500729.0,
394,200.10455134319264,2.2540104,,,,26.0,,,,,,,6290700.0,6438670.5,6213858.0,6351282.0,6476826.5,6177002.5,
211,201.0699992838097,0.49930704,,,,,,,,,,,198782.06,94510.81,79505.23,177971.03,41778.11,606897.1,
164,201.07004647749375,0.39373556,,,,49.0,,,,,,,739807.9,790449.8,686568.1,684563.25,760385.7,769684.44,
484,201.07014775780524,2.8180254000000002,,,,5.0,,,,,,,157801.5,151572.84,194773.3,211800.02,128405.22,245143.42,
1085,201.97573342252937,8.712387,,,,,,,,,,,0.0,148461.75,1570547.1,260271.4,55417.504,23366.557,
1390,201.97574352132264,10.48603,,,,,,,,,,,118371.24,119250.31,128413.93,134243.23,119041.79,139711.6,
464,202.18008608085412,2.738403,,,,65.0,,,,,,,318461.4,220615.17,326429.44,346868.5,253735.08,462028.6,
137,202.18008840952382,0.38804087,,,,49.0,,,,,,,8716623.0,10365920.0,10957047.0,10508688.0,9795190.0,10564550.0,
284,202.180089647362,0.6933663000000001,,,,30.0,,,,,,,14825209.0,14092337.0,18112082.0,19814812.0,15784304.0,25774914.0,
64,203.05260910430889,0.357939,,,,49.0,,,,,,,6173354.0,5451155.5,8604014.0,7398441.0,5812690.5,5347296.0,
136,203.18332536089733,0.38804040000000006,,,,49.0,,,,,,,754270.1,937275.0,1149906.0,1085948.8,889030.0,945738.7,
282,203.18333338437856,0.6900576,,,,30.0,,,,,,,1462840.5,1255403.9,1654860.8,1677488.8,1469644.8,2335893.2,
395,205.09709190495232,2.2540104,,,,26.0,22.0,[M+NH4]+,,2.0,393;395,187.06327,3439218.5,2736607.2,3823960.2,4002189.8,3224555.0,4935510.5,
567,208.0967611268967,4.1940556,,,,,,,,,,,351156.56,292671.75,300740.84,378831.47,392522.12,1099749.8,
526,208.09677569083885,3.2288177000000005,,,,,,,,,,,100161.56,68877.85,90045.88,83254.234,73373.74,178678.9,
564,208.09677657529738,4.0139604,,,,,,,,,,,18824.37,19979.482,20984.156000000003,12054.776000000002,19907.676,39156.016,
540,208.09681942976925,3.5169803999999996,,,,,,,,,,,63246.082,57703.11,69050.11,80631.77,59123.187999999995,120335.8,
68,209.07273295026826,0.36200655,,,,49.0,,,,,,,1314486.1,1330605.9,1354439.9,1113112.2,1335484.8,963381.6,
612,209.1535638205966,5.262767299999999,,,,,,,,,,,114972.625,118347.67,105422.53,119328.5,109144.07,107104.625,
883,209.15359495894157,7.82313,,,,24.0,36.0,[M+H]+,,1.0,879,208.14631,181092.44,155968.56,313996.75,202469.62,112672.02,182395.8,
866,209.15359612461967,7.756136,,,,28.0,34.0,[M-H2O+H]+,,2.0,865;866,226.15687999999997,184789.6,388449.44,419242.38,392539.06,226765.06,354362.12,
147,210.06076659984646,0.40566215,,,,49.0,17.0,[M+NH4]+,,5.0,155;162;157;144;147,192.02700000000002,2441374.8,2331346.8,1799293.0,1875670.0,1846839.8,3095750.5,
225,210.06076936957612,0.53672296,,,,77.0,18.0,[M+NH4]+,,7.0,220;223;217;228;231;238;225,192.02698,15603367.0,14723947.0,13522768.0,13888473.0,13824020.0,22507578.0,
548,210.1124179514696,3.5951126,,,,,,,,,,,293855.22,272111.06,321473.9,344293.25,269518.62,563310.7,
599,211.08656812167158,4.872282,,,,8.0,,,,,,,58658.395,38163.598,85409.66,81906.52,52223.22,91273.21,
69,211.08827484621136,0.36200655,,,,49.0,,,,,,,1793437.1,1850899.6,1477590.2,1313453.9,1579563.6,1307380.4,
586,211.9705085033099,4.7467785000000005,,,,39.0,,,,,,,3542918.2,3633054.5,3249104.8,3501345.2,3315559.5,3369710.0,
183,212.052775162018,0.41082004,,,,,,,,,,,636814.0,704283.5,491131.2,614208.25,795400.06,648406.7,
523,213.0732882976084,3.129673,,,,,,,,,,,173092.05,196410.23,259743.42,279857.2,146749.11,451699.3,
177,213.12331011486432,0.4034977,,,,49.0,,,,,,,1132244.2,1000378.4,990736.9,1099890.1,1372422.9,1033332.44,
310,213.12331020513022,0.7620226999999999,,,,4.0,,,,,,,10912358.0,8538063.0,8929795.0,9480057.0,10772650.0,9056804.0,
543,213.15970133570715,3.5288584000000003,,,,,,,,,,,493816.8,492869.53,506720.53,561148.06,522198.16,1222449.1,
452,213.159720791702,2.6648462000000004,,,,,,,,,,,20204.691000000003,17722.643,40149.082,41514.22,17606.775,38544.53,
