"","Filename","2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML","2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML","2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML","2024_POS_Anid-p2_1_Run179.mzML","2024_POS_Anid-p2_1_Run220.mzML","2024_POS_Anid-p2_1_Run241.mzML"
"56","882/216.0865mz/2.13min","614841.56","1156047.6","121552.78","452316.66","354108.28","429141.56"
"57","883/370.1602mz/2.13min","130333.664","628015.06","170272.81","46065.08","121757.72","53087.715"
"58","884/233.1497mz/2.13min","692653.3","1042838.1","955909.0","1930382.5","1515373.6","1684574.2"
"59","886/262.1186mz/2.13min","670968.0","976224.5","34481.355","111004.94","245743.67","26049.156"
"60","888/243.1338mz/2.13min","541221.9","604728.8","1022897.7","278270.38","489432.12","639696.1"
"61","891/149.0709mz/2.13min","1340187.1","2670773.8","977791.6","1262275.5","1673063.2","977410.4"
"62","894/254.1861mz/2.13min","211286.7","1013238.94","960432.25","172582.27","29236.219","222509.66"
"63","895/146.1175mz/2.12min","1193992.0","1432932.6","136448.62","64048.52","100108.07","176036.77"
"64","898/261.1444mz/2.14min","924630.44","1126142.5","1004858.2","369355.53","425432.22","924734.1"
"65","902/254.1386mz/2.14min","100796.695","117228.43","6653244.5","1102957.0","1277185.5","1780864.5"
"66","903/179.0814mz/2.16min","179994.31","365849.1","181434.84","3437439.0","4348898.0","1405384.1"
"67","904/281.1132mz/2.15min","106716.266","345510.38","51834.97","5260217.5","5996158.0","2850321.0"
"68","907/257.1132mz/2.15min","2561969.8","2949579.2","1780238.6","1299594.1","1862566.2","1695864.5"
"69","908/181.0859mz/2.14min","0.0","0.0","793695.8","27659.125","101639.38","57776.19"
"70","909/207.1128mz/2.15min","231868.2","539156.25","4155.809","19064.834","100404.89","10651.502"
"71","911/284.1239mz/2.14min","1888947.4","2250720.0","92492.77","365113.28","650175.44","416191.8"
"72","912/158.0812mz/2.16min","2670762.0","4675272.0","6221414.5","1154264.1","1632809.2","1982165.4"
"73","914/186.1125mz/2.15min","254703.39","345902.62","688107.8","908212.1","544371.7","986823.44"
"74","916/324.1917mz/2.15min","3599872.2","3912160.8","5063895.5","280389.7","1958468.6","829626.56"
"75","918/214.0711mz/2.16min","1125556.6","1410276.6","378223.2","630613.2","866957.25","641727.5"
"76","927/169.0688mz/2.17min","665591.3","1166303.6","0.0","10195.158","53675.465","19413.43"
"77","928/190.0861mz/2.2min","357380.84","987629.75","96809.984","0.0","0.0","0.0"
"78","929/241.1546mz/2.17min","1044944.8","2057273.4","1277800.5","372729.94","542968.5","337821.12"
"79","931/168.0655mz/2.17min","9682978.0","14182017.0","40142.64","949646.8","2231134.5","1443946.9"
"80","932/126.0549mz/2.17min","3483121.2","4738262.5","17565.797","258273.48","764905.7","214083.89"
"81","935/190.0474mz/2.17min","2234327.5","1984319.6","0.0","31561.838","121808.65","45299.742"
"82","937/242.1mz/2.18min","1751898.1","1748486.1","6464803.0","4399583.5","1854882.9","4971172.5"
"83","938/254.1022mz/2.23min","541472.3","607339.4","634654.0","197263.5","275697.38","550543.6"
"84","939/233.1576mz/2.19min","310239.72","319543.88","6411954.0","8537791.0","2615059.5","11208440.0"
"85","943/221.1212mz/2.18min","1119267.9","1431027.8","6604214.0","2957056.5","1299512.6","4028750.8"
"86","944/202.1072mz/2.18min","626917.3","1179951.1","3138995.5","1995592.0","1652895.9","2433335.8"
"87","945/220.1179mz/2.18min","11846775.0","15116501.0","68317180.0","31560866.0","13717391.0","42138708.0"
"88","946/342.1658mz/2.18min","2857549.5","6459406.5","1029639.44","2955938.0","3461276.8","2529022.0"
"89","947/461.2103mz/2.18min","47496.582","153272.12","2479193.5","944206.56","236747.64","1338349.8"
"90","949/100.0392mz/2.18min","668427.44","908757.5","3352.6726","24286.764","64170.535","32793.39"
"91","950/184.0968mz/2.19min","472289.56","767026.8","860650.56","463399.56","281980.94","597543.25"
"92","951/243.1038mz/2.18min","59311.836","60878.605","519953.78","255064.58","99446.89","390704.9"
"93","952/90.0549mz/2.17min","88526.31","59631.445","357104.94","226986.06","51323.727","241216.45"
"94","954/352.15mz/2.19min","50490.54","790148.0","17732.297","92960.44","141781.58","22206.014"
"95","955/169.0971mz/2.19min","713929.1","660477.4","816111.7","1078815.8","1165131.9","992471.75"
"96","956/266.1022mz/2.2min","496318.47","539901.06","412006.66","125611.5","556489.94","307583.0"
"97","960/299.1235mz/2.16min","875984.1","1044107.9","44646.496","131406.72","182928.97","38441.63"
"98","963/232.1543mz/2.19min","3337144.5","5032907.5","54027356.0","71518060.0","23181168.0","94097430.0"
"99","965/251.1026mz/2.19min","2299696.2","3309104.2","216484.94","2353909.5","3242277.5","1887335.2"
"100","968/227.1026mz/2.19min","8228367.0","14089481.0","5392118.5","6750527.5","8175185.0","5733965.0"
