"","filter","POS_D5-Ctrl-a-P-EAMeOH_Run28.mzML","POS_D5-Ctrl-b-P-EAMeOH_Run31.mzML","POS_D5-Ctrl-c-P-EAMeOH_Run34.mzML","POS_D5-211-C1-a_Run91.mzML","POS_D5-211-C1-b_Run94.mzML","POS_D5-211-C1-c_Run97.mzML"
"514/228.2322mz/6.65min",866910.65,1090613.1,1084776.1,1079147.6,546589.3,603068.5,654673.7
"516/384.746mz/6.72min",1899118.6,1899118.6,1899118.6,1899118.6,9495593,1899118.6,1899118.6
"518/377.7377mz/6.76min",89169.57,148615.95,1109641.4,1137383.2,29723.19,29723.19,29723.19
"519/342.2425mz/6.78min",815349.15,663216.6,815599.3,503603.44,816326,815099,1212712.6
"520/524.3709mz/6.79min",320522.85,106840.95,106840.95,106840.95,696292.75,534204.75,1021233.5
"521/104.107mz/6.81min",254447.977,51815.984,45802.69,48933.727,545421.8,457079.97,1206900.6
"522/265.2525mz/6.83min",54442.411,46217.914,56960.74,47265.625,51924.082,77466.06,93731.16
"523/283.263mz/6.83min",208531.335,161683.1,233650.19,208507.36,166766.6,208555.31,282994.9
"524/578.3641mz/6.86min",384747.12,408298.94,273797.1,361195.3,597332.2,412827.12,199256.31
"525/555.3789mz/6.86min",246782.875,267784.56,165857.25,225781.19,813492.6,348844.3,139536.05
"526/577.3608mz/6.86min",1164945.1,1281295.1,849087.1,1154153.6,1826600.5,1175736.6,650472.4
"527/344.3156mz/6.97min",81748.4975,28016.21,109698.61,84661.69,78835.305,169658.72,3626.2522
"528/237.2212mz/6.98min",122809.205,147447.89,180623.05,225377.53,57679.613,61117.523,98170.52
"529/337.2346mz/6.98min",451195.52,512727.94,616945.1,775885.75,230627.19,250399.9,389663.1
"530/255.2318mz/6.98min",173547.12,183591.58,214974.16,279241.1,83884.03,94835.04,163502.66
"531/467.3128mz/6.98min",464993.22,474675.06,513708.2,455311.38,400960.78,430272.4,545292.8
"533/336.3258mz/7.05min",72064.519,44512.74,53471.418,50335.32,122133,150224.7,90657.62
"534/376.3183mz/7.05min",131362.25,109073.38,121563.89,121872.61,159919.78,186425.75,140851.89
"537/300.2895mz/7.08min",347266.75,360488.66,550419.1,406221.53,261953.05,297142.22,334044.84
"538/649.4495mz/7.09min",282000.12,164819.06,292364.84,268208.25,375409.7,472406.1,271635.4
"539/384.746mz/7.05min",356540.58,118846.86,118846.86,118846.86,594234.3,3015455,2732655
"540/605.4229mz/7.09min",368618.75,229374.56,387560.53,349676.97,507208.12,608842.44,342316.1
"541/425.2141mz/7.09min",1299243.38,368370.56,341684.9,307826.47,2728231.2,2306716.5,2230116.2
"542/403.2324mz/7.09min",143223.8525,7683.325,4044.8052,808.96104,371269.6,321978.38,278764.38
"543/341.266mz/7.09min",531832.53,438143.66,521789,471000.66,619792.94,628532.1,541876.06
"544/561.3968mz/7.1min",427709.88,275271.7,453054.66,402365.1,567358.56,710437,386587.44
"545/395.2189mz/7.09min",373197.38,403434.78,404132.06,391076.56,330741.75,328906.16,355318.2
"546/517.3707mz/7.1min",445352.25,305050.9,478064.3,412640.2,585038.8,739578.7,389172.38
"547/385.2921mz/7.1min",473831.84,368783.22,509941.38,424552.3,564471.56,659568.2,437722.3
"548/473.3444mz/7.1min",487957.63,332125.94,530896.2,445019.06,615278.3,822992.1,365730.34
"549/429.3181mz/7.1min",554465.86,387006.66,594682.1,514249.62,687205.75,1025607,422970.4
"550/392.3132mz/7.15min",241771.86,122479.766,379399.97,311998.28,171545.44,345086.38,36459.246
"551/320.1853mz/7.17min",301282.545,338022.12,221040.67,264542.97,644926,424548.16,234778.42
"552/478.2924mz/7.17min",1053054.48,1270759.1,907336,1138586.4,1426681.5,967522.56,606800.1
"554/352.3207mz/7.21min",78468.665,31821.479,53564.73,37885.613,113829.13,155167.83,103372.6
"555/368.2581mz/7.21min",1070610.85,803766,925617.1,728054.06,1215604.6,1361340.1,1646934.5
"557/752.52mz/7.22min",2780013.6,926671.2,926671.2,926671.2,8954563,5964719,4633356
"559/326.3051mz/7.25min",120005.21,92172.85,108019.15,60667.125,131991.27,176297.58,180645.88
"560/256.2634mz/7.29min",642215.625,420112.5,423308.3,433927.25,850504,970369.3,1112212.8
"561/392.732mz/7.25min",330882.15,110294.05,110294.05,110294.05,551470.25,716446.3,2263940
"564/478.2923mz/7.31min",236758.45,293343.9,212988.31,256961.8,288619.53,216555.1,140758.25
"567/485.112mz/7.31min",235700.53,369642.38,322995,295120.25,81325.7,176280.81,145506.64
"572/732.5527mz/7.37min",41383.632,39690.484,43076.78,47131.152,26255280,7938.0968,7938.0968
"574/730.5378mz/7.37min",14447447.867,114389.734,22854.271,50427.86,41045984,28813944,28780506
"575/754.533mz/7.39min",225273,248660.83,267464.94,201885.17,19719664,31884.371,6376.8742
"577/752.5195mz/7.37min",5117998.515,404689.03,245246.42,138422.75,9831308,11845267,25332768
"579/859.53mz/7.37min",338018.66,1160145,267825.88,408211.44,252341.44,91317.92,638720.3
"580/352.1777mz/7.37min",1355755.55,1543725.2,1734910.2,1811357.6,876286.75,615459.3,1167785.9
"582/782.5659mz/7.37min",2211617.4,1214253.9,1341488.9,1834984.8,2588250,2685016.5,5443388
"583/350.1774mz/7.37min",1105623.83,1030632,1167999.1,1187424.4,1043248.56,867618.5,1419980.1
"584/810.5968mz/7.37min",548958.03,386901.7,515936.56,279595.56,797667.56,581979.5,973624.25
"587/443.2043mz/7.37min",110251.698,183752.83,502147.12,474358.4,36750.566,36750.566,36750.566
"588/237.2212mz/7.38min",1094379.5,1380832,1543688.4,1809911.2,520928.78,423014.66,807927
"589/808.5819mz/7.38min",325262.17,210261.61,249547.92,347139.62,689265.94,541796.06,303384.72
"590/577.5184mz/7.38min",556469.05,4842656,547822.8,727481.25,405418.12,565115.3,384439.25
"592/255.2317mz/7.38min",1550887.15,1925438.9,2093525.5,2472369.5,753668.56,643889.3,1176335.4
"594/226.9514mz/7.38min",160858.1675,300858.22,330491.4,383872,702.54926,3512.7463,20858.115
"596/323.219mz/7.37min",548216.4,863426.1,982169.56,1314412.9,25845.258,66684.68,233006.7
"597/328.3207mz/7.37min",336849.895,455296.84,603225,564321.9,180283.75,124451.29,218402.95
"599/345.2009mz/7.38min",236177.665,423130.53,473324.34,596590.44,9844.96,9844.96,49224.8
"602/780.5506mz/7.39min",797416.7,1310383,1466344.9,1273339.1,321494.3,55930.297,186770.22
"603/716.5216mz/7.38min",1484770.5025,3439725,2905797.2,3804474.8,2096.7626,10483.813,63743.805
"604/760.5839mz/7.37min",1061050.325,302137.25,1189980.9,1496946.8,932119.75,626383.7,2138612.5
"606/678.3312mz/7.36min",459135.935,254564.56,342113.2,437381.9,589871.1,480889.97,615708.1
"607/140.0682mz/7.38min",397986.64,443556.62,487938.62,490714.5,121512.234,250507.02,352416.66
"608/419.2762mz/7.39min",239890.5,331113.66,384017.03,272396.3,100548.62,126810.95,207384.7
"610/392.3308mz/7.42min",2784929.05,2026805.1,1960214.2,2034006.1,8416079,3535852,4197011.5
"611/393.3341mz/7.42min",822402.15,593148.44,572869.7,601056.3,2542839,1043748,1246754
"612/278.2114mz/7.43min",193274.268,64424.756,64424.756,64424.756,322123.78,352039.8,425267.94
"614/282.2789mz/7.45min",699621.78,502705,552950.9,556057,843186.56,855077.06,909613.3
"617/481.292mz/7.45min",4282647,4835961.5,5641789,4619732,1339091.2,2817319,3945562
"619/315.2315mz/7.46min",327956.045,316466.53,339445.56,274847.28,254932.48,340160.56,414837.44
"621/377.32mz/7.47min",1078762.7,1119483.4,1266987.1,1038042,859433.94,1037855.44,1268400
"622/395.3304mz/7.47min",892334.125,934556.4,1083344.8,870187.25,596404,697670.44,914481
"623/113.0166mz/7.52min",456486.15,460432.3,468774.7,452540,204881.62,1766919.8,215664.23
"624/365.2659mz/7.51min",1487619,1772554.8,2255870.5,2613836.2,478918.34,621373.6,1202683.2
"625/265.2525mz/7.51min",219049.1,237121.62,285393.06,300482.34,122524.61,132971.2,200976.58
"626/283.263mz/7.51min",402243.17,422156.72,562737.9,528036.6,240266.67,249764.14,382329.62
"627/387.2476mz/7.51min",142370.1225,195818.8,266329.97,360887.47,3407.3853,22361.35,88921.445
"628/376.3183mz/7.53min",334926.53,291741.94,335232.78,334620.28,314235.28,560125.44,719936
"630/377.1661mz/7.54min",95857.465,93328.46,74138.39,77123.516,144701.23,128052.11,98386.47
"631/557.281mz/7.54min",659384.27,657357.6,541601.44,575987.2,858998.2,847757.8,661410.94
"632/579.263mz/7.54min",3153011.15,3801324.8,3418943.8,3795137.8,2564132,2798235,2887078.5
"633/421.1557mz/7.55min",467796.52,466015.7,383673.94,400041,599939.3,581951.44,469577.34
"636/112.0179mz/7.56min",3607612.9,7934991.5,3591696.8,3623529,2920591.2,2746214.5,12377032
"639/481.2919mz/7.57min",1516135.65,1843113,2281398.8,1638471.2,519373.12,1010575.94,1393800.1
"640/315.2316mz/7.57min",288870.33,296797.44,325650.2,220431.12,140601,280943.22,335611.88
"642/141.9834mz/7.58min",1148856.8,1134376,1163337.6,1170219.8,887499.5,3686145.8,974344.75
"643/111.0202mz/7.55min",8720047.25,20411606,9264407,17173000,7263423,8072692,8175687.5
"645/111.5218mz/7.59min",739402.625,1734767.9,1745703.5,817600,553194.75,661205.25,298286.2
"647/315.2526mz/7.6min",359673.568,83819.336,77694.18,71046.664,635527.8,672517.3,854876.1
"648/337.2346mz/7.6min",1335386.55,608709,597730.56,557046.5,2062064.1,2488984.8,3494349.8
"651/410.3047mz/7.62min",694752.27,623548.25,715241.1,589124.7,674263.44,759215.6,1100350.8
"654/111.5189mz/7.61min",86021.205,30435.367,414679.4,133960.98,113858.03,58184.38,23186.25
"655/425.2869mz/7.66min",248131.275,686075.94,513178.6,400537.66,64466.562,92663.33,95724.89
"656/113.0166mz/7.67min",929725.13,934218.56,961693.6,925231.7,82668.336,254664.31,1692381.2
"658/483.3803mz/7.66min",494952.235,446948.44,653192.4,496989.47,233018.7,492915,607541.7
"659/589.4278mz/7.68min",230311.555,114433.12,247089.84,213533.27,302306.28,435466.9,170385.5
"660/545.4018mz/7.68min",258612.65,145445.14,280608.88,236616.42,344947,486405.8,163735.44
"661/501.3755mz/7.7min",309218,171788.64,338998.56,279437.44,397830.88,601615.25,178150.33
"662/131.5335mz/7.65min",868963.05,2200388.8,964082.9,1837577.1,423315.38,633250,773843.2
"663/409.3112mz/7.73min",595180.43,1173915.8,910378.94,902034.06,271022.2,288326.8,271393.62
"664/209.1536mz/7.7min",238518.135,266045.44,187795.77,195227.81,312807.56,242802.94,234233.33
"665/250.1776mz/7.7min",189816.115,293236.22,211786.95,231457.92,156209.7,167845.28,167015.56
"666/408.308mz/7.7min",1280355.9,1930667.6,1388851.9,1472769,1114008.1,1171859.9,1154502.2
"667/457.3493mz/7.7min",371292.845,219145.42,405913.22,336672.47,467392.16,788930.1,188960.83
"669/226.1801mz/7.7min",976521.45,1020892.4,711229.8,770925.6,1291969.1,997280.8,955762.1
"672/413.323mz/7.7min",255161.8,174551.22,281822.9,228500.7,330430.6,547090.4,143964.72
"677/379.2239mz/7.7min",221531.56,472308.1,346466.1,438057.4,84672.87,96597.02,55985.188
"678/393.7401mz/7.66min",155175.336,51725.112,51725.112,51725.112,258625.56,376364.78,1285199.4
"679/273.2575mz/7.71min",472739.47,453068.84,529088.9,378592.6,364679.22,492410.1,643196.06
"680/181.0144mz/7.66min",554156.8,2222068.2,661325.44,2250253.5,446988.16,59636.707,431568.75
"682/111.5218mz/7.66min",483868.6,695131.3,741001.25,1474973.4,272605.9,272274.38,207159.14
"684/207.0175mz/7.68min",1197110.625,1768845,1788095,1782436.4,501528,348700.2,625376.25
"686/740.4043mz/7.74min",774348,902362.2,634042.1,839054.56,1057326.2,709641.44,329795.12
"687/282.2214mz/7.74min",1066281,1056773.8,1075788.2,1089868,842087.7,1163704,1031757.5
"690/579.263mz/7.75min",4141076.65,4879861,4452463.5,4811809.5,3804920.5,3829689.8,3638547
"691/421.1557mz/7.75min",1068249.45,1119685.6,991785.25,1086595.1,1169316.2,1049903.8,886573.5
"692/557.281mz/7.75min",912796.655,978340.25,832114.44,885683.56,1071920.8,939909.75,803271.6
"693/730.5377mz/7.77min",1227970.416,38262.332,3714.4146,16779.385,4131404,2417678.5,4473412
"699/690.5065mz/7.82min",1584548.4,528182.8,528182.8,528182.8,13297026,3912414.2,2640914
"700/712.4886mz/7.83min",1576741.5,525580.5,525580.5,525580.5,2627902.5,2674805.2,2882134.2
"701/859.5301mz/7.77min",245398.7,1405926.5,216479.52,336564.62,89374.09,274317.88,65362.812
"702/754.5348mz/7.78min",2520456.85,64722.49,216429.7,191924.27,4824484,14551841,19823894
"703/752.5194mz/7.79min",1490090.305,196904.11,81305.664,158126.34,2783276.5,3563152.2,5619949
"704/393.2193mz/7.77min",660695.15,746655.7,832594.44,799076.7,379416.38,429493.4,574734.6
"705/810.5964mz/7.77min",676321.65,463149.34,633330.1,315746.6,719313.2,853244.25,1125475.4
"707/395.2198mz/7.77min",681011.64,851457.5,945161.6,943708.8,374123.03,381594.66,510565.78
"708/782.5652mz/7.77min",2228269.25,1012600.2,1099462,1375904.5,3956785.8,3080634,5026346.5
"709/808.5817mz/7.77min",695452.23,271209.72,320827.5,401490.9,1850699.9,1884531.2,989413.56
"712/449.3019mz/7.77min",516630.335,1012862.8,1187333.9,674365.2,147034,240183.64,358895.47
"714/226.18mz/7.77min",991230.8,918997.6,669803.25,792616.8,1401735.2,1063464,1092236
"715/228.1957mz/7.77min",1296602.45,1187320.1,866108.1,1059663.1,1823418.2,1405884.8,1446229.9
"716/90.9766mz/7.77min",530365.035,916800.3,977086,1078053.6,28187.92,143929.77,91041.83
"717/244.1906mz/7.77min",772484.35,707942.1,525416.5,623906.8,1099542.2,837026.6,870973.4
"718/250.1776mz/7.77min",1056320.57,1762905.4,1348927.2,1583456.5,513069.03,606839.4,763713.94
"719/408.308mz/7.77min",4643975.25,7681227,5875605.5,6762597,2384118.5,2765781.5,3412345
"720/780.5506mz/7.79min",909734.25,833177.44,986291.06,789660.6,13873123,5057750.5,786167.94
"721/732.5553mz/7.82min",1747861.475,62262.066,154043.45,68737.13,3341679.5,6713570,15737367
"723/352.339mz/7.82min",885981.7,1327371.2,1010184.2,988524.8,649835.94,783438.6,593454
"724/760.5829mz/7.82min",1575443.6,482701.25,901950.06,1066355,2200562,2902723.2,2084532.2
"725/140.0682mz/7.78min",186783.86,181356.1,741885.1,371346.44,63470.793,136213.88,192211.62
"726/266.1725mz/7.77min",564233.23,909715.4,774820.8,920154.25,233570.69,282940.16,353645.66
"727/221.175mz/7.77min",339165.635,617975.56,455170.5,552745.5,147244.03,180027.06,223160.77
"728/236.162mz/7.77min",310129.05,561138,408551,482752.6,144065.22,169213.2,211707.1
"729/362.3025mz/7.77min",290234.225,513301.28,372993.03,444790.25,140651.14,155253.9,207475.42
"732/424.2833mz/7.78min",196756.9525,45067.164,50654.875,22177.123,342859.03,348476.28,451103.28
"734/406.7477mz/7.84min",17363.025,5787.675,5787.675,5787.675,1474822.1,35276.062,28938.375
"736/395.3304mz/7.8min",287120.56,353910.1,655148.3,438591,67694.445,103101.71,220331.02
"738/740.4043mz/7.8min",193296.685,233615.53,173519.45,196452.42,323624.12,190140.95,174385.42
"740/559.1307mz/7.82min",695008.6,764116.44,725309.4,646351.44,523825.94,664707.8,899757.8
"743/409.2742mz/7.82min",459481.63,719863.4,855997.56,712758.56,101662.72,156058.84,206204.7
"745/205.0171mz/7.83min",872178.65,1636763.9,649214.4,664216.25,854605.9,889751.4,1110336.8
"747/284.2945mz/7.85min",295799.4,264342.8,274844.7,260868.34,316754.1,400806.4,444293.34
"748/447.3074mz/7.85min",360143.935,627063.94,797102,402720.12,130200.69,218986.03,317567.75
"752/752.5195mz/7.87min",1721832.07,300641.34,229901.66,123672.16,3143022.8,5662114.5,8199664.5
"753/690.5066mz/7.87min",2798467.8,932822.6,932822.6,932822.6,4664113,11029943,11347522
"755/730.5378mz/7.86min",1469339.721,42925.242,16264.9375,14686.601,2895754.2,3845823.5,4427083
"756/731.5408mz/7.87min",772110.84,257370.28,257370.28,257370.28,1286851.4,1530091.6,2068238.1
"758/732.5557mz/7.86min",4204933.92,85933.086,214952.84,63480.246,8194915,32516124,17256228
"759/754.5349mz/7.87min",4539224.625,332355.94,386760.25,289673.53,8691689,20094280,27388434
"760/463.2813mz/7.87min",494045.83,511427.94,544487,307568.44,335284.75,476663.72,572509.56
"761/716.522mz/7.87min",1098005.575,179081.64,256783.05,177621.28,24762776,3705978.8,1939228.1
"762/761.5872mz/7.88min",869961.51,219706.6,192461.81,253259.62,10888598,1486663.4,2115544
"764/740.4044mz/7.85min",299435.625,318721.5,280149.75,257089.17,595566.5,361026.38,136940.97
"765/786.6001mz/7.87min",1136387.065,107319.06,202728.23,196947.56,9059345,5500921,2070045.9
"766/481.3283mz/7.87min",151817.304,414758.25,321554.06,247425.94,30276.03,27918.457,56208.668
"770/782.5645mz/7.87min",4773684.4,1929640.5,2049517.9,2473182.8,7151038.5,7074186,11160814
"771/757.5461mz/7.87min",106993.482,35664.494,35664.494,35664.494,178322.47,363942.22,508134.7
"772/788.6147mz/7.87min",1670247.92,226606.75,324687.84,130665.41,3832514,3015808,3486525.8
"773/780.5507mz/7.87min",11752228.5,1509454.9,1729505,1332148.1,38921624,21774952,23505186
"774/283.2629mz/7.87min",1399773,1689901.6,1832192.6,1733238.4,803400,860602.9,1109644.4
"775/758.5689mz/7.87min",14670402.61,324369.16,436727.22,365507.25,59699348,31835050,28904078
"776/265.2524mz/7.87min",716123.5,876797.2,939608.4,913100.56,397564.12,428217.47,555449.8
"777/352.339mz/7.87min",1774662.5,3555095.5,1837585.5,2324000.5,1025033.75,1413601.8,1711739.5
"780/382.2042mz/7.88min",396097.82,482074.2,548853.75,492962.72,233227.98,160688.89,310121.44
"784/760.5834mz/7.88min",5236765,508457.47,610544.5,627083,12856838,9846447,17171908
"785/810.5961mz/7.88min",1416487.2,971030.7,1334142.5,651196.4,1498831.9,1882501.8,2490812.2
"787/377.3199mz/7.87min",278908.085,351552.06,392110.84,351670.56,206264.11,151806.3,199712.02
"789/213.9828mz/7.87min",341503.825,1125904.5,549099.2,532939.1,52920.613,124728.94,150068.55
"791/378.2086mz/7.88min",1851583.5,2189502.5,2401939.2,2222429,1198882,1305855.1,1513664.5
"792/808.5817mz/7.88min",2064430.45,601602.5,682770.5,852744.1,4484300.5,4830157,3276116.8
"795/327.2266mz/7.88min",261420.768,435701.28,506506.9,483187.72,87140.256,87140.256,87140.256
"796/351.2502mz/7.88min",1044832.35,1717226.5,1904256.1,1952816.9,87013.836,200978.2,372438.2
"798/668.618mz/7.89min",174946.565,97066.97,199357.38,232657.89,114750.445,401529.44,150535.75
"800/319.224mz/7.88min",237675.757,363589.78,391900.28,401851.22,9435.189,52752.51,111761.734
"801/351.214mz/7.88min",383618.815,539441.1,594374.5,611488.6,72459.97,139838.98,227796.53
"803/172.9563mz/7.88min",1339887.9,2208846.5,2357026.2,2307089.8,317006.03,470929.3,422490.3
"804/223.9883mz/7.87min",2477027.63,4074810.5,4067637.2,4081925.2,326593.8,860986.06,886418.06
"805/373.2321mz/7.88min",273801.768,456336.28,513093.5,533171.4,91267.256,91267.256,91267.256
"808/781.554mz/7.88min",4170514.72,695118.94,559631.25,421285,15491108,7645910.5,11220973
"809/421.1556mz/7.9min",123986.03,123007.15,115118.734,118797.79,165822.47,132350.48,124964.91
"810/557.2809mz/7.9min",306852.61,267654.06,289994.22,323711,377916.94,324851.6,284861.3
"811/579.2629mz/7.9min",1085112.6,1135590.4,1060975.6,1168674.9,1056043.6,1109249.6,987264.06
"813/851.7091mz/7.89min",1332992.03,2551122.8,2745568.8,3375858.5,3429.7769,90945.51,114861.26
"816/738.5039mz/7.92min",715966.67,85132.94,71375.59,67175.41,4215380.5,1375213.2,1346800.4
"817/310.3101mz/7.93min",489753.925,362640.94,355106.4,384012.75,1257311.2,652772.6,595495.1
"819/385.7243mz/8.02min",1029736.32,343245.44,343245.44,343245.44,2418040.5,1984942.5,1716227.2
"820/406.748mz/8.02min",238325.982,79441.994,79441.994,79441.994,1410870.4,499877.5,397209.97
"824/284.2946mz/7.99min",410591.735,435055,531644.06,479970.28,293112.6,367118.03,386128.47
"825/365.2659mz/7.99min",387086.96,593812.3,743907.44,473638.7,171407.89,300535.22,273426.28
"826/716.5219mz/7.97min",5813463.525,66374.05,20822.475,46119.66,11560553,13906262,13735476
"827/738.504mz/7.99min",524842.76935,652.42774,652.42774,3262.1387,1046423.4,2836048.2,5297589.5
"828/336.3257mz/8.04min",457132.25,236892.75,372257.1,288911.72,767306.5,867134.4,542007.4
"829/550.628mz/8.05min",99811.683,67251.805,78156.516,35123.992,132386.9,429628.8,121466.85
"831/406.748mz/8.07min",524511.264,174837.088,174837.088,174837.088,874185.44,1053814,960250.2
"832/205.0171mz/8.12min",2770410.3,4198010.5,4218045,4061250.8,1479569.8,1423419.5,1436692.2
"833/163.9905mz/8.12min",1097317.87,1626004.5,1656004.4,1613645.8,580989.94,576214.9,500484.5
"836/761.5872mz/8.15min",138001.362,46000.454,46000.454,46000.454,1221753,4386958.5,230002.27
"838/628.1941mz/8.21min",481469.27,192907.95,208010.84,186779.62,825533.56,754927.7,929054.56
"839/633.1495mz/8.21min",975888.76,328845.47,358545.62,331097.1,1609611.6,1593231.9,1813975.8
"845/754.5342mz/8.22min",691745.83,30232.46,24354.37,15377.885,1353259.2,1773464.6,2798670
"848/377.3199mz/8.21min",537857.7,534412.2,484646.44,463716.62,548580.4,541303.2,971140.4
"853/752.5195mz/8.22min",347491.11,235229.22,52500.09,24678.91,604754.25,459753,791743.2
"854/395.3306mz/8.22min",230347.46,224848.12,297995.9,235846.8,220896.86,218874.84,270652
"855/780.5507mz/8.22min",4885674.595,89234.68,120466.19,73160.71,10348339,9650883,13235105
"856/808.582mz/8.22min",519724.105,47435.69,54325.81,70003.81,969444.4,1635228.2,1373465.6
"857/782.5649mz/8.22min",1516553.46,138244.16,153798.86,166871.42,9252705,7034441.5,2866235.5
"862/827.7093mz/8.22min",4872.7011,1624.2337,419537.88,401063.9,1624.2337,1624.2337,8121.1685
"864/421.2506mz/8.22min",461785.725,557212.2,625958.1,573134.25,333555.2,278830.4,366359.25
"866/851.7092mz/8.22min",1815992.72,3108354.8,2972203.5,3487461,236075.34,599304,659781.94
"871/433.3072mz/8.22min",256705.37,299980.8,343742.34,277026.66,163210.77,122780.78,236384.08
"873/797.6621mz/8.23min",149503.66,303290.66,331960.12,217739.11,2086.7828,10433.914,81268.21
"874/617.4169mz/8.29min",352977.99,267433.97,325185.1,317589.84,444877.97,380770.88,764905.4
"875/312.3257mz/8.32min",207821.42,170858.03,158709.67,154776.4,427336.5,260519.89,244784.81
"876/321.315mz/8.35min",271594.255,133603.6,205290.45,169656.77,605268.7,496526.3,337898.06
"877/339.3447mz/8.35min",6775534.75,3866498.8,5363545,4451162.5,13625053,12154334,8187524.5
"878/675.6752mz/8.35min",307745.075,97978.63,204675.25,135692.6,1149143.8,861871.9,410814.9
"879/338.3415mz/8.35min",29683717,17052140,23404822,19722172,59924410,50317570,35962612
"883/149.0233mz/8.37min",305137.15,240187.1,225338.06,227346.61,373378.47,389872.03,370087.2
"884/391.284mz/8.37min",931259.5,779391.6,685984.9,707835.1,1142477.6,1126961.5,1083127.4
"885/413.2656mz/8.37min",3911177.35,4016591.5,3518969,3468238.8,4226754.5,3805763.2,4252103.5
"887/647.4273mz/8.38min",261496.73,152842.73,190787.23,215770.02,345324.03,307223.44,454108.94
"889/371.3151mz/8.39min",2539467.015,180042.25,171518.06,187774.03,4891160,4977896,5166060.5
"890/763.6052mz/8.39min",957064.08,319021.36,319021.36,319021.36,1658726.1,1595106.8,1909494.8
"891/393.2971mz/8.39min",19467603.4,2672536.2,2712605.5,2819322.8,38335496,36115884,40058760
"892/349.321mz/8.41min",962126.18,483980.44,529570.56,671452.56,1619193.6,1252799.8,1416737.9
"893/312.3257mz/8.43min",323546.9,405917.1,532440.25,422238.8,215178.02,224964.88,241176.7
"896/832.2398mz/8.51min",1216789.36,484227.12,303309.7,421875.56,1949351.6,2172921,2033774.5
"898/707.1683mz/8.51min",527530.5975,69047.695,60445.99,67282.83,986013.5,1103084.5,1114763.4
"899/702.2129mz/8.51min",403684.215,45401.49,37555.59,43423.824,761966.94,835106.1,872712.7
"903/645.5421mz/8.54min",399376.61,317318.6,310332.56,97704.72,1656397.2,481434.62,537360.5
"905/352.339mz/8.52min",4906578.75,4134983.5,5022207,4422322.5,5000865,4932399.5,4880758
"907/213.9828mz/8.51min",687842.275,133912.88,379608.8,352731.5,1263489.4,996075.75,1126168.5
"908/172.9563mz/8.51min",732082.3,670078.4,660962.1,647672.9,2194392.5,794086.2,1458419.2
"909/851.7092mz/8.61min",3067301.1,3969065.2,3520763,4238481,2613839.2,251862.66,2543320.8
"910/717.5049mz/8.58min",316927.63,329763.2,287023.84,254718.62,311443.06,322412.2,339520.2
"911/349.321mz/8.58min",1227817.17,667464.4,691857.75,804005.44,2473631.8,1651628.9,1836996.9
"912/797.662mz/8.6min",110496.1315,849696.56,686990.4,210127.84,2172.8846,2172.8846,10864.423
"913/350.1774mz/8.64min",172092.767,3425.064,685.0128,685.0128,498998.94,340760.47,500583.25
"914/379.3357mz/8.63min",2968413.47,843001.44,706189.25,568148.4,5093825.5,5471005,5457717
"915/340.3571mz/8.68min",212937.185,117368.09,130037.27,101687.05,494866.2,431914.97,295837.1
"916/366.3727mz/8.67min",444118.67,260667.38,287298.72,465828.34,422409,842919.94,682632.94
"917/377.3199mz/8.71min",1125114.15,928050.5,888493.94,827090.44,1322177.8,3234048.2,1453635.5
"919/546.4302mz/8.71min",2403825.25,2443487,2844977.2,1591969.8,2918610.5,2044022,2364163.5
"920/377.3199mz/8.82min",2996155.25,3007157,2985153.5,2778176.2,4142692.8,1338454,4146424.8
"921/377.3517mz/8.82min",251272.19,110104.43,121734.49,197551.88,447115.1,304992.5,386462.3
"922/553.3893mz/8.9min",434803.9,544688.44,465311.9,371607.66,545602.3,373078.8,404295.9
"923/687.5316mz/8.92min",598101.81,137861.66,128307.875,322034.62,1162742.5,874169,1098204.2
"924/703.5267mz/8.94min",278912.125,188956.81,110881.62,164832.89,886400.56,368867.44,763682.94
"925/797.6611mz/8.96min",66262.826,111817.8,115249.086,140734.64,20707.852,761.85224,3809.2612
"926/379.3357mz/8.96min",2848779.8,4590237,4299401,3806143.2,1751427.6,1682138.1,1891416.4
"927/823.6784mz/8.97min",24310602,25630958,14929377,14819836,34709840,22990246,31765494
"929/851.7093mz/8.97min",10176185,21203614,18404340,23437390,1948030,382625.3,1131244.5
"930/883.7714mz/8.97min",303056.2,303056.2,303056.2,303056.2,1515281,303056.2,303056.2
"931/909.7872mz/8.97min",215691.68,215691.68,215691.68,215691.68,1078458.4,215691.68,215691.68
"932/377.32mz/8.97min",1299439.15,1435012.9,1586490,1451491,1163865.4,992583.7,1126289.8
"935/378.3233mz/8.97min",324241.34,306198.84,477993.84,303042.66,345379.97,300321.1,342283.84
"936/481.292mz/8.98min",3210339.8,2796934.8,2753018,2691621.8,5193484.5,3623744.8,4330950
"937/879.7402mz/8.98min",2971292.85,573148.64,3076842.5,3250293.5,573148.64,2865743.2,3609649.2
"938/853.7207mz/8.97min",3070589.6,21656.715,2776087,3365092.2,134087.62,30726368,17319896
"939/395.3305mz/8.98min",357633.015,326188.62,341743.03,333324.75,448069.56,373523,412614.62
"940/827.7086mz/8.98min",48069.407,7653.8828,2172307.5,2165005.5,7653.8828,38269.414,57869.4
"941/467.313mz/8.98min",80544.8,69791.26,59649.01,58742.695,240249.16,91298.34,123244.586
