"","Filename","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp11_1_Run25.mzML","POS_TJGIp11_2_Run123.mzML","POS_TJGIp11_3_Run149.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","299/144.1019mz/2.01min","54683.816","20743.158","113513.625","136624.7","29171.305","18834.184"
"3","304/146.1176mz/2.07min","390600.94","258922.44","330650.62","240492.78","427665.16","256474.39"
"4","305/254.1385mz/2.08min","492422.66","234368.27","367548.34","253266.4","212692.45","178188.52"
"5","307/324.1915mz/2.09min","30219.412","39974.777","40208.49","407549.0","509438.06","402566.6"
"6","308/170.0812mz/2.1min","243944.94","232905.72","329703.4","168555.12","216668.47","163911.34"
"7","310/102.0914mz/2.13min","410428.34","638013.6","950261.06","619702.1","1078152.5","745377.0"
"8","311/184.1696mz/2.15min","84380.1","114198.85","240853.03","664644.44","731335.75","560969.1"
"9","312/232.1543mz/2.1min","1597093.2","1726145.9","1607168.4","3640480.2","3751639.5","3531356.8"
"10","315/195.1227mz/2.21min","1317170.1","572778.3","580296.6","1550516.0","929588.8","780945.94"
"11","316/217.1047mz/2.21min","1846940.1","2563310.8","2898801.2","2850980.2","3328638.5","2824378.5"
"12","317/233.0784mz/2.2min","36072.797","25828.773","45126.492","124580.59","88375.62","199639.94"
"13","318/157.0835mz/2.21min","974588.06","870005.56","1089472.5","513504.47","434890.22","627676.2"
"14","319/292.1653mz/2.22min","32497.156","60551.445","50788.023","482830.38","781207.25","505994.72"
"15","320/113.0597mz/2.24min","2503632.0","1780983.4","2031160.0","492606.4","824959.9","168756.8"
"16","322/116.0528mz/2.26min","14489.091","145005.38","98870.98","0.0","29567.2","0.0"
"17","324/231.1702mz/2.33min","385684.44","154616.3","454397.8","704119.8","511046.3","487611.34"
"18","325/146.0601mz/2.34min","2204377.5","1482783.8","1723027.8","2278349.2","2809174.8","2611357.0"
"19","326/147.0633mz/2.34min","160815.56","118178.5","133636.81","197870.27","210588.47","222659.16"
"20","327/187.0941mz/2.34min","200853.92","737196.5","323563.44","62567.895","154090.1","132589.11"
"21","328/146.1175mz/2.32min","124545.61","157340.03","227835.97","249439.27","444634.53","328257.72"
"22","330/113.0597mz/2.31min","93373.53","271264.12","563605.2","383542.06","1930228.0","1549017.2"
"23","331/157.0835mz/2.37min","923798.56","2504576.2","3144559.5","124910.78","87385.805","202929.6"
"24","332/418.1969mz/2.37min","91764.15","24139.945","29714.807","4057511.5","4565579.0","3984537.0"
"25","334/238.1073mz/2.38min","6753.8574","3750.4878","19475.06","80757.48","129489.18","104178.805"
"26","337/114.0914mz/2.4min","1993567.9","1236144.5","1077517.9","2050550.4","1460003.0","1297411.6"
"27","339/190.0499mz/2.41min","1661454.1","2473106.5","2694924.8","1505254.9","1975469.2","1924441.0"
"28","341/239.1488mz/2.44min","581280.1","188410.78","176440.69","596942.06","296141.72","166975.17"
"29","342/184.1696mz/2.46min","106029.48","136735.1","169272.45","211640.06","167188.55","140492.83"
