sample_name	filename	ATTRIBUTE_GROUP
Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML	Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML	CTRL
Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML	Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML	CTRL
Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML	Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML	CTRL
NEG_D5-227-C1-a_Run221.mzML	NEG_D5-227-C1-a_Run221.mzML	EXP
NEG_D5-227-C1-b_Run224.mzML	NEG_D5-227-C1-b_Run224.mzML	EXP
NEG_D5-227-C1-c_Run227.mzML	NEG_D5-227-C1-c_Run227.mzML	EXP
