"","Filename","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp4_1_Run43.mzML","POS_TJGIp4_2_Run108.mzML","POS_TJGIp4_3_Run188.mzML"
"45","268/200.0918mz/2.59min","556947.2","556039.9","787405.56","387915.34","499506.66","523387.06"
"46","270/197.1286mz/2.61min","161310.06","1028577.1","1167937.6","265808.78","1161118.2","954166.75"
"47","271/232.1544mz/2.62min","97806.75","91060.51","114539.04","18034.484","37391.547","36202.137"
"48","272/283.175mz/2.62min","84885.555","11451.377","24968.97","81420.53","76437.44","63860.324"
"49","273/180.0656mz/2.62min","680984.8","801244.4","1013915.94","659682.3","976976.94","942259.0"
"50","277/183.1017mz/2.64min","461661.9","406624.06","511829.78","272989.03","334007.88","292730.94"
"51","278/130.1591mz/2.64min","9189807.0","4918893.0","5968582.0","6109713.5","6320037.0","6486593.5"
"52","279/217.1547mz/2.66min","89267.59","94449.266","131927.75","96559.03","136896.06","125684.22"
"53","280/202.1802mz/2.67min","179297.47","116203.57","156189.19","123606.49","135645.48","142660.64"
"54","282/152.0707mz/2.69min","265257.6","281138.44","421932.6","249242.03","430940.2","372957.53"
"55","283/263.139mz/2.7min","1719782.5","1522676.6","1995815.4","2302672.2","3046653.8","2853101.0"
"56","285/193.0973mz/2.71min","988187.2","545257.56","635104.6","489793.12","684157.9","639088.94"
"57","287/114.0914mz/2.73min","370253.4","481392.2","754107.2","227758.36","391217.66","397756.1"
"58","288/213.0659mz/2.74min","351538.25","464505.5","524399.7","337702.97","348026.8","284889.94"
"59","289/120.0445mz/2.73min","4230187.5","5004904.0","6845661.0","3415289.8","5004564.5","4620428.5"
"60","290/138.0551mz/2.73min","1049736.4","1360685.4","2089686.1","841522.06","1390455.1","1284017.1"
"61","291/255.1703mz/2.75min","981657.7","664150.94","831343.94","852696.8","1077156.5","1079502.2"
"62","292/164.0707mz/2.76min","312777.84","318186.94","401214.9","327101.22","425654.44","396593.03"
"63","293/245.186mz/2.76min","744590.1","1127613.6","1505443.1","1042022.3","1219283.2","1135573.9"
"64","295/275.16mz/2.77min","564867.1","469362.25","564680.94","279934.22","283810.66","215582.3"
"65","296/272.1855mz/2.77min","696481.7","531535.2","705995.4","602537.1","613534.4","582933.06"
"66","302/146.0601mz/2.83min","68964.91","103843.66","155154.98","56733.566","118436.69","93070.89"
"67","304/245.186mz/2.82min","794389.94","906154.2","1131277.1","703198.9","779712.1","761781.0"
"68","305/295.1288mz/2.84min","573320.8","480993.12","609151.3","941893.8","1378790.8","1269204.2"
"69","306/203.1392mz/2.85min","1222642.2","838934.25","1126806.8","1020051.94","928235.06","691510.25"
"70","310/230.1176mz/2.89min","95924.98","81024.336","105934.67","77724.08","73380.35","66059.51"
"71","312/86.0965mz/2.91min","87635.8","179674.0","292852.06","31479.668","348877.12","299647.72"
"72","313/246.17mz/2.93min","240021.83","212303.0","249596.8","77731.08","107856.83","99092.016"
"73","314/279.1702mz/2.94min","414940.12","431435.4","574831.5","378727.28","425268.9","406882.3"
"74","315/283.1651mz/2.94min","142144.17","175081.83","174663.06","10441.804","98903.88","112341.55"
"75","319/210.1102mz/2.95min","904892.6","706316.8","764984.4","418628.28","497237.97","529199.1"
"76","320/170.1176mz/2.95min","750451.94","557789.2","680004.7","338035.62","414237.34","443289.72"
"77","321/245.1496mz/2.96min","246249.69","263647.28","346118.72","121266.01","145950.94","139683.0"
"78","322/104.107mz/2.92min","142976.45","128630.82","167302.81","114796.05","247434.44","143739.52"
"79","323/428.2041mz/2.97min","317894.88","394780.6","420011.75","222824.67","350784.22","307800.12"
"80","324/120.0808mz/2.97min","81635.09","191292.38","163887.17","61560.793","118527.78","142416.75"
"81","325/215.1391mz/2.98min","664894.3","675793.2","931492.75","328160.44","605481.5","463854.94"
"82","326/120.0656mz/2.99min","375955.56","212665.36","343337.8","24991.629","280185.66","261122.52"
"83","327/223.1078mz/3.01min","477684.3","245337.95","260100.56","327423.88","361646.72","269222.06"
"84","328/231.1703mz/3.01min","822237.9","906932.2","1115824.0","846023.94","987597.44","966515.7"
"85","331/241.1546mz/3.02min","154465.31","223241.67","268810.97","352106.97","361206.06","338877.16"
"86","332/246.1699mz/3.02min","498422.66","429320.0","560866.56","370183.03","417060.12","406012.38"
"87","333/457.1855mz/3.04min","943753.06","0.0","112368.81","0.0","0.0","0.0"
"88","335/158.154mz/3.01min","189229.38","178150.61","222035.4","120216.2","167333.48","172985.2"
"89","337/279.1702mz/3.03min","422848.94","472259.16","622938.9","420328.7","455563.8","434187.25"
"90","339/120.0444mz/3.05min","319076.8","380423.9","503610.78","235705.83","333512.06","311940.84"
"91","340/191.1042mz/3.05min","101917.43","74375.945","72643.016","88343.81","104181.125","111119.89"
"92","342/211.1442mz/3.05min","339026.06","1184326.4","1055923.8","363419.03","880367.8","855312.25"
"93","343/289.1756mz/3.06min","1121300.0","769253.3","1195571.6","371626.12","433221.56","354434.28"
"94","344/148.0394mz/3.05min","390358.6","505776.2","640296.5","323881.4","405703.25","396156.2"
"95","345/223.154mz/3.09min","395795.88","402695.94","585763.9","623865.06","482668.0","568080.44"
"96","346/240.1805mz/3.09min","1230443.5","1005302.6","1210909.4","1775039.1","1199363.4","1293894.8"
"97","347/245.1359mz/3.09min","627747.7","1503134.2","2822833.0","1518186.4","1757722.5","3052951.8"
"98","348/173.1286mz/3.11min","958825.1","1006780.7","1281398.9","950569.44","983570.2","940929.06"
"99","349/261.1097mz/3.1min","5136.729","47523.234","45497.02","50709.16","86202.305","125668.945"
"100","351/120.0808mz/3.12min","122583.234","259196.53","213061.67","88461.46","182182.88","169465.2"
