"","Filename","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp4_1_Run43.mzML","POS_TJGIp4_2_Run108.mzML","POS_TJGIp4_3_Run188.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","212/158.0813mz/2.06min","96805.695","137071.31","76734.2","102711.75","147879.14","167299.92"
"3","215/254.1386mz/2.09min","286896.9","349850.28","457142.88","304461.84","389269.22","337532.03"
"4","216/220.118mz/2.11min","2242184.8","2411842.5","2951196.8","2153243.8","2845356.0","2521276.0"
"5","217/242.0998mz/2.11min","677451.94","679867.8","832747.56","632628.75","907416.5","732932.2"
"6","218/232.1543mz/2.11min","2754381.0","2901140.5","3614448.0","2876529.5","3700322.8","3466992.0"
"7","219/184.1697mz/2.16min","712975.9","356551.06","556374.6","377514.75","516820.22","430224.2"
"8","221/102.0914mz/2.15min","537449.56","148235.6","496745.84","122356.84","403351.47","62969.6"
"9","222/217.1047mz/2.21min","554829.8","959562.75","1301841.9","506743.3","915587.0","1038632.56"
"10","223/185.0785mz/2.16min","1107766.2","1033045.75","1262392.4","1275611.1","1676823.1","1685175.8"
"11","224/241.1182mz/2.19min","225913.67","400780.7","517053.34","377206.06","713324.44","458953.9"
"12","225/195.1228mz/2.21min","463643.88","305555.2","170739.58","296835.25","309686.66","198942.1"
"13","226/171.1129mz/2.2min","533909.75","970361.6","1228321.2","378392.12","642012.3","637487.0"
"14","228/188.0706mz/2.21min","1326572.4","1438303.2","2124009.0","670427.6","1211972.5","1129611.1"
"15","229/205.0973mz/2.2min","876230.3","1074487.6","1723674.0","362750.9","939135.0","834998.75"
"16","231/113.0597mz/2.22min","893760.75","669370.4","1426653.4","916235.56","1327266.8","1077034.0"
"17","232/245.1495mz/2.24min","122205.57","126782.38","200704.08","99269.78","89425.21","64147.016"
"18","233/231.1703mz/2.25min","793100.2","1004926.06","1261099.6","775179.44","1111253.8","1064786.8"
"19","235/220.1193mz/2.3min","112269.79","101928.87","124975.46","97045.05","117157.23","109687.98"
"20","236/152.0707mz/2.34min","196566.61","177837.22","283627.88","223459.11","306133.66","269829.0"
"21","237/86.0965mz/2.35min","27838.797","298194.7","82993.58","135147.45","350463.7","153555.73"
"22","238/116.0706mz/2.35min","299333.34","343098.7","413963.75","431068.25","671428.3","578243.8"
"23","239/146.0601mz/2.35min","1554936.9","1747175.2","2389945.0","1445147.9","1756791.8","1675958.9"
"24","240/147.0634mz/2.35min","123318.22","132523.7","160374.4","114992.34","137018.77","126812.11"
"25","241/146.1176mz/2.34min","433233.28","729743.5","909392.75","605192.1","758216.2","670891.2"
"26","242/229.1547mz/2.36min","4147545.2","4032922.0","5123532.0","6111529.5","8653889.0","8326985.5"
"27","243/418.197mz/2.38min","427989.28","235525.22","238514.33","253135.9","252664.61","260231.55"
"28","244/114.0914mz/2.4min","939661.3","955204.2","985268.3","849460.4","953897.5","912080.8"
"29","245/190.05mz/2.4min","4826462.5","7024433.0","8505826.0","4393079.0","5685879.5","5716912.5"
"30","246/162.055mz/2.4min","214215.27","318521.78","369851.12","187197.11","246253.56","254478.86"
"31","247/138.0551mz/2.41min","1136841.9","1205271.4","1643294.0","1255599.9","1849904.8","1644629.5"
"32","249/191.0532mz/2.4min","515917.1","758369.56","924962.0","461150.25","601471.8","611693.3"
"33","251/184.1697mz/2.47min","252549.1","153796.47","166605.5","130693.78","176491.62","158802.53"
"34","252/239.1489mz/2.44min","172838.67","65455.27","67211.17","130041.6","115215.79","76162.04"
"35","254/141.0547mz/2.46min","1285189.0","1410855.2","1671693.2","1033000.0","1677180.0","1588883.5"
"36","255/231.1703mz/2.46min","456139.38","541447.56","705270.06","463873.88","593560.4","564315.25"
"37","256/102.0914mz/2.47min","609537.6","317410.4","393401.56","32388.996","382709.28","225478.4"
"38","257/120.0656mz/2.51min","246329.25","279271.22","81279.695","177118.92","280862.3","329173.38"
"39","259/216.1231mz/2.52min","709853.4","926673.5","1145284.0","772664.0","949838.8","892422.4"
"40","260/167.0816mz/2.53min","645235.75","740667.56","1019289.25","875882.06","1224153.6","1192828.1"
"41","261/120.0808mz/2.54min","137758.36","294992.78","218914.14","137681.72","174164.27","146320.22"
"42","264/147.0553mz/2.55min","307169.8","450535.5","639442.5","380529.25","472110.97","425217.6"
"43","266/246.17mz/2.56min","3840730.2","3452522.8","4202818.5","4413566.5","5602330.0","5383778.5"
"44","267/245.186mz/2.63min","1098762.2","618269.94","773484.75","685766.7","886576.1","838260.9"
