"","FC","log2(FC)","raw.pval","-log10(p)"
"411/171.1016mz/3.45min",0.37893,-1.4,5.7192e-05,4.2427
"397/285.1308mz/3.36min",0.33954,-1.5583,9.029e-05,4.0444
"464/109.1012mz/3.72min",0.25643,-1.9634,0.00010669,3.9719
"395/245.1383mz/3.36min",0.28537,-1.8091,0.00011508,3.939
"434/269.1359mz/3.6min",0.43347,-1.206,0.00015132,3.8201
"970/383.2423mz/5.38min",0.32781,-1.6091,0.00018567,3.7313
"410/125.0961mz/3.45min",0.36906,-1.4381,0.00076616,3.1157
"432/273.1808mz/3.6min",0.40616,-1.2999,0.00079117,3.1017
"491/312.253mz/3.92min",0.37247,-1.4248,0.00083714,3.0772
"3416/535.3967mz/8.48min",0.36651,-1.4481,0.0011047,2.9567
"574/377.2317mz/4.44min",0.36296,-1.4621,0.0015181,2.8187
"433/229.1435mz/3.6min",0.3921,-1.3507,0.0015389,2.8128
"2251/431.3151mz/7.29min",0.3132,-1.6749,0.0017947,2.746
"750/227.1276mz/4.96min",0.30171,-1.7288,0.001932,2.714
"3996/457.185mz/10.93min",0.11545,-3.1147,0.0021006,2.6777
"3477/366.3728mz/8.63min",0.012056,-6.3741,0.002199,2.6578
"945/423.2346mz/5.34min",0.17597,-2.5066,0.0023127,2.6359
"555/165.1274mz/4.33min",0.45402,-1.1392,0.0025966,2.5856
"471/147.0623mz/3.76min",0.33803,-1.5648,0.0029371,2.5321
"1050/674.4183mz/5.52min",0.39986,-1.3224,0.0031599,2.5003
"2337/460.3133mz/7.36min",0.37276,-1.4237,0.0036953,2.4323
"2508/443.3151mz/7.53min",0.47081,-1.0868,0.0040185,2.3959
"553/147.1168mz/4.33min",0.46147,-1.1157,0.0042905,2.3675
"2554/429.336mz/7.58min",0.40028,-1.3209,0.0045284,2.3441
"391/303.1913mz/3.34min",0.38616,-1.3727,0.0050745,2.2946
"2327/459.3099mz/7.36min",0.46114,-1.1167,0.0052457,2.2802
"754/399.2373mz/4.96min",0.28735,-1.7991,0.0054211,2.2659
"305/295.1288mz/2.84min",2.011,1.0079,0.0057129,2.2431
"2654/413.3024mz/7.67min",0.33997,-1.5565,0.0058683,2.2315
"2667/698.4357mz/7.67min",0.48074,-1.0567,0.006021,2.2203
"2332/315.2314mz/7.36min",0.42028,-1.2506,0.0063461,2.1975
"2590/470.3624mz/7.63min",2.7551,1.4621,0.006721,2.1726
"2674/688.4538mz/7.66min",0.3761,-1.4108,0.006921,2.1598
"343/289.1756mz/3.06min",0.35352,-1.5001,0.0072279,2.141
"2742/427.3202mz/7.69min",0.42639,-1.2297,0.0081543,2.0886
"887/293.2107mz/5.26min",0.47937,-1.0608,0.0086044,2.0653
"1458/634.3588mz/6.17min",2.404,1.2654,0.0096783,2.0142
"2746/445.3309mz/7.69min",0.27688,-1.8527,0.010191,1.9918
"2839/483.3672mz/7.81min",0.28603,-1.8058,0.010271,1.9884
"3336/677.4593mz/8.37min",0.45321,-1.1417,0.010299,1.9872
"2755/393.3147mz/7.7min",0.48988,-1.0295,0.010724,1.9696
"1850/431.3043mz/6.8min",0.45556,-1.1343,0.010889,1.963
"2744/441.2994mz/7.69min",0.44115,-1.1807,0.011534,1.938
"2514/427.3202mz/7.54min",0.42458,-1.2359,0.012592,1.8999
"756/439.2297mz/4.89min",0.28513,-1.8103,0.013165,1.8806
"295/275.16mz/2.77min",0.46341,-1.1096,0.015662,1.8051
"2137/449.3016mz/7.15min",0.38536,-1.3757,0.016,1.7959
"2733/449.3018mz/7.69min",0.3012,-1.7312,0.016146,1.7919
"2737/428.3238mz/7.69min",0.45298,-1.1425,0.0162,1.7905
"2384/333.2419mz/7.41min",0.45811,-1.1262,0.016351,1.7865
"2661/373.3096mz/7.67min",0.42024,-1.2507,0.016866,1.773
