"","filter","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp4_1_Run43.mzML","POS_TJGIp4_2_Run108.mzML","POS_TJGIp4_3_Run188.mzML"
"240/147.0634mz/2.35min",129667.905,123318.22,132523.7,160374.4,114992.34,137018.77,126812.11
"241/146.1176mz/2.34min",700317.35,433233.28,729743.5,909392.75,605192.1,758216.2,670891.2
"242/229.1547mz/2.36min",5617530.75,4147545.2,4032922,5123532,6111529.5,8653889,8326985.5
"243/418.197mz/2.38min",252900.255,427989.28,235525.22,238514.33,253135.9,252664.61,260231.55
"244/114.0914mz/2.4min",946779.4,939661.3,955204.2,985268.3,849460.4,953897.5,912080.8
"245/190.05mz/2.4min",5701396,4826462.5,7024433,8505826,4393079,5685879.5,5716912.5
"246/162.055mz/2.4min",250366.21,214215.27,318521.78,369851.12,187197.11,246253.56,254478.86
"247/138.0551mz/2.41min",1449446.95,1136841.9,1205271.4,1643294,1255599.9,1849904.8,1644629.5
"249/191.0532mz/2.4min",606582.55,515917.1,758369.56,924962,461150.25,601471.8,611693.3
"251/184.1697mz/2.47min",162704.015,252549.1,153796.47,166605.5,130693.78,176491.62,158802.53
"252/239.1489mz/2.44min",95688.915,172838.67,65455.27,67211.17,130041.6,115215.79,76162.04
"254/141.0547mz/2.46min",1499869.35,1285189,1410855.2,1671693.2,1033000,1677180,1588883.5
"255/231.1703mz/2.46min",552881.405,456139.38,541447.56,705270.06,463873.88,593560.4,564315.25
"256/102.0914mz/2.47min",350059.84,609537.6,317410.4,393401.56,32388.996,382709.28,225478.4
"257/120.0656mz/2.51min",262800.235,246329.25,279271.22,81279.695,177118.92,280862.3,329173.38
"259/216.1231mz/2.52min",909547.95,709853.4,926673.5,1145284,772664,949838.8,892422.4
"260/167.0816mz/2.53min",947585.655,645235.75,740667.56,1019289.25,875882.06,1224153.6,1192828.1
"261/120.0808mz/2.54min",160242.245,137758.36,294992.78,218914.14,137681.72,174164.27,146320.22
"264/147.0553mz/2.55min",437876.55,307169.8,450535.5,639442.5,380529.25,472110.97,425217.6
"266/246.17mz/2.56min",4308192.5,3840730.2,3452522.8,4202818.5,4413566.5,5602330,5383778.5
"267/245.186mz/2.63min",805872.825,1098762.2,618269.94,773484.75,685766.7,886576.1,838260.9
"268/200.0918mz/2.59min",539713.48,556947.2,556039.9,787405.56,387915.34,499506.66,523387.06
"270/197.1286mz/2.61min",991371.925,161310.06,1028577.1,1167937.6,265808.78,1161118.2,954166.75
"271/232.1544mz/2.62min",64226.0285,97806.75,91060.51,114539.04,18034.484,37391.547,36202.137
"272/283.175mz/2.62min",70148.882,84885.555,11451.377,24968.97,81420.53,76437.44,63860.324
"273/180.0656mz/2.62min",871751.7,680984.8,801244.4,1013915.94,659682.3,976976.94,942259
"277/183.1017mz/2.64min",370315.97,461661.9,406624.06,511829.78,272989.03,334007.88,292730.94
"278/130.1591mz/2.64min",6214875.25,9189807,4918893,5968582,6109713.5,6320037,6486593.5
"279/217.1547mz/2.66min",111121.625,89267.59,94449.266,131927.75,96559.03,136896.06,125684.22
"280/202.1802mz/2.67min",139153.06,179297.47,116203.57,156189.19,123606.49,135645.48,142660.64
"282/152.0707mz/2.69min",327047.985,265257.6,281138.44,421932.6,249242.03,430940.2,372957.53
"283/263.139mz/2.7min",2149243.8,1719782.5,1522676.6,1995815.4,2302672.2,3046653.8,2853101
"285/193.0973mz/2.71min",637096.77,988187.2,545257.56,635104.6,489793.12,684157.9,639088.94
"287/114.0914mz/2.73min",394486.88,370253.4,481392.2,754107.2,227758.36,391217.66,397756.1
"288/213.0659mz/2.74min",349782.525,351538.25,464505.5,524399.7,337702.97,348026.8,284889.94
"289/120.0445mz/2.73min",4812496.5,4230187.5,5004904,6845661,3415289.8,5004564.5,4620428.5
"290/138.0551mz/2.73min",1322351.25,1049736.4,1360685.4,2089686.1,841522.06,1390455.1,1284017.1
"291/255.1703mz/2.75min",917177.25,981657.7,664150.94,831343.94,852696.8,1077156.5,1079502.2
"292/164.0707mz/2.76min",361847.125,312777.84,318186.94,401214.9,327101.22,425654.44,396593.03
"293/245.186mz/2.76min",1131593.75,744590.1,1127613.6,1505443.1,1042022.3,1219283.2,1135573.9
"295/275.16mz/2.77min",376586.455,564867.1,469362.25,564680.94,279934.22,283810.66,215582.3
"296/272.1855mz/2.77min",608035.75,696481.7,531535.2,705995.4,602537.1,613534.4,582933.06
"302/146.0601mz/2.83min",98457.275,68964.91,103843.66,155154.98,56733.566,118436.69,93070.89
"304/245.186mz/2.82min",787051.02,794389.94,906154.2,1131277.1,703198.9,779712.1,761781
"305/295.1288mz/2.84min",775522.55,573320.8,480993.12,609151.3,941893.8,1378790.8,1269204.2
"306/203.1392mz/2.85min",974143.5,1222642.2,838934.25,1126806.8,1020051.94,928235.06,691510.25
"310/230.1176mz/2.89min",79374.208,95924.98,81024.336,105934.67,77724.08,73380.35,66059.51
"312/86.0965mz/2.91min",236263.03,87635.8,179674,292852.06,31479.668,348877.12,299647.72
"313/246.17mz/2.93min",160079.915,240021.83,212303,249596.8,77731.08,107856.83,99092.016
"314/279.1702mz/2.94min",420104.51,414940.12,431435.4,574831.5,378727.28,425268.9,406882.3
"315/283.1651mz/2.94min",127242.86,142144.17,175081.83,174663.06,10441.804,98903.88,112341.55
"319/210.1102mz/2.95min",617757.95,904892.6,706316.8,764984.4,418628.28,497237.97,529199.1
"320/170.1176mz/2.95min",500539.46,750451.94,557789.2,680004.7,338035.62,414237.34,443289.72
"321/245.1496mz/2.96min",196100.315,246249.69,263647.28,346118.72,121266.01,145950.94,139683
"322/104.107mz/2.92min",143357.985,142976.45,128630.82,167302.81,114796.05,247434.44,143739.52
"323/428.2041mz/2.97min",334339.55,317894.88,394780.6,420011.75,222824.67,350784.22,307800.12
"324/120.0808mz/2.97min",130472.265,81635.09,191292.38,163887.17,61560.793,118527.78,142416.75
"325/215.1391mz/2.98min",635187.9,664894.3,675793.2,931492.75,328160.44,605481.5,463854.94
"326/120.0656mz/2.99min",270654.09,375955.56,212665.36,343337.8,24991.629,280185.66,261122.52
"327/223.1078mz/3.01min",298322.97,477684.3,245337.95,260100.56,327423.88,361646.72,269222.06
"328/231.1703mz/3.01min",936723.95,822237.9,906932.2,1115824,846023.94,987597.44,966515.7
"331/241.1546mz/3.02min",303844.065,154465.31,223241.67,268810.97,352106.97,361206.06,338877.16
"332/246.1699mz/3.02min",423190.06,498422.66,429320,560866.56,370183.03,417060.12,406012.38
"333/457.1855mz/3.04min",22473.762,943753.06,22473.762,112368.81,22473.762,22473.762,22473.762
"335/158.154mz/3.01min",175567.905,189229.38,178150.61,222035.4,120216.2,167333.48,172985.2
"337/279.1702mz/3.03min",444875.525,422848.94,472259.16,622938.9,420328.7,455563.8,434187.25
"339/120.0444mz/3.05min",326294.43,319076.8,380423.9,503610.78,235705.83,333512.06,311940.84
"340/191.1042mz/3.05min",95130.62,101917.43,74375.945,72643.016,88343.81,104181.125,111119.89
"342/211.1442mz/3.05min",867840.025,339026.06,1184326.4,1055923.8,363419.03,880367.8,855312.25
"343/289.1756mz/3.06min",601237.43,1121300,769253.3,1195571.6,371626.12,433221.56,354434.28
"344/148.0394mz/3.05min",400929.725,390358.6,505776.2,640296.5,323881.4,405703.25,396156.2
"345/223.154mz/3.09min",525374.22,395795.88,402695.94,585763.9,623865.06,482668,568080.44
"346/240.1805mz/3.09min",1220676.45,1230443.5,1005302.6,1210909.4,1775039.1,1199363.4,1293894.8
"347/245.1359mz/3.09min",1637954.45,627747.7,1503134.2,2822833,1518186.4,1757722.5,3052951.8
"348/173.1286mz/3.11min",971197.65,958825.1,1006780.7,1281398.9,950569.44,983570.2,940929.06
"349/261.1097mz/3.1min",49116.197,5136.729,47523.234,45497.02,50709.16,86202.305,125668.945
"351/120.0808mz/3.12min",175824.04,122583.234,259196.53,213061.67,88461.46,182182.88,169465.2
"352/194.0813mz/3.13min",824108.37,909488.44,543130.9,738728.3,620273.44,1011212.2,926207.9
"355/211.1442mz/3.12min",386661.75,197220.06,282432.06,657838,229573.92,543597.06,490891.44
"356/194.1152mz/3.14min",797068.75,860118.3,802630,927357.6,561792.56,670511.44,791507.5
"358/155.1067mz/3.15min",254541.38,241891.12,278884.72,212962.48,263174.16,271056.88,245908.6
"359/172.1333mz/3.15min",579284.075,912783.44,622057.9,841637.25,478018.94,532601.1,536510.25
"361/165.0911mz/3.15min",180660.005,190543.08,134783.97,221771.56,174732.17,186587.84,168028.36
"362/265.1158mz/3.15min",636991.93,530377.6,559555.9,721732,601681.06,676950.8,672302.8
"363/164.1071mz/3.15min",168064.085,180620.66,127849.516,169458.56,185490.28,166669.61,139383.16
"364/157.17mz/3.24min",194794.08,534913.06,191971,160064.11,197617.16,221072.1,151222.61
"365/162.055mz/3.19min",671843.75,645362.75,669065,898605.9,562865.6,703512.25,674622.5
"366/188.0706mz/3.2min",104690.7075,120772.81,103142.11,122506.46,90980.52,106239.305,89563.18
"367/247.1077mz/3.2min",869451.08,953137.8,811068.7,1090824.2,699814.44,910025.6,828876.56
"371/202.1438mz/3.22min",511497.53,487764.62,437440.6,688710,215590.28,535230.44,575870.3
"372/116.0706mz/3.22min",196888.205,178495.88,197327.83,223292.08,168191.42,246985.88,196448.58
"374/118.0651mz/3.24min",1278807.7,1236818.2,1255518.8,1505030.2,1061730.2,1302096.6,1321130
"375/164.0706mz/3.24min",1223184.45,1151270.8,1144297.4,1476354.1,910472.2,1295098.1,1304304.8
"376/182.0813mz/3.24min",5616515.75,5141872,5123642.5,7207249.5,3952144.5,6217895.5,6091159.5
"377/167.1067mz/3.25min",132069.045,207708.89,125174.71,164692.6,89821.195,132946.62,131191.47
"380/180.0656mz/3.25min",64710.845,45352.387,63506.09,112558.91,33496.383,70234.81,65915.6
"381/284.2066mz/3.27min",809322.45,1198900.8,829589.4,954508.75,789055.5,771820,652968.5
"382/289.162mz/3.27min",585047.9,382749.28,600573.3,1016059.94,294715.34,569522.5,726527.25
"383/146.0601mz/3.27min",710685,653712.44,694958.94,935134.75,583504,780262,726411.06
"384/245.1382mz/3.29min",157217.73,165217.3,186518.89,194956.06,149218.16,61154.105,65725.62
"385/204.1231mz/3.27min",224714.01,224244.42,182511.02,246959.7,200779.8,257335.94,225183.6
"386/285.1308mz/3.29min",129076.965,112728.9,145425.03,153459.25,147149.7,46069.754,45706.754
"387/245.1859mz/3.28min",1289274.55,1271667,1313060,1624362.2,1219952.9,1297093.1,1281456
"388/217.1547mz/3.29min",2143328.5,2173581.2,1977643,2819369.8,1925056.2,2288809,2113075.8
"391/303.1913mz/3.34min",2187537.8,3760323.8,2907901.8,3466562.5,1368779.9,1467173.8,1332981.1
"394/273.1807mz/3.35min",174940.295,145719.62,173018.17,234252.55,172371.27,206370.97,176862.42
"395/245.1383mz/3.36min",620411.56,886792.4,1021924.1,1178173.8,281071.1,354030.72,286220.56
"396/227.1278mz/3.36min",305334.375,412553.56,482750.03,538536.94,138974.95,198115.19,183704.31
"397/285.1308mz/3.36min",639865.315,851414.25,1074666,1163685,277403.84,428316.38,403021.06
"399/229.1547mz/3.36min",85490.575,119094.8,75741.695,99945.81,49397.727,92900.65,78080.5
"400/162.055mz/3.41min",113932.792,75684.93,92727.664,181618.22,73087.53,149848.73,135137.92
"402/120.0444mz/3.41min",163321.58,134087.66,153942.44,216296.86,106763.03,172700.72,172815.25
"403/268.1154mz/3.44min",237485.53,284768.8,226331.44,252818,206847.8,248639.62,224071.64
"405/208.0857mz/3.45min",234289.23,311561.3,387458,469500.38,77144.07,145903.72,157017.16
"406/415.1635mz/3.45min",176214.11,223247.02,305398.8,425113.16,54947.35,119636.984,129181.2
"407/255.1702mz/3.45min",105239.998,103221.82,104630.16,142276.38,84083.06,116511.17,105849.836
"408/243.0876mz/3.45min",711183.85,900772.8,688995.8,829208.6,493003.22,725005.7,697362
"409/155.0598mz/3.45min",545820.4,578017.7,730358.94,902806.06,270289.34,455577.3,513623.1
"410/125.0961mz/3.45min",515195.28,704276.4,750686.5,810012.25,285428.84,326114.16,264860.12
"411/171.1016mz/3.45min",721790.045,955965.06,1083338,1271863.4,351243.25,487615.03,487258.28
"412/105.0699mz/3.45min",787009.275,468740.3,505607.03,678950.25,1051868.6,895068.3,930106.7
"413/164.1071mz/3.45min",2605871.5,1443351.8,1572277.9,2110773.2,3186163.2,3100969.8,3103128.5
"415/231.1702mz/3.47min",107789.53,124297.58,86694.66,143483.75,95092.9,111190.2,104388.86
"416/279.1703mz/3.37min",578116.13,577565.56,599507.2,997801.8,541191.06,578666.7,507274.84
"417/315.2025mz/3.46min",225395.715,299705.12,302857.03,395622.94,91006.86,151086.31,148847.12
"418/230.1176mz/3.47min",3970572.4,3921484.5,3923678.8,4759984,4023689.8,4017466,3724834.5
"419/231.1209mz/3.46min",578696.15,575540.1,572491.2,693934.7,601798.8,581852.2,542961.5
"421/328.248mz/3.52min",227782.605,511159.53,259292.94,239118.31,195142.22,209593.42,216446.9
"423/269.1359mz/3.5min",174457.37,223249.44,277382.62,316478.3,93447.08,123860.03,125665.3
"424/229.1431mz/3.5min",190997.375,278078.28,256015.25,323823.88,95963.29,125979.5,109434.3
"428/267.1203mz/3.56min",99804.4675,108140.125,164143.69,207859.72,33564.434,87221.484,91468.81
"430/187.1442mz/3.59min",322625.86,334047.12,354333.03,438127.5,266976.06,311204.6,308192.25
"431/255.1703mz/3.6min",162325.095,248203.92,234210.77,287895.53,68722.67,88636.375,90439.42
"432/273.1808mz/3.6min",1053876.72,1487240.8,1376296.5,1782437.2,548178.06,731456.94,727187.06
"433/229.1435mz/3.6min",1055842.9,1413686.4,1367549.5,1610552.5,523120.53,744136.3,557883.56
"434/269.1359mz/3.6min",911060.2,1094476.9,1478255.5,1701163.6,518741.78,727643.5,692300.2
"435/228.2323mz/3.59min",154234.11,186951.27,140862.98,180642.9,132588.1,150169.58,158298.64
"436/167.1067mz/3.62min",347879.27,399823.66,321517.34,404370.34,302404,374241.2,320455.5
"437/207.0992mz/3.62min",328391.59,225887.12,308159.88,358551.47,244934.27,348623.3,421508.66
"438/188.1645mz/3.64min",130965.057,127065.2,90837.49,129398.234,132720.95,134717.98,132531.88
"439/928.3123mz/3.64min",397049.23,355521,443598.72,448346.94,352050.34,383446.34,410652.12
"440/177.1275mz/3.65min",409658.5,243624.4,270445.4,379218.22,603776.06,440098.78,460505.8
"441/231.1703mz/3.66min",6162248,7676274.5,5392871,7150486,4975614.5,6486265,5838231
"443/163.0753mz/3.67min",231258.255,236294.12,226222.39,448844.3,274133.28,127933.26,191255.39
"444/161.0961mz/3.68min",2012138.3,1109612.1,1904114.8,2924196.5,2294314.5,1684513,2120161.8
"445/132.1019mz/3.68min",1097833.9,983847.9,1098460,1163673.8,939671.5,1271308.4,1097207.8
"446/287.1963mz/3.68min",1390525.65,1427696.8,1265649.5,1487722.5,1353354.5,1532872.1,1315458.8
"447/232.1736mz/3.67min",678223.94,753109.25,597539.5,784569.06,549571.2,733432.44,623015.44
"448/309.1782mz/3.69min",2262430.85,1980487.8,2138373.2,2581893.5,1919391.5,2390988.8,2386488.5
"449/86.0965mz/3.69min",360877.455,472915.4,432462.88,435436.62,214036.22,246613.14,289292.03
"450/91.0543mz/3.69min",357096.625,357265.75,356927.5,414723.66,317181.7,362061.6,325306.9
"451/165.091mz/3.69min",668277.52,641386.8,737468.5,924745.44,492453.9,667182.6,669372.44
"452/183.1016mz/3.69min",687860.725,627109.5,735027.44,935747.8,480049.94,692973.7,682747.75
"453/137.0961mz/3.69min",1304193.2,1307900.9,1463196.2,1766913.4,996117.6,1292260.1,1300485.5
"454/161.0598mz/3.69min",457114.845,313352.66,437929.16,536366.44,266607.62,476300.53,499166.34
"455/155.1066mz/3.69min",790701.68,816249.8,935151.25,1291819.2,543409.94,765153.56,725188.44
"457/95.0856mz/3.69min",953163.075,923917.8,1016479.3,1315127.4,706350.1,967972.4,938353.75
"458/119.0856mz/3.69min",491496.435,497753.34,539103.44,673829.6,373985.88,485239.53,473102.28
"459/118.0651mz/3.69min",231238.6,318718.03,212854.53,269606.9,249622.67,203327.97,185016.75
"460/623.3495mz/3.7min",264095.683,39853.426,21665.797,34757.13,517182.97,592053.8,488337.94
"462/149.0597mz/3.72min",373517.735,361902.97,291611.22,311566.97,390671.1,441301.47,385132.5
"463/233.0783mz/3.72min",441712.17,295493.03,412573.12,453918.4,429505.94,597316.9,628400.6
"464/109.1012mz/3.72min",972852.37,1426686.9,1505967.6,2088738,375901.34,459572.53,519017.84
"465/312.253mz/3.75min",250644.38,336050.7,359272.94,413333.62,117374.14,165238.06,160449.14
"466/207.0991mz/3.73min",75245.863,71436.39,79055.336,90189.13,61433.594,68992.47,100569.54
"469/174.1852mz/3.77min",817296.325,733193.25,415494.38,434361.28,901399.4,1091722.8,1007722.8
"470/288.2279mz/3.76min",312089.16,239462.98,134135.08,174779.73,384715.34,467927.88,416296.56
"471/147.0623mz/3.76min",377912.925,459559.75,613620.94,770493.1,185552.84,168006.61,296266.1
"472/356.6923mz/3.75min",299580.59,218709.8,289506.78,341650.94,203469.36,357472.44,309654.4
"474/921.5862mz/3.76min",158314.755,105651.37,7994.1787,1598.83574,245723.14,315255.56,210978.14
"475/483.2784mz/3.76min",961203.32,860321.44,299934.6,241651.11,1358104.6,1373657.6,1062085.2
"476/461.2968mz/3.76min",16847999,12615212,5858436,6507746,21080786,27242874,24542628
"477/284.1603mz/3.76min",384112.73,275781.66,114399.195,122811.12,492443.8,559495.8,530639.2
"479/215.139mz/3.8min",211922.1,184972.45,211278.22,260030.47,212565.98,261316.61,204912.69
"480/183.1492mz/3.8min",896429.45,701259.56,765775.6,1048097.25,471029.4,1027083.3,1052841.4
"481/445.3019mz/3.82min",1101803.45,990011.4,407048.66,225971.38,1213595.5,1815191.8,1765640.9
"486/556.2516mz/3.88min",324744.23,187910.27,307420.3,342068.16,131036.73,368236.2,376743.6
"487/517.3231mz/3.88min",425993.47,324196.5,158802.53,236938.47,527790.44,951684.1,983467.6
"489/297.2171mz/3.89min",349335.63,307701.9,262015.62,308318.6,390352.66,441003.9,424458.38
"491/312.253mz/3.92min",449097.33,631305.3,615422.44,777560.94,256804.06,282772.22,250742.02
"492/343.2224mz/3.96min",75228.685,158944.7,101136.45,82076.04,48224.492,68381.33,21087.04
"493/598.2985mz/3.92min",2257347.8,1567678.9,2214485.8,2683158.2,1076163.1,2300209.8,2362736.2
"494/620.2803mz/3.92min",591363.95,473751.22,670908,626127.5,309330.5,668152.1,556600.4
"495/318.6262mz/3.92min",534073.15,259526.95,513439.2,638686.25,209332.16,554707.1,617784.9
"496/181.0859mz/3.92min",449759.955,447526.44,320361.7,445204.16,451993.47,587354.75,562069.94
"498/215.1389mz/3.94min",103076.757,84664.02,105394.03,143178.23,88276.18,128033.17,100759.484
"499/245.1859mz/4.01min",88515.195,91808.06,85222.33,114774.82,108162.52,78205.22,68880.49
"501/188.1645mz/3.96min",625145.975,444686.7,128252.41,165356.19,805605.25,995773.8,964075.56
"502/191.1042mz/3.97min",934186.68,602456.56,834046.8,1048082.8,791222.06,1034326.56,1368638.8
"503/133.1012mz/3.97min",464969.17,479246.16,377099.4,492080.5,478657.72,451280.62,269238.22
"505/227.1278mz/3.99min",122193.49,180340.5,131870.55,136405.27,112516.43,103379.32,83417.05
"507/254.175mz/4.0min",237253.833,346502.4,387351.25,503802.06,117888.89,125609.984,128005.266
"510/201.1598mz/4.02min",6334081.5,6043040.5,5995884,7924086.5,3914020.2,6625122.5,7325372
"511/183.1493mz/4.03min",352744.345,297474.75,380466.25,646240.75,192113.39,325022.44,622842.44
"512/513.2094mz/4.03min",69160.985,42079.527,83995.67,87913.3,27126.07,69673.77,68648.2
"513/216.1958mz/4.13min",187822.44,129770.32,131709.73,176593.11,199051.77,363784.25,349424.22
"514/540.2568mz/4.07min",444130.15,257727.12,400827.6,487432.7,191061.88,488492.7,512241.22
"515/285.1695mz/4.15min",342976.705,587629,524922.94,551122.1,161030.47,157716.62,144789.97
"518/459.3425mz/4.1min",103061.53,95359.17,86824.99,110763.89,89701.84,115942.65,114067.625
"520/120.0444mz/4.11min",266870.22,268647.5,280651.4,353939.78,194402.61,265092.94,249206.17
"523/310.6287mz/4.12min",837476.43,430455.22,822630.8,928122.75,405653.4,852322.06,980718.1
"524/582.3036mz/4.12min",5482684.75,4096405.8,5561675.5,6109920.5,3211020.5,5482512.5,5482857
"526/604.2854mz/4.12min",1472915.05,1146442.2,1651169.1,1527557.9,929982.5,1585514.5,1418272.2
"527/212.107mz/4.12min",2411595.5,2554940.2,2445369.5,2681273.2,2354589.2,2377821.5,2203523.8
"530/339.1589mz/4.13min",1125062.85,1052017.5,1287421.6,1450161,1005755.8,1131215.1,1118910.6
"531/387.1799mz/4.13min",174570.68,147546.19,183829.73,228685,143715.03,168298.94,180842.42
"532/397.1643mz/4.13min",427211.39,392517.1,486790.88,546028.44,387834.2,432263.88,422158.9
"533/457.1853mz/4.13min",454240.08,507348.94,488093.88,1434046.5,400776,420386.28,413906.3
"536/443.2061mz/4.14min",389563.3,369816.3,349927.5,430805.25,339993.2,409310.3,417217
"538/302.1021mz/4.15min",150935.515,167500.88,121302.79,145060.05,145069.7,157445.08,156801.33
"540/325.162mz/4.15min",190959.35,243642.12,337378.1,359571.5,105937.17,138276.58,137678.38
"542/489.3896mz/4.18min",772892.13,1005502.5,832687.2,901181.4,713097.06,700297.06,631354.44
"543/287.1962mz/4.22min",46357.451,46108.867,38834.46,52945.156,31986.52,51403.246,46606.035
"544/125.0961mz/4.24min",100581.145,140746.8,103158.47,148828.94,90157.77,95691.31,98003.82
"547/399.2376mz/4.26min",114089.3475,108863,134165.62,126992.82,78238.31,119315.695,104267.09
"548/316.2592mz/4.33min",1218384.925,968644.25,699227,931240.2,1468125.6,1716017.1,1774688.5
"549/216.1958mz/4.32min",860815.2,987536.5,515827.9,644054.2,944315.9,846178.2,875452.2
"550/471.379mz/4.36min",85274.705,129000.91,65460.664,86470.06,106328.18,84079.35,74030.64
"553/147.1168mz/4.33min",531612.015,797798.3,682256,756832.06,340508.84,380968.03,379481.38
"555/165.1274mz/4.33min",674376.96,988654,864949.3,994105.25,417061.47,476360.94,483804.62
"557/489.3896mz/4.34min",209583.57,238741.31,246626.5,282146.78,180425.83,168059.16,176877.98
"558/105.0699mz/4.34min",145025.485,155220.98,95513.14,143217.94,157773.56,146833.03,79634.875
"562/588.2904mz/4.35min",686918.9,577653.25,758450.9,706315.1,464690,691991.6,681846.2
"563/566.3086mz/4.35min",2627065.1,2429041.5,2768899,2948251.5,2050124.5,2640532.2,2613598
"565/226.1801mz/4.36min",576662.13,580402.7,462921.16,572921.56,372457,688386.56,630340.75
"566/119.0855mz/4.37min",224682.905,246850.69,174389.56,202515.12,348078.38,311939.97,178513.3
"568/638.3295mz/4.38min",527801.87,454081.53,571415.44,584735.06,392027.22,538853.44,516750.3
"571/471.3789mz/4.45min",549469,744651.44,744250.5,314574.06,535536.6,563401.4,510946.22
"572/202.2166mz/4.41min",9213710,9278881,4994321.5,6040025,9148539,11041061,11401700
"574/377.2317mz/4.44min",563283.22,812221.3,727446.5,902108.1,252485.86,297538.72,399119.94
"575/343.2233mz/4.44min",212223.18,397820.34,231105.52,261258.5,163304.53,184044.02,193340.84
"578/242.175mz/4.45min",38570.855,61940.754,38450.98,46823.234,21501.578,38690.73,35001.637
"579/314.2686mz/4.39min",969742.9,641036.9,532885.75,1290211.1,746209.7,1193276.1,1274624
"580/443.2061mz/4.45min",529420.205,520005.16,451558.84,550007.2,414860.2,538835.25,563064.1
"581/525.2706mz/4.48min",866542.595,878386.94,689013.44,762741.2,889888.1,854698.25,891334.3
"585/333.1782mz/4.49min",818167.08,523708.84,770282.56,866051.6,769348.75,885949.2,919477.8
"586/193.1224mz/4.49min",174475.15,224151.34,228417.97,280075.38,106683.055,124798.96,120699.29
"588/487.3738mz/4.53min",572419.33,609895.8,536284.4,686612.3,546714.56,572550.6,572288.06
"592/245.1382mz/4.54min",85735.529,160573.5,139515.12,166267.88,5275.6054,26378.027,31955.938
"593/163.0753mz/4.54min",327020.685,298894.97,251017.64,251253.16,411057.78,368518.78,355146.4
"594/261.1096mz/4.54min",641723.87,337027.16,477094.75,674656.8,608790.94,774460.2,968382.8
"597/279.1588mz/4.55min",67008.807,69424.586,49963.508,70197.055,40174.14,67561.914,66455.7
"599/282.1674mz/4.55min",1140165.1,1119041,1064705.6,1303108.6,858391.4,1161289.2,1216375.5
"600/242.1749mz/4.55min",1249476.7,1789808.6,1183641.4,1336556.4,1198642.5,1281985.4,1216968
"601/471.379mz/4.49min",586399.75,224838.02,207633.64,944810.44,553424.5,619375,800896.2
"602/260.1855mz/4.55min",4903297.5,6613782,4765609,5474214,4510164.5,4990805,4815790
"604/190.5964mz/4.55min",356975.97,291431.12,330268.28,403833.2,278368.78,383683.66,423975.38
"607/314.2686mz/4.51min",410894.22,423990.88,397797.56,165623.75,525001.25,529811.1,275713.16
"608/455.2247mz/4.55min",267563.555,350607.72,951853.75,991888,80186.94,162426.8,184519.39
