"","FC","log2(FC)","raw.pval","-log10(p)"
"502/380.3391mz/8.97min",0.1183,-3.0795,4.2789e-08,7.3687
"497/377.3202mz/8.96min",0.2234,-2.1623,1.0811e-06,5.9661
"490/201.9758mz/8.69min",0.38909,-1.3618,1.1691e-06,5.9321
"474/136.0217mz/8.42min",0.17904,-2.4817,2.9332e-06,5.5327
"488/546.4305mz/8.71min",0.010857,-6.5253,3.6296e-06,5.4401
"578/385.7238mz/10.32min",0.16683,-2.5836,4.5779e-06,5.3393
"493/377.3201mz/8.82min",0.44235,-1.1767,7.2722e-06,5.1383
"117/318.3001mz/5.24min",0.050393,-4.3106,1.2937e-05,4.8882
"586/172.9564mz/10.32min",0.42635,-1.2299,1.5334e-05,4.8144
"120/298.274mz/5.31min",4.0209,2.0075,1.6709e-05,4.777
"501/379.336mz/8.97min",0.2159,-2.2116,2.2584e-05,4.6462
"560/738.5038mz/10.22min",0.16016,-2.6425,2.633e-05,4.5795
"143/225.0911mz/5.67min",0.17401,-2.5228,3.3173e-05,4.4792
"136/300.2897mz/5.59min",0.072978,-3.7764,3.9523e-05,4.4031
"130/302.3052mz/5.49min",0.038246,-4.7085,3.9639e-05,4.4019
"144/118.0651mz/5.68min",0.17411,-2.5219,4.3487e-05,4.3616
"500/395.3307mz/8.97min",0.38729,-1.3685,4.8418e-05,4.315
"146/105.0336mz/5.68min",0.17426,-2.5207,5.6147e-05,4.2507
"147/279.0992mz/5.68min",0.21929,-2.1891,6.141e-05,4.2118
"177/372.347mz/6.05min",0.0052078,-7.5851,6.1678e-05,4.2099
"150/211.0755mz/5.68min",0.17169,-2.5421,6.4076e-05,4.1933
"148/320.1256mz/5.68min",0.19592,-2.3517,7.6301e-05,4.1175
"496/378.3235mz/8.96min",0.20929,-2.2564,0.00011642,3.934
"558/615.4955mz/10.21min",0.22619,-2.1444,0.00012456,3.9046
"172/328.3209mz/6.0min",0.055831,-4.1628,0.00012475,3.904
"141/346.3315mz/5.67min",0.030238,-5.0475,0.00012758,3.8942
"516/352.3392mz/9.06min",0.43644,-1.1962,0.00015016,3.8234
"197/313.2348mz/6.19min",0.30655,-1.7058,0.0001529,3.8156
"514/823.6789mz/8.97min",0.065573,-3.9307,0.00018648,3.7294
"417/351.2505mz/7.88min",0.237,-2.077,0.00018897,3.7236
"522/613.4226mz/9.62min",0.26875,-1.8957,0.0001902,3.7208
"413/283.2632mz/7.88min",0.37553,-1.413,0.00020911,3.6796
"556/589.48mz/10.2min",0.15444,-2.6949,0.00021093,3.6759
"567/362.9261mz/10.23min",2.039,1.0279,0.00021358,3.6704
"513/481.2923mz/8.97min",0.45946,-1.122,0.00022322,3.6513
"137/344.3158mz/5.61min",0.073604,-3.7641,0.00022687,3.6442
"304/481.2922mz/7.57min",0.43108,-1.214,0.00031007,3.5085
"538/771.6472mz/9.99min",0.073573,-3.7647,0.00034489,3.4623
"518/379.3358mz/9.12min",0.24813,-2.0108,0.000347,3.4597
"47/120.0445mz/2.83min",0.27868,-1.8433,0.00043894,3.3576
"446/851.7099mz/8.22min",0.13987,-2.8378,0.00052557,3.2794
"289/481.2923mz/7.46min",0.37859,-1.4013,0.00060744,3.2165
"511/855.7393mz/8.97min",6.8994,2.7865,0.00065425,3.1843
"274/255.2319mz/7.37min",0.29923,-1.7407,0.00072544,3.1394
"48/171.0993mz/2.86min",5.9947,2.5837,0.00086908,3.0609
"162/330.3365mz/5.9min",0.035925,-4.7989,0.00091282,3.0396
"267/350.1776mz/7.37min",0.36389,-1.4584,0.00095673,3.0192
"268/237.2213mz/7.37min",0.29005,-1.7856,0.0013891,2.8573
"521/587.4643mz/9.62min",0.14813,-2.7551,0.0013964,2.855
"210/220.1122mz/6.31min",0.3336,-1.5838,0.0015467,2.8106
"541/881.7527mz/10.03min",245.17,7.9377,0.0019064,2.7198
"563/716.5218mz/10.22min",0.087953,-3.5071,0.0019571,2.7084
"440/690.5064mz/8.21min",0.11275,-3.1487,0.0021928,2.659
"529/383.1826mz/9.64min",3.258,1.704,0.0025147,2.5995
"547/881.7525mz/10.15min",85.057,6.4104,0.002874,2.5415
"477/199.9754mz/8.55min",2.3973,1.2614,0.0032766,2.4846
"526/451.2452mz/9.64min",3.0837,1.6246,0.0033441,2.4757
"524/587.3707mz/9.63min",2.8803,1.5262,0.0034465,2.4626
"523/519.308mz/9.63min",2.9221,1.547,0.0038573,2.4137
"371/80.9479mz/7.79min",0.35621,-1.4892,0.0049986,2.3012
"494/378.3235mz/8.82min",0.29618,-1.7554,0.0061122,2.2138
"394/213.983mz/7.87min",0.36599,-1.4501,0.0079801,2.098
"517/823.6789mz/9.2min",0.1599,-2.6447,0.014091,1.8511
"472/393.2973mz/8.39min",0.49944,-1.0016,0.015108,1.8208
"509/851.7101mz/8.97min",0.078096,-3.6786,0.020252,1.6935
"512/852.7133mz/8.97min",0.17191,-2.5402,0.026439,1.5777
"310/131.5336mz/7.62min",2.3261,1.2179,0.039698,1.4012
