"","Filename","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-211-C3-a_Run145.mzML","POS_D5-211-C3-b_Run148.mzML","POS_D5-211-C3-c_Run151.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","38/217.1048mz/2.24min","873157.44","1119584.6","874888.25","1008760.56","1289343.9","977675.4"
"3","39/140.0683mz/2.46min","43240.918","82358.17","86683.18","56074.7","116770.82","70644.57"
"4","40/316.2117mz/2.52min","378905.0","172567.9","192132.47","150489.5","97262.42","77598.91"
"5","41/316.2116mz/2.68min","483951.94","316461.5","108783.01","263153.6","91479.0","106367.36"
"6","42/89.0598mz/2.74min","1227202.5","462431.1","361792.6","350893.8","291523.2","419799.34"
"7","43/272.1856mz/2.75min","457010.9","316054.78","286595.44","216881.97","128447.54","111278.84"
"8","44/217.1072mz/2.8min","302399.5","251867.11","562677.25","192220.62","116858.55","214426.58"
"9","45/257.0996mz/2.8min","635531.0","551323.1","1194898.0","508213.3","402661.06","572425.2"
"10","46/138.0551mz/2.83min","729429.0","699165.94","635383.44","286001.3","200849.0","203142.55"
"11","47/120.0445mz/2.83min","2561646.0","2504766.0","2225040.0","915849.3","692642.8","649178.9"
"12","48/171.0993mz/2.86min","490318.56","475002.56","267178.84","2775283.0","2711087.5","2740815.2"
"13","50/345.1519mz/3.14min","252543.84","184725.34","539637.94","121691.53","69289.54","189372.77"
"14","51/212.1259mz/3.19min","538042.2","531660.56","545192.94","648072.6","741991.44","713541.7"
"15","52/172.1333mz/3.19min","1050209.2","1000862.06","1013033.6","1136079.1","1122162.8","1157237.4"
"16","53/194.1154mz/3.19min","5550690.0","5608868.5","5752086.5","6260256.0","6731986.5","6965845.5"
"17","55/239.089mz/3.35min","585025.5","621064.56","785703.9","1372424.4","846484.6","1858539.6"
"18","56/194.1153mz/3.4min","134364.14","526896.56","121655.08","959707.8","134859.06","251298.02"
"19","57/219.0571mz/3.52min","472468.16","704063.7","571939.8","965555.25","823322.4","937973.7"
"20","58/233.0727mz/3.55min","111962.734","61915.23","174515.22","78579.875","52805.863","86772.2"
"21","59/255.0545mz/3.56min","103437.08","40652.473","154486.44","87292.88","56507.457","111116.914"
"22","60/194.1153mz/3.54min","436737.9","195951.27","170419.77","522701.1","374958.25","360720.53"
"23","61/201.0597mz/3.65min","183206.77","150574.69","383144.03","40963.363","30231.223","44735.16"
"24","62/217.1072mz/3.66min","123977.27","96024.46","165238.33","12228.959","0.0","19823.367"
"25","63/385.1466mz/3.66min","311265.3","259329.77","648033.3","80572.67","56643.73","84357.73"
"26","64/345.1541mz/3.66min","50080.805","46512.25","134678.56","0.0","0.0","0.0"
"27","65/140.0683mz/3.71min","70989.58","104845.33","104798.42","137240.38","113137.555","164955.33"
"28","66/322.0966mz/3.77min","60915.984","55392.29","106577.98","66149.13","40524.695","66752.45"
"29","67/302.1304mz/3.8min","955356.5","634986.25","1293005.6","683627.2","542617.7","719276.06"
"30","68/324.1123mz/3.8min","2224620.2","1698226.6","3029360.2","2023825.9","1645381.9","2219003.8"
"31","69/217.1072mz/3.85min","77007.41","56348.49","150358.2","44209.293","30983.076","57075.547"
"32","70/468.2438mz/3.85min","326846.06","266037.78","521222.72","112931.63","84980.88","132784.78"
"33","71/451.2171mz/3.84min","556432.06","477445.4","979511.1","411725.56","338452.1","477742.66"
"34","72/433.2065mz/3.84min","140299.77","108370.22","256059.61","90804.086","68984.375","108046.08"
"35","73/473.1992mz/3.84min","2087157.5","1775188.2","3451053.8","1518018.4","1231067.1","1748051.8"
"36","74/245.0859mz/3.84min","520364.78","465661.06","900811.2","424701.56","343213.8","469949.5"
"37","75/300.1147mz/3.9min","959815.4","733447.1","1374672.9","707380.9","568599.4","679704.5"
"38","76/322.0966mz/3.9min","789315.5","610660.44","1131831.0","723478.56","587789.25","724598.25"
"39","77/203.0621mz/3.9min","159196.42","175056.88","221874.0","84625.16","67640.89","66777.055"
"40","78/561.2515mz/4.0min","252184.88","131366.05","417414.56","207386.47","159942.61","163250.31"
"41","79/222.1465mz/4.05min","555436.4","555364.0","540602.9","705368.06","691236.0","706746.06"
"42","80/325.1256mz/4.24min","856377.1","824488.94","809217.3","992760.2","920794.8","900552.75"
"43","81/233.0726mz/4.36min","430908.72","316282.84","681919.6","207742.28","168898.47","196642.11"
"44","82/255.0545mz/4.36min","429370.25","324965.4","696547.7","285853.28","233502.89","282527.34"
"45","83/266.1726mz/4.37min","88478.78","83416.31","90807.68","96408.26","108571.03","78997.71"
"46","85/226.1802mz/4.37min","138396.81","117282.11","127039.375","131504.47","152177.88","103480.98"
"47","86/236.1621mz/4.45min","82167.91","66461.484","77752.49","97036.68","75892.805","84147.234"
"48","88/689.2989mz/4.5min","553162.1","431136.62","874201.06","429260.22","315553.62","453156.22"
"49","89/433.2068mz/4.54min","5378270.0","4720300.0","8173895.5","6832497.0","5695433.0","7980557.0"
"50","90/450.2335mz/4.54min","2713164.2","2280884.2","3885283.5","1906004.6","1512190.8","2198400.2"
"51","91/455.1887mz/4.54min","36426240.0","33078956.0","46258470.0","40789732.0","36262980.0","45135716.0"
"52","92/236.0806mz/4.54min","2251770.5","2062183.1","3239293.5","2969496.8","2560688.2","3379359.5"
"53","94/244.0668mz/4.55min","392515.88","343792.88","535368.5","410354.75","360358.34","485577.5"
"54","95/230.9845mz/4.69min","722326.3","749303.0","758790.56","829686.44","806501.7","850723.3"
"55","96/211.9707mz/4.69min","3885960.8","4098365.8","4073209.0","4400293.5","4319104.5","4437606.5"
"56","98/229.9813mz/4.69min","8713632.0","9201769.0","9118387.0","9999749.0","9837046.0","10177665.0"
"57","99/231.9791mz/4.69min","8553489.0","9007000.0","8944106.0","9779184.0","9661419.0","10010162.0"
"58","100/232.9823mz/4.69min","706129.5","762901.06","750166.3","833067.8","812110.94","835472.75"
"59","101/447.127mz/4.69min","489896.84","396407.16","514181.6","337266.1","299766.56","345469.12"
"60","102/469.109mz/4.69min","407673.62","341365.66","429135.84","326991.56","297837.4","329760.4"
"61","103/247.0883mz/4.7min","456514.1","474250.84","599881.7","278747.03","234773.73","222907.14"
"62","104/269.0702mz/4.7min","416761.0","436035.22","552757.1","314804.53","262332.72","312782.53"
"63","105/568.2964mz/4.73min","768481.94","756033.0","653115.9","408216.5","431328.22","377474.44"
"64","106/573.2518mz/4.73min","4522530.0","4588901.5","4186200.5","4621367.0","4828893.0","4390258.5"
"65","107/228.1959mz/4.82min","216914.27","135601.77","210690.34","350672.16","132359.48","142647.52"
"66","108/250.1778mz/4.82min","560718.4","393789.3","574866.4","950165.75","379955.0","444152.3"
"67","109/270.1465mz/4.85min","496937.72","353035.2","666895.4","290789.4","240704.75","302389.84"
"68","111/448.2033mz/4.9min","95138.88","83090.31","121074.984","67394.06","53106.402","68105.234"
"69","112/300.2896mz/5.21min","45915.094","24881.229","57127.92","678151.75","557610.25","425176.75"
"70","113/344.1302mz/5.23min","716908.6","616682.4","1003180.8","874142.3","725021.3","942929.44"
"71","114/649.3065mz/5.23min","1071198.9","881551.06","1451975.6","1209217.2","991244.75","1330798.9"
"72","115/666.3333mz/5.23min","998123.44","802883.44","1186714.6","747318.94","601470.4","735534.3"
"73","116/671.2887mz/5.24min","10904982.0","9207097.0","13314125.0","11806258.0","10090537.0","12514473.0"
"74","117/318.3001mz/5.24min","2385896.0","2681978.2","2260510.0","164509.89","128198.09","116990.05"
