CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
461	504	1	0.893	0.000
1162	1273	2	0.9269	16.031
1098	1253	2	0.8853	-75.017
1035	1109	2	0.9029	16.031
1098	1100	2	0.8176	-0.999
1109	1190	2	0.8589	-16.031
1094	1205	2	0.8838	-222.056
975	1094	2	0.8889	-148.037
1099	1109	2	0.931	164.070
1094	1274	2	0.9503	-206.025
1105	1230	2	0.9557	-148.038
975	1274	2	0.8793	-354.062
1098	1254	2	0.9653	-74.018
1105	1205	2	0.9597	-74.020
1254	1273	2	0.9137	164.069
1253	1254	2	0.8751	0.999
1094	1109	2	0.9348	-132.006
1231	1253	2	0.8471	-75.018
1109	1205	2	0.8604	-90.050
1035	1164	2	0.9494	-74.019
1162	1231	2	0.8699	-74.019
1231	1254	2	0.8705	-74.019
1190	1205	2	0.9994	-74.019
1081	1100	2	0.7847	-222.598
1155	1205	2	0.9985	-74.019
1164	1230	2	0.8835	-74.019
1098	1099	2	0.9018	1.001
1162	1203	2	0.8573	-0.000
1094	1230	2	0.8811	-296.075
1099	1164	2	0.924	74.020
1164	1252	2	0.9386	-148.038
1164	1205	2	0.8831	-0.000
1098	1273	2	0.8928	90.051
1105	1155	2	0.9566	-0.001
1099	1254	2	0.8947	-75.019
1094	1190	2	0.8819	-148.037
1105	1274	2	0.8891	-57.989
1164	1274	2	0.9343	16.031
1035	1230	2	0.9281	-148.038
1252	1254	2	0.918	-1.001
1094	1099	2	0.8878	-296.076
1162	1252	2	0.8631	-147.037
1190	1230	2	0.9984	-148.037
1098	1231	2	0.8494	0.001
1155	1252	2	0.8411	-222.057
1203	1230	2	0.8433	-73.017
1109	1164	2	0.9246	-90.050
1231	1273	2	0.8824	90.050
1035	1231	2	0.9023	-149.039
1094	1252	2	0.8909	-370.094
1100	1253	2	0.9333	-74.019
1035	1190	2	0.9289	-0.001
1035	1094	2	0.9305	148.037
1155	1274	2	0.9289	-57.988
1109	1274	2	0.9217	-74.019
1203	1254	2	0.8467	-148.038
1098	1162	2	0.9416	74.020
1252	1274	2	0.8802	164.069
1100	1162	2	0.8458	75.018
1099	1231	2	0.8431	-1.000
1203	1231	2	0.9757	-74.019
1253	1273	2	0.8559	165.068
1162	1254	2	0.9681	-148.038
1230	1274	2	0.9311	90.049
1109	1155	2	0.8583	-16.031
1109	1230	2	0.8597	-164.068
1035	1274	2	0.9433	-57.988
1035	1205	2	0.9277	-74.019
1205	1230	2	0.9984	-74.018
1098	1203	2	0.8297	74.020
1155	1230	2	0.9984	-148.037
1105	1190	2	0.9592	-0.001
1094	1164	2	0.935	-222.056
1099	1252	2	0.9843	-74.018
1203	1273	2	0.9036	16.031
1035	1155	2	0.9291	-0.000
1155	1190	2	0.9997	-0.000
1190	1274	2	0.9295	-57.988
1035	1252	2	0.8998	-222.058
912	975	2	0.8895	-74.019
1164	1190	2	0.8836	74.019
1099	1162	2	0.8404	73.019
1162	1253	2	0.8733	-149.037
1155	1164	2	0.8836	-74.019
1109	1252	2	0.9318	-238.088
