"","filter","Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML","NEG_D5-227-C1-a_Run221.mzML","NEG_D5-227-C1-b_Run224.mzML","NEG_D5-227-C1-c_Run227.mzML"
"54/361.1502mz/3.65min",330937.08,110312.36,110312.36,110312.36,563608.1,567940.6,551561.8
"55/345.1541mz/3.66min",27907.35,50080.805,46512.25,134678.56,9302.45,9302.45,9302.45
"56/140.0683mz/3.74min",42593.748,70989.58,104845.33,104798.42,14197.916,14197.916,14197.916
"57/322.0966mz/3.77min",33235.374,60915.984,55392.29,106577.98,11078.458,11078.458,11078.458
"58/302.1304mz/3.8min",380991.75,955356.5,634986.25,1293005.6,126997.25,126997.25,126997.25
"59/324.1123mz/3.8min",1018935.96,2224620.2,1698226.6,3029360.2,339645.32,339645.32,339645.32
"60/217.1072mz/3.85min",33809.094,77007.41,56348.49,150358.2,11269.698,11269.698,11269.698
"61/468.2438mz/3.85min",159622.668,326846.06,266037.78,521222.72,53207.556,53207.556,53207.556
"62/449.2026mz/3.84min",498369.15,166123.05,166123.05,166123.05,873917.25,1058280.1,830615.25
"63/245.0858mz/3.85min",279396.636,520364.78,465661.06,900811.2,93132.212,93132.212,93132.212
"64/433.2065mz/3.85min",65022.132,140299.77,108370.22,256059.61,21674.044,21674.044,21674.044
"65/451.2171mz/3.85min",286467.24,556432.06,477445.4,979511.1,95489.08,95489.08,95489.08
"66/473.1992mz/3.85min",1065112.92,2087157.5,1775188.2,3451053.8,355037.64,355037.64,355037.64
"67/300.1147mz/3.9min",440068.26,959815.4,733447.1,1374672.9,146689.42,146689.42,146689.42
"68/322.0965mz/3.9min",366396.264,789315.5,610660.44,1131831,122132.088,122132.088,122132.088
"69/203.0621mz/3.91min",95517.852,159196.42,175056.88,221874,31839.284,31839.284,31839.284
"70/561.2514mz/4.0min",78819.63,252184.88,131366.05,417414.56,26273.21,26273.21,26273.21
"71/222.1464mz/4.05min",324361.74,555436.4,555364,540602.9,108120.58,108120.58,108120.58
"72/325.1255mz/4.24min",485530.38,856377.1,824488.94,809217.3,161843.46,161843.46,161843.46
"73/233.0726mz/4.36min",189769.704,430908.72,316282.84,681919.6,63256.568,63256.568,63256.568
"74/255.0544mz/4.36min",194979.24,429370.25,324965.4,696547.7,64993.08,64993.08,64993.08
"75/266.1726mz/4.37min",50049.786,88478.78,83416.31,90807.68,16683.262,16683.262,16683.262
"76/226.1801mz/4.37min",70369.266,138396.81,117282.11,127039.375,23456.422,23456.422,23456.422
"78/236.162mz/4.45min",39876.8904,82167.91,66461.484,77752.49,13292.2968,13292.2968,13292.2968
"80/689.2987mz/4.5min",258681.972,553162.1,431136.62,874201.06,86227.324,86227.324,86227.324
"81/433.2067mz/4.54min",2832180,5378270,4720300,8173895.5,944060,944060,944060
"82/450.2335mz/4.54min",1368530.52,2713164.2,2280884.2,3885283.5,456176.84,456176.84,456176.84
"83/455.1886mz/4.54min",19847373.6,36426240,33078956,46258470,6615791.2,6615791.2,6615791.2
"84/236.0805mz/4.54min",1237309.86,2251770.5,2062183.1,3239293.5,412436.62,412436.62,412436.62
"86/244.0667mz/4.55min",206275.728,392515.88,343792.88,535368.5,68758.576,68758.576,68758.576
"87/227.9666mz/4.68min",1261443.6,420481.2,420481.2,420481.2,2102406,2120627.2,2120846.8
"89/295.9538mz/4.68min",290189.304,96729.768,96729.768,96729.768,490685.25,483648.84,485931.16
"90/297.9518mz/4.68min",278883.6,92961.2,92961.2,92961.2,469715.7,469063.53,464806
"91/469.109mz/4.69min",204819.396,404024,341365.66,429135.84,68273.132,68273.132,68273.132
"92/211.9707mz/4.69min",2331576.48,3885960.8,4098365.8,4073209,777192.16,777192.16,777192.16
"94/229.9813mz/4.69min",5228179.2,8713632,9201769,9118387,1742726.4,1742726.4,1742726.4
"95/231.9791mz/4.69min",5132093.4,8553489,9007000,8944106,1710697.8,1710697.8,1710697.8
"96/232.9823mz/4.69min",423677.7,706129.5,762901.06,750166.3,141225.9,141225.9,141225.9
"97/230.9845mz/4.69min",433395.78,722326.3,755746.25,758790.56,144465.26,144465.26,144465.26
"98/447.127mz/4.69min",237844.296,489896.84,396407.16,514181.6,79281.432,79281.432,79281.432
"99/247.0883mz/4.7min",273908.46,456514.1,474250.84,599881.7,91302.82,91302.82,91302.82
"100/269.0701mz/4.71min",250056.6,416761,436035.22,552757.1,83352.2,83352.2,83352.2
"101/568.2963mz/4.73min",391869.54,768481.94,756033,653115.9,130623.18,130623.18,130623.18
"102/573.2517mz/4.73min",2511720.3,4522530,4588901.5,4186200.5,837240.1,837240.1,837240.1
"103/228.1959mz/4.82min",81361.062,216914.27,135601.77,210690.34,27120.354,27120.354,27120.354
"104/250.1777mz/4.82min",236273.58,560718.4,393789.3,574866.4,78757.86,78757.86,78757.86
"105/270.1464mz/4.85min",211821.12,496937.72,353035.2,666895.4,70607.04,70607.04,70607.04
"107/448.2032mz/4.9min",49854.186,95138.88,83090.31,121074.984,16618.062,16618.062,16618.062
"108/426.9676mz/5.08min",3978247.2,1326082.4,1326082.4,1326082.4,6637572,6630412,6692475
"110/344.1301mz/5.23min",370009.44,716908.6,616682.4,1003180.8,123336.48,123336.48,123336.48
"111/649.3063mz/5.23min",528930.636,1071198.9,881551.06,1451975.6,176310.212,176310.212,176310.212
"112/666.333mz/5.23min",481730.064,998123.44,802883.44,1186714.6,160576.688,160576.688,160576.688
"113/671.2884mz/5.24min",5524258.2,10904982,9207097,13314125,1841419.4,1841419.4,1841419.4
"114/318.3mz/5.24min",1356306,2385896,2681978.2,2260510,452102,452102,452102
"116/203.062mz/5.28min",173597.28,368459.94,289328.8,399944.6,57865.76,57865.76,57865.76
"117/298.2739mz/5.3min",333121.164,593503.06,598996.5,555201.94,111040.388,111040.388,111040.388
"118/256.2998mz/5.42min",6637960.8,11307937,11312143,11063268,2212653.6,2212653.6,2212653.6
"119/264.092mz/5.43min",239176.02,458984.72,398626.7,472174.56,79725.34,79725.34,79725.34
"120/284.6053mz/5.43min",331636.44,601384.6,552727.4,640882.44,110545.48,110545.48,110545.48
"121/448.2033mz/5.43min",3741866.1,7044495.5,6236443.5,7188043,1247288.7,1247288.7,1247288.7
"122/470.1853mz/5.43min",7085333.4,12976840,11808889,13135237,2361777.8,2361777.8,2361777.8
"123/917.3813mz/5.43min",338125.164,682053.44,563541.94,722467.9,112708.388,112708.388,112708.388
"124/304.2997mz/5.46min",252142.68,420237.8,1600779.4,781189,84047.56,84047.56,84047.56
"125/284.2946mz/5.48min",56379.042,122752.555,143970.66,93965.07,18793.014,18793.014,18793.014
"126/302.3052mz/5.48min",2134988.1,4338535,4959930,3558313.5,711662.7,711662.7,711662.7
"127/303.3085mz/5.48min",407549.25,842388.94,950029.44,679248.75,135849.75,135849.75,135849.75
"129/322.2713mz/5.58min",213234.6,458712.03,531342.1,355391,71078.2,71078.2,71078.2
"130/437.193mz/5.58min",1205449.74,2009082.9,2349523.8,2140853.8,401816.58,401816.58,401816.58
"131/300.2896mz/5.58min",10605222,23287200,25048578,17675370,3535074,3535074,3535074
"132/344.3157mz/5.61min",741092.04,1565503.1,1719950.9,1235153.4,247030.68,247030.68,247030.68
"133/195.1016mz/5.61min",452196.6,763165.75,753661,792258.3,150732.2,150732.2,150732.2
"135/347.3347mz/5.65min",415851.636,972210.75,1045634.9,693086.06,138617.212,138617.212,138617.212
"136/346.3313mz/5.66min",2408461.68,4567720,4998122.5,4014102.8,802820.56,802820.56,802820.56
"137/105.0335mz/5.68min",1108149,1846915,2467678.5,2597630.5,369383,369383,369383
"138/118.0651mz/5.68min",499368.636,832281.06,1088992.5,1140044.9,166456.212,166456.212,166456.212
"139/225.091mz/5.68min",1139479.92,1899133.2,2506728.2,2575933.2,379826.64,379826.64,379826.64
"140/279.0991mz/5.68min",9083995.8,15139993,19929360,20734506,3027998.6,3027998.6,3027998.6
"141/320.1255mz/5.68min",1143196.14,1905326.9,2570896.2,2744408.2,381065.38,381065.38,381065.38
"142/535.2088mz/5.68min",324948.864,541581.44,869413.3,919714.56,108316.288,108316.288,108316.288
"144/211.0754mz/5.68min",679003.08,1131671.8,1541299.8,1620104.2,226334.36,226334.36,226334.36
"145/887.3878mz/5.68min",624196.836,1196454.2,1040328.06,1421480.6,208065.612,208065.612,208065.612
"146/377.1662mz/5.72min",702336.96,1376944.8,1170561.6,1339226.5,234112.32,234112.32,234112.32
"147/399.1482mz/5.73min",1759155,3258261.8,2931925,3253686.2,586385,586385,586385
"148/284.2946mz/5.75min",334994.7,577704.06,687102.5,558324.5,111664.9,111664.9,111664.9
"149/344.3157mz/5.77min",405612.9,676021.5,770903.5,717970.06,135204.3,135204.3,135204.3
"150/314.3051mz/5.79min",243601.428,476036.06,518330.34,406002.38,81200.476,81200.476,81200.476
"151/402.3574mz/5.81min",83993.562,139989.27,311782.38,359235.12,27997.854,27997.854,27997.854
"152/517.2518mz/5.81min",323174.55,538624.25,740317.6,575078.3,107724.85,107724.85,107724.85
"153/339.1118mz/5.83min",328737.336,547895.56,725215.44,619556.4,109579.112,109579.112,109579.112
"154/147.0805mz/5.83min",139929.882,233216.47,295731.25,255060.53,46643.294,46643.294,46643.294
"155/631.3266mz/5.88min",492769.68,1050586.8,821282.8,1042287.9,164256.56,164256.56,164256.56
"156/332.331mz/5.88min",107923.848,179873.08,678632.56,343547.97,35974.616,35974.616,35974.616
"157/330.3364mz/5.89min",653106.36,1416246.5,1549509.8,1088510.6,217702.12,217702.12,217702.12
"158/371.1167mz/5.91min",50432.706,120014.67,84054.51,121271.25,16810.902,16810.902,16810.902
"160/291.0778mz/5.95min",286957.482,478262.47,501012.03,493525.06,95652.494,95652.494,95652.494
"161/449.1847mz/5.95min",310236.54,517060.9,571628.44,560082.3,103412.18,103412.18,103412.18
"163/328.3208mz/5.99min",6098398.2,12168890,12757800,10163997,2032799.4,2032799.4,2032799.4
"164/400.1797mz/5.99min",173272.818,391462.44,288788.03,393096.47,57757.606,57757.606,57757.606
"165/337.1712mz/5.99min",1133864.94,2623870,1889774.9,2594750.2,377954.98,377954.98,377954.98
"166/359.1532mz/5.99min",718920.12,1600124.2,1198200.2,1627965.5,239640.04,239640.04,239640.04
"167/629.3109mz/5.99min",163039.92,434086.2,271733.2,435374.4,54346.64,54346.64,54346.64
"168/271.2277mz/5.99min",24671.9556,8223.9852,8223.9852,8223.9852,46762.465,41119.926,50619.99
"169/354.2847mz/6.0min",233700.318,389500.53,460759.3,445157.3,77900.106,77900.106,77900.106
"170/359.2401mz/6.0min",465043.8,775073,949466.8,942602.25,155014.6,155014.6,155014.6
"171/563.2381mz/6.01min",224768.964,384757.25,374614.94,464846.44,74922.988,74922.988,74922.988
"172/372.347mz/6.04min",1692311.28,3556494.8,3996401.8,2820518.8,564103.76,564103.76,564103.76
"173/532.2585mz/6.07min",203643.66,517858.97,339406.1,506841.6,67881.22,67881.22,67881.22
"175/217.0421mz/6.1min",292576.35,97525.45,97525.45,97525.45,487627.25,817927.4,508439.94
"177/119.0856mz/6.1min",798315.84,1330526.4,2233152.8,1468033.6,266105.28,266105.28,266105.28
"178/147.0805mz/6.1min",12269596.8,20449328,33783200,22549684,4089865.6,4089865.6,4089865.6
"179/165.0911mz/6.1min",635055.6,1058426,1798361.6,1163049,211685.2,211685.2,211685.2
"180/244.0766mz/6.1min",298708.92,497848.2,913132.8,605505.1,99569.64,99569.64,99569.64
"181/349.135mz/6.1min",3333600,5556000,9163973,6053599,1111200,1111200,1111200
"182/697.2629mz/6.1min",529763.436,882939.06,2269270.2,1110335.6,176587.812,176587.812,176587.812
"183/235.0712mz/6.1min",287295.096,478825.16,755374.6,515278.03,95765.032,95765.032,95765.032
"184/255.5845mz/6.1min",446839.164,744731.94,1270634.2,886366.75,148946.388,148946.388,148946.388
"185/219.057mz/6.11min",388402.95,647338.25,1139331.4,737153.9,129467.65,129467.65,129467.65
"186/371.117mz/6.11min",15855543.6,26425906,38862788,29274146,5285181.2,5285181.2,5285181.2
"187/372.1202mz/6.11min",3791766.3,6319610.5,9259321,7032656,1263922.1,1263922.1,1263922.1
"188/719.245mz/6.11min",3399754.8,5666258,10464346,6753778.5,1133251.6,1133251.6,1133251.6
"189/412.1433mz/6.11min",422142.75,703571.25,1128885.2,852731.9,140714.25,140714.25,140714.25
"190/388.6215mz/6.1min",61184.208,101973.68,290964.75,143797.67,20394.736,20394.736,20394.736
"191/312.3258mz/6.16min",224800.836,415140.75,454608.84,374668.06,74933.612,74933.612,74933.612
"192/532.2584mz/6.16min",243126.432,607117.8,405210.72,584279.44,81042.144,81042.144,81042.144
"193/313.2347mz/6.19min",1083167.7,1839281.8,1805279.5,2191061.2,361055.9,361055.9,361055.9
"194/271.2277mz/6.2min",127243.14,42414.38,42414.38,42414.38,220069.44,212071.9,254518.31
"196/430.3886mz/6.2min",76572.732,127621.22,275812.16,356671.38,25524.244,25524.244,25524.244
"198/357.2608mz/6.22min",912784.26,1521307.1,2144841,2540760.8,304261.42,304261.42,304261.42
"199/480.308mz/6.22min",193291.728,322152.88,407095.1,475879.5,64430.576,64430.576,64430.576
"200/629.3109mz/6.24min",149313.516,411784.16,248855.86,408828.3,49771.172,49771.172,49771.172
"201/401.287mz/6.24min",863333.88,1438889.8,1517338.9,1878982.4,287777.96,287777.96,287777.96
"202/445.3131mz/6.25min",371125.536,618542.56,691050,1103891.2,123708.512,123708.512,123708.512
"203/671.2879mz/6.25min",131901.618,219836.03,233972.44,249598.16,43967.206,43967.206,43967.206
"204/385.1324mz/6.27min",128777.862,214629.77,622317.56,215233.44,42925.954,42925.954,42925.954
"205/255.243mz/6.3min",489632.46,816054.1,1000481.7,987189.6,163210.82,163210.82,163210.82
"206/220.1122mz/6.31min",617233.56,1028722.6,1579625.2,1622712.4,205744.52,205744.52,205744.52
"207/265.1477mz/6.31min",380612.82,126870.94,126870.94,126870.94,634354.7,951282.1,636255.3
"208/359.1532mz/6.34min",30937.2444,75712.38,51562.074,72971.52,10312.4148,10312.4148,10312.4148
"209/337.1713mz/6.34min",56653.5516,136896.73,94422.586,135945.48,18884.5172,18884.5172,18884.5172
"210/411.208mz/6.37min",223649.94,455104.47,372749.9,456376.56,74549.98,74549.98,74549.98
"211/433.19mz/6.37min",2281559.4,4424338,3802599,4402694,760519.8,760519.8,760519.8
"212/275.083mz/6.38min",740061.12,1517280,1233435.2,1469369.2,246687.04,246687.04,246687.04
"213/431.1742mz/6.43min",236176.8,415688.78,393628,444809.7,78725.6,78725.6,78725.6
"214/271.2278mz/6.51min",44529.0984,14843.0328,14843.0328,14843.0328,74215.164,83266.65,97169.63
"215/335.125mz/6.56min",209276.22,550699.2,348793.7,378734.2,69758.74,69758.74,69758.74
"216/431.1741mz/6.6min",351952.65,599387.9,586587.75,612249.75,117317.55,117317.55,117317.55
"217/409.1923mz/6.6min",613878.66,1062406.1,1023131.1,1065341.4,204626.22,204626.22,204626.22
"218/472.2008mz/6.6min",245940.672,411560.8,409901.12,430027.25,81980.224,81980.224,81980.224
"219/299.259mz/6.61min",27824.016,9274.672,9274.672,9274.672,46373.36,106663.32,74066.64
"221/298.2739mz/6.64min",58745.04,121940.21,150057.56,97908.4,19581.68,19581.68,19581.68
"222/301.1408mz/6.65min",959429.76,1792187.2,1599049.6,1671074.6,319809.92,319809.92,319809.92
"223/299.2589mz/6.74min",46637.346,15545.782,15545.782,15545.782,84166.13,86825.82,77728.91
"225/342.2425mz/6.78min",239928.072,441377.4,608914.44,399880.12,79976.024,79976.024,79976.024
"226/299.259mz/6.82min",187831.38,62610.46,62610.46,62610.46,315080,333552.56,313052.3
"228/283.263mz/6.83min",67946.148,113243.58,148907.88,127692.81,22648.716,22648.716,22648.716
"229/577.3609mz/6.86min",479289.45,1099165.6,798815.75,1054404.8,159763.15,159763.15,159763.15
"230/271.2278mz/6.94min",29904.6372,9968.2124,9968.2124,9968.2124,49841.062,60488.445,53782.77
"231/311.1685mz/6.96min",517138.2,172379.4,172379.4,172379.4,861897,941860.06,913419.56
"233/255.2318mz/6.98min",63823.5,106372.5,163349.73,220949.2,21274.5,21274.5,21274.5
"234/237.2213mz/6.98min",38477.898,64129.83,143574.7,192841.34,12825.966,12825.966,12825.966
"235/337.2346mz/6.98min",171139.428,285232.38,402534.3,547119.1,57046.476,57046.476,57046.476
"238/300.2895mz/7.08min",78230.334,140802.33,199502.31,130383.89,26076.778,26076.778,26076.778
"240/649.4493mz/7.09min",97327.488,162212.48,329316.28,313677.72,32442.496,32442.496,32442.496
"241/605.423mz/7.09min",129932.832,216554.72,424936.44,397836.62,43310.944,43310.944,43310.944
"242/341.266mz/7.09min",194469.672,324116.12,538096.3,477364.78,64823.224,64823.224,64823.224
"243/395.219mz/7.1min",140933.64,234889.4,292170.84,298131.25,46977.88,46977.88,46977.88
"244/561.3969mz/7.1min",157592.268,262653.78,500088.03,461249,52530.756,52530.756,52530.756
"245/517.3708mz/7.1min",170528.85,284214.75,526698.3,470688.94,56842.95,56842.95,56842.95
"246/385.2921mz/7.1min",189971.268,316618.78,521795.2,446131.72,63323.756,63323.756,63323.756
"247/429.3182mz/7.11min",219243.636,365406.06,680825.06,580839.56,73081.212,73081.212,73081.212
"248/473.3445mz/7.1min",189662.34,316103.9,593680.44,494354.88,63220.78,63220.78,63220.78
"250/311.1685mz/7.11min",329801.52,109933.84,109933.84,109933.84,645787.1,594315.94,549669.2
"251/271.2277mz/7.15min",490420.14,163473.38,163473.38,163473.38,817366.9,957582.7,1079137.8
"252/478.2924mz/7.17min",495129.36,998251.8,825215.6,1032750.7,165043.12,165043.12,165043.12
"253/368.2581mz/7.21min",274232.94,457054.9,593719.1,523944.75,91410.98,91410.98,91410.98
"254/478.2924mz/7.31min",113081.598,234498.33,188469.33,241368.23,37693.866,37693.866,37693.866
"256/192.9286mz/7.36min",10287.0342,3429.0114,3429.0114,3429.0114,299376.47,23443.078,17145.057
"258/129.9756mz/7.36min",758038.2,252679.4,252679.4,252679.4,1373791.4,1263397,1310261
"261/351.1479mz/7.36min",678692.46,226230.82,226230.82,226230.82,1131154.1,1289165,1278615.8
"263/114.934mz/7.37min",461316.42,153772.14,153772.14,153772.14,768860.7,838975.94,840891.2
"264/116.9284mz/7.37min",8770727.4,2923575.8,2923575.8,2923575.8,14617879,16174894,15628520
"268/194.9056mz/7.37min",165693.696,55231.232,55231.232,55231.232,276156.16,330704.25,331637.66
"269/353.1423mz/7.37min",13826290.8,4608763.6,4608763.6,4608763.6,23043818,26021840,25422144
"271/248.9602mz/7.37min",1177752.72,392584.24,392584.24,392584.24,2002878.4,2472288,1962921.2
"272/421.1295mz/7.37min",343525.38,114508.46,114508.46,114508.46,572542.3,692213.06,686308.7
"273/316.9475mz/7.37min",835696.2,278565.4,278565.4,278565.4,1826410,1392827,1688215.6
"274/590.3641mz/7.37min",310529.118,103509.706,103509.706,103509.706,517548.53,524524.8,537596.94
"275/180.9728mz/7.37min",306237.54,102079.18,102079.18,102079.18,510395.9,591067.94,602149.94
"276/253.2171mz/7.37min",429958.236,143319.412,143319.412,143319.412,747785.44,730916.2,716597.06
"277/372.116mz/7.37min",444057.036,148019.012,148019.012,148019.012,740095.06,772312.4,749786.75
"279/345.2011mz/7.37min",170926.86,284878.1,385844.47,463968.84,56975.62,56975.62,56975.62
"280/384.9349mz/7.37min",413266.164,137755.388,137755.388,137755.388,688776.94,928871.44,847909.25
"281/520.9095mz/7.37min",48306.036,16102.012,16102.012,16102.012,80510.06,121776.125,113570.07
"284/452.9223mz/7.37min",265352.7,88450.9,88450.9,88450.9,487464.16,442254.5,466699.88
"287/237.2213mz/7.37min",515647.8,859413,1070492.8,1270616.2,171882.6,171882.6,171882.6
"288/323.2191mz/7.37min",299244.45,498740.75,697525.8,903897.06,99748.15,99748.15,99748.15
"290/350.1775mz/7.37min",946071.24,1576785.4,2165822.5,2274122,315357.08,315357.08,315357.08
"292/354.1732mz/7.37min",237374.328,395623.88,497457.9,549678.2,79124.776,79124.776,79124.776
"293/80.9479mz/7.37min",272147.028,453578.38,605250.75,696817.56,90715.676,90715.676,90715.676
"297/140.0683mz/7.37min",249593.028,415988.38,469224.88,470809.44,83197.676,83197.676,83197.676
"299/780.5511mz/7.37min",212677.05,354461.75,497442.28,409024.62,70892.35,70892.35,70892.35
"300/438.1196mz/7.38min",472167.66,157389.22,157389.22,157389.22,786946.1,921367.2,903141.94
"301/255.2318mz/7.38min",725276.04,1208793.4,1477349.6,1789242,241758.68,241758.68,241758.68
"303/782.5662mz/7.38min",231371.58,385619.3,462327.5,619732.06,77123.86,77123.86,77123.86
"305/716.5221mz/7.37min",154839.702,258066.17,1509334.6,262936.12,51613.234,51613.234,51613.234
"307/369.137mz/7.45min",611938.8,203979.6,203979.6,203979.6,1019898,1071177,1035369.9
"308/481.2922mz/7.46min",1294313.1,2157188.5,2751083,2623370,431437.7,431437.7,431437.7
"309/395.3306mz/7.47min",308667.6,514446,694074.94,659403.7,102889.2,102889.2,102889.2
"310/377.3202mz/7.47min",409232.76,682054.6,800180.3,753559.5,136410.92,136410.92,136410.92
"311/192.9286mz/7.46min",13116.9162,4372.3054,4372.3054,4372.3054,266538.88,21861.527,131368.97
"312/283.263mz/7.51min",138818.868,231364.78,335643.38,371229.06,46272.956,46272.956,46272.956
"313/365.266mz/7.51min",443664.3,739440.5,1173794.8,1446709.9,147888.1,147888.1,147888.1
"314/265.2525mz/7.52min",71595.402,119325.67,172764.45,186790.73,23865.134,23865.134,23865.134
"315/299.2588mz/7.52min",53357.526,17785.842,17785.842,17785.842,88929.21,119101.72,99737.945
"318/579.2633mz/7.54min",1610637.6,2684396,2711241.5,3485227,536879.2,536879.2,536879.2
"321/421.1558mz/7.55min",160988.436,268314.06,274436.03,347455.12,53662.812,53662.812,53662.812
"322/557.2812mz/7.55min",237261.696,396491.6,395436.16,506449.12,79087.232,79087.232,79087.232
"324/481.292mz/7.57min",379109.46,631849.1,775738.56,662007.1,126369.82,126369.82,126369.82
"327/131.5336mz/7.61min",593567.88,989279.8,2525547.2,2123222.5,197855.96,197855.96,197855.96
"329/410.3048mz/7.62min",198210.732,330351.22,440331.66,440792.5,66070.244,66070.244,66070.244
"334/501.3757mz/7.69min",94168.362,156947.27,396286.84,331307.38,31389.454,31389.454,31389.454
"335/545.402mz/7.69min",70408.0596,117346.766,310210.44,267886.2,23469.3532,23469.3532,23469.3532
"337/250.1777mz/7.7min",154208.838,436824.75,257014.73,324802.44,51402.946,51402.946,51402.946
"339/226.1802mz/7.7min",349324.56,1075306.4,582207.6,849377.25,116441.52,116441.52,116441.52
"342/408.3081mz/7.7min",808089.9,2298667.2,1346816.5,1779712.5,269363.3,269363.3,269363.3
"343/457.3494mz/7.7min",120694.266,201157.11,482692.44,401540.97,40231.422,40231.422,40231.422
"345/299.2588mz/7.71min",309337.518,103112.506,103112.506,103112.506,515562.53,604943.25,609412.25
"346/273.2575mz/7.7min",180730.56,305999,407141.72,301217.6,60243.52,60243.52,60243.52
"347/740.4045mz/7.74min",225976.818,656183.7,376628.03,731991.75,75325.606,75325.606,75325.606
"348/282.2215mz/7.75min",729348.3,1215580.5,1264124.4,1251248.1,243116.1,243116.1,243116.1
"349/579.2632mz/7.75min",1919574,3367377.5,3199290,3899239.5,639858,639858,639858
"350/421.1559mz/7.75min",391691.364,704944.6,652818.94,821900.8,130563.788,130563.788,130563.788
"351/557.2812mz/7.75min",335251.38,601270.94,558752.3,676706.5,111750.46,111750.46,111750.46
"354/440.1352mz/7.76min",491720.04,163906.68,163906.68,163906.68,819533.4,895108.2,911061.75
"355/248.9602mz/7.76min",388166.34,129388.78,129388.78,129388.78,646943.9,664776,651272.6
"356/374.1317mz/7.76min",210371.682,70123.894,70123.894,70123.894,355466.16,379489.28,350619.47
"359/117.9285mz/7.76min",1298155.92,432718.64,432718.64,432718.64,2242064,2395448.2,2163593.2
"360/118.9267mz/7.76min",316086.48,105362.16,105362.16,105362.16,548270.5,594363.5,526810.8
"361/325.1839mz/7.76min",485310.636,161770.212,161770.212,161770.212,808851.06,965532.94,812773.4
"362/357.1625mz/7.76min",426096.72,142032.24,142032.24,142032.24,710161.2,755770.6,711025.94
"363/316.9475mz/7.76min",289937.52,96645.84,96645.84,96645.84,483229.2,605897,550667.06
"364/118.924mz/7.79min",510922.56,170307.52,170307.52,170307.52,1018548,851537.6,1006955.25
"365/384.935mz/7.77min",128301.42,42767.14,42767.14,42767.14,213835.7,274391.78,227289.1
"366/114.934mz/7.77min",564224.25,188074.75,188074.75,188074.75,940373.75,1068652.5,969609.7
"367/116.9284mz/7.77min",11246080.8,3748693.6,3748693.6,3748693.6,19541244,20701118,18743468
"369/353.1635mz/7.77min",796315.74,265438.58,265438.58,265438.58,1327192.9,1432103.1,1368639
"370/355.1579mz/7.77min",15762058.8,5254019.6,5254019.6,5254019.6,26270098,27943060,26483020
"371/423.1451mz/7.77min",243885.84,81295.28,81295.28,81295.28,406476.4,426245.8,441302.2
