"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_neg_20190515_Run43.mzML","NEG_D5.227.C1.a_Run221.mzML","NEG_D5.227.C1.b_Run224.mzML","NEG_D5.227.C1.c_Run227.mzML","shared_name"
"28/217.1047mz/2.24min",3.31734597653222,3.42531033347239,3.31820600150762,1.91940634614065,1.91565861250032,1.91561364186087,"28"
"31/121.0294mz/2.65min",2.59695965124092,2.59695965124092,2.59695965124092,2.59695965124092,2.63948586458436,2.59738538021005,"31"
"37/120.0445mz/2.83min",3.78477253046353,3.77502057658934,3.72359123991458,2.32565128949629,2.32190355027577,2.32185857956878,"37"
"38/138.0551mz/2.83min",3.23923644352291,3.22083368138315,3.17928930979863,1.78135001550241,1.77760228772244,1.77755731715393,"38"
"41/165.0555mz/3.09min",2.56390425699658,2.56390425699658,2.56390425699658,2.56611223021572,2.56015651709937,2.6076804070964,"41"
"43/172.1333mz/3.19min",3.39752923590885,3.37662764411593,3.38187726763418,1.97868792334989,1.97494018813374,1.97489521747521,"43"
"44/194.1153mz/3.19min",4.12060039018284,4.12512867513661,4.13607882540083,2.72266039087145,2.71891265079839,2.71886768008108,"44"
"58/302.1304mz/3.8min",3.35641888031899,3.17901773935526,3.48785382312109,1.78107844595301,1.77733071818864,1.77728574762031,"58"
"59/324.1123mz/3.8min",3.72350929351159,3.6062490563191,3.85760433240119,2.20830914764894,2.20456140915637,2.20451643845818,"59"
"62/449.2026mz/3.84min",2.59668332988845,2.59668332988845,2.59668332988845,2.61875373967152,2.69813631264598,2.59289061922797,"62"
"66/473.1992mz/3.85min",3.69580863994697,3.62549781957873,3.91420514682453,2.22755790242556,2.22381016378507,2.2237651930851,"66"
"67/300.1147mz/3.9min",3.35844113133444,3.24162221363598,3.51445278844419,1.84368274108295,1.83993501019479,1.83989003958866,"67"
"72/325.1255mz/4.24min",3.30891846316507,3.2924382519457,3.28431857658101,1.88637900833059,1.88263127577379,1.88258630514746,"72"
"81/433.2067mz/4.54min",4.10689601794256,4.05022301827368,4.28868249816913,2.6522830225454,2.64853528253482,2.64849031181827,"81"
"82/450.2335mz/4.54min",3.80972949504337,3.734356653921,3.96567613080399,2.33641670068511,2.33266896141546,2.33262399070787,"82"
"83/455.1886mz/4.54min",4.93766776171694,4.89580521142702,5.04144468140521,3.49786520301855,3.49411746278687,3.49407249206764,"83"
"84/236.0805mz/4.54min",3.72877754235224,3.69058064054783,3.88670371663288,2.2926406996938,2.28889296064004,2.28884798993507,"84"
"92/211.9707mz/4.69min",3.96575183236269,3.98886413584809,3.98619011175742,2.56781184278931,2.56406410288605,2.56401913217079,"92"
"94/229.9813mz/4.69min",4.31645263160803,4.34012474363268,4.33617143749934,2.9185126267344,2.91476488656436,2.91471991584587,"94"
"95/231.9791mz/4.69min",4.30839671824332,4.33083357978266,4.32779035460082,2.91045671351325,2.90670897334571,2.90666400262725,"95"
"96/232.9823mz/4.69min",3.22513777337164,3.25872163614624,3.25141096813471,1.82719834310191,1.82345061295103,1.82340564235382,"96"
"97/230.9845mz/4.69min",3.23498684578907,3.25462941873581,3.25637533709341,1.83704738987105,1.83329965927295,1.83325468867033,"97"
"101/568.2963mz/4.73min",3.26188708347006,3.25479417022809,3.19124367483447,1.79330434227353,1.78955661382636,1.78951164324977,"101"
"102/573.2517mz/4.73min",4.03163487347019,4.03796215279175,3.99807344229453,2.60013345007983,2.59638571013051,2.5963407394147,"102"
"108/426.9676mz/5.08min",3.49882392835835,3.49882392835835,3.49882392835835,3.49929265801442,3.49507618812665,3.49907745954226,"108"
"111/649.3063mz/5.23min",3.40612353546891,3.32150088960535,3.53821273549365,1.92356125204455,1.91981351827921,1.91976854763825,"111"
"112/666.333mz/5.23min",3.37543767220707,3.28090591814823,3.45059970282956,1.88296635687408,1.87921862443892,1.87917365381407,"112"
"113/671.2884mz/5.24min",4.41387837009651,4.34037613565912,4.50056604705536,2.94243613038924,2.93868839021228,2.93864341949371,"113"
"114/318.3mz/5.24min",3.75390492618447,3.80470866053915,3.73045984972167,2.33251989748959,2.32877215823744,2.32872718753006,"114"
"118/256.2998mz/5.42min",4.42963679727272,4.42979830356376,4.42013685003868,3.02219684372295,3.01844910352776,3.01840413280897,"118"
"121/448.2033mz/5.43min",4.22410331308101,4.17119040918632,4.23286408350453,2.77325040792953,2.76950266782255,2.76945769710483,"121"
"122/470.1853mz/5.43min",4.48942236700086,4.44846245742176,4.49469133023439,3.05052245081787,3.04677471061766,3.04672973989881,"122"
"126/302.3052mz/5.48min",4.01359652241723,4.07172896434295,3.9274976253826,2.52955763948833,2.52580989964922,2.52576492893474,"126"
"127/303.3085mz/5.48min",3.30176607390504,3.35399048118303,3.20828226590721,1.81034288232289,1.80659515298604,1.80655018239869,"127"
"130/437.193mz/5.58min",3.67925127438862,3.74723326577632,3.70684042724903,2.28131133716684,2.27756359817642,2.27751862747221,"130"
"131/300.2896mz/5.58min",4.74337069012639,4.77503649317404,4.62362193072153,3.22568192297262,3.22193418275244,3.22188921203335,"131"
"132/344.3157mz/5.61min",3.57090734916295,3.61176946632756,3.46797431552809,2.07003449589771,2.06628675895769,2.06624178827831,"132"
"133/195.1016mz/5.61min",3.25887228932393,3.25342946008828,3.27512021549029,1.85548995916253,1.85174222777964,1.85169725716752,"133"
"135/347.3347mz/5.65min",3.36401383640006,3.39563348765244,3.21704058199039,1.8191011736958,1.81535344392809,1.81530847333552,"135"
"136/346.3313mz/5.66min",4.03595289097486,4.07506031318429,3.97984190751058,2.58190191673729,2.57815417681311,2.5781092060976,"136"
"137/105.0335mz/5.68min",3.64270032566774,3.7685419943621,3.79083079200512,2.24476040154415,2.24101266278212,2.24096769208067,"137"
"138/118.0651mz/5.68min",3.29652342932116,3.41327830615959,3.43317537349567,1.89858383699948,1.89483610402296,1.89479113339155,"138"
"139/225.091mz/5.68min",3.65480884319184,3.77536066385339,3.78718801366038,2.25686891448272,2.25312117564073,2.25307620493832,"139"
"140/279.0991mz/5.68min",4.55637909140258,4.67574676927569,4.69294710978328,3.15843908398874,3.1546913437744,3.15464637305538,"140"
"141/320.1255mz/5.68min",3.65622291616762,3.78633795944913,3.81470212537664,2.25828298693947,2.25453524808843,2.25449027738591,"141"
"144/211.0754mz/5.68min",3.42997391128208,3.564140539283,3.5857963651036,2.0320341278048,2.02828639149516,2.02824142082341,"144"
"145/887.3878mz/5.68min",3.45414949592779,3.39342373001018,3.52899435418996,1.99548398781443,1.99173625222462,1.99169128156157,"145"
"146/377.1662mz/5.72min",3.51516994755865,3.44464769045327,3.50310745164522,2.04670789226119,2.04296015569498,2.04291518502012,"146"
"147/399.1482mz/5.73min",3.88923939383482,3.84340627374408,3.88862908240174,2.44546629862214,2.44171855897087,2.44167358825866,"147"
"149/344.3157mz/5.77min",3.20621392638689,3.26325343523871,3.23235975207755,1.80827454878499,1.80452681955246,1.80448184896636,"149"
"155/631.3266mz/5.88min",3.39768535730076,3.29074614527811,3.39424111349647,1.89280656418225,1.88905883140147,1.88901386077243,"155"
