Filename,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML,POS_TJGIp11_1_Run25.mzML,POS_TJGIp11_2_Run123.mzML,POS_TJGIp11_3_Run149.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
299/144.1019mz/2.01min,54683.816,20743.158,113513.625,136624.7,29171.305,18834.184
304/146.1176mz/2.07min,390600.94,258922.44,330650.62,240492.78,427665.16,256474.39
305/254.1385mz/2.08min,492422.66,234368.27,367548.34,253266.4,212692.45,178188.52
307/324.1915mz/2.09min,30219.412,39974.777,40208.49,407549.0,509438.06,402566.6
308/170.0812mz/2.1min,243944.94,232905.72,329703.4,168555.12,216668.47,163911.34
310/102.0914mz/2.13min,410428.34,638013.6,950261.06,619702.1,1078152.5,745377.0
311/184.1696mz/2.15min,84380.1,114198.85,240853.03,664644.44,731335.75,560969.1
312/232.1543mz/2.1min,1597093.2,1726145.9,1607168.4,3640480.2,3751639.5,3531356.8
315/195.1227mz/2.21min,1317170.1,572778.3,580296.6,1550516.0,929588.8,780945.94
316/217.1047mz/2.21min,1846940.1,2563310.8,2898801.2,2850980.2,3328638.5,2824378.5
317/233.0784mz/2.2min,36072.797,25828.773,45126.492,124580.59,88375.62,199639.94
318/157.0835mz/2.21min,974588.06,870005.56,1089472.5,513504.47,434890.22,627676.2
319/292.1653mz/2.22min,32497.156,60551.445,50788.023,482830.38,781207.25,505994.72
320/113.0597mz/2.24min,2503632.0,1780983.4,2031160.0,492606.4,824959.9,168756.8
322/116.0528mz/2.26min,14489.091,145005.38,98870.98,0.0,29567.2,0.0
324/231.1702mz/2.33min,385684.44,154616.3,454397.8,704119.8,511046.3,487611.34
325/146.0601mz/2.34min,2204377.5,1482783.8,1723027.8,2278349.2,2809174.8,2611357.0
326/147.0633mz/2.34min,160815.56,118178.5,133636.81,197870.27,210588.47,222659.16
327/187.0941mz/2.34min,200853.92,737196.5,323563.44,62567.895,154090.1,132589.11
328/146.1175mz/2.32min,124545.61,157340.03,227835.97,249439.27,444634.53,328257.72
330/113.0597mz/2.31min,93373.53,271264.12,563605.2,383542.06,1930228.0,1549017.2
331/157.0835mz/2.37min,923798.56,2504576.2,3144559.5,124910.78,87385.805,202929.6
332/418.1969mz/2.37min,91764.15,24139.945,29714.807,4057511.5,4565579.0,3984537.0
334/238.1073mz/2.38min,6753.8574,3750.4878,19475.06,80757.48,129489.18,104178.805
337/114.0914mz/2.4min,1993567.9,1236144.5,1077517.9,2050550.4,1460003.0,1297411.6
339/190.0499mz/2.41min,1661454.1,2473106.5,2694924.8,1505254.9,1975469.2,1924441.0
341/239.1488mz/2.44min,581280.1,188410.78,176440.69,596942.06,296141.72,166975.17
342/184.1696mz/2.46min,106029.48,136735.1,169272.45,211640.06,167188.55,140492.83
343/141.0546mz/2.45min,795470.8,1788941.6,2038452.1,287011.56,282334.94,409863.53
344/201.1598mz/2.46min,409427.22,393281.3,348786.2,131119.69,363268.94,82339.85
345/102.0914mz/2.49min,8724145.0,4972333.5,5278792.5,2202293.8,3406583.2,1381509.4
346/231.1703mz/2.46min,53577.383,829159.0,407211.16,282309.16,541760.5,1001587.5
347/216.1231mz/2.52min,277727.47,545191.0,510619.03,237535.34,314046.06,273263.34
349/225.1097mz/2.54min,613905.5,443153.4,304485.78,394992.4,399849.06,281063.56
351/246.1699mz/2.55min,1438341.0,1138450.0,1080934.9,1994909.2,2404360.2,2127480.5
353/130.1591mz/2.58min,3744633.0,0.0,0.0,3286774.5,0.0,891421.8
354/245.1859mz/2.6min,109859.61,110630.47,92178.73,199724.0,185322.23,187124.62
355/169.0859mz/2.55min,41281.062,0.0,0.0,322091.4,544386.44,489812.3
358/405.1007mz/2.57min,307666.97,1128920.8,1275793.8,506359.12,1209965.0,1019717.3
359/771.2481mz/2.57min,1069498.8,1085545.5,1194581.8,1404279.4,1589346.8,1149666.1
360/793.23mz/2.57min,1574340.8,1778483.9,1933804.0,1837401.8,1989396.2,1707231.4
361/386.1273mz/2.58min,135564.78,405028.8,712930.1,669784.75,734472.4,388442.75
362/202.1802mz/2.65min,165587.67,132051.69,136155.72,173826.5,140441.95,131426.22
364/231.1202mz/2.61min,96936.07,402516.62,450779.06,53595.066,100543.81,110550.05
365/181.086mz/2.63min,60059.41,47845.746,79712.88,281110.66,554710.4,444452.44
366/183.1017mz/2.62min,623306.94,288645.78,273580.66,431556.9,394237.53,314660.72
368/283.1749mz/2.62min,291131.97,126411.66,126540.78,319209.88,236574.02,90013.88
369/245.1859mz/2.65min,459128.06,172183.3,202329.83,608820.7,253858.95,277843.06
370/316.2117mz/2.67min,877010.6,794296.56,752257.75,642115.06,757584.8,595732.4
371/130.1591mz/2.63min,399698.78,2956908.0,3751335.8,2259046.5,2606843.2,2278545.5
376/114.0914mz/2.72min,295603.5,246469.36,268298.75,288425.7,353281.94,212550.62
377/138.0551mz/2.72min,610954.8,1080526.8,1130845.6,451586.72,815132.9,716089.8
378/120.0445mz/2.72min,2459863.0,4159609.0,4328539.0,1920692.9,3138791.8,2880211.8
379/245.186mz/2.76min,212761.66,700329.1,692695.25,336113.25,768411.56,758160.44
380/344.2278mz/2.78min,389971.7,135761.78,134993.17,335441.84,376152.06,93788.67
387/317.1706mz/2.85min,387205.53,972389.8,930216.6,2232559.8,1875042.1,1525565.8
388/339.1526mz/2.85min,243144.8,1079069.4,971326.75,1745792.9,1936085.4,1580152.1
390/428.2043mz/2.88min,117402.266,217620.47,217878.69,271402.66,237075.95,206424.94
391/215.1255mz/2.9min,639027.9,615154.44,544103.9,333039.22,353755.6,338926.4
393/251.1027mz/2.91min,167954.45,412783.3,403453.28,359222.0,593953.3,503406.53
394/393.2093mz/2.92min,86437.19,35876.863,148759.61,71833.195,388134.84,28285.773
395/388.254mz/2.92min,412532.97,95153.94,147756.88,337439.25,450258.0,101754.516
396/215.1755mz/2.89min,790865.06,724120.6,408882.25,202096.1,842377.1,193495.27
400/212.1183mz/2.95min,0.0,0.0,0.0,0.0,0.0,669100.4
403/170.1176mz/2.95min,1143707.8,1003220.3,825454.5,413241.5,224171.58,243165.45
404/210.1102mz/2.95min,1148078.8,1186969.5,918378.4,506999.47,280390.38,272285.3
405/428.2043mz/2.97min,879721.4,1344760.9,1221208.0,1890095.6,1635472.9,1349021.4
407/120.0808mz/2.97min,131713.84,132579.64,158335.75,242445.14,402139.72,295378.56
408/450.1861mz/2.97min,103759.04,147925.05,151173.33,387701.56,340374.34,226208.84
411/155.0703mz/2.98min,620197.94,1316972.9,1543103.5,209305.48,208875.95,250555.95
412/412.2092mz/2.99min,160273.88,200099.64,181809.34,217888.0,148875.8,138072.11
413/271.115mz/3.09min,206294.25,573502.6,348865.47,358288.03,404916.0,384878.0
414/186.1125mz/3.09min,237653.67,360256.7,424271.75,237734.12,562136.4,466380.6
415/281.1594mz/3.02min,120092.92,106042.24,108479.87,575444.0,408852.2,380223.38
416/298.1859mz/3.02min,183997.58,93594.32,81382.84,749335.9,376876.88,318942.25
417/179.0704mz/3.04min,41131.1,45446.797,108734.41,898114.25,874453.8,825941.7
418/303.1413mz/3.03min,133668.62,368192.66,384830.38,776280.0,1220986.2,1182590.4
420/231.1703mz/2.99min,156534.17,412004.12,425755.03,263380.28,438240.78,331273.78
421/437.2355mz/3.04min,17020.043,110092.94,104844.125,61628.297,371033.66,86493.3
422/432.28mz/3.04min,359834.03,127074.02,90355.734,237424.19,425528.88,83454.06
426/249.1595mz/3.07min,459464.97,298302.38,250110.62,242207.75,641954.75,170765.8
427/210.0737mz/3.06min,318936.38,568650.6,608860.6,299850.34,439829.25,459728.34
428/114.055mz/3.06min,372128.5,341927.53,378720.88,245532.69,265308.53,233966.95
429/142.0863mz/3.06min,604984.9,509180.75,562535.3,384962.44,439019.66,369553.72
431/188.0918mz/3.06min,932429.5,776665.44,844840.0,585917.4,689123.06,562010.4
432/219.1129mz/3.06min,352725.3,559658.94,642998.25,112829.27,142841.45,160273.4
434/261.1097mz/3.08min,277666.9,928071.8,943931.0,106288.54,546153.56,296064.72
435/240.1806mz/3.08min,24648038.0,13498619.0,12559696.0,6131526.0,4987476.5,4313499.0
436/245.1359mz/3.08min,9619871.0,27615982.0,29707324.0,3496345.5,10015451.0,8858246.0
438/147.1016mz/3.08min,837494.56,825812.9,850057.1,203809.69,255643.75,228522.25
439/268.2116mz/3.08min,104349.625,498661.44,442106.28,39034.42,191387.0,115821.375
440/103.0754mz/3.08min,1985031.4,1977390.1,2013739.2,521740.38,639441.25,582633.8
441/223.154mz/3.08min,8144471.5,6878766.5,6982858.0,2033203.4,2297189.5,2020766.9
447/412.2092mz/3.1min,990968.3,1444257.4,1360155.8,1262785.5,840403.7,936233.1
448/120.0808mz/3.12min,54362.527,72584.086,73173.11,88447.92,150428.84,123285.42
449/194.0813mz/3.13min,35065.566,12045.127,39100.094,945074.44,1187320.9,1557866.0
451/109.1012mz/3.14min,722184.4,555626.56,648579.4,565521.4,432627.97,420393.78
453/194.1152mz/3.14min,1266361.2,796221.2,1111965.1,487604.53,299358.97,370216.16
455/172.1332mz/3.15min,1526660.6,476312.84,765657.7,587847.25,232223.0,268365.06
458/260.0892mz/3.16min,15667.813,3323.3462,15351.621,207010.77,242185.44,312180.28
459/238.1074mz/3.16min,89795.94,46962.78,73093.32,645777.44,704390.06,833246.94
460/183.1017mz/3.16min,94085.47,3309.768,0.0,400829.9,393226.28,440609.03
462/181.086mz/3.18min,13355.9,0.0,0.0,196872.28,193981.89,227121.75
463/253.1046mz/3.16min,17023.63,3835.4155,3489.2444,186892.61,327443.44,436106.4
464/269.0896mz/3.2min,171044.14,311951.06,287119.0,167244.67,257827.73,178738.34
465/247.1077mz/3.2min,1016043.75,1403087.2,1328729.1,860055.3,1175588.5,848654.0
467/251.1026mz/3.21min,228594.64,358240.1,354817.1,208747.22,295242.22,273037.78
470/118.0651mz/3.25min,314924.12,377962.47,386135.6,443602.66,486609.3,460919.94
471/164.0706mz/3.24min,119927.32,216844.48,229691.3,272848.25,459141.28,410760.2
472/182.0813mz/3.24min,650780.56,1104357.8,1121868.5,1294789.1,2313565.0,1916761.9
475/284.2067mz/3.27min,10578400.0,6193035.0,5825764.5,1586736.8,1565960.8,1218809.6
476/103.0754mz/3.27min,243595.92,341012.1,348278.88,26628.592,59549.594,42704.312
477/147.1016mz/3.27min,168259.2,243612.02,249738.9,10516.767,41521.684,29528.252
478/267.1801mz/3.27min,1146126.4,1455278.6,1505080.0,155896.81,324853.75,246556.6
479/289.162mz/3.27min,2389022.5,8008495.5,9561840.0,521588.8,1427312.6,1197662.4
481/245.1377mz/3.3min,912120.0,1280700.8,565731.25,565110.4,2296822.5,1860502.2
482/227.1278mz/3.29min,429087.06,79600.82,68105.99,183388.1,162665.9,146071.16
483/146.0601mz/3.28min,392434.8,342876.88,386974.22,400600.0,613238.75,489932.0
484/285.1308mz/3.29min,114972.98,115287.766,869745.6,386387.16,328627.7,316487.8
486/440.2178mz/3.28min,0.0,0.0,0.0,95373.7,55939.0,118789.766
487/215.1259mz/3.27min,61642.508,294998.66,333013.56,3816.9248,8032.8867,37964.625
488/245.1859mz/3.26min,248104.22,422889.12,478749.47,307206.3,410860.25,368995.28
489/200.0974mz/3.3min,164366.97,498894.22,583003.25,0.0,0.0,0.0
490/179.0703mz/3.3min,74835.836,71389.79,98817.99,52310.438,61027.6,65435.105
491/87.0442mz/3.3min,2501364.0,1678397.4,1744242.0,52880.895,10522.808,28812.621
492/177.1122mz/3.3min,1097636.2,573954.1,582042.5,0.0,0.0,0.0
493/199.0941mz/3.3min,2144506.8,5972365.0,7008861.0,69139.625,69456.97,164406.7
497/448.1971mz/3.35min,161016.28,158646.98,418328.06,95314.266,119750.05,174560.44
498/195.0653mz/3.35min,15478.823,0.0,0.0,327777.0,442052.75,437733.06
499/147.0805mz/3.36min,198937.72,375875.8,345680.16,208997.23,101533.06,238100.45
500/165.0911mz/3.36min,215334.06,91231.98,134709.86,221321.9,199413.72,240214.7
501/294.1334mz/3.36min,0.0,0.0,0.0,138255.11,137315.6,164866.23
502/316.116mz/3.36min,18836.834,0.0,0.0,127687.9,132987.95,141040.97
504/227.1278mz/3.36min,772191.75,784784.44,766933.94,2093250.8,1793884.9,1643239.1
505/285.1308mz/3.36min,1314347.8,1620793.2,1560354.9,3371022.0,3661799.2,3415289.5
506/245.1383mz/3.36min,1470129.0,1817354.6,1193309.5,4393954.5,2455984.5,3455405.8
507/171.5649mz/3.37min,103898.31,220260.31,227043.94,262593.47,371797.3,338279.16
508/291.0497mz/3.38min,3351.087,3363.0566,0.0,117156.62,195863.0,186934.47
509/271.0788mz/3.39min,0.0,0.0,0.0,328550.16,419048.72,288791.78
510/440.3117mz/3.39min,185736.1,142265.66,59036.23,32990.664,29504.676,0.0
513/265.1414mz/3.41min,98382.516,150580.12,169865.3,0.0,0.0,3155.1475
514/462.6739mz/3.42min,337960.47,808599.4,808913.0,368683.1,455045.16,405163.06
515/946.3231mz/3.43min,300704.25,317430.75,307142.47,158121.98,350601.4,283426.84
517/199.1442mz/3.44min,402639.62,193041.83,186946.16,931552.9,609672.0,674944.9
521/273.1671mz/3.45min,668929.5,544900.06,427806.4,563305.94,532724.25,438956.84
