CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
589	656	1	0.996	0.000
645	679	2	0.8511	-2.013
653	679	2	0.8213	-30.044
498	645	2	0.9676	-0.000
635	679	2	0.9291	26.018
490	653	2	0.7952	2.015
490	635	2	0.7089	-54.046
679	680	2	0.7234	82.076
490	679	2	0.8638	-28.029
635	653	2	0.8474	56.062
632	680	2	0.7597	56.063
490	668	2	0.7021	-54.047
490	680	2	0.7027	54.047
680	682	2	0.9446	28.031
635	645	2	0.8726	28.031
498	679	2	0.8767	-2.013
668	679	2	0.9108	26.018
490	498	2	0.9129	-26.016
498	668	2	0.8935	-28.031
635	668	2	0.9828	-0.000
498	653	2	0.939	28.031
632	682	2	0.7255	84.094
645	653	2	0.947	28.031
632	679	2	0.8629	-26.013
490	632	2	0.8086	-2.016
498	635	2	0.8747	-28.031
490	645	2	0.893	-26.016
653	668	2	0.8718	-56.062
645	668	2	0.8762	-28.031
377	503	3	0.9916	-28.031
811	819	3	0.8334	-16.990
377	819	3	0.8003	209.217
171	186	4	0.9434	0.227
58	146	5	0.8965	-75.036
131	163	6	0.932	-28.031
61	112	7	0.7336	-198.089
65	82	7	0.7876	0.984
81	111	7	0.954	-216.100
35	52	7	0.9785	0.000
64	81	7	0.9532	-0.000
61	111	7	0.7552	-181.062
64	111	7	0.9321	-216.100
82	111	7	0.9297	-199.073
35	111	7	0.7603	-432.199
65	81	7	0.715	18.010
35	82	7	0.837	-233.126
65	111	7	0.8309	-198.089
35	65	7	0.702	-234.110
81	82	7	0.965	-17.027
61	65	7	0.8675	17.027
82	112	7	0.9766	-216.100
35	81	7	0.7915	-216.100
65	112	7	0.7921	-215.116
64	82	7	0.9767	-17.027
64	112	7	0.9307	-233.126
111	112	7	0.9771	-17.027
35	112	7	0.7885	-449.226
81	112	7	0.9303	-233.126
198	718	8	0.9024	-236.215
303	718	8	0.9145	-0.001
526	718	8	0.9866	0.000
481	526	8	0.9492	-26.017
481	704	8	0.937	0.000
704	718	8	0.9154	-26.017
526	704	8	0.9147	26.017
198	526	8	0.8995	-236.215
481	718	8	0.96	-26.016
303	526	8	0.9121	-0.001
638	639	9	0.7806	-1.003
309	640	9	0.9034	0.000
624	638	9	0.7219	-2.016
574	639	9	0.7147	-3.019
309	574	9	0.7852	18.011
480	574	9	0.8107	18.011
574	640	9	0.8101	-18.011
309	401	9	0.7086	0.000
309	480	9	0.9036	-0.000
574	638	9	0.7918	-2.016
574	624	9	0.8439	-0.000
480	640	9	0.9995	0.000
310	624	9	0.8611	0.000
376	485	10	0.99	-28.031
270	367	10	0.9834	-2.016
270	451	10	0.984	-28.031
442	451	10	0.798	-16.969
367	451	10	0.9941	-26.015
376	442	10	0.9086	-26.015
442	485	10	0.9862	-2.015
278	428	11	0.9997	-28.031
428	484	11	0.9962	-2.016
278	484	11	0.9953	-30.047
340	390	12	0.7788	-2.016
447	519	12	0.7017	-73.089
232	283	12	0.7702	0.000
476	518	12	0.753	15.011
340	389	12	0.8343	0.000
283	313	12	0.8606	-28.031
283	447	12	0.9512	-28.031
313	518	12	0.8758	-56.062
447	518	12	0.9458	-56.062
390	476	12	0.8236	-108.130
389	390	12	0.7987	-2.016
313	519	12	0.7133	-73.089
447	476	12	0.7121	-71.073
283	518	12	0.875	-84.094
232	518	12	0.8101	-84.094
313	476	12	0.8011	-71.073
518	519	12	0.7679	-17.026
232	313	12	0.8928	-28.031
313	447	12	0.8796	-0.000
232	447	12	0.7886	-28.031
768	817	13	0.9998	109.994
126	136	14	0.818	-44.026
114	157	14	0.8549	-12.036
114	136	14	0.9167	-28.031
126	157	14	0.9484	-28.031
136	157	14	0.8124	15.995
286	449	15	0.9988	-28.031
322	352	16	0.9255	0.000
351	352	16	0.7169	-136.125
322	350	16	0.7928	-21.982
350	352	16	0.7057	21.982
321	351	16	0.9778	-0.000
322	351	16	0.7438	136.125
321	322	16	0.7816	-136.125
594	659	17	0.9206	0.000
298	493	18	0.821	28.031
301	456	18	0.8316	-26.016
301	440	18	0.8155	2.015
379	456	18	0.8388	-26.016
440	457	18	0.8233	-30.046
457	493	18	0.9435	58.078
456	493	18	0.8129	56.063
301	467	18	0.9261	30.047
455	493	18	0.8099	30.046
301	493	18	0.9351	30.047
379	467	18	0.9148	30.046
298	467	18	0.8018	28.031
455	467	18	0.7925	30.046
