"MetaboAnalyst_ID","X2024_NEG_Anid.EV.alcA_CTRL_1_Run177.mzML","X2024_NEG_Anid.EV.alcA_CTRL_2_Run198.mzML","X2024_NEG_Anid.EV.alcA_CTRL_3_Run230.mzML","X2024_NEG_Anid.p2_1_Run180.mzML","X2024_NEG_Anid.p2_2_Run221.mzML","X2024_NEG_Anid.p2_3_Run242.mzML","shared_name"
"152/244.0826mz/2.02min",2.70756273721435,2.89798124472438,2.85197964835161,2.58470411036145,2.72499486917484,2.53499946772307,"152"
"153/158.0822mz/2.03min",1.71105554858749,1.80749813801096,3.32387926187026,2.78848965844713,2.12006755769755,2.99414116638384,"153"
"155/345.13mz/2.04min",1.85554339723267,2.0327423279581,1.482249299706,1.6572251612122,1.49590506010564,1.5920382322666,"155"
"162/182.0458mz/2.08min",2.81470131733053,2.6585499230065,2.45312671410265,2.10046500624167,2.31871682300875,2.2700634902314,"162"
"163/224.0564mz/2.08min",2.06931950696919,2.06875892814545,2.54696590138723,2.05264231471898,2.39349629191164,2.41908441903874,"163"
"165/283.0606mz/2.1min",2.16048737429127,2.00057587211027,1.73261550686426,1.22932466733552,1.52208997314449,1.63171401160352,"165"
"167/220.0649mz/2.1min",3.07272046255315,3.11907060071309,3.05073443899028,2.59800378931427,2.58326469449621,2.8701593317112,"167"
"168/231.0986mz/2.1min",0.90816160718987,1.09261795734362,2.67604991238033,2.07956742687577,1.7738864624662,2.22003851914083,"168"
"170/224.1041mz/2.11min",1.99183685997083,2.13921635417874,0.883137368039721,1.48820158671411,1.78989228708115,1.48617548650022,"170"
"171/242.067mz/2.11min",2.54211962353228,2.56443827166886,2.52709226626811,2.47132617548855,2.62960395891804,2.53841657665099,"171"
"172/117.0558mz/2.12min",2.56917699721527,2.78066264912393,3.00041938831138,2.41185662662773,2.58493261941764,2.62688581108642,"172"
"173/196.0615mz/2.14min",2.05055220871389,1.4850327560688,2.14618226467736,2.07364767086004,2.27156770669962,2.17064386691048,"173"
"174/163.9861mz/2.12min",2.8166535940522,2.60832156587713,2.68640270311212,2.84227048881951,2.7382321568416,2.69166514007075,"174"
"177/240.0514mz/2.14min",2.44005986236729,2.57853170542432,2.75181456091011,2.77390383674423,2.95774153618218,2.87310912340341,"177"
"178/259.1299mz/2.14min",1.68404319174564,1.9660221888844,1.98204024114585,1.61897603606404,1.4027862953032,1.83336420931307,"178"
"182/356.1345mz/2.16min",2.07754663961274,1.72104555150183,2.23818642313503,0.930450030105159,1.75813446624195,1.7245123388717,"182"
