"","Filename","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-p2_1_Run180.mzML","2024_NEG_Anid-p2_2_Run221.mzML","2024_NEG_Anid-p2_3_Run242.mzML"
"38","205/235.0724mz/2.23min","59468.758","85560.945","149227.19","432385.7","548526.44","553684.7"
"39","207/273.1092mz/2.24min","59366.043","91603.664","181362.94","824305.3","354383.4","708085.25"
"40","208/317.0991mz/2.23min","283774.4","382950.2","269606.22","3232801.8","1876784.5","2635282.5"
"41","209/283.0936mz/2.24min","985292.9","1234650.0","1086141.5","813316.25","959981.5","807785.8"
"42","211/200.0565mz/2.25min","355136.94","390730.34","451728.62","688609.44","781812.0","697695.3"
"43","214/446.1778mz/2.27min","333825.84","505922.66","325500.16","190984.55","277364.47","240857.97"
"44","215/196.0615mz/2.27min","476161.03","902358.0","230282.55","498291.88","92972.42","422493.16"
"45","217/125.0245mz/2.27min","375410.9","329822.66","370983.66","926066.7","990544.2","176426.47"
"46","218/181.0508mz/2.28min","726316.0","786359.56","510212.97","270265.66","410573.75","372591.28"
"47","219/360.0723mz/2.28min","516178.56","834204.44","0.0","0.0","0.0","0.0"
"48","220/330.0986mz/2.29min","137218.19","90294.87","144354.33","0.0","0.0","0.0"
"49","221/245.1143mz/2.28min","383257.66","288086.47","960234.3","89967.766","225933.47","242919.92"
"50","226/345.1301mz/2.3min","1654825.5","2511649.2","1428104.9","1154960.6","1440191.0","1283567.6"
"51","227/303.0511mz/2.31min","956468.7","1032834.56","0.0","0.0","0.0","0.0"
"52","228/204.0302mz/2.32min","16953.445","41248.33","70554.26","97142.25","73637.24","133856.84"
"53","229/356.1347mz/2.32min","283373.03","151852.92","862882.44","231309.27","380916.22","321310.66"
"54","231/211.0612mz/2.33min","24475.457","34081.33","4688858.5","1639681.0","1520591.8","1913510.2"
"55","232/306.0985mz/2.34min","553248.94","560264.6","100594.28","27209.738","47711.47","24707.94"
"56","233/242.0671mz/2.29min","553264.3","395558.06","300676.12","281483.22","182588.7","59917.625"
"57","239/226.0721mz/2.32min","4373408.0","2808727.0","3670421.0","2651124.5","3225136.0","4096402.8"
"58","240/343.1144mz/2.36min","754393.06","870228.6","286169.47","413666.06","546461.44","450928.9"
"59","242/234.0772mz/2.36min","736638.3","814699.56","701302.0","583652.7","692580.6","614492.4"
"60","244/297.0729mz/2.36min","641551.4","676469.56","590204.44","592058.3","614597.8","586059.75"
"61","245/180.0666mz/2.36min","84225.37","150631.88","168734.39","57532.023","94203.57","96762.81"
"62","247/161.0819mz/2.36min","295933.9","296045.25","665712.6","236961.52","329105.5","362241.75"
"63","248/309.1093mz/2.37min","99458.336","277785.6","206817.44","197149.58","162847.78","194244.22"
"64","249/238.0721mz/2.37min","411191.56","381380.53","261372.73","102958.336","205032.61","141094.64"
"65","250/212.0565mz/2.37min","1179073.9","2089542.6","1108593.6","1328434.2","1087920.5","912511.94"
"66","251/151.0401mz/2.38min","216143.47","273523.56","174830.34","151862.98","152462.8","165491.48"
"67","252/153.0194mz/2.37min","1266050.4","2893137.2","862548.9","70880.27","167798.3","166473.02"
"68","253/258.0983mz/2.4min","285070.0","452992.25","1923301.2","1081057.6","694103.5","1447118.8"
"69","254/240.0878mz/2.38min","1258337.0","1614772.5","1200090.5","1238978.2","1200101.8","1059843.6"
"70","255/214.1085mz/2.39min","4729.5186","9988.089","182870.0","101917.75","48159.62","135159.69"
"71","256/230.1034mz/2.38min","179667.1","153373.73","388002.44","329951.5","318027.6","339222.3"
"72","259/375.1042mz/2.4min","22870.994","29303.863","18279.719","341933.22","523118.3","463968.75"
"73","260/222.0771mz/2.4min","384012.5","423635.16","227312.05","120224.21","85335.02","122137.96"
"74","261/168.0666mz/2.41min","602248.4","997942.2","988115.2","695709.0","864803.75","808799.9"
"75","263/286.1409mz/2.42min","0.0","15066.003","441113.1","79671.74","0.0","59263.926"
"76","264/210.0772mz/2.41min","1439765.8","1881631.6","1775077.5","1278399.4","1505051.1","1427741.6"
"77","266/129.0558mz/2.42min","3927831.0","2888937.5","11154930.0","2593164.5","3273893.8","3246903.5"
"78","267/180.0302mz/2.43min","288014.2","380781.3","403799.47","437945.62","479986.97","461768.8"
"79","268/175.0612mz/2.43min","462859.5","722103.25","747209.3","459030.53","566419.25","730188.4"
"80","269/479.1784mz/2.43min","428307.34","328918.62","388195.94","24704.27","297182.6","88197.3"
"81","270/326.1246mz/2.47min","249053.73","297025.6","13580.582","3725.3079","8237.039","0.0"
"82","271/416.1825mz/2.44min","2227031.0","1854750.9","1983088.2","165749.7","1466808.0","446019.62"
"83","272/762.3207mz/2.44min","490510.97","523562.5","362991.25","22432.676","301118.3","78637.31"
"84","273/345.1301mz/2.44min","9656169.0","12888154.0","7103777.5","7422847.0","8309926.0","7322892.0"
"85","274/691.2683mz/2.44min","587830.9","937644.6","347672.47","383751.94","457733.25","370979.22"
"86","275/346.1336mz/2.44min","1452745.2","1910354.0","1059131.4","1099001.4","1232581.5","1057502.9"
"87","276/204.0302mz/2.44min","604096.44","592567.6","3783777.8","1067320.5","1303201.1","1507812.8"
"88","278/160.0405mz/2.45min","91192.68","96726.42","607205.3","181595.3","154048.86","243955.52"
"89","279/205.0336mz/2.44min","24212.28","52882.06","354424.9","93858.76","95106.734","131942.89"
"90","281/605.2258mz/2.45min","35525.906","3581.8865","277639.1","15774.324","125115.74","53484.227"
"91","284/188.0353mz/2.45min","829771.9","475065.4","5127584.5","3936755.5","3111556.5","4519914.0"
"92","285/313.0678mz/2.45min","283094.66","263169.88","108010.875","306540.1","492742.66","298208.12"
"93","288/287.0563mz/2.46min","214267.03","284755.94","0.0","0.0","0.0","0.0"
"94","289/282.0984mz/2.46min","835054.7","1185163.9","758517.56","747327.4","1072256.2","771210.2"
"95","290/158.0822mz/2.45min","63790.074","70977.59","896946.9","665793.5","211728.97","741729.44"
"96","291/194.0459mz/2.47min","4410509.0","4785957.5","4436219.5","3805571.2","5406258.5","4577170.5"
"97","292/237.0881mz/2.47min","433553.72","599632.4","394699.75","337657.6","399310.2","357830.6"
"98","293/144.0455mz/2.47min","311724.94","425352.75","929936.3","400437.66","335301.62","471316.28"
"99","294/264.0514mz/2.47min","300608.8","608652.9","244487.17","74194.875","147163.38","138684.6"
"100","296/322.1257mz/2.48min","0.0","0.0","329252.66","120983.59","57152.215","141585.9"
