Filename,2024_POS_Y-EV_1_CTRL_Run88.mzML,2024_POS_Y-EV_2_CTRL_Run117.mzML,2024_POS_Y-EV_3_CTRL_Run138.mzML,2024_POS_Y-p11_1_Run97.mzML,2024_POS_Y-p11_2_Run126.mzML,2024_POS_Y-p11_3_Run150.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
370/282.1196mz/2.01min,1744130.2,1838192.1,3773860.8,1974303.6,1628786.0,1688440.6
373/158.0812mz/2.06min,10162038.0,11787009.0,12334134.0,7686545.5,8393304.0,8276725.0
375/381.1519mz/2.1min,570253.94,676393.75,656280.9,376578.9,467672.47,428046.56
376/380.1484mz/2.1min,4683881.0,4665987.5,5659207.0,3202051.5,3814204.0,3670818.5
377/99.5121mz/2.1min,604648.75,176740.92,371107.56,371848.3,183087.1,232094.86
378/244.1907mz/2.11min,637374.56,597833.8,1110399.5,470085.34,454285.22,409521.28
379/251.1502mz/2.12min,259388.27,314678.3,686335.4,363144.88,266704.3,292696.3
380/112.0756mz/2.12min,293251.7,386460.12,334832.03,201675.86,244333.7,231140.83
381/261.1444mz/2.14min,20329.219,22692.406,137899.05,29872.031,15453.207,26502.475
382/247.1076mz/2.16min,18237.295,34988.438,124025.78,56469.01,21731.861,36266.523
384/290.087mz/2.17min,413871.28,455834.4,1289858.6,576183.9,472518.0,510394.2
386/302.1961mz/2.18min,103122.414,132624.47,218273.6,67477.555,61859.27,44154.727
387/220.1179mz/2.18min,601485.4,646740.25,901207.75,544415.0,564690.75,627369.7
389/184.1695mz/2.22min,3007995.8,2634294.8,4312386.0,2064254.0,2086436.0,1889232.0
390/384.1148mz/2.22min,1070292.6,1264514.2,1272040.9,899926.7,1141828.0,1166469.9
391/242.1862mz/2.24min,654354.25,718636.9,1698891.1,829524.75,644663.3,723860.06
392/443.177mz/2.24min,666725.1,726268.7,1767865.0,902169.5,690654.25,772618.5
393/205.0971mz/2.25min,3823960.2,4002189.8,4935510.5,2779066.2,2910435.5,3095279.0
394/188.0705mz/2.26min,4925287.5,5213825.5,6598833.5,3680313.0,3820998.2,4065970.0
395/200.1046mz/2.26min,6213858.0,6351282.0,6177002.5,6357002.5,6472958.5,6320837.0
396/217.1248mz/2.26min,568641.94,552631.5,524716.56,555422.7,564791.5,556573.06
397/218.1281mz/2.26min,7671792.0,7707164.0,7364754.0,7694242.0,7761516.5,7559276.5
398/199.1012mz/2.26min,477690.3,477538.66,474440.6,473638.5,500723.06,489566.94
399/434.213mz/2.27min,338585.4,369913.38,929497.9,434025.3,343448.8,390232.25
400/195.1227mz/2.28min,664522.94,614242.9,666269.2,542187.44,549725.9,553122.8
401/217.1046mz/2.29min,260846.55,264020.44,276977.16,236042.11,218650.83,240742.44
402/259.1764mz/2.28min,411286.16,449519.7,410409.8,240418.53,326495.5,327569.1
403/324.0747mz/2.3min,506443.8,375136.0,1200357.5,369058.12,298301.03,299943.97
404/231.1703mz/2.31min,141845.4,156320.86,258546.95,197886.33,116830.81,147464.97
405/244.2012mz/2.31min,985130.06,982838.0,977072.94,1012187.7,996718.56,982055.6
407/190.0497mz/2.33min,31263.107,32114.701,76573.625,47581.164,36153.508,33277.113
408/247.1076mz/2.33min,245302.19,272186.88,647664.8,344467.12,253067.25,284097.62
409/292.1026mz/2.33min,1274810.6,1326961.2,4776365.5,2505730.0,1295139.8,2198166.8
