CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
47	68	1	0.9917	0.000
37	47	1	0.9531	-0.996
37	68	1	0.9386	-0.996
41	73	2	0.9797	0.009
73	82	2	1.0	-0.018
75	82	2	0.988	-0.009
73	75	2	0.988	-0.009
41	75	2	0.9864	0.000
41	82	2	0.9827	-0.009
57	78	3	0.8576	-94.050
65	100	3	0.9265	116.031
32	57	3	0.8606	94.050
29	100	3	0.978	94.050
29	65	3	0.921	-21.982
63	77	3	1.0	0.010
32	69	3	0.8556	94.049
69	78	3	0.8516	-94.050
32	65	3	0.7142	192.027
32	78	3	0.9996	-0.000
63	100	3	0.9998	-0.000
65	78	3	0.7126	-192.027
29	80	3	0.9803	0.000
63	80	3	0.9771	-94.050
77	100	3	0.9998	-0.010
77	80	3	0.9771	-94.060
63	65	3	0.9268	-116.032
65	77	3	0.9268	116.042
65	80	3	0.9142	21.982
57	69	3	0.9625	-0.000
29	63	3	0.9775	94.050
29	77	3	0.9775	94.060
80	100	3	0.9771	94.050
332	376	4	0.9959	0.617
332	370	4	0.9987	0.000
332	351	4	0.9977	-0.000
351	376	4	0.9927	0.617
351	370	4	0.9993	0.000
370	376	4	0.9963	0.617
395	400	5	0.7802	-64.012
20	116	6	0.9468	0.000
469	533	7	0.9996	-0.000
464	538	7	0.8426	28.031
288	296	7	0.9328	-26.016
296	307	7	0.9589	0.000
307	377	7	0.7891	-238.230
316	533	7	0.7779	-28.031
316	469	7	0.7811	-28.031
264	469	7	0.944	-236.214
264	533	7	0.94	-236.214
377	401	7	0.9872	-0.000
264	464	7	0.7114	-210.199
264	288	7	0.9327	-2.016
296	377	7	0.8107	-238.230
264	296	7	0.9704	-28.031
288	307	7	0.943	-26.016
38	170	8	0.9999	-7.021
195	210	9	0.8364	-14.016
267	384	10	0.9101	-30.047
276	305	10	0.8665	-28.031
305	396	10	0.8588	-2.016
261	527	10	0.8222	-236.214
261	305	10	0.896	-28.031
529	532	10	0.7971	-28.031
293	305	10	0.861	-26.016
384	425	10	0.9885	0.000
261	309	10	0.88	-2.016
305	309	10	0.8668	26.016
529	530	10	0.8393	28.033
528	529	10	0.7496	-82.078
293	384	10	0.8813	-28.031
261	384	10	0.8953	-30.047
267	309	10	0.894	-2.016
530	531	10	0.8577	-26.018
309	319	10	0.8753	-26.016
267	293	10	0.8833	-2.016
267	425	10	0.9024	-30.047
261	396	10	0.897	-30.047
293	319	10	0.8701	-26.016
293	396	10	0.88	-28.031
384	396	10	0.999	0.000
267	396	10	0.9134	-30.047
319	425	10	0.8807	-2.016
276	319	10	0.8967	-28.031
276	293	10	0.8921	-2.016
293	309	10	0.997	0.000
276	396	10	0.9162	-30.047
527	530	10	0.7119	-2.014
309	384	10	0.8918	-28.032
267	319	10	0.8916	-28.031
261	425	10	0.8868	-30.047
319	396	10	0.8888	-2.016
267	305	10	0.8629	-28.031
261	293	10	0.8714	-2.016
309	425	10	0.9082	-28.032
261	319	10	0.9273	-28.031
293	425	10	0.8995	-28.031
531	532	10	0.8256	-30.047
396	425	10	0.9873	0.000
309	396	10	0.8935	-28.032
319	384	10	0.8887	-2.016
267	276	10	0.9988	0.000
261	276	10	0.9735	0.000
529	531	10	0.795	2.016
305	384	10	0.8595	-2.016
305	319	10	0.9388	0.000
276	309	10	0.9002	-2.016
276	425	10	0.9071	-30.047
276	384	10	0.9146	-30.047
261	267	10	0.9746	0.000
305	425	10	0.8487	-2.016
373	426	11	0.9595	-2.015
311	458	11	0.8775	-238.228
406	449	11	0.9655	56.062
303	426	11	0.879	-238.229
372	540	11	0.9887	0.000
265	303	11	0.9901	-28.031
334	540	11	0.9916	0.000
373	449	11	0.9728	56.062
426	540	11	0.9412	28.030
406	426	11	0.9504	-2.015
294	350	11	0.992	-28.031
406	540	11	0.9336	26.016
334	406	11	0.9325	-26.016
373	406	11	0.9846	0.000
372	406	11	0.9264	-26.016
311	350	11	0.9883	-2.016
265	311	11	0.969	-28.031
373	424	11	0.975	0.000
334	432	11	0.9252	56.063
432	540	11	0.9317	-56.063
372	426	11	0.9415	-28.030
303	311	11	0.975	0.000
432	458	11	0.7022	-84.092
303	458	11	0.884	-238.228
406	424	11	0.9839	0.000
373	432	11	0.9759	82.078
432	449	11	0.9614	-26.016
406	432	11	0.9702	82.078
426	458	11	0.9867	0.001
334	426	11	0.9507	-28.030
311	426	11	0.8834	-238.229
265	372	11	0.9072	-238.230
334	373	11	0.9291	-26.016
424	540	11	0.9279	26.016
303	373	11	0.8875	-236.214
424	458	11	0.9341	-2.014
373	458	11	0.9432	-2.014
265	540	11	0.8975	-238.230
458	540	11	0.9288	28.029
424	432	11	0.9604	82.078
372	432	11	0.9221	56.063
334	372	11	0.995	0.000
424	426	11	0.9376	-2.015
311	406	11	0.8944	-236.214
294	540	11	0.7862	-236.214
406	458	11	0.9383	-2.014
294	311	11	0.9879	-26.016
372	458	11	0.9378	-28.029
372	373	11	0.9211	-26.016
334	458	11	0.9387	-28.029
373	540	11	0.931	26.016
265	334	11	0.9077	-238.230
178	179	12	0.9248	-18.011
163	194	12	0.78	18.010
163	179	12	0.8041	-33.984
162	194	12	0.8905	-14.016
193	194	12	0.8944	-62.000
179	202	12	0.8926	18.011
178	202	12	0.9648	-0.000
144	162	12	0.7712	18.011
144	179	12	0.8128	-48.000
