CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3241	3272	1	0.9657	27.994
3224	3225	1	0.7805	-14.015
3225	3313	1	0.7613	14.015
3119	3230	1	0.9245	0.000
3059	3260	1	0.8302	162.053
3220	3314	1	0.8657	104.048
3213	3520	1	0.9994	0.001
3059	3520	1	0.9557	0.001
3119	3496	1	0.9746	-0.001
3271	3500	1	0.9879	-108.131
3238	3518	1	0.987	0.000
3232	3510	1	0.855	24.000
3232	3253	1	0.8399	71.037
3241	3251	1	0.9604	29.027
3116	3500	1	0.8957	24.000
3456	3481	1	0.9809	0.000
3093	3095	1	0.8658	18.010
3065	3220	1	0.9978	0.000
3093	3251	1	0.8959	18.010
3393	3508	1	0.9116	-2.015
3224	3477	1	0.7804	-14.015
3224	3486	1	0.8038	28.031
3251	3272	1	0.9803	-1.033
3253	3500	1	0.9014	24.000
3115	3499	1	0.9381	-26.015
3230	3319	1	0.9455	-2.016
3496	3508	1	0.944	-2.015
3260	3518	1	0.7351	-158.022
3094	3096	1	0.9015	2.998
3252	3499	1	0.9364	-26.015
3314	3496	1	0.9414	0.000
3314	3393	1	0.9717	-0.000
3230	3314	1	0.9997	-0.001
3313	3456	1	0.8184	28.031
3327	3496	1	0.9456	-0.000
3252	3498	1	0.8818	108.131
3319	3508	1	0.9736	0.000
3065	3522	1	0.997	-0.000
3245	3503	1	0.7747	-42.046
3095	3241	1	0.9302	-29.027
3319	3496	1	0.9856	2.015
3220	3522	1	0.9992	-0.000
3059	3518	1	0.9286	4.031
3434	3496	1	0.9997	0.000
3314	3434	1	0.9446	-0.000
3220	3496	1	0.8632	104.048
3499	3518	1	0.7289	-160.037
3096	3272	1	0.9604	27.994
3241	3524	1	0.9624	27.994
3102	3253	1	0.8189	74.036
3046	3253	1	0.8145	43.043
3065	3327	1	0.864	104.048
3220	3263	1	0.8752	102.033
3220	3230	1	0.8674	104.049
3052	3059	1	0.9166	-4.031
3046	3272	1	0.8649	23.999
3115	3245	1	0.9737	14.016
3327	3434	1	0.9485	-0.001
3115	3116	1	0.8882	-24.000
3094	3241	1	0.9133	2.998
3230	3434	1	0.9487	-0.001
3314	3327	1	0.9996	0.000
3253	3260	1	0.7939	-4.030
3102	3249	1	0.8939	-0.001
3230	3393	1	0.9719	-0.002
3314	3508	1	0.9343	-2.015
3252	3393	1	0.8948	-58.005
3089	3510	1	0.8443	24.000
3065	3263	1	0.8742	102.033
3230	3508	1	0.9388	-2.016
3052	3238	1	0.9996	0.000
3241	3263	1	0.9009	11.017
3251	3262	1	0.8978	-32.025
3095	3096	1	0.9297	-29.027
3224	3481	1	0.8269	28.031
3245	3499	1	0.9255	-40.030
3119	3508	1	0.9175	-2.016
3059	3065	1	0.857	28.030
3116	3260	1	0.7732	-4.030
3481	3486	1	0.8591	0.000
3313	3481	1	0.8395	28.032
3115	3271	1	0.9797	108.130
3252	3253	1	0.8986	-24.000
3096	3263	1	0.9103	11.017
3093	3096	1	0.8894	-11.017
3093	3241	1	0.8831	-11.017
3260	3499	1	0.892	2.015
3251	3263	1	0.9472	-18.010
3119	3319	1	0.9606	-2.016
3116	3252	1	0.8938	24.000
3230	3496	1	0.9459	-0.001
3499	3500	1	0.9398	26.015
3065	3230	1	0.8646	104.049
3059	3238	1	0.9189	4.031
3434	3508	1	0.9426	-2.015
3245	3252	1	0.9773	-14.016
3220	3327	1	0.867	104.048
3116	3499	1	0.7807	-2.015
3245	3500	1	0.9791	-14.016
3272	3524	1	0.9941	0.000
3225	3477	1	0.7143	0.000
3093	3094	1	0.8818	-14.015
3241	3262	1	0.9219	-2.998
3096	3510	1	0.9722	-0.000
3241	3510	1	0.9822	0.000
3456	3486	1	0.8389	0.000
3225	3271	1	0.7427	40.130
3046	3524	1	0.8604	24.000
3116	3232	1	0.8419	-71.037
3319	3393	1	0.9584	2.015
3089	3102	1	0.9647	-2.999
3314	3319	1	0.9415	-2.015
3096	3262	1	0.9106	-2.998
3059	3503	1	0.8131	162.053
3232	3249	1	0.8578	-2.999
3093	3262	1	0.8733	-14.016
3220	3434	1	0.8635	104.047
3093	3263	1	0.9274	-0.000
3319	3327	1	0.9452	2.015
3271	3498	1	0.8958	0.000
3393	3500	1	0.8997	58.005
3094	3262	1	0.9846	-0.000
3095	3262	1	0.872	-32.025
3262	3510	1	0.92	2.998
3224	3313	1	0.9764	-0.000
3263	3522	1	0.8761	-102.033
3496	3500	1	0.8677	58.005
3046	3116	1	0.814	43.043
3059	3213	1	0.9561	0.000
3115	3500	1	0.9811	-0.000
3115	3260	1	0.8685	-28.030
3089	3253	1	0.8352	71.037
