"","Filename","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp4_1_Run44.mzML","NEG_TJGIp4_2_Run109.mzML","NEG_TJGIp4_3_Run189.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","81/218.1033mz/2.11min","1986247.5","2228749.8","2710956.0","1934724.6","2606630.5","2683187.8"
"3","82/145.0506mz/2.14min","1106338.2","1026941.06","1326368.9","940331.4","1384879.5","2010874.0"
"4","83/118.051mz/2.26min","0.0","390735.03","150826.5","4540.308","23364.129","79040.07"
"5","84/218.1044mz/2.31min","12008.028","31551.707","37827.65","11606.51","38733.746","50024.19"
"6","86/158.0822mz/2.37min","233479.2","274345.84","332609.88","224659.39","316443.7","404869.9"
"7","87/194.0458mz/2.39min","1609258.8","1813843.2","2139740.0","1680016.8","2317835.2","2455426.0"
"8","88/144.0455mz/2.4min","1157537.1","1319045.4","1455662.1","988629.7","1088288.4","1098218.9"
"9","89/188.0353mz/2.4min","1692900.9","2059580.0","2387149.5","1421687.1","1607404.8","1743266.1"
"10","90/136.0404mz/2.41min","818329.06","652536.8","773130.7","841164.2","917861.1","998841.25"
"11","91/175.0612mz/2.44min","1486586.5","1411843.0","1914304.5","1095165.4","1486220.2","1614064.4"
"12","92/139.0401mz/2.46min","592632.4","642751.44","742142.7","473785.94","687181.06","811128.25"
"13","93/172.0979mz/2.55min","30476.516","38202.93","54200.137","0.0","3726.5786","28581.334"
"14","94/228.0878mz/2.57min","753315.44","417336.62","498275.94","200235.2","233886.53","336378.34"
"15","95/121.0295mz/2.58min","638061.44","818958.6","839435.0","1220778.1","1124711.0","1113200.9"
"16","96/130.0873mz/2.58min","38307.04","164597.6","172575.66","24962.031","123015.64","105907.83"
"17","97/159.0663mz/2.61min","332953.25","320898.0","393009.72","233892.64","286595.7","310584.44"
"18","98/178.051mz/2.63min","622003.2","602802.94","712450.5","582364.75","788943.44","732010.44"
"19","99/158.0823mz/2.73min","816245.3","1053163.0","1315479.2","532714.8","845056.56","886912.75"
"20","100/136.0404mz/2.74min","66161.14","129846.07","167205.69","45815.625","111501.42","112876.305"
"21","101/107.0503mz/2.76min","595567.7","649416.2","798886.56","513569.12","618554.06","610060.44"
"22","102/151.0401mz/2.76min","427729.84","478197.75","596941.2","355457.75","452847.2","464790.84"
"23","103/131.0714mz/2.78min","4101108.8","3590300.8","4442848.0","6994653.0","6250063.0","6947533.0"
"24","104/188.0353mz/2.79min","74767.61","74520.31","97247.41","49782.707","55569.93","79026.19"
"25","105/457.1869mz/2.8min","540976.44","0.0","5248.1226","0.0","0.0","0.0"
"26","106/501.1765mz/2.82min","2235403.5","24619.193","96303.375","0.0","13252.5","0.0"
"27","107/158.0822mz/2.81min","827401.56","1078931.0","1284084.1","543759.7","792572.5","867895.9"
"28","108/159.0663mz/2.87min","627582.8","531884.5","655401.25","511624.84","670372.4","644811.6"
"29","109/426.1898mz/2.92min","140842.95","245380.86","272410.38","114707.016","194596.39","200804.12"
"30","110/185.0819mz/2.89min","56959.445","47552.36","54623.066","0.0","27861.305","24183.998"
"31","111/118.051mz/2.92min","117083.08","282126.3","32587.104","3441.8389","815915.3","160092.39"
"32","112/172.0979mz/2.91min","1627517.1","1472463.9","1040718.06","1565970.4","2014841.4","2012492.9"
"33","113/130.0873mz/2.91min","166496.08","212780.28","204167.9","117017.7","282113.03","230914.72"
"34","114/186.1135mz/2.95min","1179859.0","924461.06","1100495.5","544607.1","668515.6","806880.2"
"35","115/171.1027mz/2.96min","687633.5","507766.84","591816.1","164523.52","254926.39","206390.44"
"36","116/189.0768mz/2.97min","438997.56","370401.44","500234.94","339013.06","470015.22","457039.56"
"37","117/426.1898mz/2.97min","308615.3","378038.34","423064.12","223579.27","333797.97","370809.4"
"38","118/221.0931mz/3.02min","503060.47","284848.9","331253.44","355835.34","429324.8","430285.0"
"39","119/165.0557mz/3.03min","1189414.2","1087369.9","1387514.0","1189579.5","1519494.8","1531539.6"
"40","120/194.0458mz/3.03min","122264.27","107688.45","142449.52","83321.67","134490.2","129324.555"
"41","122/173.0819mz/3.05min","1518530.5","1581946.0","1884898.4","834878.9","1074787.0","1106138.5"
"42","123/120.0455mz/3.05min","490706.8","548120.7","624624.94","397698.72","433545.6","419210.38"
"43","124/136.0404mz/3.05min","126655.53","139687.1","166903.9","90935.914","110623.74","101630.766"
"44","125/164.0354mz/3.05min","2157244.5","2455485.5","2840776.8","1670271.8","1933092.2","1893273.6"
"45","126/351.0597mz/3.05min","98330.305","249345.89","286337.16","98579.72","151420.2","156638.9"
"46","127/243.1238mz/3.14min","34305.18","33753.207","44311.453","22133.71","27692.758","26441.47"
"47","128/188.0354mz/3.15min","87383.234","73895.51","97018.5","62602.75","71791.625","71494.1"
"48","129/159.1027mz/3.16min","41772.6","37734.777","48960.438","7474.123","7188.289","3759.4731"
"49","130/160.0404mz/3.2min","784631.44","704773.2","724018.2","720923.06","699898.9","707157.75"
"50","131/245.0932mz/3.21min","1819790.5","1527262.2","1903875.4","1392820.6","1637623.0","1627530.5"
"51","132/228.103mz/3.24min","39002.047","32261.426","37590.504","32014.748","28916.12","26960.984"
"52","134/180.0666mz/3.24min","1015917.44","889864.56","1032301.56","761400.44","970515.94","987314.75"
"53","135/178.051mz/3.25min","1665768.4","1932880.5","2263069.8","1393227.4","1709211.4","1709264.5"
"54","136/181.0704mz/3.24min","81229.24","227067.86","68778.31","73250.28","85022.13","75587.25"
"55","137/144.0455mz/3.28min","663514.8","573436.3","606194.4","652835.44","555938.4","537772.5"
"56","138/261.1343mz/3.28min","287355.78","346736.94","399631.44","83569.84","138855.48","152712.9"
"57","139/216.1241mz/3.28min","365490.12","285810.97","346175.56","189345.11","230027.47","232553.02"
