"","Filename","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp4_1_Run44.mzML","NEG_TJGIp4_2_Run109.mzML","NEG_TJGIp4_3_Run189.mzML"
"58","140/164.0354mz/3.29min","43642.35","25461.379","26209.516","30263.416","35562.586","34284.27"
"59","141/186.1135mz/3.3min","197715.27","194343.66","226866.48","52031.46","103695.195","97148.67"
"60","142/118.051mz/3.27min","52911.195","117242.11","5381.097","325545.97","46069.836","41550.19"
"61","143/138.0197mz/3.32min","2092772.8","1728120.8","1958663.0","1176538.4","1260659.9","1377377.4"
"62","144/121.0295mz/3.32min","0.0","158534.05","54215.19","7030.5356","75298.79","60894.43"
"63","145/193.0506mz/3.35min","782124.25","668515.8","722216.25","478830.38","750590.9","745130.9"
"64","146/271.1664mz/3.36min","408636.47","554522.5","447603.97","523556.8","581080.7","389125.06"
"65","148/261.1344mz/3.36min","1764719.9","2150559.0","2504456.5","583468.3","847585.4","885417.6"
"66","150/314.1035mz/3.37min","63866.51","55715.266","58925.77","59478.43","46939.305","48118.285"
"67","151/189.1131mz/3.43min","239161.83","223227.1","252516.97","238623.14","202304.3","246789.16"
"68","152/125.0971mz/3.45min","1031570.2","917931.3","1027148.06","335020.56","401398.1","444545.6"
"69","153/209.0795mz/3.45min","1446741.8","1565304.4","1710789.1","632062.9","852577.56","962920.56"
"70","154/187.0976mz/3.45min","29062086.0","26374946.0","30158918.0","10365543.0","12703040.0","13979780.0"
"71","155/257.103mz/3.45min","906718.8","811688.1","1030088.5","171415.75","261757.64","320501.3"
"72","157/145.087mz/3.45min","278626.1","250044.22","255005.42","472815.25","399390.88","431289.4"
"73","158/213.1132mz/3.45min","170086.55","147835.2","142121.6","14241.125","30877.402","36434.07"
"74","159/313.1881mz/3.47min","485710.5","496480.34","607169.6","157865.77","242618.72","263479.88"
"75","160/228.103mz/3.47min","2976978.5","2752322.8","2778229.8","3197733.5","2808403.5","2819461.8"
"76","161/191.0746mz/3.47min","166395.66","144099.77","182464.17","119816.38","142615.58","145888.83"
"77","162/173.082mz/3.52min","27701.596","27141.674","30011.0","18173.639","26429.822","23381.66"
"78","163/145.087mz/3.54min","457289.84","414957.6","438688.62","486191.66","503405.06","504600.34"
"79","164/222.0773mz/3.57min","376353.28","372393.34","429230.84","290237.28","322900.7","300640.53"
"80","165/243.1238mz/3.57min","1434981.1","1492608.0","1771047.0","588313.6","694237.6","686725.56"
"81","166/271.1664mz/3.6min","1039833.4","972125.9","1134186.9","444212.22","531444.9","549263.2"
"82","167/185.082mz/3.61min","3504.025","0.0","28822.574","33858.74","0.0","0.0"
"83","168/211.134mz/3.6min","41913.113","35089.12","44577.61","0.0","3773.4136","8556.382"
"84","169/191.0748mz/3.61min","648927.94","542563.0","645950.06","545550.9","558737.0","541791.0"
"85","173/285.182mz/3.69min","3884577.8","3473514.2","4016421.5","3530738.5","3669993.2","3658504.5"
"86","174/571.3712mz/3.69min","27117.176","33756.527","44337.03","23246.793","42306.043","36065.176"
"87","175/155.1078mz/3.69min","4763099.5","4346834.0","4934247.0","3406195.5","4062856.2","3977772.2"
"88","176/199.0976mz/3.69min","13125033.0","12379448.0","14004434.0","9503375.0","11285792.0","11386985.0"
"89","177/221.0795mz/3.69min","829408.2","974040.3","1090322.9","664570.3","852439.06","944681.75"
"90","178/621.3353mz/3.71min","146460.92","80647.77","97964.55","695773.5","780301.5","672575.2"
"91","179/228.0666mz/3.71min","613693.8","645275.2","671936.56","527082.7","466325.94","452478.47"
"92","180/495.259mz/3.77min","428001.22","62440.375","48328.773","527631.44","299817.38","201061.58"
"93","181/228.0877mz/3.74min","80654.64","47076.465","63414.37","0.0","0.0","8058.254"
"94","182/300.1452mz/3.75min","481667.6","317503.25","373543.38","100113.36","144933.11","157896.28"
"95","183/919.5724mz/3.77min","129600.44","10990.8955","0.0","297651.72","340019.66","279141.53"
"96","184/171.1027mz/3.76min","4903347.0","4289793.0","5039851.5","1702606.6","2051269.8","2087385.1"
"97","185/189.1133mz/3.76min","575483.94","528798.7","621423.2","198896.25","236984.9","249869.34"
"98","186/459.2826mz/3.77min","9106985.0","3894287.8","4279734.0","12474087.0","13593735.0","13023601.0"
"99","187/527.2697mz/3.77min","213705.28","134375.94","149821.53","359639.78","467985.94","524551.6"
"100","188/517.1715mz/3.79min","105320.695","106506.625","129157.53","132289.23","150442.6","148543.25"
