"MetaboAnalyst_ID","NEG_TJGI15pt3_EV_alcA.Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA.Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA.Control_3_Run204.mzML","NEG_TJGIp4_1_Run44.mzML","NEG_TJGIp4_2_Run109.mzML","NEG_TJGIp4_3_Run189.mzML","shared_name"
"81/218.1033mz/2.11min",3.0576633862134,3.07113570916438,3.18062441852565,3.00519868672296,3.11195700165809,3.11983714284787,"81"
"82/145.0506mz/2.14min",2.80351793091173,2.73461991075495,2.87016628003851,2.69186047183276,2.83728951578411,2.99457093114344,"82"
"87/194.0458mz/2.39min",2.96625591535067,2.98167413319498,3.07786295509804,2.94389315766394,3.06096008310167,3.08131292244225,"87"
"88/144.0455mz/2.4min",2.82316494218239,2.84333413580424,2.91056252453525,2.71361318648395,2.7326215294303,2.73187498605171,"88"
"89/188.0353mz/2.4min",2.98826155852913,3.03685305783041,3.12538156810711,2.8713835558361,2.90200279003362,2.9325497571656,"89"
"90/136.0404mz/2.41min",2.67255799686519,2.53767940161784,2.6357548690639,2.64346031422659,2.65865449384892,2.69068254209799,"90"
"91/175.0612mz/2.44min",2.93182020725395,2.87286079697882,3.02951296997213,2.75805924770061,2.86796068892035,2.8991069311176,"91"
"92/139.0401mz/2.46min",2.5324154146921,2.53111745107752,2.61798937015821,2.39416170309915,2.53294871090797,2.60027560012825,"92"
"94/228.0878mz/2.57min",2.63660689195112,2.3435608884061,2.44497186809389,2.02011996829114,2.06488274736222,2.21801409903941,"94"
"95/121.0295mz/2.58min",2.56449252299429,2.63633634029281,2.67148902314139,2.80521626284348,2.74691847201723,2.73775962131404,"95"
"98/178.051mz/2.63min",2.55342264235782,2.50324975470137,2.60025664588398,2.48377461366121,2.59292339907372,2.55570334804226,"98"
"99/158.0823mz/2.73min",2.67145071660922,2.74556998516844,2.86658593535412,2.44507429684105,2.62276330702678,2.63906697096847,"99"
"101/107.0503mz/2.76min",2.53456115963982,2.53559751087365,2.64998706505849,2.42917843681481,2.48725519192175,2.47655893697775,"101"
"102/151.0401mz/2.76min",2.39079957355689,2.40268192186794,2.5234335048582,2.26936752343257,2.35182921785932,2.35844363466956,"102"
"103/131.0714mz/2.78min",3.37253131358025,3.27820522775741,3.39516340493527,3.56334570719467,3.49176192401573,3.53301669049785,"103"
"107/158.0822mz/2.81min",2.67734635839358,2.75606806368655,2.8560954182475,2.45398655147734,2.59491652915103,2.62965370949442,"107"
"108/159.0663mz/2.87min",2.55730105582696,2.44889172763872,2.56400921575471,2.42753115617345,2.52219365552527,2.50061891494192,"108"
"112/172.0979mz/2.91min",2.97115558297397,2.89111904815914,2.76483504105417,2.91336308179295,3.00011839505199,2.99492042915932,"112"
"114/186.1135mz/2.95min",2.83146013246647,2.68896301491303,2.78909022094098,2.45466283306945,2.5209890760422,2.59799513131201,"114"
"115/171.1027mz/2.96min",2.5969870496196,2.42873872894406,2.51968872628937,1.93480753968547,2.10229233150433,2.00587565925178,"115"
"116/189.0768mz/2.97min",2.40209213057138,2.29174706100875,2.44667597366437,2.24879596530551,2.36798945236783,2.35113986720542,"116"
"117/426.1898mz/2.97min",2.24904747882628,2.30061024196367,2.37390814594441,2.06801107432924,2.21936122397348,2.26033681028653,"117"
"118/221.0931mz/3.02min",2.46125021602232,2.17768894316365,2.26766234970215,2.26982861399806,2.32866350756966,2.32494228109462,"118"
"119/165.0557mz/3.03min",2.83496314185165,2.75945169911502,2.88973932364811,2.7939730045395,2.8775767473581,2.87631430292019,"119"
"122/173.0819mz/3.05min",2.94105354191795,2.92226604672456,3.02278989550959,2.64020301863999,2.72719993417979,2.73499558108005,"122"
"123/120.0455mz/3.05min",2.45045210014071,2.46195059680977,2.54312127122051,2.31813372849497,2.33291231422828,2.31361810225007,"123"
"125/164.0354mz/3.05min",3.09352939301995,3.11321176584269,3.20093906219346,2.94136668179009,2.98213009756795,2.9683994513955,"125"
"130/160.0404mz/3.2min",2.65429572927859,2.57112377368444,2.60725143367581,2.57646845103695,2.54091284081134,2.54070237837772,"130"
"131/245.0932mz/3.21min",3.01965141615727,2.90698799506543,3.0271404721004,2.86247471450576,2.91009145840557,2.90271520836398,"131"
"134/180.0666mz/3.24min",2.76648843866304,2.67239830312839,2.76130853358586,2.60019265698724,2.68288020218966,2.68564169783832,"134"
"135/178.051mz/3.25min",2.98124464182145,3.00927939665566,3.10219989882937,2.86260154002803,2.92867330992662,2.9239953451191,"135"
"137/144.0455mz/3.28min",2.58148063770625,2.48155957445761,2.53011387059479,2.53338325638721,2.44090420320141,2.4217846636771,"137"
"143/138.0197mz/3.32min",3.08035210472387,2.96064848948587,3.03946166910775,2.78918563945357,2.79647546795515,2.83023902521923,"143"
"145/193.0506mz/3.35min",2.65290577458955,2.54818606874197,2.60616920617898,2.39876123151507,2.57128082456355,2.56341864658986,"145"
"146/271.1664mz/3.36min",2.37096714838789,2.46699356562925,2.39839588112322,2.4375433388884,2.46011398128043,2.28127527569697,"146"
"148/261.1344mz/3.36min",3.00630580571933,3.05562575376285,3.1462154424986,2.48459679967862,2.62406099678956,2.63833422320843,"148"
"152/125.0971mz/3.45min",2.77312881058916,2.68588457118314,2.75913500017272,2.24365099650985,2.29945284406482,2.3391023904395,"152"
"153/209.0795mz/3.45min",2.92002105219648,2.91767319805665,2.98069842430633,2.51933983326173,2.62661142732689,2.67477653238559,"153"
"154/187.0976mz/3.45min",4.22295680613985,4.14426597101154,4.22691770609177,3.7341715904688,3.79978519461728,3.83668640915177,"154"
"155/257.103mz/3.45min",2.71710264345771,2.63246357135231,2.76037648864222,1.95263026906799,2.11377690159451,2.19701587181618,"155"
"157/145.087mz/3.45min",2.20465182267191,2.12109121773892,2.15405136598695,2.39327101025077,2.29727567528061,2.32595485893014,"157"
"159/313.1881mz/3.47min",2.44600751595493,2.41897644904715,2.53081196954642,1.91686752042044,2.08080184334794,2.11193353538935,"159"
"160/228.103mz/3.47min",3.23340572072526,3.16277375973095,3.19127011503057,3.2234217996125,3.14433703465484,3.14135228708415,"160"
"163/145.087mz/3.54min",2.41982157644932,2.34107811720061,2.38965831990523,2.40538703929438,2.39779510723108,2.39413361269317,"163"
"164/222.0773mz/3.57min",2.33522573012976,2.29407629989042,2.38019286967816,2.18133273275314,2.20494651955793,2.16923360534687,"164"
"165/243.1238mz/3.57min",2.91647620375398,2.89702015704425,2.99573203637696,2.48818842203705,2.53738566129169,2.52796928528484,"165"
"166/271.1664mz/3.6min",2.77659378592695,2.71079690630885,2.80218657671472,2.36617003635837,2.42133577420427,2.43096657638595,"166"
"169/191.0748mz/3.61min",2.57182649667698,2.45752456693689,2.55770089334186,2.45541481073141,2.44308496198239,2.42501786010157,"169"
"173/285.182mz/3.69min",3.34897384645026,3.26384347055286,3.35134123285271,3.26644508615394,3.26054278858995,3.25448966577362,"173"
"175/155.1078mz/3.69min",3.43751967647172,3.36124744725736,3.44072283538526,3.25084910376615,3.30470898027797,3.29082598043336,"175"
"176/199.0976mz/3.69min",3.87773042656332,3.81577567179061,3.89376751080125,3.69645739960195,3.7484095708485,3.74759482074504,"176"
