"","FC","log2(FC)","raw.pval","-log10(p)"
"1768/527.3953mz/8.17min",0.11828,-3.0797,0.00013209,3.8791
"1244/297.2434mz/7.44min",0.47511,-1.0737,0.00016698,3.7773
"1230/491.3014mz/7.41min",0.40252,-1.3129,0.0002308,3.6368
"165/243.1238mz/3.57min",0.38003,-1.3958,0.00024283,3.6147
"185/189.1133mz/3.76min",0.35958,-1.4756,0.00024455,3.6116
"1043/457.296mz/6.94min",0.39361,-1.3452,0.00025248,3.5978
"184/171.1027mz/3.76min",0.3712,-1.4297,0.00032484,3.4883
"152/125.0971mz/3.45min",0.35875,-1.479,0.00032594,3.4869
"242/301.1656mz/4.15min",0.36435,-1.4566,0.00033001,3.4815
"166/271.1664mz/3.6min",0.43874,-1.1886,0.00045903,3.3382
"154/187.0976mz/3.45min",0.39136,-1.3534,0.000536,3.2708
"254/249.1108mz/4.34min",0.4735,-1.0786,0.0005832,3.2342
"292/211.134mz/4.61min",0.3776,-1.4051,0.00062342,3.2052
"178/621.3353mz/3.71min",5.956,2.5743,0.0008703,3.0603
"256/227.129mz/4.34min",0.42036,-1.2503,0.0013668,2.8643
"1807/786.5736mz/8.34min",0.29981,-1.7379,0.0013851,2.8585
"148/261.1344mz/3.36min",0.32685,-1.6133,0.0015909,2.7984
"155/257.103mz/3.45min",0.24702,-2.0173,0.0016072,2.7939
"115/171.1027mz/2.96min",0.31568,-1.6635,0.0018821,2.7254
"1222/457.2962mz/7.4min",0.20178,-2.3092,0.002172,2.6631
"257/183.1391mz/4.34min",0.40247,-1.3131,0.0022282,2.6521
"1299/459.3116mz/7.45min",0.43535,-1.1998,0.0026481,2.5771
"1646/669.4583mz/8.1min",0.12962,-2.9477,0.0026942,2.5696
"153/209.0795mz/3.45min",0.46902,-1.0923,0.0027248,2.5647
"324/458.2872mz/4.73min",0.4617,-1.115,0.0032397,2.4895
"1647/539.3953mz/8.1min",0.21467,-2.2198,0.0032442,2.4889
"441/571.3712mz/5.16min",0.4861,-1.0407,0.0032467,2.4886
"323/459.2907mz/4.73min",0.43035,-1.2164,0.0033641,2.4731
"159/313.1881mz/3.47min",0.37727,-1.4063,0.0034604,2.4609
"602/599.4024mz/5.72min",0.40699,-1.2969,0.0036912,2.4328
"280/431.2286mz/4.6min",0.17992,-2.4746,0.0039613,2.4022
"1979/699.4959mz/10.21min",2.8624,1.5172,0.003989,2.3991
"382/415.2338mz/4.95min",0.32446,-1.6239,0.0041371,2.3833
"1603/771.3907mz/8.02min",5.3756,2.4264,0.0042263,2.374
"1333/523.3637mz/7.61min",0.44261,-1.1759,0.0042764,2.3689
"746/622.4186mz/6.07min",2.0784,1.0554,0.0043228,2.3642
"571/500.3343mz/5.6min",0.45129,-1.1479,0.0046611,2.3315
"1308/441.3009mz/7.48min",0.48338,-1.0488,0.0047884,2.3198
"1070/315.2539mz/7.0min",0.36544,-1.4523,0.0056817,2.2455
"524/941.6541mz/5.4min",0.35586,-1.4906,0.0057698,2.2388
"764/463.3067mz/6.12min",0.39066,-1.356,0.0060757,2.2164
"1546/499.3639mz/7.81min",0.26497,-1.9161,0.0073169,2.1357
"1668/673.4096mz/8.13min",0.43096,-1.2144,0.0078,2.1079
"1341/399.1843mz/7.63min",0.3443,-1.5383,0.0078986,2.1024
"268/375.2178mz/4.45min",0.37507,-1.4148,0.0084898,2.0711
"1741/144.9234mz/8.14min",0.23042,-2.1176,0.0097112,2.0127
"1739/771.3102mz/8.14min",0.3891,-1.3618,0.010465,1.9803
"1616/814.4345mz/8.0min",7.9248,2.9864,0.013069,1.8838
"1336/487.3066mz/7.62min",0.46229,-1.1131,0.013632,1.8654
"1345/299.259mz/7.64min",0.49233,-1.0223,0.015758,1.8025
"400/472.3027mz/5.02min",0.48211,-1.0526,0.016352,1.7864
"428/442.2922mz/5.1min",0.47489,-1.0743,0.016524,1.7819
"1529/535.3406mz/7.79min",0.26791,-1.9002,0.017522,1.7564
"429/387.2501mz/5.11min",0.49121,-1.0256,0.018565,1.7313
"747/658.3966mz/6.07min",2.8707,1.5214,0.019727,1.7049
"1491/560.3379mz/7.71min",0.46822,-1.0947,0.019769,1.704
"1565/563.3949mz/7.9min",0.44635,-1.1638,0.020531,1.6876
"627/585.3283mz/5.78min",0.3746,-1.4166,0.021467,1.6682
"1425/671.466mz/7.68min",2.9406,1.5561,0.021801,1.6615
"224/487.2773mz/4.12min",2.2922,1.1967,0.023094,1.6365
"1514/612.4116mz/7.76min",0.1996,-2.3248,0.023268,1.6332
"94/228.0878mz/2.57min",0.4141,-1.272,0.023358,1.6316
"1559/569.3695mz/7.85min",0.30319,-1.7217,0.023867,1.6222
"1776/814.5686mz/8.18min",0.42153,-1.2463,0.024271,1.6149
"1655/739.4633mz/8.12min",0.30595,-1.7086,0.02483,1.605
"1012/826.5606mz/6.87min",5.786,2.5326,0.027308,1.5637
"1789/786.5733mz/8.29min",0.43192,-1.2112,0.02742,1.5619
"1654/99.9258mz/8.14min",0.18488,-2.4353,0.028202,1.5497
"1709/769.3131mz/8.14min",0.40604,-1.3003,0.029127,1.5357
"1151/489.322mz/7.26min",0.43357,-1.2057,0.029452,1.5309
"1759/784.5577mz/8.15min",0.29305,-1.7708,0.030273,1.5189
"1008/542.3486mz/6.85min",0.34253,-1.5457,0.033625,1.4733
"1684/767.3163mz/8.14min",0.32551,-1.6192,0.034941,1.4567
"1727/714.5087mz/8.14min",7.8519,2.973,0.034943,1.4566
"790/569.3331mz/6.19min",0.46382,-1.1084,0.037006,1.4317
"525/601.323mz/5.41min",0.36891,-1.4387,0.039279,1.4058
"1671/771.3909mz/8.13min",4.65,2.2172,0.039648,1.4018
"200/515.3087mz/3.88min",2.5856,1.3705,0.041017,1.387
"1347/771.3906mz/7.67min",10.739,3.4248,0.041057,1.3866
"1539/433.3319mz/7.8min",0.46793,-1.0957,0.045616,1.3409
"1744/132.9234mz/8.14min",0.33684,-1.5699,0.0477,1.3215
"1275/487.3063mz/7.45min",0.44243,-1.1765,0.048747,1.312
