"","filter","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp4_1_Run44.mzML","NEG_TJGIp4_2_Run109.mzML","NEG_TJGIp4_3_Run189.mzML"
"113/130.0873mz/2.91min",208474.09,166496.08,212780.28,204167.9,117017.7,282113.03,230914.72
"114/186.1135mz/2.95min",865670.63,1179859,924461.06,1100495.5,544607.1,668515.6,806880.2
"115/171.1027mz/2.96min",381346.615,687633.5,507766.84,591816.1,164523.52,254926.39,206390.44
"116/189.0768mz/2.97min",448018.56,438997.56,370401.44,500234.94,339013.06,470015.22,457039.56
"117/426.1898mz/2.97min",352303.685,308615.3,378038.34,423064.12,223579.27,333797.97,370809.4
"118/221.0931mz/3.02min",392580.07,503060.47,284848.9,331253.44,355835.34,429324.8,430285
"119/165.0557mz/3.03min",1288546.75,1189414.2,1087369.9,1387514,1189579.5,1519494.8,1531539.6
"120/194.0458mz/3.03min",125794.4125,122264.27,107688.45,142449.52,83321.67,134490.2,129324.555
"122/173.0819mz/3.05min",1312334.5,1518530.5,1581946,1884898.4,834878.9,1074787,1106138.5
"123/120.0455mz/3.05min",462126.2,490706.8,548120.7,624624.94,397698.72,433545.6,419210.38
"124/136.0404mz/3.05min",118639.635,126655.53,139687.1,166903.9,90935.914,110623.74,101630.766
"125/164.0354mz/3.05min",2045168.35,2157244.5,2455485.5,2840776.8,1670271.8,1933092.2,1893273.6
"126/351.0597mz/3.05min",154029.55,98330.305,249345.89,286337.16,98579.72,151420.2,156638.9
"127/243.1238mz/3.14min",30722.9825,34305.18,33753.207,44311.453,22133.71,27692.758,26441.47
"128/188.0354mz/3.15min",72843.5675,87383.234,73895.51,97018.5,62602.75,71791.625,71494.1
"129/159.1027mz/3.16min",22604.45,41772.6,37734.777,48960.438,7474.123,7188.289,3759.4731
"130/160.0404mz/3.2min",714040.405,784631.44,704773.2,724018.2,720923.06,699898.9,707157.75
"131/245.0932mz/3.21min",1632576.75,1819790.5,1527262.2,1903875.4,1392820.6,1637623,1627530.5
"132/228.103mz/3.24min",32138.087,39002.047,32261.426,37590.504,32014.748,28916.12,26960.984
"134/180.0666mz/3.24min",978915.345,1015917.44,889864.56,1032301.56,761400.44,970515.94,987314.75
"135/178.051mz/3.25min",1709237.95,1665768.4,1932880.5,2263069.8,1393227.4,1709211.4,1709264.5
"136/181.0704mz/3.24min",78408.245,81229.24,227067.86,68778.31,73250.28,85022.13,75587.25
"137/144.0455mz/3.28min",589815.35,663514.8,573436.3,606194.4,652835.44,555938.4,537772.5
"138/261.1343mz/3.28min",220034.34,287355.78,346736.94,399631.44,83569.84,138855.48,152712.9
"139/216.1241mz/3.28min",259181.995,365490.12,285810.97,346175.56,189345.11,230027.47,232553.02
"140/164.0354mz/3.29min",32273.843,43642.35,25461.379,26209.516,30263.416,35562.586,34284.27
"141/186.1135mz/3.3min",149019.4275,197715.27,194343.66,226866.48,52031.46,103695.195,97148.67
"142/118.051mz/3.27min",49490.5155,52911.195,117242.11,5381.097,325545.97,46069.836,41550.19
"143/138.0197mz/3.32min",1552749.1,2092772.8,1728120.8,1958663,1176538.4,1260659.9,1377377.4
"144/121.0295mz/3.32min",57554.81,1406.10712,158534.05,54215.19,7030.5356,75298.79,60894.43
"145/193.0506mz/3.35min",733673.575,782124.25,668515.8,722216.25,478830.38,750590.9,745130.9
"146/271.1664mz/3.36min",485580.385,408636.47,554522.5,447603.97,523556.8,581080.7,389125.06
"148/261.1344mz/3.36min",1325068.75,1764719.9,2150559,2504456.5,583468.3,847585.4,885417.6
"150/314.1035mz/3.37min",57320.518,63866.51,55715.266,58925.77,59478.43,46939.305,48118.285
"151/189.1131mz/3.43min",238892.485,239161.83,223227.1,252516.97,238623.14,202304.3,246789.16
"152/125.0971mz/3.45min",681238.45,1031570.2,917931.3,1027148.06,335020.56,401398.1,444545.6
"153/209.0795mz/3.45min",1204831.18,1446741.8,1565304.4,1710789.1,632062.9,852577.56,962920.56
"154/187.0976mz/3.45min",20177363,29062086,26374946,30158918,10365543,12703040,13979780
"155/257.103mz/3.45min",566094.7,906718.8,811688.1,1030088.5,171415.75,261757.64,320501.3
"157/145.087mz/3.45min",339008.49,278626.1,250044.22,255005.42,472815.25,399390.88,431289.4
"158/213.1132mz/3.45min",89277.835,170086.55,147835.2,142121.6,14241.125,30877.402,36434.07
"159/313.1881mz/3.47min",374595.19,485710.5,496480.34,607169.6,157865.77,242618.72,263479.88
"160/228.103mz/3.47min",2813932.65,2976978.5,2752322.8,2778229.8,3197733.5,2808403.5,2819461.8
"161/191.0746mz/3.47min",144994.3,166395.66,144099.77,182464.17,119816.38,142615.58,145888.83
"162/173.082mz/3.52min",26785.748,27701.596,27141.674,30011,18173.639,26429.822,23381.66
"163/145.087mz/3.54min",471740.75,457289.84,414957.6,438688.62,486191.66,503405.06,504600.34
"164/222.0773mz/3.57min",347647.02,376353.28,372393.34,429230.84,290237.28,322900.7,300640.53
"165/243.1238mz/3.57min",1064609.35,1434981.1,1492608,1771047,588313.6,694237.6,686725.56
"166/271.1664mz/3.6min",760694.55,1039833.4,972125.9,1134186.9,444212.22,531444.9,549263.2
"167/185.082mz/3.61min",2102.415,3504.025,700.805,28822.574,33858.74,700.805,700.805
"168/211.134mz/3.6min",21822.751,41913.113,35089.12,44577.61,754.68272,3773.4136,8556.382
"169/191.0748mz/3.61min",552143.95,648927.94,542563,645950.06,545550.9,558737,541791
"173/285.182mz/3.69min",3664248.85,3884577.8,3473514.2,4016421.5,3530738.5,3669993.2,3658504.5
"174/571.3712mz/3.69min",34910.8515,27117.176,33756.527,44337.03,23246.793,42306.043,36065.176
"175/155.1078mz/3.69min",4204845.1,4763099.5,4346834,4934247,3406195.5,4062856.2,3977772.2
"176/199.0976mz/3.69min",11883216.5,13125033,12379448,14004434,9503375,11285792,11386985
"177/221.0795mz/3.69min",898560.405,829408.2,974040.3,1090322.9,664570.3,852439.06,944681.75
"178/621.3353mz/3.71min",409518.06,146460.92,80647.77,97964.55,695773.5,780301.5,672575.2
"179/228.0666mz/3.71min",570388.25,613693.8,645275.2,671936.56,527082.7,466325.94,452478.47
"180/495.259mz/3.77min",250439.48,428001.22,62440.375,48328.773,527631.44,299817.38,201061.58
"181/228.0877mz/3.74min",27567.3595,80654.64,47076.465,63414.37,1611.6508,1611.6508,8058.254
"182/300.1452mz/3.75min",237699.765,481667.6,317503.25,373543.38,100113.36,144933.11,157896.28
"183/919.5724mz/3.77min",204370.985,129600.44,10990.8955,2198.1791,297651.72,340019.66,279141.53
"184/171.1027mz/3.76min",3188589.05,4903347,4289793,5039851.5,1702606.6,2051269.8,2087385.1
"185/189.1133mz/3.76min",389334.02,575483.94,528798.7,621423.2,198896.25,236984.9,249869.34
"186/459.2826mz/3.77min",10790536,9106985,3894287.8,4279734,12474087,13593735,13023601
"187/527.2697mz/3.77min",286672.53,213705.28,134375.94,149821.53,359639.78,467985.94,524551.6
"188/517.1715mz/3.79min",130723.38,105320.695,106506.625,129157.53,132289.23,150442.6,148543.25
"189/159.1027mz/3.79min",96134.8425,102183.6,88367.805,98328.49,99612.47,93941.195,90489.98
"190/185.1183mz/3.79min",183013.645,494974.9,175207.3,192640.81,126167.45,184764.12,181263.17
"191/507.1427mz/3.79min",30376.2275,58745.457,34694.16,26058.295,54672.418,25343.607,6961.9097
"193/236.0962mz/3.81min",883136.27,2338922.5,831779.3,988463,909771.94,856500.6,826457.06
"194/443.2876mz/3.83min",539742,552096.4,168305.3,197430,527387.6,694025.7,711429.44
"195/300.1452mz/3.79min",150104.68,235862.69,143786.39,178913.4,98014.5,144933.11,155276.25
"196/201.1133mz/3.83min",687645.48,969485.75,679573.2,793442.44,586341,686635.06,688655.9
"197/185.082mz/3.84min",1821654.4,2616839,1748301.2,2973421.8,615684.2,1701232,1895007.6
"198/227.129mz/3.84min",54691.811,102636.914,71861.54,97553.11,34093.15,30771.656,37522.082
"199/141.0922mz/3.84min",306688.98,427377.22,290028.8,475304.78,92195.38,285444,323349.16
"200/515.3087mz/3.88min",536232.79,465652.38,179850.08,279319.53,606813.2,965030.3,1110304.5
"201/554.2374mz/3.88min",414392.15,269177.44,373511,455273.3,190962.9,489854.84,587694.3
"202/179.0715mz/3.92min",711536.02,716074.1,429643.3,466017.78,706997.94,759085.44,756830.25
"203/596.2846mz/3.92min",1835198,1264771,1840358.5,2192448.5,862489.56,1830037.5,2168171.8
"204/243.1239mz/3.95min",30339.2412,66462.04,50565.402,73548.336,10113.0804,10113.0804,10113.0804
"205/213.0155mz/3.93min",516121.31,396815.78,520923.84,511318.78,489536.4,643323,659204.5
"206/347.2229mz/3.94min",29246.219,41210.28,40164.86,56692.133,3665.5156,3665.5156,18327.578
"207/199.0977mz/3.88min",55015.5,50479.78,63318.934,46922.586,59551.22,70427.86,47009.27
"208/141.0922mz/3.95min",359901.615,500321.72,378023.53,581102.06,74364.414,341779.7,333243.84
"209/245.0457mz/3.96min",142467.47,143889.64,121498.36,141045.3,132200.7,159280.52,167936.39
"210/187.0977mz/3.98min",247965.65,268294.97,296318.4,414953.16,162237.25,227636.33,225473.52
"211/225.1134mz/4.01min",443449.9,532665.6,382943.6,517241.3,265755.7,220697.94,503956.2
"212/285.1821mz/4.0min",35856.828,46399.98,26587.322,45637.324,24535.8,37664.586,34049.07
"213/171.1028mz/4.01min",309406.32,310986.44,331850.25,366447.03,299045.94,307826.2,301230.4
"214/511.195mz/4.02min",534784.05,395092.34,571413.5,699296.94,265987.3,498154.6,585251.25
"216/165.0558mz/4.05min",730863.155,654029.56,428277,477008.9,847386.2,840074.8,807696.75
"219/185.1184mz/4.08min",31322.6335,32932.31,71465.45,39041.465,16494.168,29712.957,20071.916
"220/538.2425mz/4.07min",483087.795,334508.44,421646.84,544528.75,279060.2,566638.8,605604.1
"221/159.1027mz/4.07min",656956.5,608523.6,279341.88,329583.47,706757.3,709041.4,705389.4
"222/301.1657mz/4.09min",123422.443,121831.05,125013.836,137873.92,276645.78,52734.137,50611.6
"223/229.054mz/4.1min",234265.495,243864.83,224666.16,258846.3,338790.78,221851.55,219892.28
"224/487.2773mz/4.12min",850797.28,657349.56,314723.53,357771.5,1044245,1176908.9,1171993.6
"225/580.2894mz/4.12min",3010701.6,2192013.5,2937334.2,3360322.5,1829315.5,3084069,3303694.2
"226/598.2999mz/4.12min",484445.065,336747.16,476405.03,553502.8,284239.75,492485.1,539242.9
"227/210.0925mz/4.12min",702661.175,844520.7,682580.9,710000.25,779057.5,695322.1,625809.25
"229/225.1133mz/4.08min",207711.62,244703.75,185055.5,203617.12,186506.86,232493.03,211806.12
"230/473.1817mz/4.13min",2726905.5,2290079.8,2972359.5,3154496.5,2356482.2,2711217,2742594
"231/519.1871mz/4.13min",2513898.5,2154340.2,2642329.2,3060514.2,2257125.8,2464704.2,2563092.8
"232/509.1583mz/4.13min",1436628.45,2152085.8,1494223.1,1350102.8,2081427.9,1379033.8,1185834
"234/536.1772mz/4.13min",357690.59,569723.06,360900.84,322806.84,598978.06,354480.34,276977.12
"235/213.1133mz/4.14min",289490.25,381872.06,277356.2,323274.84,274016.34,287276.72,291703.78
"236/441.1918mz/4.15min",315519.81,259134.75,293074.84,337964.78,281847.6,362465.84,379257.84
"237/477.1685mz/4.15min",187080.345,321068.66,161372.3,144297.11,317893.1,202246.05,171914.64
"238/487.1974mz/4.15min",321381.955,265655.06,297596.12,344969.97,297793.94,370644.88,391973.56
"239/401.1605mz/4.15min",56873.595,57799.2,52492.41,66253.01,55947.99,55717.348,62291.297
"240/300.0877mz/4.15min",199663.51,203717.66,159821.38,179804.25,195609.36,226914.8,224797.84
"242/301.1656mz/4.15min",636580.575,855571.9,944291.94,1095925.5,335247.2,417589.25,410590.2
"244/185.1183mz/4.17min",187760.72,209916.06,194370.27,226046.14,157967.44,181151.17,175614.12
"245/169.0871mz/4.18min",83053.235,64847.438,80147.15,113005.31,74016.53,85959.32,86443.2
"246/215.1289mz/4.18min",1313939.45,1571599,1447529.8,1685367.9,1042024.06,1163382.8,1180349.1
"248/309.1709mz/4.23min",95331.2,96844.67,79019.33,96977.875,82997.74,93817.73,99085.68
"249/441.1919mz/4.25min",146669.18,145434.58,122521.586,147903.78,107704.29,171396.69,172013
"250/495.2002mz/4.26min",957212.25,777750.94,995181.56,1226627.9,600492.2,919242.94,1000104.9
"251/199.0977mz/4.29min",124097.66,192618.22,126639.82,272795.72,88411.375,121555.5,115946.06
"252/309.1709mz/4.31min",46008.393,51647.89,39682.992,53752.1,42571.184,48993.688,43023.098
"254/249.1108mz/4.34min",388204.68,536813.6,478491.66,527548.4,239278.36,270067.56,297917.7
"255/314.1035mz/4.33min",337626.34,390010.94,365100.84,403876.97,208078.05,310151.84,302810.25
"256/227.129mz/4.34min",6761315.75,11585338,8679697,9936785,4487360,4709618.5,4842934.5
"257/183.1391mz/4.34min",895105.675,1661678.4,1162101.6,1321953.6,599031.44,619103.94,628109.75
"259/610.2999mz/4.35min",849803.3,657115.7,849019.4,994371.6,570287.8,850587.2,927601.4
"260/242.1762mz/4.36min",430367.61,444113.44,336911.6,416621.78,274765.44,530593.5,501331.25
"261/373.1657mz/4.36min",54689.9825,64161.312,57641.438,70942.03,51738.527,46819.754,46425.074
"262/636.3158mz/4.39min",393430.98,333641.38,390551.8,440364.6,259863.78,396310.16,401683.25
"263/169.0871mz/4.41min",312452.75,311056.72,344044.34,381731.75,313848.78,296853.78,298899.6
"264/201.1133mz/4.4min",17241.812,26279.498,17169.71,23755.1,16869.135,17313.914,16525.844
"266/457.1872mz/4.44min",78160.8875,144823.02,80735.65,189170.4,62769.203,74623.086,75586.125
"267/359.2189mz/4.44min",612701.65,1221400.4,654921.2,801267.7,518292.62,566141.2,570482.1
"268/375.2178mz/4.45min",588500.265,775494.94,708184.75,871830.25,231181.47,280534.3,468815.78
"269/441.1919mz/4.45min",678031.5,648908.25,631233.9,707154.75,554434.3,767534.4,804894.75
"270/477.1686mz/4.45min",481628.09,906369.44,415969.25,399712.16,703135.56,513395.56,449860.62
"271/487.1974mz/4.45min",533538.34,503212.78,492620.44,563863.9,426526.72,616681.6,641483.7
"272/504.1874mz/4.45min",72571.487,151909.84,58431.01,49822.29,131987.33,80086.81,65056.164
"273/401.1607mz/4.45min",54076.4115,72626.34,43164.473,53782.703,43875.055,56137.906,54370.12
"274/417.1557mz/4.48min",50607.17,80683.484,47392.152,53822.188,72001.42,39947.594,38766.957
"275/523.2562mz/4.48min",1718857.6,1679296.2,1431829.2,1631946.8,1758419,1840579.5,1967208.1
"276/373.1658mz/4.49min",116536.912,180388.38,130881.16,163887.38,90733.055,102192.664,99058.445
"277/237.0921mz/4.52min",607726.94,646440.3,406936.38,460386.12,603468.94,611984.94,620425.44
"278/479.2052mz/4.55min",434340.295,266701.84,460268.34,515929.1,316491.94,429325.34,439355.25
"279/517.1714mz/4.54min",169365.46,116700.89,176410.61,211376.62,123307.31,166026.02,172704.9
"280/431.2286mz/4.6min",624079.96,875095.8,1462930,1728554.2,165869.47,268998.5,373064.12
"281/326.1585mz/4.55min",317443.825,316543.62,300087.1,318344.03,266707.78,331609.16,365120.22
"283/507.1425mz/4.55min",174177.96,192627.72,175624.25,143082,208278.2,172731.67,139697.62
"284/258.171mz/4.55min",7883945.25,10603202,7295707,8287453,7274130,7833138,7934752.5
"285/413.1969mz/4.55min",414981.265,353756.03,453394.06,492137.28,358612.4,408933.97,421028.56
"286/447.2751mz/4.56min",126628.875,93779.62,122989.35,135559.11,83196.695,130268.4,146947.64
"290/441.1919mz/4.57min",1682619.1,1365760.8,1516162.1,1723260.2,1641978,1995264,2032125.1
"292/211.134mz/4.61min",568173.095,1010228.4,867256.6,754434.75,334075.66,381911.44,381433.2
"293/620.3207mz/4.61min",487360.455,388111.25,460006.88,514714.03,401023.25,516863.16,539536.9
"294/227.9666mz/4.62min",1901861.35,1739281.9,1892019.5,1788537.5,1911703.2,2014292.2,2036169.5
"295/229.9644mz/4.62min",1859952.75,1694490.5,1841330,1746434.4,1878575.5,1974198,1970072
"296/185.1183mz/4.64min",143462.625,175696.12,198256.94,189943.08,88257.18,108766.84,111229.13
"298/367.2154mz/4.66min",850136.2,1017766.94,842436,884629.7,857836.4,823895.44,795211.3
"301/343.2236mz/4.67min",199508.125,336314.12,214813.52,264852.5,159231.86,181175.55,184202.73
"303/493.1634mz/4.67min",3403503,5441399,3643291.8,3163714.2,4550390,3136531.2,2785927.8
"304/503.1922mz/4.67min",5386338.25,5310597.5,6158478.5,7254894.5,4520397,5043982,5462079
"305/458.1901mz/4.67min",7010113.25,7235061.5,8651135,9198860,5638341.5,6603165,6785165
"306/520.1821mz/4.67min",374864.34,611146.7,395775.78,346637.62,551065.06,353952.9,300955.94
"307/117.0192mz/4.67min",164989.5,169803.77,187922.3,214891.25,131485.19,160175.23,153821.9
"308/457.1869mz/4.67min",25357747,25935772,30895830,34807456,20286356,24779722,24258844
"309/373.1656mz/4.68min",1056271.675,1083694.6,1249145.4,1438461.1,851932.44,1003044.94,1028848.75
"310/278.1397mz/4.68min",613418.95,601322,720725.56,853494.25,519704.5,609663.2,617174.7
"311/417.1554mz/4.68min",640743.42,731578.44,739289.2,836365.3,540998,549908.4,542721.8
"312/355.1551mz/4.68min",3580300,3622904,4382289,5157928.5,2875296.2,3537696,3516382
"313/459.1925mz/4.67min",1225401.15,1249025.5,1477480.5,1647235.2,1006267.75,1200589,1201776.8
"314/413.1969mz/4.64min",154911.565,113037.49,214289.88,231061.86,128971.375,145943.02,163880.11
"315/875.3496mz/4.67min",145310.185,138822.89,209533.8,258087.06,94636.43,142137.31,148483.06
"316/517.1713mz/4.69min",320428.87,234122.14,396256.78,442839.1,223428.44,289669.34,351188.4
"317/507.1425mz/4.69min",226728.605,280318.84,239781.6,213675.61,244243.88,180794.67,164078.55
"318/411.1811mz/4.7min",118473.4375,91687.69,119619.93,124938.05,93073.01,117326.945,428730.25
"319/257.1395mz/4.7min",577807,823725.44,577788.06,1095330.8,220469.56,573109.56,577825.94
"321/477.2131mz/4.72min",312893.78,315824.5,390847.66,428948.2,273237.5,309963.06,301380.88
"322/431.2074mz/4.72min",41766.116,33383.883,65441.727,81623.37,29123.887,36817.42,46714.812
"323/459.2907mz/4.73min",608110.09,1007287.94,752469.9,904059.4,346553,463750.28,461008.94
"324/458.2872mz/4.73min",2526535.55,4205249,3074047,3719425.2,1681338.5,1964223.2,1979024.1
"325/537.2712mz/4.74min",519327.5,493335.75,299259.1,413422.47,545319.25,663408.8,716015.44
"326/491.2284mz/4.76min",132357.83,102161.44,165431.55,207557.53,92099.11,117669.19,147046.47
"327/343.2237mz/4.77min",452168.045,726595.06,506390.84,635863.06,299212.5,385006.75,397945.25
"328/873.3329mz/4.77min",157412.13,153762.48,224409.77,276657.8,117211.28,142159.28,161061.78
"329/411.1811mz/4.78min",600136.075,500586.2,598382.25,642980.44,523353.75,601889.9,726469.1
"330/456.1745mz/4.78min",4861465.25,3984966.2,4940149.5,5231508,4136797.8,4826058,4896872.5
"331/911.3495mz/4.78min",1738357.45,1218275.1,1716190.1,1818579.5,1254758.4,1779356.4,1760524.8
"332/545.2028mz/4.78min",585900.56,27972.59,714138.56,464489.62,23281.484,782696.5,707311.5
"333/455.1711mz/4.78min",17795047,14617400,17785418,18890380,15123066,17804676,17924588
"334/357.2069mz/4.78min",537894.705,665892.2,612651.25,633638,463138.16,349388.22,325918.56
"335/501.1767mz/4.78min",170685430,137441660,171175600,181997920,144725920,170195260,177063740
"338/449.2181mz/4.78min",1192438.25,1327797.1,1507449.9,1847177.5,960053.06,1057079.4,1045999.8
"339/518.1661mz/4.79min",2931999.5,4826621,2939188.2,2358296.8,5022551,2924810.8,2229917.5
"341/443.1347mz/4.79min",4929179,3471636.8,4907500,4950858,4056567.8,5130119.5,5280719.5
"342/397.129mz/4.79min",1110630.55,801521.06,1136894.9,1084366.2,921141.9,1211587.5,1202715.5
"343/493.1445mz/4.79min",5388322.75,9289707,5499297.5,4363273.5,9124372,5277348,4313160.5
"344/491.148mz/4.79min",18170515,30987488,18616694,14931927,30526632,17724336,14543342
"346/479.2285mz/4.8min",1082573.2,1127814.9,1366922.6,1657421.2,863510.9,998057.8,1037331.5
"350/489.2136mz/4.82min",469665.775,437871.25,597684.94,398553.44,418629.3,501460.3,534273.25
"351/433.1055mz/4.83min",711539.95,1285588.4,742432.8,464801.75,1267074.4,680647.1,511403.88
"352/300.0875mz/4.82min",355945.475,389234.9,315008,355020.25,428752.12,356870.7,313063.2
"353/883.146mz/4.87min",61028.9365,3646.9926,18234.963,535688.56,3646.9926,103822.91,565143.56
"356/659.2712mz/4.84min",246359.325,253481.92,329929.03,350783.16,77304.766,194293.5,239236.73
"358/433.2592mz/4.84min",367030.99,516681.53,346068.75,368462.6,249042.38,365599.38,410734.8
"359/269.1312mz/4.86min",730948.92,258961.11,601071.1,862281.44,891403.5,697030.44,764867.4
"360/253.1445mz/4.85min",368407,369331.5,452817.5,475084.25,325538.78,367482.5,248239.73
"361/709.3234mz/4.85min",223406.61,127524.96,243128.12,286923.84,141767.03,223692.89,223120.33
"362/764.4696mz/4.9min",223343.97,446198.94,209195.56,39592.598,387566.9,237492.38,110925.86
"366/375.2751mz/4.87min",564725.52,622615.6,721589.8,831235.75,463590.47,506835.44,486563.9
"367/441.1917mz/4.87min",849651.375,642346.5,1077088.9,803307.75,598646.8,895995,943161.9
"368/463.2338mz/4.88min",758543.17,814895.9,927566.06,1030323.5,672228.06,702190.44,691785.5
"369/550.2671mz/4.88min",714069.1,635865,624433.6,676662.7,751475.5,780811.2,774962.06
"370/442.1955mz/4.88min",176907.225,113197.09,262210.72,176472.98,139092.77,179011.78,177341.47
"371/426.9677mz/4.94min",12848036.5,10805178,10754315,15559797,12237045,13459028,16325059
"373/389.1607mz/4.91min",65213.285,119567.16,81038.36,97415.836,45797.312,49388.21,40269.258
"375/272.1867mz/4.91min",836659.25,1104299.2,818801.3,944072.1,817791.2,829306.6,844011.9
"378/300.0877mz/4.92min",242303.485,306076.47,224915.86,254991.08,232154.5,200670.83,252452.47
"379/473.218mz/4.92min",662894.2,519649.8,720169.4,828830.2,538115.4,683398.8,642389.6
"380/519.2233mz/4.92min",206151.68,155844.72,228511.48,285142.03,171717.92,206877.58,205425.78
"381/479.2287mz/4.94min",87846.8125,87947.445,112214.21,131810.56,73141.2,87746.18,83702.195
"382/415.2338mz/4.95min",2011537.35,2664670.2,2911767.2,3353425.2,692651.3,1158882.5,1358404.5
"383/491.2288mz/4.95min",56406.1935,58340.082,66935.586,80431.88,53536.08,50682.266,54472.305
"384/393.2162mz/4.96min",73560.382,364275.75,70058.1,77062.664,136488.34,48545.273,43402.754
"385/715.4864mz/4.96min",82996.1075,291572.97,94484.875,162753.4,52009.41,67577.234,71507.34
"386/357.2396mz/4.96min",5898795,9673006,6162924,7432069,4946071.5,5513588,5634666
"387/225.1132mz/4.95min",327447.14,434904.94,318656.56,512780.4,147271.27,318381.8,336237.72
"389/489.322mz/4.97min",100185.097,114696.83,107809.46,108847.7,85027.55,88210.805,92560.734
"390/551.2878mz/4.98min",327925.085,381984.47,436540.7,483419.38,268910,246732.69,273865.7
"391/546.2722mz/5.0min",244848.595,213029.47,217451.8,224738.66,264958.53,283421.4,283855.44
"393/309.1708mz/5.0min",710932.05,695219.4,726644.7,844711.56,617258.25,664805.75,770671.56
"394/431.2074mz/5.0min",1031883.72,1042579,1228564.8,1385005.4,932028.25,989386.06,1021188.44
"395/477.213mz/5.0min",2254948.6,2311790,2685322.2,3035320.8,2023456.5,2165836,2198107.2
"397/311.2228mz/5.0min",392414.05,457715.97,391119.44,518859.2,393708.66,373542.8,378721.16
"398/475.1529mz/5.02min",254874.96,367045.72,233894.48,236205.89,455946.1,268540.7,241209.22
"399/485.1816mz/5.02min",1623038.55,1425264.8,1685465.2,1846709.2,1474725.1,1604730.5,1641346.6
"400/472.3027mz/5.02min",1489384.95,2725310.2,1700372.8,2029951.1,1278397.1,1089157.2,1071960.1
"401/267.1602mz/5.03min",197720.35,379452.25,221974.95,249501.69,144470.98,163666.98,173465.75
