Filename,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML,POS_TJGIp3_1_Run40.mzML,POS_TJGIp3_2_Run126.mzML,POS_TJGIp3_3_Run164.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
231/254.1385mz/2.08min,286896.9,349850.28,457142.88,376304.06,296388.84,416459.47
232/220.118mz/2.1min,2242184.8,2411842.5,2951196.8,2186027.8,1966891.2,2436027.0
233/242.0998mz/2.1min,677451.94,679867.8,832747.56,637450.3,413413.0,693931.9
234/232.1543mz/2.11min,2754381.0,2901140.5,3614448.0,3805562.8,3246435.0,3961259.8
235/217.1047mz/2.16min,398171.8,581365.44,301467.4,175456.4,271639.53,276674.8
237/102.0914mz/2.14min,537449.56,148235.6,496745.84,44052.39,162345.77,249705.94
238/184.1697mz/2.16min,712975.9,356551.06,556374.6,390228.72,291485.1,793783.25
239/185.0785mz/2.15min,1107766.2,1033045.75,1262392.4,1527816.0,1481498.1,1909910.4
241/205.0972mz/2.2min,876230.3,1074487.6,1723674.0,946768.9,958651.44,1344688.5
242/171.1128mz/2.2min,533909.75,970361.6,1228321.2,450129.7,516938.4,588277.4
243/195.1228mz/2.21min,463643.88,305555.2,170739.58,328510.6,229028.42,181065.6
244/188.0706mz/2.2min,1326572.4,1438303.2,2124009.0,1456239.9,1240149.9,1738987.6
245/217.1047mz/2.2min,554829.8,959562.75,1301841.9,598154.1,760353.4,1039429.9
246/113.0597mz/2.21min,893760.75,697203.3,1426653.4,991029.2,939917.1,1186657.2
247/245.1495mz/2.24min,122205.57,126782.38,200704.08,83088.81,15641.07,23745.982
248/231.1703mz/2.26min,793100.2,1004926.06,1261099.6,847742.8,776872.44,1008415.25
250/220.1193mz/2.3min,112269.79,101928.87,124975.46,115105.664,65943.54,97573.5
251/86.0965mz/2.33min,27838.797,327093.03,82993.58,300215.56,211428.34,349134.12
252/152.0707mz/2.33min,196566.61,177837.22,283627.88,241448.1,203547.61,263779.25
253/146.0601mz/2.34min,1554936.9,1747175.2,2389945.0,1715363.6,1314486.2,1567747.6
254/147.0633mz/2.34min,123318.22,132523.7,160374.4,142223.38,96418.91,118967.15
255/146.1176mz/2.34min,433233.28,729743.5,909392.75,836438.0,763112.9,961486.4
256/116.0706mz/2.35min,299333.34,343098.7,413963.75,716652.8,572584.44,714457.25
257/418.1969mz/2.38min,427989.28,235525.22,238514.33,319697.97,320077.44,392457.3
258/229.1547mz/2.38min,4147545.2,4032922.0,5123532.0,10174711.0,8425077.0,10993899.0
259/114.0914mz/2.4min,939661.3,955204.2,985268.3,867139.75,860504.0,919096.6
260/138.055mz/2.4min,1136841.9,1205271.4,1643294.0,1343107.9,1325069.1,1661531.1
261/162.055mz/2.4min,214215.27,318521.78,369851.12,273825.66,225617.27,279824.3
262/190.0499mz/2.4min,4826462.5,7024433.0,8505826.0,5969957.0,5328882.5,6680348.0
263/191.0532mz/2.4min,515917.1,758369.56,923296.6,639332.94,563419.5,713906.7
266/239.1488mz/2.44min,172838.67,65455.27,67211.17,118914.83,52436.41,51575.605
268/141.0547mz/2.45min,1285189.0,1410855.2,1671693.2,1327782.6,1133783.0,1529400.2
269/231.1703mz/2.45min,456139.38,541447.56,705270.06,510103.34,454216.84,557169.5
270/184.1697mz/2.47min,252549.1,153796.47,166605.5,136347.28,160615.08,191732.53
271/102.0914mz/2.49min,609537.6,317410.4,393401.56,595563.7,233752.23,101905.27
272/120.0656mz/2.47min,246329.25,279271.22,81279.695,181373.62,107743.2,117644.945
274/216.1231mz/2.52min,709853.4,926673.5,1145284.0,889900.56,699026.4,856121.3
275/167.0816mz/2.53min,645235.75,740667.56,1019289.25,703197.6,798002.3,1042242.6
276/120.0808mz/2.54min,137758.36,294992.78,218914.14,192191.98,163461.9,182573.19
278/147.0553mz/2.55min,307169.8,450535.5,639442.5,372391.4,335591.28,410727.16
280/246.17mz/2.56min,3840730.2,3452522.8,4202818.5,4182013.8,3661004.2,4741025.0
281/245.186mz/2.63min,1098762.2,618269.94,773484.75,709978.06,545718.9,714323.4
282/200.0918mz/2.59min,556947.2,556039.9,787405.56,429806.66,375451.06,511717.6
284/197.1285mz/2.61min,161310.06,1028577.1,1167937.6,274128.66,667165.7,964697.56
285/232.1543mz/2.62min,97806.75,91060.51,114539.04,45825.777,37704.492,44429.777
286/180.0656mz/2.62min,680984.8,801244.4,1013915.94,621737.25,576751.56,737784.94
287/283.1749mz/2.62min,84885.555,11451.377,24968.97,66250.22,23653.635,26464.729
288/183.1017mz/2.63min,461661.9,406624.06,511829.78,293547.3,216235.28,342164.62
292/130.1591mz/2.64min,9189807.0,4918893.0,5968582.0,6600053.5,4275995.0,5273777.5
293/217.1547mz/2.66min,89267.59,94449.266,131927.75,112769.85,98599.44,128683.38
294/120.0808mz/2.62min,52580.52,109332.06,133940.73,148672.34,141420.27,105538.6
295/202.1802mz/2.67min,179297.47,116203.57,156189.19,127857.47,136749.02,166257.72
296/152.0707mz/2.68min,265257.6,281138.44,421932.6,310341.7,298435.3,397104.2
297/263.1389mz/2.69min,1719782.5,1522676.6,1995815.4,3464246.0,2846540.2,3584726.0
299/193.0973mz/2.7min,988187.2,545257.56,635104.6,544235.75,965353.75,1108545.1
301/245.1859mz/2.76min,744590.1,1127613.6,1505443.1,1091168.8,899757.6,1140125.1
302/120.0445mz/2.72min,4230187.5,5004904.0,6845661.0,5161419.0,4794829.5,6084116.5
303/138.055mz/2.72min,1049736.4,1360685.4,2089686.1,1245023.5,1306802.4,1693621.9
304/114.0914mz/2.72min,370253.4,481392.2,754107.2,276476.16,420678.3,299762.2
305/213.0659mz/2.74min,351538.25,464505.5,524399.7,348172.06,295638.8,444769.06
306/255.1703mz/2.74min,981657.7,664150.94,831343.94,772552.9,820983.5,1160728.0
307/164.0706mz/2.75min,312777.84,318186.94,401214.9,341586.53,301540.9,370130.5
308/123.0917mz/2.76min,36566.47,59748.47,83690.19,56060.99,39937.273,68218.78
