"MetaboAnalyst_ID","X2024_NEG_CC_1_Run21.mzML","X2024_NEG_CC_2_Run48.mzML","X2024_NEG_CC_3_Run62.mzML","X2024_NEG_CC.NaB_1_Run30.mzML","X2024_NEG_CC.NaB_2_Run51.mzML","X2024_NEG_CC.NaB_3_Run57.mzML","shared_name"
"37/328.9796mz/2.13min",2.4202281298531,2.3925626695678,2.32480587452152,2.35230509179659,2.41171733419169,2.33799616358086,"37"
"38/312.9847mz/2.35min",1.55745823533304,1.97928923367874,1.89086324851896,1.97358399673036,1.88103593891309,1.8854438587802,"38"
"39/312.9847mz/2.45min",2.01984628881686,2.0559974761661,2.03591277962286,2.07031733067845,2.01316459901206,2.0486542027428,"39"
"40/373.0055mz/2.71min",2.57098367521799,2.54618634866264,2.55040751600676,2.56009123852679,2.56658733747816,2.56718947004978,"40"
"41/370.9898mz/2.8min",2.18118996075986,2.13572794487636,2.15452691695527,2.16009318856392,2.16410783925186,2.15413747113569,"41"
"42/265.0176mz/2.84min",2.5069334491488,2.48232895574011,2.49672065814126,2.48911248013575,2.49584798795046,2.48834644725371,"42"
"44/265.0176mz/3.18min",2.75676415519976,2.74084040107485,2.75635301086558,2.73179170907989,2.76241094112778,2.76859493517463,"44"
"45/212.0353mz/3.31min",2.63707220225618,2.76400431072539,3.15896495940199,2.55807288097755,2.70890352506233,2.80815340632197,"45"
"47/421.0056mz/3.41min",2.72742740825972,2.68168960297896,2.69741179946152,2.71124247246384,2.72900330586758,2.70780496303366,"47"
"49/249.0227mz/3.49min",2.99972111227928,2.98556841622497,2.99855895256635,2.98028471243729,3.06902478357455,3.07737489880726,"49"
"50/582.981mz/3.53min",2.11367289026521,2.06402098242288,2.06596335857549,2.09075344531957,2.09227571817705,2.093479855838,"50"
"53/560.999mz/3.54min",2.84318669026562,2.81081368201018,2.82278210728087,2.82936389449207,2.81358654889639,2.82821460845775,"53"
"54/213.0386mz/3.54min",2.65653785908822,2.58079429398986,2.45653005343006,2.3941202089341,2.58336059031971,2.40254234868742,"54"
"55/212.0353mz/3.54min",3.55600008377186,3.48094052375308,3.37338508055754,3.43624864404135,3.48598798629449,3.48892358411068,"55"
