"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_S4_MC_RCG_1_neg_20210511_Run71.mzML","GF_S4_MC_RCG_2_neg_20210511_Run91.mzML","GF_S4_MC_RCG_3_neg_20210511_Run171.mzML"
"3051/355.3217mz/7.66min",67645948,61722256,79839096,79596990,70015680,48754148,65276216
"3052/857.5183mz/7.66min",42951.756,42951.756,214758.78,42951.756,42951.756,42951.756,1479794.9
"3054/356.325mz/7.66min",16260601.5,14843528,19315196,19124466,16942810,11777369,15578393
"3058/751.3466mz/7.66min",851648.37,239852.28,806728.8,771415.75,1116992.6,896567.94,978562.5
"3059/861.5491mz/7.67min",12234.633,19926.564,908.5404,62138.54,4542.702,908.5404,1292836.1
"3061/544.4218mz/7.66min",284351.28,90643.52,175762.06,129004.164,840875.6,428424.06,392940.5
"3065/833.5187mz/7.67min",6866054.5,11356472,1887943.5,11277634,5089293,1977105.5,8642816
"3067/497.2882mz/7.67min",117814.8875,671664.5,766850.8,3547.1318,158831.4,76798.375,709.42636
"3069/391.2984mz/7.67min",1381987.2,1344561.6,1657785.4,1419412.8,1831773,1161854.1,989637.56
"3070/387.1628mz/7.67min",546234.33,524280.66,500218.75,576590.1,660031.9,568188,472878.3
"3074/758.4976mz/7.67min",370063.59,246974.81,335284.34,404842.84,21273.578,2578041.8,2500018.2
"3077/313.2748mz/7.64min",1490707.9,2580067.5,492286.44,603153.6,463201.7,2538896.2,2378262.2
"3079/343.2853mz/7.67min",838699.73,825950.56,851448.9,976834.1,1118228.8,784982.44,633544.6
"3081/313.2384mz/7.68min",330232.56,431061.5,594697,339502.56,320962.56,185376.7,240138.42
"3083/480.3094mz/7.68min",1256784.45,136878.05,15148057,14125590,27375.61,1435683,1077885.9
"3085/351.1864mz/7.68min",3082289,2717554.2,3087382.2,4076541.5,3077195.8,2930323.2,3223356.2
"3089/766.503mz/7.68min",751484.38,4174174.8,2457522.8,875963.06,332523.6,373857.03,627005.7
"3091/397.3321mz/7.68min",569293.565,444679.5,744487.06,705665.06,649339.6,408221.28,489247.53
"3093/731.486mz/7.68min",641994.05,706823.5,64540.363,577164.6,714731.2,328804.44,1083150.8
"3094/745.5013mz/7.68min",305668.315,3260.1594,16300.797,421907.88,2395368.8,796197.06,189428.75
"3095/713.4765mz/7.67min",590621.54,1049061,32690.814,872346.7,998164.6,308896.38,114412.555
"3096/742.5031mz/7.68min",1418894.15,7944074,1696768.4,1141019.9,4604989.5,15242.185,749332.7
"3098/354.1869mz/7.68min",341243.86,276760.62,358105.03,466603.66,346530.6,335957.12,222552.73
"3102/769.5015mz/7.68min",631823.14,13193354,127080.75,41560.047,1036084.56,227561.72,1091900.1
"3103/473.2823mz/7.68min",4990601,10095334,2977614.2,5393519,595522.84,7110045.5,4587683
"3106/409.236mz/7.68min",162898.23,1036159.3,194122.8,104234.09,451540.62,123472.3,131673.66
"3109/771.5144mz/7.68min",51474.965,62564.18,22219.936,40385.75,2443763.2,81990.8,22513.832
"3111/116.9285mz/7.68min",51552596,45633480,54282720,59195636,51613724,44885084,51491468
"3112/325.1842mz/7.68min",462406.98,496731.12,328031.9,523053.9,399030.38,428082.84,584723.4
"3113/117.9286mz/7.68min",5902717.25,5241524,6220592.5,6675998,5874423,5132414.5,5931011.5
"3114/339.1998mz/7.68min",377562.74,433892.25,308739.53,387059.2,946433.6,368066.28,354734.12
"3115/671.466mz/7.68min",4335581,7202847,1243477.2,2152367.5,1907927.9,7728815.5,6518794.5
"3116/695.4658mz/7.68min",2002426.45,5445293.5,399860,1479253.4,803946.25,5385689,2525599.5
"3119/729.4703mz/7.69min",367783.595,705849.25,631430.25,7197.1636,1439.43272,104136.94,2361206.5
"3120/355.1583mz/7.69min",5038332.25,4601820,5685776.5,5665605,5474844.5,4419955,4078902.5
"3121/356.1603mz/7.69min",1175798.55,1052542,1308021.6,1314614.2,1299055.1,1006471.94,928334.5
"3122/419.1083mz/7.69min",239334.31,200757.89,237903.48,336883.28,240765.14,226699.05,258314.25
"3127/114.9341mz/7.69min",2651728.8,2337688.2,2751469.8,2943546.8,2641032.8,2318121.2,2662424.8
"3129/118.9268mz/7.69min",1456684.55,1216487.1,1458561.2,1695729.1,1464835.6,1210123.2,1454807.9
"3132/435.2517mz/7.68min",64932.375,604808.56,74925.945,25565.14,242420.9,54938.805,47876.484
"3134/421.1052mz/7.69min",326914.77,253550.97,320348.44,450384.38,333481.1,286285.53,335062.97
"3135/285.2071mz/7.69min",237533.255,215809.73,346249.28,326577.3,259256.78,156032.55,158389.19
"3137/579.3302mz/7.68min",247376.015,593291.4,380888.75,113863.28,46588.766,636530.8,91906.16
"3138/327.2904mz/7.69min",9434347.5,8525813,10654043,12037253,10342882,7969203.5,6801252.5
"3141/467.2777mz/7.68min",147059.1215,792713.4,241465.27,751232.1,2861.5928,52652.973,14307.964
"3142/321.2104mz/7.68min",179394.985,776165.1,196634.78,100256.26,20051.252,615923.25,162155.19
"3145/443.3165mz/7.7min",191404.305,151567.92,195988.53,186820.08,287806.5,178895.78,243081.52
"3147/323.2591mz/7.7min",779145.45,883371.1,1175408.9,1588887.8,674919.8,627511,524827.3
"3148/132.9234mz/7.7min",1260555.8,1127259.9,1307456.4,1400259.5,1213655.2,1019364.5,1551909.1
"3151/459.3116mz/7.71min",1015312.03,927769.06,871242.7,1418510.5,911635.1,1102855,1384155.4
"3153/133.0142mz/7.69min",31407.0105,10818.891,3149.961,3997.0256,377755.5,189603.98,51995.13
"3154/144.9234mz/7.71min",5652036,5759917,5785280.5,8345768,5544155,4773622,2256551.2
"3155/115.9207mz/7.71min",28782159,38329424,29646234,30171152,27918084,24829482,25774122
"3158/113.9262mz/7.72min",1446231.1,1932085.8,1536486,1557827.5,1355976.2,1298209.2,1340297.6
"3159/441.322mz/7.72min",378594.28,232077.47,251014.55,357067.28,421563.44,538386,400121.28
"3160/371.3166mz/7.72min",243578.88,208654.56,292595.34,332701.88,278503.2,129579.23,204755.58
"3161/99.9258mz/7.71min",4143874.35,3567221,6015595,3554203.5,3578839.2,29871356,4708909.5
"3162/473.3264mz/7.72min",113933.9525,7066.1997,114131.945,94074.51,250754.38,113735.96,225658.73
"3163/637.4333mz/7.74min",53424.94015,99608.29,143238.36,131320.02,3336.2908,3162.6445,7241.5903
"3165/134.8946mz/7.74min",9436135.25,8013436.5,11290804,10858834,12267164,4139131.5,7634040.5
"3168/461.3636mz/7.77min",108404.995,66478.02,104974.05,80504.22,189025.3,143231.12,111835.94
"3169/381.1738mz/7.78min",152107.665,201746.69,183669.77,336224.56,120545.56,63184.39,75887.56
"3170/397.3321mz/7.81min",1470102.85,1203114.9,1424807.2,1515398.5,1960631.8,1012032.5,1875519.5
"3171/381.3373mz/7.82min",176189.005,84911.77,146205.36,159852.39,192525.62,276536.97,290365.5
"3173/473.2823mz/7.78min",2333724,4271062.5,1793138.8,53776.32,8462226,2874309.2,3787.8384
"3174/396.2178mz/7.84min",13498.3532,13498.3532,13498.3532,13498.3532,67491.766,13498.3532,13498.3532
"3175/327.2904mz/7.9min",174439.61,182127.06,186567.48,293159.16,166752.16,123815.2,87281.984
"3176/313.2748mz/7.87min",391665.34,373427.78,451148.72,486683.47,331783.25,343381.97,409902.9
"3177/480.3094mz/7.8min",1652357.22,6309818,2912982.5,4296481.5,10856.67,391731.94,54283.35
"3179/369.3372mz/7.88min",1270997.85,1239236.2,1399158,1400571,1176349.2,780595.1,1302759.5
"3180/637.4324mz/7.92min",223290.575,239711.81,297610.56,333319.34,171918.8,154443.73,206869.34
"3181/580.2347mz/7.9min",269145.882,1621473.9,448576.47,606951.94,89715.294,89715.294,89715.294
"3182/469.3321mz/7.92min",259227.655,601787.6,316106.06,40469.85,202349.25,40469.85,583243.3
"3184/327.2904mz/7.94min",345976.44,213316.55,458937.47,488938.8,390756.66,301196.22,237275.16
"3185/554.4789mz/7.94min",456179.595,38616.977,110295.75,58722.79,1855765.8,888329.06,802063.44
"3186/353.2696mz/7.97min",629864,450958.94,506518.9,563019,863610.5,696709,858462
"3187/441.203mz/7.99min",17026.386,17026.386,17026.386,85131.93,346519.9,17026.386,17026.386
"3188/461.3272mz/8.0min",299946.47,295972.53,297892.38,366200.34,297796.56,302000.56,366857.25
"3189/411.3478mz/8.01min",111654.852,93782.33,114922.04,108387.664,121115.805,45680.617,118353.93
"3192/371.3165mz/8.04min",587025.77,522441.2,695712,711872.3,502687.88,621853.94,552197.6
"3195/603.1919mz/8.14min",198548.185,308836.72,180163.53,25306.09,149398.2,325760,216932.84
"3196/473.327mz/8.09min",349969.625,223557.47,248158.75,353803.22,867094.44,380321.5,346136.03
"3199/427.2154mz/8.09min",251072.615,185731.67,556908.9,422717.22,316413.56,137755.64,160614.2
"3200/483.2781mz/8.09min",268806.875,220497.33,511506.1,444758.3,291804.72,60867.66,245809.03
"3202/383.353mz/8.09min",4597249.75,4438981,6332643.5,5698003.5,4755518.5,1988808.1,4193883
"3203/327.2904mz/8.11min",8120434,7169550,11719007,10955779,9071318,5757444,6475685
"3204/395.3528mz/8.11min",191502.015,177543.67,333747.84,339739.16,205460.36,137018.98,154788.66
"3205/572.4535mz/8.13min",189126.485,68408.21,266994.75,153802.55,567040.56,184437.67,193815.3
"3207/673.4097mz/8.12min",639105.2,584161.6,846270,920582.06,623530.9,285719.47,654679.5
"3208/481.3532mz/8.13min",479968.625,242042.53,531095.25,426962.8,1343854.5,611761.6,428842
"3210/371.3165mz/8.12min",344996.43,174183.34,383125.8,326621.2,363371.66,422672.6,116329.09
"3211/461.3273mz/8.13min",484597.75,445171.25,540320.2,524024.25,775107.5,347569.1,115357.04
"3212/508.364mz/8.13min",1082190.9,818660.25,1292175.4,708953.94,3128213,1314098.4,872206.4
"3213/861.5489mz/8.14min",15585.069,27412.264,751.5748,125846.61,3757.874,751.5748,1643190.4
"3220/833.5187mz/8.14min",5202624.75,7251766.5,1624388.5,6883247,3666873.5,583471.25,6738376
"3221/397.3321mz/8.14min",663682.875,484623.62,856915.5,798761.5,1164814.2,493718.2,528604.25
"3223/397.2958mz/8.08min",169487.935,164827.39,174148.48,53683.312,692541.4,216360.69,10736.6624
"3224/589.4507mz/8.14min",849886.8,849886.8,849886.8,849886.8,4249434,849886.8,849886.8
"3225/603.4659mz/8.14min",369389,369389,369389,369389,1846945,369389,369389
"3230/729.47mz/8.14min",222487.625,1133779,1497405.6,68068.69,7727.802,33482.152,376906.56
"3232/766.503mz/8.14min",679513.97,2939648,2053699.4,766848.5,93993.52,306999.75,592179.44
"3233/339.1997mz/8.14min",531323.22,796795.06,440256.2,514967.88,480232.2,654260.2,547678.56
"3234/114.9341mz/8.14min",1655548.1,553791.4,2837923.2,2686108.2,2301373,867444.7,1009723.2
"3235/118.9268mz/8.14min",889189.73,308368.8,1569713.8,1469705.2,1224071.9,474333.38,554307.56
"3236/674.4839mz/8.14min",392005.73,875480.8,326989.78,387605.34,396406.12,301710.34,980859.6
"3237/770.5035mz/8.14min",218331.077,1021558.5,24609.184,3065.4229,412052.97,21712.818,908415.9
"3238/857.5183mz/8.14min",4483.2594,4483.2594,22416.297,4483.2594,4483.2594,4483.2594,2476650
"3241/742.5032mz/8.14min",1043050.625,4306514,1376294.5,636557.1,3036791.5,3440.0479,709806.75
"3245/657.4504mz/8.14min",213916.54,843437.94,43580.938,117356.83,69312.25,310476.25,327874.56
"3249/769.5024mz/8.14min",877331.245,2275906.5,146204.39,41627.34,1608458.1,36880.953,2097470.2
"3250/383.1895mz/8.14min",2877041.5,2427951.2,4041960.5,3326131.8,3967337.2,2047880,1914040
"3251/713.4764mz/8.14min",770466.935,1067252.9,271135.4,1252274.1,1565584.8,473680.97,285520.44
"3252/671.4661mz/8.14min",13336585.25,19427176,4620358,8158236.5,7015810.5,18514934,19563198
"3253/695.4659mz/8.14min",4362177.75,9814745,1290872.5,4297574,3224194.8,7937686,4426781.5
"3254/480.3095mz/8.14min",1621454.8,6155272.5,2991166,4708523.5,50348.72,251743.6,50348.72
"3257/117.9286mz/8.14min",3685458,255993.14,6225463,6071532,5130931.5,1934587.2,2239984.5
"3258/771.5145mz/8.14min",44252.929,4195.6036,31453.213,20978.018,3091202.8,57052.645,360472.62
"3259/325.1842mz/8.14min",1044932.5,1059712.9,994811.4,1078889,676452.3,1030152.1,1559775.6
"3260/699.4958mz/8.14min",382335.15,1180235.2,221073.19,443410.7,219629.23,321259.6,1310395
"3262/745.5016mz/8.14min",297549.47,17213.6032,86068.016,287025,1171233.1,1165556,308073.94
"3263/731.4861mz/8.14min",692773.5,703871.4,241624.5,681675.6,1084206,378807.12,2473707.5
"3264/283.2642mz/8.14min",188726.205,79059.7,285847.47,237085.25,326287.56,140367.16,124923.96
"3268/132.9234mz/8.15min",1827963,2115976.2,2507335,785522.4,1983232.5,1672693.5,1039888.3
"3269/353.306mz/8.14min",1887310.3,1338413.1,2771311.5,2436207.5,3016420.8,980485.2,1075904
"3270/384.1918mz/8.14min",749546.5,635715.2,1050644.5,863377.8,1038713.06,522180.84,494851.2
"3271/563.3356mz/8.14min",535786.125,694237.5,420495.78,541557,298254.47,530015.25,926239
"3272/714.5092mz/8.14min",1211521.75,399293.5,1828477.1,1678886.2,229461.78,12821833,744157.3
"3273/117.919mz/8.14min",746013.35,493053.12,1858191.6,5262363.5,304722.72,647318.6,844708.1
"3274/771.3909mz/8.14min",1032994.15,1629796.8,123284.32,436191.5,210483.33,3280755,2064104.6
"3275/311.1686mz/8.14min",1053061.82,1145279.2,912317.9,1428502.5,796547.44,960844.44,1605211.6
"3276/113.9263mz/8.14min",5966252,6389674.5,3347579.5,8945522,2778031,6220418,5712086
"3278/495.3512mz/8.14min",95804.898,159674.83,31934.966,329542.75,31934.966,31934.966,1600825.2
"3279/737.4768mz/8.14min",31566.797,11170.305,28666.344,34467.25,2234.061,226863,572082.7
"3281/115.9207mz/8.14min",117235682,122135520,63775636,171636080,52969620,120375864,114095500
"3283/590.446mz/8.14min",396266.94,224311.94,568221.94,1263024.1,23056.58,1514670.4,115282.9
"3284/99.9258mz/8.15min",18703105.5,3368625,38313276,3828257.5,34226216,5095541,32310670
"3289/445.3322mz/8.14min",448998.68,219034.81,612239.5,540046.7,860052.2,300463.72,357950.66
"3290/144.9234mz/8.15min",17089600,12255244,13274350,29886804,10969538,20904850,21967712
"3294/463.343mz/8.16min",444522.45,223576.77,932682.3,1080660,454216.8,346898.75,434828.1
"3296/461.3636mz/8.16min",594429.015,322841.94,883725.8,706701.5,1251349.6,438602.38,482156.53
"3297/475.3427mz/8.17min",1491005.25,1187734,1794276.5,3122266.5,737061.7,1054546.2,1993056
"3298/383.3166mz/8.18min",448272.28,283120.5,740073.44,613424.06,671999.44,51293.96,256469.8
"3300/399.3479mz/8.18min",235862.13,200749.64,493662.3,441923.38,270974.62,110306.77,130469.75
"3301/134.8946mz/8.15min",605364.56,548169.25,2668034,621609.56,2422323.2,589119.56,302047.75
"3303/385.3323mz/8.25min",445260.2,444439.78,685785.5,683349.1,446080.62,386198.12,398874.44
"3304/397.3685mz/8.29min",106641.37,109691.48,161912.88,155640.19,103591.26,21129.879,79641.88
"3306/607.4217mz/8.29min",363385.38,605642.3,955864.56,770633,121128.46,121128.46,121128.46
"3308/341.3059mz/8.29min",1045584.15,972502.9,1279181.2,1223967,1118665.4,853120.44,922304.4
"3310/411.3478mz/8.29min",138893.83,71822.33,153779.39,110421.14,203682.97,138485.36,139302.3
"3311/115.9207mz/8.26min",28030148,11543866,30206752,31505660,80321370,22352330,25853544
"3312/132.9234mz/8.27min",845411.65,1044084.6,495502.94,999551.1,2243961.5,520166.97,691272.2
"3313/589.451mz/8.29min",1272099,1272099,1272099,1272099,6360495,1272099,1272099
"3314/729.471mz/8.27min",93965.85035,939673,473506.44,8169.7007,1633.94014,1633.94014,179762
"3315/742.5035mz/8.27min",194883.415,596566.8,252167.33,137599.5,553532.25,21593.27,107966.35
"3318/144.9234mz/8.28min",6042564.5,5967187.5,6494813,6117941.5,13628423,4630504,5577351.5
"3319/731.4861mz/8.29min",259973.135,371500.75,48674.215,57837.562,324037.75,195908.52,740468
"3320/590.446mz/8.25min",533652.39,1547029.8,715619,351685.78,70337.156,1058574.8,70337.156
"3321/771.391mz/8.3min",531916.55,659619.3,193255.28,404213.8,276898.2,1589354.1,710639.25
"3322/619.4216mz/8.34min",167915.64,279859.4,445706.38,365633.25,55971.88,55971.88,55971.88
"3323/381.301mz/8.35min",5401851.5,3543992.8,5301849.5,5501853.5,7187753.5,3482093.8,7126644
"3324/355.3217mz/8.35min",80373.0025,94359.2,96896.55,89266.38,71479.625,7003.2617,69320.68
"3325/411.3842mz/8.4min",273724.265,251558.33,385337.12,312580.16,295890.2,144693.72,170811.36
"3326/325.1842mz/8.41min",392825.23,393034.06,392616.4,271914.4,191308.19,587572.06,442126.97
"3327/729.4707mz/8.44min",39558.3665,2111411,627614.7,32524.85,6504.97,6504.97,46591.883
"3330/766.503mz/8.38min",110521.355,298903.9,537068.7,180099.89,2137.2956,40942.82,10686.478
"3332/311.1686mz/8.41min",367612.99,447754.6,307969.3,221417.89,331201.88,404024.1,437355.2
"3333/144.9234mz/8.43min",4946390.5,17107590,4941224.5,3208099,1710486.1,4951556.5,5092269
"3335/106.041mz/8.42min",66403.492,7695.1484,650768.56,82681.664,28199.871,50125.32,99442.56
"3339/132.9234mz/8.44min",952416.42,1084282.9,2224106.2,1225672.1,146107.9,820549.94,801050.3
"3341/399.3478mz/8.43min",4707224.9,5579470,11553458,11104709,3834979.8,2483218.5,2711876.2
"3343/409.3323mz/8.45min",75533.3285,49414.617,151230.03,140046.39,101652.04,6926.4726,34632.363
"3346/355.3217mz/8.47min",7899363.75,7343119.5,11038533,10751071,8455608,6214339,7043390
"3347/455.2469mz/8.47min",421993.61,302340.66,659763.25,541646.56,656792.5,148101.03,170735.1
"3348/711.6509mz/8.46min",102071.3575,90701.055,205162.6,274751.3,113441.66,58478.625,89507.37
"3349/99.9258mz/8.49min",7318777.5,36172896,7771783,38520380,6865772,5164225,5171583.5
"3350/621.4371mz/8.48min",515171.617,996135.8,1391837.9,1131825.5,34207.434,7434.8115,17768.045
"3351/742.5475mz/8.49min",683692.39,521445.72,1325019.6,1020490.9,845939.06,435185.94,403625.06
"3352/382.3407mz/8.5min",1928691.45,1636235.5,2428263,2189284,2721575,1651684.8,1668098.9
"3353/763.6824mz/8.5min",151495.725,113207.53,237345.38,153663.62,328109.5,109857.51,149327.83
"3354/481.2625mz/8.5min",334490.56,255056.62,568251.1,413924.5,905918.8,196258.58,168891.62
"3355/381.3374mz/8.5min",7681314.5,6595099.5,9607621,8729937,10486780,6589343,6632692
"3356/604.4634mz/8.54min",60165.5875,114427.58,1180.719,889747.06,5903.595,1180.719,6173376.5
"3359/769.5005mz/8.47min",55687.88265,108148.09,3227.6753,645.53506,326423,645.53506,569654.9
"3361/271.1915mz/8.52min",489270.63,288238.56,1051881.2,690302.7,743322.94,272460.7,282992.3
"3362/559.4005mz/8.53min",90268.71,65164.03,91648.81,83116.516,456230.97,88888.61,182720.8
"3363/411.3479mz/8.52min",310831.71,230603.48,641118.6,514847.3,391059.94,28121.078,140605.39
"3364/287.1864mz/8.53min",40035.306,13345.102,123645.55,72108.25,66725.51,13345.102,13345.102
"3365/495.3513mz/8.53min",253020.72,264856.84,483282.78,241184.6,15440.269,2461545.5,12821.044
"3366/106.0411mz/8.55min",65670.9685,9464.734,575868.25,82681.664,18309.273,48660.273,148183.61
"3367/395.3165mz/8.52min",304808.595,196717.36,378797.62,349233.44,413049.94,116129.38,260383.75
"3369/655.4583mz/8.57min",268672.025,222107.45,406695.47,259281.95,450507.88,278062.1,213973.56
"3370/413.3635mz/8.61min",1596209.3,1963397.4,4618092.5,3292970.5,1229021.2,757595.56,666211.2
"3372/469.2625mz/8.63min",205077.77,134520.14,442292.9,275635.4,295929.06,51599.152,36098.098
"3373/739.6825mz/8.64min",101821.411,144584.42,412477.25,272155.62,59058.402,28598.736,35776.51
"3374/369.3374mz/8.64min",4796652.75,5334660,9552195,7671053,4258645.5,3185644,3345388.2
"3375/395.353mz/8.66min",2291947.85,2002250.5,3377125.8,2743973,2581645.2,1851729.5,1685773.9
"3376/285.2071mz/8.66min",117829.55,41281.71,470932.78,284241.1,164711.55,70947.55,42969.586
"3377/591.4298mz/8.71min",3498.9204,1166.3068,1166.3068,1166.3068,5831.534,2111214,105387.25
"3378/409.3323mz/8.67min",7465046,6548908,10276738,9799880,8381184,2388246,5843108.5
"3379/383.3533mz/8.69min",61772.29,75734.3,159351,111023.87,47810.28,3938.1438,19690.719
"3383/481.4262mz/8.75min",62188.834,37201.688,65244.688,56339.633,165248.33,79374.555,59132.98
"3384/437.3636mz/8.76min",35074.239,31550.988,126838.914,120114.07,38597.49,6310.1976,6310.1976
"3385/427.3791mz/8.79min",878963.42,1170321.4,2786155.5,2077763,587605.44,354814.28,302673.25
"3386/483.2783mz/8.81min",353552.17,247022.4,673116.56,460081.94,482456.94,107455.75,62212.31
"3388/383.3532mz/8.81min",14049739.5,15281548,29096954,23714746,12817931,8681960,8372566
"3390/767.7138mz/8.81min",938073.67,1160677.4,2742985,2325421,715469.94,399850.88,486650.7
"3391/475.3428mz/8.83min",158831.33,144010.94,312681.12,89131.695,298860.84,141824.77,173651.72
"3392/495.3508mz/8.77min",239257.495,1881642.6,654232.5,13819.728,98135.89,380379.1,2763.9456
"3393/729.4715mz/8.83min",22348.92335,13659789,40626.855,1643873.9,814.19834,814.19834,4070.9917
"3394/409.3686mz/8.82min",801739.38,602700.6,1183446.6,935917.06,1253026.6,667561.7,586816.1
"3396/639.4957mz/8.84min",2533059,2154989.8,3976526.8,2911128.2,4746903.5,2054433.9,1974828.9
"3398/439.3792mz/8.85min",125381.825,170261.4,463545.72,338583.62,80502.25,4117.8344,20589.172
"3399/621.4061mz/8.85min",768408.53,509894.44,1047905.06,792398.56,1144366.1,699742.2,744418.5
"3400/495.3155mz/8.82min",129463.785,856612.7,396454.3,158260.34,41531.125,100667.23,8306.225
"3401/596.4897mz/8.87min",57000.666,50392.312,71124.2,63609.02,112948.055,28296.81,19687.809
"3402/481.4261mz/8.87min",110696.9475,181851.45,353230.38,236895.34,39542.445,7908.489,7908.489
"3403/475.3429mz/8.88min",256795.6,232322.12,467786.2,223566.4,439183.6,278372.53,235218.67
"3404/495.4419mz/8.93min",38041.3,21005.42,41570.64,30202.902,163450.14,48785.16,34511.96
"3405/582.4741mz/8.95min",528040.87,410528.84,939409.56,645552.9,894830.2,238725.2,192924.33
"3406/653.5115mz/8.98min",5268117.5,4561797,8005716,5974438,9003225,3936184.2,3574850.5
"3407/795.7449mz/9.0min",49769.788,91233.73,280367.7,198861.39,8305.846,1661.1692,1661.1692
"3408/397.3686mz/9.0min",3063038.05,4176708.5,7575167.5,5973767.5,1949367.6,1700108.5,1475820.6
"3409/437.3635mz/9.04min",1388083.35,1594135.6,2621726.2,2268711.5,1182031.1,357734.3,628628.2
"3410/667.5269mz/9.05min",139588.947,104707.734,235011.5,174470.16,252478.44,93452.516,71244.29
"3413/552.4636mz/9.08min",502237.24,414674.78,757541.1,589799.7,709897.44,352222.66,299004.56
"3416/509.4574mz/9.14min",788804.125,456854.88,763170.5,653165.06,1945121.2,948836.8,814437.75
"3417/596.4898mz/9.17min",1652524.95,1275551.9,2749620.2,2029498,2674187.5,1063133.5,859286.3
"3418/600.5211mz/9.19min",1285776.65,1235208.1,1744143.5,1513027.2,1336345.2,800073.44,621264.6
"3419/966.9068mz/9.21min",72688.2035,106868.95,469426.12,321519.47,38507.457,7701.4914,7701.4914
"3420/411.3843mz/9.23min",2634708.375,4324706,9692987,7089456,944710.75,902095.06,792624.5
"3421/823.7762mz/9.23min",74799.867,124666.445,401408.6,280932.12,24933.289,24933.289,24933.289
"3422/667.5271mz/9.23min",1518286.2,1292693.8,2359430.5,1743878.6,2513838.8,1010486.44,840269.8
"3423/566.4791mz/9.24min",2295650.8,1995338.1,4034626.8,3260731,2595963.5,1348293.1,1136715.8
"3424/653.5113mz/9.2min",80880.288,75663.516,86097.06,100224.92,333444.25,27885.578,5577.1156
