"","PC1","PC2","PC3","PC4","PC5","PC6"
"GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML",-5.0995,0.4601,-5.0635,-1.0081,0.90433,2.0695e-15
"GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML",-7.016,-2.1687,1.6755,1.9129,-2.88,2.6481e-15
"GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML",-3.6774,1.2238,3.5401,-1.6595,3.0864,3.3168e-15
"GF_S4_MC_RCG_1_neg_20210511_Run71.mzML",6.4113,-6.0868,-0.26356,-0.060317,0.90447,2.0574e-15
"GF_S4_MC_RCG_2_neg_20210511_Run91.mzML",4.5178,3.7803,-0.28729,4.0457,0.69904,4.2128e-15
"GF_S4_MC_RCG_3_neg_20210511_Run171.mzML",4.8638,2.7914,0.39877,-3.2307,-2.7143,3.1691e-15
