CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
4277	4794	1	0.8808	-45.046
4480	5304	1	0.7523	-7.021
5181	5462	1	0.8355	-28.033
2646	2918	1	0.7679	-23.016
4480	6123	1	0.927	31.990
4777	5930	1	0.7681	21.948
4777	5465	1	0.944	15.995
3937	5467	1	0.723	-15.019
4179	5462	1	0.9698	0.000
4277	5370	1	0.7404	-68.062
2736	2951	1	0.83	-99.068
3948	4548	1	0.7437	-23.015
2570	2951	1	0.8978	15.995
5670	5842	1	0.8056	-14.015
4936	5310	1	0.8299	-28.031
5030	5616	1	0.8566	15.995
5356	6123	1	0.8029	-14.016
5064	5536	1	0.8397	-42.047
4777	5035	1	0.805	-33.961
5356	5743	1	0.7493	-42.047
3638	3661	1	0.7712	1.021
3261	4779	1	0.8755	15.995
4430	4441	1	0.9195	-0.194
5257	5616	1	0.8009	49.956
3582	4277	1	0.9403	15.995
4480	5165	1	0.7225	-109.901
4936	5125	1	0.9599	-14.016
2301	2646	1	0.8422	15.995
4925	5125	1	0.8664	63.972
4052	6127	1	0.7036	1.980
5180	5930	1	0.7293	-22.078
4936	5241	1	0.8372	-14.016
2570	2736	1	0.7157	115.064
2555	2918	1	0.9733	15.995
3638	4277	1	0.8885	-23.016
4480	5030	1	0.7677	1.979
3638	5328	1	0.8999	-68.063
3413	4277	1	0.8036	-7.021
5353	5617	1	0.8492	-28.031
4052	4598	1	0.7494	15.995
4179	5467	1	0.8134	-1.003
5616	5647	1	0.783	67.978
4589	5328	1	0.9297	15.995
5180	5465	1	0.8962	-28.031
4925	4936	1	0.8895	77.987
5465	6123	1	0.8614	0.000
5467	5617	1	0.8373	-13.013
4179	5617	1	0.8473	-14.016
4480	5930	1	0.8543	37.943
3582	4589	1	0.8978	-45.047
5032	5617	1	0.9011	15.995
4794	5370	1	0.7459	-23.016
5241	5399	1	0.838	-14.016
5181	5353	1	0.7946	-14.017
3473	4589	1	0.734	-41.052
3473	5462	1	0.924	15.995
5181	5467	1	0.7008	-29.036
5399	5462	1	0.8941	68.063
5241	5353	1	0.7797	68.063
4925	5399	1	0.7886	49.956
2691	2918	1	0.7887	-99.068
4179	4779	1	0.9541	-15.995
5436	5842	1	0.7356	-14.015
4430	5616	1	0.8056	-68.256
5064	5399	1	0.8541	-28.031
5462	5617	1	0.8576	-14.016
4933	5370	1	0.7348	0.001
4779	5462	1	0.9564	15.995
4870	6127	1	0.7045	21.944
5125	5310	1	0.8326	-14.016
3473	4779	1	0.9377	0.000
4933	5670	1	0.8297	0.001
4598	6127	1	0.7171	-14.015
3413	5328	1	0.8175	-52.068
4936	5536	1	0.812	-42.047
5399	5536	1	0.7643	-14.015
4480	5356	1	0.772	46.005
4406	5180	1	0.7627	15.995
5241	5310	1	0.8457	-14.016
5180	5356	1	0.8744	-14.016
5616	5617	1	0.8601	68.063
3366	3582	1	0.7628	15.995
4779	5467	1	0.7322	14.992
5217	5743	1	0.9548	15.995
3638	4589	1	0.9192	-84.058
3261	5462	1	0.8664	31.990
5470	5536	1	0.9104	-0.000
4406	4777	1	0.7406	-28.031
5165	5930	1	0.7112	147.844
4732	5257	1	0.7401	-17.967
3582	3638	1	0.9027	39.011
4598	4870	1	0.7061	-35.959
4179	5181	1	0.853	28.033
4794	5328	1	0.9102	-0.000
4788	5180	1	0.7379	30.011
5310	5536	1	0.773	-14.015
2951	4009	1	0.7578	18.012
3638	4009	1	0.8012	15.996
5241	5536	1	0.8653	-28.031
5064	5125	1	0.9106	-14.016
2555	2691	1	0.789	115.063
4933	5842	1	0.8205	-14.014
5035	5257	1	0.8605	-14.016
4009	4012	1	0.9363	-17.028
3366	4277	1	0.7673	31.990
3937	5353	1	0.7166	-0.000
5064	5241	1	0.8957	-14.016
3638	4794	1	0.9122	-68.062
4589	4794	1	0.9628	15.996
4936	5064	1	0.9123	0.000
3261	4179	1	0.8858	31.989
3473	5467	1	0.7327	14.992
3473	4179	1	0.9434	15.995
4091	4589	1	0.9723	-0.001
3413	3638	1	0.9007	15.995
5030	5180	1	0.7241	58.042
4292	5040	1	0.7297	15.995
5465	5616	1	0.7977	-14.016
2408	2646	1	0.7527	-99.068
5035	6127	1	0.7903	33.962
4480	5180	1	0.833	60.021
5241	5470	1	0.7783	-28.031
3937	5241	1	0.7922	-68.063
5035	6123	1	0.7776	49.956
4277	5328	1	0.8464	-45.047
3734	3937	1	0.8047	44.027
5310	5462	1	0.9067	68.063
4430	5617	1	0.8345	-0.194
5370	5436	1	0.8163	-0.000
4933	5436	1	0.89	0.001
5180	6123	1	0.8488	-28.031
4480	5465	1	0.8784	31.990
4009	4495	1	0.8298	-0.001
4040	4179	1	0.8112	39.011
4012	4495	1	0.7044	17.027
3473	4040	1	0.8395	-23.016
4777	5030	1	0.9147	-14.016
3261	3473	1	0.914	15.995
3473	3638	1	0.7614	43.006
4869	5257	1	0.7145	-28.031
4441	5647	1	0.7238	-0.084
5125	5470	1	0.7671	-28.031
4040	5462	1	0.7961	39.011
5616	5743	1	0.7171	-14.016
