Filename	Class
2024_NEG_Anid-EV-gpdA_CTRL_1_Run189.mzML	CTRL
2024_NEG_Anid-EV-gpdA_CTRL_2_Run209.mzML	CTRL
2024_NEG_Anid-EV-gpdA_CTRL_3_Run239.mzML	CTRL
2024_NEG_Anid-TJGIp11_1_Run168.mzML	EXP
2024_NEG_Anid-TJGIp11_2_Run206.mzML	EXP
2024_NEG_Anid-TJGIp11_3_Run253.mzML	EXP
