filename	ATTRIBUTE_GROUP
2024_POS_Anid-EV-gpdA_CTRL_1_Run188.mzML	CTRL
2024_POS_Anid-EV-gpdA_CTRL_2_Run208.mzML	CTRL
2024_POS_Anid-EV-gpdA_CTRL_3_Run238.mzML	CTRL
2024_POS_Anid-TJGIp11_1_Run167.mzML	EXP
2024_POS_Anid-TJGIp11_2_Run205.mzML	EXP
2024_POS_Anid-TJGIp11_3_Run252.mzML	EXP
