filename	ATTRIBUTE_GROUP
2024_POS_CC-Media_1_Run17.mzML	CTRL
2024_POS_CC-Media_2_Run53.mzML	CTRL
2024_POS_CC-Media_3_Run73.mzML	CTRL
2024_POS_CC_1_Run20.mzML	EXP
2024_POS_CC_2_Run47.mzML	EXP
2024_POS_CC_3_Run61.mzML	EXP
