row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p10_3_Run145.mzML Peak area,2024_NEG_Y-p10_2_Run130.mzML Peak area,2024_NEG_Y-p10_1_Run104.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,Unnamed: 19
495,188.90393794955173,8.738349000000001,,,,,,,,,,,1377680.5,678162.3,813645.4,1836061.1,672659.0,340589.66,
187,189.07682721389224,3.1279478,,,,5.0,,,,,,,397378.28,106298.586,236018.48,532595.44,571095.8,1085541.8,
147,190.05466721395803,2.4148111,,,,,,,,,,,260568.53,228417.86,402188.62,214606.98,147239.72,1032941.6,
85,191.00839068023475,0.53498876,,,,6.0,3.0,[M-H2O+2H]+2,,2.0,85;76,398.01316,2341634.0,1831764.9,2338752.8,1301568.2,1394385.9,1793126.4,
73,191.01073289876467,0.52069557,,,,6.0,,,,,,,1086560.9,1380371.6,1303252.6,1377021.0,921158.3,1308342.9,
75,191.01980204973012,0.5252015,,,,6.0,,,,,,,367748900.0,245101390.0,387450000.0,183825230.0,200735150.0,527917000.0,
41,191.0198078611509,0.38616490000000003,,,,7.0,,,,,,,134739840.0,158857180.0,140032670.0,144558670.0,136013580.0,179340590.0,
82,191.0288316437732,0.5302206,,,,6.0,,,,,,,1065322.5,952014.7,1720233.0,1126590.9,1096207.4,1454209.9,
40,191.0311980446571,0.38616350000000005,,,,7.0,1.0,[2M+Na]+,,2.0,30;40,84.02157,947728.56,1184546.4,928934.8,1033296.7,973798.8,1129069.6,
546,195.81090147585442,10.43855,,,,8.0,,,,,,,467267.6,313453.1,380952.7,374551.5,424620.7,352871.8,
545,197.80794204909213,10.43855,,,,8.0,,,,,,,657884.9,560487.9,500427.84,503374.1,589876.94,304198.44,
273,214.87991641397102,5.8423595,,,,,,,,,,,0.0,0.0,10257.707,12858.122,0.0,848842.7,
250,214.87994469108025,4.907103500000001,,,,,,,,,,,293878.3,0.0,0.0,0.0,0.0,5011.2827,
258,214.8799611112458,5.4853816,,,,2.0,,,,,,,0.0,855700.25,906536.7,1034369.3,153247.12,5249.3657,
553,214.87999520162919,10.5184965,,,,25.0,,,,,,,2624901.2,2780630.0,2784071.5,2486789.5,2710750.2,3068332.2,
17,215.03276351039972,0.35528123,,,,31.0,,,,,,,284626.0,90649.7,333057.88,390507.22,380808.28,327890.84,
140,218.103335481162,2.180113,,,,,,,,,,,288988.47,644040.44,450248.66,110960.44,124719.82,185921.55,
494,221.87460052594744,8.740272000000001,,,,36.0,,,,,,,3278501.8,2104157.5,2620579.2,4116407.2,2206743.2,316365.06,
16,223.06854494367906,0.3581098,,,,,,,,,,,251508.52,297181.0,270431.25,237022.23,230448.44,268556.38,
146,223.07241206493183,2.3684057999999997,,,,,,,,,,,155477.22,0.0,138768.97,315993.7,362429.84,352128.34,
492,223.87232112565698,8.732475,,,,36.0,,,,,,,2400741.2,1494014.4,1898105.4,2969693.2,1565024.5,222510.9,
164,224.0927749598769,2.7693145,,,,16.0,,,,,,,175488.89,272545.12,216011.84,126442.28,176541.03,496896.03,
193,224.09280547763925,3.2407348,,,,35.0,,,,,,,504736.72,698720.0,585384.7,445819.62,411615.53,1179200.9,
238,227.96659147047288,4.7402744000000006,,,,4.0,,,,,,,6227475.5,6221298.0,6530966.0,6044906.0,6444993.5,6507448.5,
241,228.96988205567482,4.7402744000000006,,,,4.0,,,,,,,507370.78,501137.47,507956.62,490618.6,506263.34,503694.16,
184,229.1557253520529,3.0725507999999997,,,,,,,,,,,363381.1,474245.6,415219.2,335455.78,339752.78,821279.56,
143,229.1557327774936,2.3054295,,,,,,,,,,,125785.57,1205156.8,0.0,0.0,0.0,0.0,
153,229.1557433409287,2.5187057999999998,,,,,,,,,,,0.0,92163.94,0.0,0.0,0.0,0.0,
239,229.9644732508021,4.7402744000000006,,,,4.0,,,,,,,6156292.5,6100762.5,6414641.5,5962377.5,6257572.0,6281956.0,
240,230.96777895756668,4.7413235,,,,4.0,,,,,,,501827.03,481247.88,507166.9,453998.22,476826.62,507543.5,
152,237.0880746716776,2.5151594,,,,,,,,,,,710735.44,31424.39,609584.6,961308.0,972926.0,1005261.06,
197,238.072065454146,3.3390725,,,,,,,,,,,160389.67,5009.09,123061.586,182107.0,196388.78,393158.6,
251,241.89890088212522,4.951902400000001,,,,,,,,,,,461890.78,77342.5,150606.97,59726.113,82980.7,61961.027,
274,241.8989038353373,5.872749,,,,,,,,,,,48565.074,42991.457,164720.34,207070.92,26724.01,991451.3,
255,241.89891870719933,5.425535,,,,,,,,,,,83803.0,611985.5,130412.45,202874.22,1288056.5,15654.265,
259,241.89892047597115,5.4912453,,,,2.0,,,,,,,17529.068,926238.3,1451744.5,1765625.1,719349.6,25456.807,
552,241.89896597411305,10.51787,,,,25.0,,,,,,,4102077.5,3940005.0,4450664.5,4835767.5,4514197.0,4094301.8,
254,242.17612547274385,5.130475499999999,,,,,,,,,,,46951.4,6065.409000000001,20075.363,72657.17,67048.016,180981.14,
223,242.17616890327827,4.4249635000000005,,,,26.0,,,,,,,470149.38,458520.2,491241.16,483586.22,444830.47,497085.88,
550,243.89930299925962,10.493144000000001,,,,57.0,,,,,,,7120966.5,7014591.0,7284292.5,7453913.0,8137977.0,7319117.0,
491,243.89930891057705,8.704297,,,,36.0,,,,,,,3212506.2,1525361.1,2357598.0,9907516.0,1905565.6,106486.266,
563,245.8947250597984,11.277992,,,,,,,,,,,39722.074,154145.52,6096.0605,10950.416000000001,80630.375,159997.28,
490,245.89477798712747,8.694421,,,,36.0,,,,,,,1207383.1,549786.7,886942.6,3817627.5,718980.5,0.0,
551,245.89479394773238,10.493144000000001,,,,57.0,,,,,,,2677935.2,2681892.5,2824030.2,2530920.2,3125082.0,2783030.5,
496,248.893567998078,8.732144,,,,36.0,,,,,,,3913374.2,2005781.2,3057705.0,7127003.0,2598794.0,29714.27,
204,249.02269792443957,3.4797904,,,,,,,,,,,5746292.0,6511112.5,6275355.5,6407318.5,6707730.0,6543680.0,
498,250.8916790225369,8.734867,,,,,,,,,,,1720702.1,487872.97,798098.8,3164954.8,626202.94,17483.238,
10,254.9263505485256,0.34315145,,,,9.0,,,,,,,278609.56,330100.5,317545.56,266673.25,290558.12,236624.12,
547,255.8221543846065,10.440475,,,,,,,,,,,281738.75,120071.836,228238.77,326901.88,294749.56,24761.066000000003,
201,258.0771480858166,3.3981687999999997,,,,,,,,,,,182929.12,250892.92,216630.16,162731.03,163000.75,414691.03,
180,258.0771536851419,2.9801743,,,,,,,,,,,32092.615,60936.633,47960.254,28898.996,38957.68,114398.67,
169,265.01761781370584,2.8258946,,,,,,,,,,,1657486.9,1725437.9,1692830.5,1650498.6,1697598.5,1611131.0,
192,265.01762424572496,3.1706722000000003,,,,,,,,,,,3178656.2,2879692.2,3132528.2,3220640.2,2998618.2,2735092.0,
278,265.1478977474356,5.9066305,,,,,,,,,,,369262.88,633752.8,343322.78,327532.84,198893.11,0.0,
271,265.1479014854904,5.870616,,,,,,,,,,,379377.66,753190.06,338303.3,0.0,198893.11,322987.28,
295,265.1809298371332,6.299647,,,,12.0,,,,,,,511009.53,110383.79,430081.16,779828.25,804351.8,995149.8,
244,266.98883993995514,4.7554584,,,,23.0,,,,,,,1488660.9,1426116.8,1558331.0,1341550.4,1477297.2,1509454.0,
243,268.98573144667785,4.7554584,,,,23.0,,,,,,,478877.84,477244.66,499797.2,410500.8,464914.88,482757.22,
118,271.06166796043675,0.87888557,,,,,,,,,,,1731491.9,1442034.4,1551738.4,1731091.4,1575236.0,1101571.5,
289,271.2278550772814,6.2645106,,,,,,,,,,,135866.25,313910.0,225891.02,145200.8,139739.34,264470.62,
389,271.2278776389273,7.224448700000001,,,,,,,,,,,42089.168,426567.16,39724.58,49573.793,55614.246,59730.758,
218,271.9983267680924,4.1182175,,,,,,,,,,,147193.95,159204.98,150819.84,165465.16,147111.36,158568.39,
162,272.0775938442144,2.7396631,,,,,,,,,,,149074.36,203774.94,172498.2,135736.58,148433.56,356803.3,
145,272.0776124505302,2.3216883999999998,,,,,,,,,,,116251.234,183868.1,136815.14,101462.875,107388.11,341064.5,
205,279.995839617882,3.5154552000000003,,,,24.0,,,,,,,19953754.0,18590196.0,20258908.0,19185850.0,18329880.0,18195384.0,
165,286.09322856737685,2.7693145,,,,16.0,,,,,,,256952.62,408901.28,354152.1,244878.42,277315.25,710545.56,
194,286.09325738840374,3.2407348,,,,35.0,,,,,,,754643.25,1039946.1,885327.1,676439.1,699600.5,1756810.0,
139,288.07253083918437,2.1635706000000003,,,,,,,,,,,484943.16,789507.3,584753.7,422992.06,359066.75,1185276.6,
144,290.08820292555265,2.3274798,,,,,,,,,,,2896271.2,3911776.2,3247564.5,2449404.8,2665860.8,6628149.5,
203,292.046287069042,3.4321669999999997,,,,,,,,,,,43383.414000000004,0.0,53113.11,45453.562000000005,48407.527,124667.19,
156,292.0463054823523,2.5381408,,,,,,,,,,,65923.984,0.0,88640.29,81182.52,86465.484,194920.5,
182,292.0463318234476,2.9997609,,,,,,,,,,,194181.4,48621.655999999995,221025.52,191136.42,216288.08,504699.72,
352,293.21228535038875,6.9184766,,,,19.0,,,,,,,771879.3,217920.77,639665.2,797518.7,900611.94,942030.5,
120,298.0697693355301,0.8706927,,,,,,,,,,,339519.47,265770.88,380171.9,349965.1,946913.44,606448.3,
172,298.0932522538673,2.8675177000000005,,,,44.0,,,,,,,115821.18,0.0,78065.09,104070.305,134513.0,156303.84,
160,298.09327705993786,2.7149677000000003,,,,58.0,,,,,,,1160115.4,39558.23,1272178.0,2152100.8,2145004.0,2047585.8,
361,299.25921914222715,7.0162687,,,,18.0,,,,,,,36488.23,0.0,38962.01,54202.168,64904.77,61993.23,
328,299.2592201924319,6.67247,,,,32.0,,,,,,,265013.38,57774.562000000005,329988.38,217165.16,251367.44,298922.03,
348,299.2592202443267,6.896257,,,,49.0,,,,,,,434349.03,477717.38,799487.7,429637.3,421693.53,517147.3,
337,299.25923279477274,6.8101697,,,,43.0,,,,,,,1000661.56,514353.22,1197953.5,863758.6,869422.56,748208.0,
163,304.10383742429434,2.7644835,,,,,,,,,,,4344250.0,6075137.0,5138907.0,4091128.2,4297834.0,10568270.0,
89,306.0765981729712,0.55456096,,,,,,,,,,,1606108.4,1254165.8,611428.25,1070204.0,782729.3,588393.6,
52,306.0766121105819,0.39593026,,,,7.0,,,,,,,538237.1,784983.56,623201.8,602862.4,630029.06,360895.47,
217,309.10142417850346,3.9947063999999997,,,,,,,,,,,405122.53,412855.88,417834.7,401630.47,425955.4,425567.22,
183,310.0568944422953,3.0012922000000004,,,,,,,,,,,1722318.9,531490.6,2097307.5,1837153.6,1906308.9,4493857.5,
77,310.96889129943816,0.5261209,,,,,,,,,,,3289794.8,2728876.8,2709561.8,1823882.5,1659487.0,3495286.8,
63,310.97878048596164,0.42554906,,,,45.0,,,,,,,1208092.2,1867511.9,1322985.1,947503.44,1040999.94,946370.94,
100,310.97889295906924,0.63263994,,,,29.0,,,,,,,1070101.1,1787653.8,1323298.8,536245.5,1052574.5,811640.56,
507,311.1686746847393,9.022953999999999,,,,3.0,,,,,,,480898.53,413428.2,427779.94,458654.62,474588.28,151949.39,
523,311.1686994625278,10.233082000000001,,,,,,,,,,,168110.48,160872.83,169151.22,76688.695,157923.16,190894.34,
321,311.1687010546839,6.5293374,,,,,,,,,,,68816.086,164354.94,115842.83,1006255.06,41230.363,62962.875,
308,311.1687105130364,6.418591,,,,,,,,,,,773744.56,729162.0,766818.1,1013555.2,830203.5,668478.56,
291,311.16871284419875,6.3244967,,,,,,,,,,,916318.3,983211.5,980092.6,175582.45,860628.3,1187996.6,
178,320.0776377191798,2.979214,,,,39.0,,,,,,,148801.9,212037.8,164738.84,123456.59,128056.48,385347.88,
202,320.077665652784,3.4009771,,,,52.0,,,,,,,593697.06,806539.0,676668.94,518614.5,525066.94,1321670.0,
