filename	ATTRIBUTE_GROUP
2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML	CTRL
2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML	CTRL
2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML	CTRL
2024_NEG_Anid-TJGIp4_1_Run183.mzML	EXP
2024_NEG_Anid-TJGIp4_2_Run212.mzML	EXP
2024_NEG_Anid-TJGIp4_3_Run233.mzML	EXP
