"","filter","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp7_1_Run17.mzML","NEG_TJGIp7_2_Run141.mzML","NEG_TJGIp7_3_Run156.mzML"
"137/471.1661mz/3.69min",210225.6,88657.53,214109.84,246078.38,78083.16,260957.28,206341.36
"138/214.145mz/3.69min",231829.235,560923.9,277626.44,353474.4,186032.03,146631.11,154604.7
"139/489.1768mz/3.7min",141358.54,192830.44,123879.79,152680.61,124303.89,157803.36,130036.47
"140/215.1289mz/3.73min",160514.655,78154.22,158736.62,162292.69,131205.22,185289.88,170433.9
"141/191.0749mz/3.68min",322124.735,823386.6,268534.62,296742.53,363633.88,347506.94,247745.19
"142/195.0663mz/3.75min",403145.98,299838.8,399830.56,492116.16,228126.64,406461.4,447572.94
"143/171.1028mz/3.75min",652988.3,827897.3,636515.8,669460.8,625418.06,731552.75,604776.2
"144/516.224mz/3.77min",265476.695,449636.16,137273.45,341427.66,189525.73,731720.56,180310.47
"145/191.0749mz/3.75min",3308.8863,534429.3,5514.8105,1102.9621,287027.6,1102.9621,1102.9621
"146/159.1027mz/3.79min",521123.205,376076.34,505325.47,536920.94,492443.06,651157.8,650265.1
"147/471.1661mz/3.79min",492012.675,604134.75,443201.2,554430.5,418619.9,459757.6,524267.75
"148/534.1617mz/3.79min",258328.065,510990.53,250383.6,237187.33,371313.16,231955.47,266272.53
"149/518.1749mz/3.79min",827942.28,798614.56,761438.25,963319.44,450920.53,857270,919217
"150/507.1428mz/3.79min",910329.87,1837114.1,851515.1,871990.3,1199658.4,831496.75,948669.44
"151/517.1715mz/3.79min",2914002.75,2809660,2656481.2,3619063.8,1624418.8,3018345.5,3462914
"155/236.0962mz/3.8min",2600986.4,11244.371,2589477.8,2939752.5,2248.8742,3751886.5,2612495
"156/281.1395mz/3.81min",263341.385,241364.34,275508.94,228647.69,488473.16,251173.83,286259.34
"157/227.129mz/3.84min",38924.335,7573.177,41661.56,42204.26,32926.812,50772.61,36187.11
"158/317.0303mz/3.87min",765008.18,1212668.6,424457.56,519295.22,553892.8,2473425.8,976123.56
"159/489.1768mz/3.87min",1089407.4,890836.1,1195220.8,1515112,658514.2,983594,1633403
"160/525.1534mz/3.87min",324772.25,657861.6,326114.12,322174.53,479061.1,263923.72,323430.38
"161/535.1824mz/3.87min",276294.39,254274.53,298314.25,376663.25,170889.02,242317.61,320683.56
"164/473.1819mz/3.91min",393481.875,394973.72,308128.3,391990.03,329932.03,396152.9,409384.38
"165/596.2845mz/3.92min",1205966.45,1007834.25,1132255.8,1201808.5,1210124.4,1463290.4,1489908.2
"167/213.0154mz/3.94min",450803.265,250904.02,453168,513703,364657.6,616520.9,448438.53
"168/469.1503mz/3.95min",102049.033,126715.195,84507.15,100070.586,118386.5,104027.48,66010.23
"170/459.2027mz/3.94min",367597.765,475694.56,297472.2,292179.12,471091.72,397425.5,337770.03
"172/236.0962mz/3.95min",422045.44,3429346.5,422045.44,422045.44,2110227.2,422045.44,422045.44
"173/419.1713mz/3.95min",102454.485,150144.81,69168.44,78719.15,108799.875,103995.44,100913.53
"174/411.1814mz/3.97min",91364.618,49496.035,94494.65,104091.586,60835.082,88234.586,98308.914
"175/187.0977mz/4.0min",36803.9275,4354.2363,33010.613,40597.242,21445.084,41694.832,42747.875
"176/245.0456mz/3.98min",257272.5,241149.53,242211.9,221514.36,304397.47,272333.1,316875.2
"178/171.1027mz/4.01min",448798.07,593193.3,396569.9,440998.44,450619.8,479177.75,446976.34
"179/535.1823mz/4.01min",48023.285,50740.297,42131.13,57889.312,45306.273,55855.41,43871.613
"180/525.1534mz/3.96min",67143.2685,64351.137,69935.4,71293.14,42966.71,8593.342,72698.88
"181/469.1503mz/4.01min",56178.2425,149681.92,49566.285,62790.2,141724.1,46321.42,46842.75
"182/487.1612mz/4.03min",101835.705,169003.61,98659.99,121429.15,64184.484,92609.766,105011.42
"183/431.2075mz/4.03min",213689.805,223404.12,205440.89,197484.31,175882.03,221938.72,240504.27
"184/228.1605mz/4.03min",285359.145,561243.9,334784.34,406644.44,235933.95,182900.69,191736.39
"185/165.0557mz/4.04min",128838.66,174095.3,127523.81,117182.31,206711.36,130153.51,116320.586
"186/225.1133mz/4.05min",756205.15,314786.84,774979,742940.8,593534.3,858813.4,769469.5
"188/159.1027mz/4.07min",531282.655,445455.3,730753.1,480260.97,580631,568993.75,493571.56
"189/301.1657mz/4.08min",252217.055,221667.33,266994.38,246735.03,253387.55,293464.44,251046.56
"190/517.1716mz/4.13min",335513.75,346212.38,314172.5,341788.72,329238.78,363918.7,328817.12
"191/580.289mz/4.12min",1407275.9,1265149.2,1345643.1,1360551.6,1625642,1593661.2,1454000.2
"192/536.1779mz/4.14min",1307341.475,3292736.2,993962,783936.25,2942676.2,1016747.75,1597935.2
"194/519.1869mz/4.13min",39464982,38866656,39910064,44321564,30799836,39019900,45259660
"195/541.1677mz/4.13min",523295.89,389022.47,552786.44,626874.9,235870.34,493805.34,585906.2
"196/329.1757mz/4.13min",322153.325,303099.75,329388.9,371716.88,258456.22,314917.75,359623.03
"197/947.3702mz/4.13min",1294092.9,1163880.1,1281038.4,1550331.1,807097.75,1307147.4,1514887.9
"198/117.0191mz/4.13min",345367.27,302720.97,347611.2,363641,270872.16,343123.34,376735.97
"200/509.1581mz/4.13min",8279260.25,18196096,8078002.5,7326211.5,16520955,8248302.5,8310218
"202/473.1815mz/4.13min",47875949,43609576,48181510,54887788,36343084,47570388,54839460
"204/252.0732mz/4.14min",1235111.3,223505.56,1352694.8,1549753.4,223505.56,2107135.2,1117527.8
"208/915.3811mz/4.14min",292326.02,204294.67,269972.84,323300.44,186017.55,329124.75,314679.2
"209/775.3544mz/4.15min",224712.34,169787.53,227107.38,222317.3,154439.61,242373.34,230176.05
"210/401.1604mz/4.14min",1316426.25,1247228.1,1275387.6,1357464.9,1189148.1,1478419.8,1438238.5
"212/441.1917mz/4.14min",4374909,3374473.5,4344792.5,4405025.5,3682115.8,4653296,4516677.5
"213/195.0661mz/4.15min",341102.59,277167.84,340409.8,341795.38,287191.5,378806.03,357907.3
"214/487.1971mz/4.15min",4274879.5,3557304,4256763,4292996,3667196.5,4722678.5,4450232.5
"215/423.1814mz/4.15min",231376.765,184773.56,229231.72,233521.81,205556.3,265399.6,262896.06
"217/301.1655mz/4.15min",2707098.9,2080049.9,2839758.8,2675268.8,2427789.8,3055407.5,2738929
"220/489.1767mz/4.15min",168576.505,162193.38,184074.61,176024.7,166603.62,170549.39,166408.84
"221/477.1682mz/4.16min",728503.4,1493993.2,671759.5,570820.2,1755925.8,785247.3,665273.06
"222/431.2074mz/4.16min",169916.995,187332.36,162591.52,154600.06,154099.1,177242.47,195376.4
"223/535.1818mz/4.16min",2363203.8,1992193.6,2371601.8,2525774.5,1625217.5,2354805.8,2614007
"225/525.1529mz/4.16min",870935.92,2822301.8,789473.2,669281.5,2368389.2,940666.44,801205.4
"228/551.2134mz/4.17min",621106.82,396999.1,600219.44,641994.2,461973.94,757234.7,715152.56
"229/449.218mz/4.18min",107106.505,181420.92,94454.164,78757.64,175370.48,112367.98,101845.03
"230/215.1287mz/4.18min",326043.79,372745.03,334927.7,293472.06,317159.88,366990.16,284176.8
"231/503.1923mz/4.18min",2255345.5,2073611.1,2238489.8,2516704,1467286.2,2272201.2,2474205.5
"232/549.1976mz/4.19min",944997.28,969157.9,907389.06,1003494.25,670730.25,947354.06,942640.5
"234/227.1288mz/4.19min",165647.625,60364.883,210443.8,164177.7,155849.16,206631.67,167117.55
"236/269.1758mz/4.2min",531384.65,353756.84,481394.9,581374.4,369000.8,688464.2,642078.44
"237/247.0611mz/4.2min",114630.41,333806.22,67930.11,99787.82,148734.78,129473,45083.027
"238/285.0404mz/4.22min",149946.825,169213.92,130679.73,99567.46,91848.805,411356.34,202993.94
"240/471.1659mz/4.24min",3613010,3574786.8,3335231.8,3911809.2,2373275.5,3651233.2,3778884
"241/472.1695mz/4.24min",947663.325,998903.4,896423.25,1100193.2,738769.56,895588.6,1033600.1
"242/493.2441mz/4.25min",761352.95,679990.6,773369.7,905861.25,610168.1,749336.2,846571.25
"243/489.1769mz/4.25min",358340.655,866730.8,350181.72,471268,350646.34,339457.94,366034.97
"245/441.1918mz/4.25min",2082739.9,2030552,1911663.5,2298797,1725942.4,2134927.8,2174749.2
"246/493.1271mz/4.26min",218589.845,435406.47,235796.19,201383.5,468680.5,196222.45,163383.45
"247/503.1571mz/4.26min",405491.115,413378.7,478103.6,489708.7,391484.56,397603.53,354661.6
"249/263.0924mz/4.26min",338044.795,904496.7,193948.23,315858.25,360231.34,464079.75,161433.36
"250/357.1708mz/4.28min",322031.07,489912.4,271566.9,349256.6,272148.72,298235.84,345826.3
"251/389.1607mz/4.28min",131941.0825,186252.19,107756.055,134651.11,108158.97,129231.055,146029.23
"252/117.0193mz/4.28min",268700.59,132711.47,254503.56,320370.78,118286.46,282897.62,312111.3
"255/503.1923mz/4.29min",811633.33,664436.9,814606.1,971812.4,487356.16,808660.56,929742.9
"256/566.1877mz/4.29min",240239.15,422821.25,245459.44,195944.89,316664,235018.86,200078.84
"257/539.1691mz/4.29min",997724.405,1704537.8,969309.7,979720.56,1242327.1,934622.56,1015728.25
"258/549.1977mz/4.29min",1948397.5,1873538.6,1961721.5,2409063,1209173.6,1935073.5,2225288.2
"259/487.1611mz/4.3min",501801.53,533520.6,463619.62,520640.12,416174.34,492310.62,511292.44
"260/535.1812mz/4.26min",107489.56,102112.84,73514.86,78708.96,112866.28,118721.055,302294.28
"261/417.1555mz/4.33min",403930.39,411336.7,400046,373006.8,407814.78,319184.94,422948.1
"262/252.0733mz/4.3min",9016.8462,670902.3,15028.077,3005.6154,593736.75,3005.6154,3005.6154
"263/183.139mz/4.33min",348566.36,488498.53,311513.88,326264.25,319502.03,399439.34,370868.47
"264/227.1289mz/4.34min",2788815,3767329.2,2511739.5,2647868.5,2511251,3145000.8,2929761.5
"265/451.2338mz/4.35min",93202.31,188229.03,79870.4,77084.914,141080.06,84521.41,101883.21
"266/477.2129mz/4.35min",49388.0865,33825.38,47150.22,64475.508,25957.957,51625.953,68877.56
"267/507.2232mz/4.4min",102031.428,99110.27,75297.11,120909.01,61644.832,104952.586,124510.78
"268/395.1862mz/4.35min",1378090.75,1091666.4,1430869.2,1533995.1,1269243.5,1422106.4,1334075.1
"269/413.1969mz/4.35min",182124.67,150325.5,192902.75,200551.08,161457.84,185225.28,179024.06
"270/242.1762mz/4.35min",2116679.9,2828104.2,2126931.8,2106428,2574158.2,1164902.6,1298993.4
"271/525.1738mz/4.35min",87423.37,20944.95,96074.484,97133.13,39199.754,86216.95,88629.79
"272/447.2024mz/4.38min",760786.35,211834.58,750525.6,771047.1,241971.72,1147866.9,1106901.4
"274/636.3155mz/4.39min",469948.39,314345.9,468592,471304.78,455383.2,682418.7,628669.1
"275/459.2028mz/4.36min",2797373.15,17684.361,2847455.8,3540917.8,6954.47,2747290.5,3267957.8
"277/263.0924mz/4.4min",113340.08,484221.25,105671.67,82714.56,121008.49,192382.58,93311
"278/169.087mz/4.4min",478678.75,567183.3,386900.16,421309.6,474384.75,505702.8,482972.75
"280/391.1763mz/4.42min",1055278.4,1038594.25,1048816.4,1061740.4,1163654.2,998814.4,1141762.9
"284/458.1902mz/4.44min",589077.925,608453.1,610888.9,619918.3,524225.8,569702.75,554758.94
"286/457.1868mz/4.44min",1735438.9,1894389.8,1669416.4,1749581.2,1474274.2,1721296.6,1950129.6
"288/375.2176mz/4.44min",495931.625,428483.34,507810.44,490651.97,512635.66,430014.56,501211.28
"291/477.1684mz/4.44min",3628650.25,8443398,3413643.2,3298385.2,6539530,3443591.5,3813709
"295/509.1789mz/4.44min",283627.33,178021.83,284198.22,326108.22,150494.66,283056.44,333205.78
"298/883.3909mz/4.45min",512603.015,344839.53,504776.25,617283.56,221196.06,520429.78,607854.7
"299/195.0662mz/4.45min",523332.66,517862.12,497779.1,579578.6,394019.94,528803.2,594862.75
"301/423.1813mz/4.45min",577422.25,556398.7,567812.94,648580.25,420811.7,587031.56,657238.56
"302/441.1917mz/4.45min",10426717,9728928,10333028,11994800,7383941.5,10520406,12289607
"303/503.1923mz/4.45min",1354566.65,1303721,1352329.1,1496038.6,1014255,1356804.2,1497640.5
"306/487.1971mz/4.45min",9482457,9462431,9384351,10479177,6667022.5,9502483,10945898
"307/357.1707mz/4.45min",225989.975,244572.62,210373.16,236829.55,170870.61,215150.4,256085.02
"310/401.1604mz/4.45min",1194104.8,1300520,1092987.5,1244594.5,957401.4,1143615.1,1333696.6
"312/447.2024mz/4.43min",833405.02,402263.47,848884.6,865688.9,287796.78,851765.56,817925.44
"314/469.15mz/4.46min",554608.025,492321.78,548286.75,625409.1,422462.62,560929.3,597047
"315/549.1976mz/4.46min",3225480.15,3048038.8,3198186.8,3598834.8,2389233.8,3252773.5,3591163.2
"318/566.1877mz/4.46min",219364.68,453369.1,202958.56,183668.55,365787.28,216485.3,222244.06
"319/539.169mz/4.46min",576588.02,1259060.2,562084.6,538153.75,1021256.7,561659.1,591091.44
"320/417.1554mz/4.47min",305189.2,338988.84,314567.6,269015,417264.5,221245.4,295810.8
"321/423.2388mz/4.5min",270959.615,185269.1,245685.53,311591.5,160974.28,296233.7,398781.7
"323/523.2558mz/4.48min",842936.155,912895.7,839214.94,819328.44,1028914.75,839740.25,846132.06
"327/461.2186mz/4.48min",181848.915,122591.75,148565.47,215132.36,106333.46,222100.22,279914.66
"329/463.27mz/4.48min",122394.173,85651.484,136141.27,162297.22,83142.26,115685.086,129103.26
"330/214.1449mz/4.49min",55952.5035,43805.88,58728.332,58965.953,50152.305,54826.98,57078.027
"331/263.0924mz/4.48min",183221.07,643519.44,111790.49,159899.17,206542.97,284843.06,95521.48
"332/329.2333mz/4.49min",861913.58,1054207.1,815186.94,898295.06,725326,991380.75,825532.1
"333/480.2018mz/4.5min",3999.0906,233098.31,1333.0302,6665.151,1333.0302,56246.59,1333.0302
"334/355.1551mz/4.5min",59081.035,54789.03,47005.305,114333.73,46476.645,63968.586,63373.04
"335/459.2028mz/4.52min",330618.05,3763402,351561.2,45048.59,2653140.5,41606.184,309674.9
"337/517.1711mz/4.54min",762358.325,792683.4,638675.1,837843.4,732033.25,865148.94,696409.44
"339/929.3596mz/4.55min",402192.04,220222.36,390705.28,469584.9,203576.23,490113.66,413678.8
"345/507.1423mz/4.55min",626858.78,1442150.2,576261.56,539050.3,1396937.4,677456,518466.16
"347/517.3492mz/4.55min",168350.29,291966.56,108616.484,138821.12,179699.23,157891.88,178808.7
"350/258.1709mz/4.55min",12075920.5,15246079,10827642,12038086,12113755,11738536,12729911
"351/326.1584mz/4.55min",425879.98,258577.69,421156.34,466329.38,344662.7,430603.62,461567.2
"354/504.2749mz/4.56min",206275.085,439234.5,141220.16,178776.72,339970.53,186481.77,226068.4
"355/700.3701mz/4.56min",368075.2,424963.06,151643.94,380096.8,255851.19,356053.6,402934.66
"356/487.1611mz/4.56min",273668.14,295727.78,254271.02,271093.03,276243.25,280011.5,228472.58
"357/447.2746mz/4.56min",623715.93,170484.77,699359.06,943293.9,323784.9,912307.25,548072.8
"358/447.2024mz/4.56min",96415.8575,2270437.2,91654.805,85750.44,1455748.6,38169.89,101176.91
"359/523.1375mz/4.56min",166473.71,487934.28,152193.8,109659.59,439239.4,180753.62,124019.66
"360/413.1968mz/4.57min",8707962,7640379.5,8647085,9811401,6967266,8768839,9887367
"365/899.3857mz/4.57min",935803.42,691790.44,941465.94,1058097.8,558293,930140.9,1136352.8
"367/477.1681mz/4.57min",1195529.45,2910056.5,1204862.5,1073495.5,2274935.5,1153664,1186196.4
"369/444.2002mz/4.57min",398122.66,403702.62,392542.7,444448.38,307431,388665.78,432596.2
"370/441.1917mz/4.57min",67092627,68400330,65168708,73290510,49658040,65784924,70828160
"371/557.1795mz/4.57min",141514.625,277513.9,113073.97,80890.016,316274.2,169955.28,109179.414
"372/285.1131mz/4.57min",913303.95,919747.9,892589.3,1054832.1,671369.75,906860,988179.56
"375/423.1814mz/4.57min",370235.65,474940.75,373887,366584.3,311442.1,357159,401581.75
"379/195.0661mz/4.57min",10128312,10159744,9738385,11420033,7469717,10096880,10852756
"380/504.1871mz/4.58min",192940.88,451781.78,192040.56,163993.06,340592.5,185007.12,193841.2
"381/357.1706mz/4.58min",359060.57,345321.5,598490.3,367115.94,296722.16,354547.8,363573.34
"385/151.0763mz/4.58min",1036383.75,1040034.75,969828.44,1211624.1,781641.56,1032732.75,1091050.9
"388/423.1424mz/4.58min",680127.4,120577.766,679509.8,750599.7,283740.44,680745,696903.2
"389/221.0818mz/4.59min",1216854.9,267837.1,1294882,1451923,240561,3794575.8,1138827.8
"391/401.1606mz/4.59min",399389.95,483338.4,392325.7,385709.03,435588.72,344107.6,406454.2
"392/431.2284mz/4.59min",1151802.45,1082504.9,1050976.1,1172410,1285832.9,1131194.9,1450186
"394/471.1655mz/4.6min",3701359.7,4064650.2,3426536,3814232.2,3308821.8,3608669.2,3794050.2
"396/620.3204mz/4.61min",309804.66,230954.62,275854.88,289953.22,365575.66,421865.25,329656.1
"397/229.9643mz/4.62min",2306373,2134467.2,2309351.2,2402522.2,2303394.8,2284568,2362621.5
"398/227.9664mz/4.62min",2374684,2179038.5,2391786.8,2468611.2,2357581.2,2352065.5,2423319.5
"403/688.1583mz/4.64min",456604.3,371755.47,452216.22,478177.2,236071.36,477506.2,460992.38
"404/451.2333mz/4.64min",276740.735,648198.56,219868.36,223743.84,467277.72,266993.94,286487.53
"406/514.3488mz/4.65min",300999.425,572832.75,140963.02,285627.88,316370.97,208788.3,340949.38
"407/686.1603mz/4.64min",444427.75,366773.72,443398,507520.34,372290.66,445457.5,457562.28
"412/367.2142mz/4.66min",1515882.05,52118.867,1665582,1806165.6,157326.31,1366182.1,1850920.9
"414/525.1736mz/4.66min",399808.905,294333.47,581714.9,963756.6,106591.27,419167.06,380450.75
"415/413.1968mz/4.66min",3037052.1,2937701.2,2917870,3469622.5,2606654.8,3136403,3435038.5
"421/506.1996mz/4.67min",565540.75,523064.66,556108.56,581434.56,498371.8,574972.94,584815.5
"422/915.3803mz/4.67min",2776797.1,2741540,2810527,2901998.2,2398357.8,2828619.8,2743067.2
"423/401.1607mz/4.63min",361923.06,78702.63,352711.72,265113.7,658151.5,385118.94,371134.4
"424/494.1665mz/4.68min",3541529.25,4964534,3543564.5,3033293,8746460,3539494,3487535.8
"425/503.1918mz/4.67min",68988020,65330868,68947460,70184550,61037068,69028580,70056970
"426/313.1806mz/4.67min",2452612.5,2432688,2420159,2743362.2,2283884.5,2472537,2690382.5
"427/457.1867mz/4.67min",338375550,323876830,334605280,367963700,297935800,342145820,350305950
"429/117.0191mz/4.67min",1981734.05,1818388.9,1992856.2,2274338.2,1801588.4,1970611.9,2112895.5
"431/439.1376mz/4.67min",2375567.85,1698149.2,2423471.2,2572094.8,1870160.6,2327664.5,2430065
"432/267.1752mz/4.67min",560161.215,749564.9,362111.53,818527.06,370757.53,299499.16,814399.6
"433/278.1394mz/4.67min",495915.14,512464.56,450665.56,669855.4,461271.72,479365.72,569269.4
"434/355.1549mz/4.67min",37738713,36763590,36153490,40673396,34610480,38713836,40953456
"435/373.1654mz/4.68min",7915801,7766606,7798748.5,8352563.5,7579901.5,8032853.5,8483793
"438/517.1708mz/4.69min",2555694.9,2115049,2522581,2652754.5,2588808.8,2873286.2,2393682.5
"439/429.1916mz/4.69min",1526415.6,1345857.2,1391730.2,1661101,1205970.5,1916922,1798158.4
"441/875.3485mz/4.69min",2593507.65,2493785.2,2595042.5,2625796.5,2396892.8,2591972.8,2680399.8
"442/596.3203mz/4.65min",132983.373,39077.086,21414.771,129749.586,136217.16,361990.03,208023.38
"443/493.1631mz/4.69min",12781152,30854850,12727321,11063632,31368876,12834983,12570993
"444/243.0694mz/4.69min",123904.08,622024.5,123904.08,123904.08,619520.4,123904.08,123904.08
"447/447.2026mz/4.68min",438664.595,523461.12,332272.16,386727.53,563222.4,349455.5,490601.66
"448/461.2178mz/4.72min",489361,402083.66,451758.3,526963.7,319544,771421.8,887413.6
"451/507.1423mz/4.7min",409592.61,850923.1,387342.16,327448,1223922.8,431843.06,339213.9
"454/520.1817mz/4.7min",1009811.575,2064299.8,1012090.4,814007.06,2215143,1000338.5,1007532.75
"457/375.2751mz/4.71min",251696.07,319039.84,246303.06,257089.08,189083.11,234945.78,261543.94
"458/433.2225mz/4.71min",328573.98,386562.56,268291.34,294265.12,293653.25,362882.84,395693.4
"460/438.1551mz/4.71min",99711.945,335516,26117.287,58700.16,140723.73,274709.44,42291.38
"463/417.1552mz/4.71min",3541245,3575732.2,3459754,3564223.5,3496990.2,3518266.5,3810207
"471/431.207mz/4.73min",615156.8,575885.4,654428.2,556808.6,536841.8,733238,863771.9
