"MetaboAnalyst_ID","X2024_NEG_Anid.EV.alcA_CTRL_1_Run177.mzML","X2024_NEG_Anid.EV.alcA_CTRL_2_Run198.mzML","X2024_NEG_Anid.EV.alcA_CTRL_3_Run230.mzML","X2024_NEG_Anid.p4_1_Run186.mzML","X2024_NEG_Anid.p4_2_Run195.mzML","X2024_NEG_Anid.p4_3_Run224.mzML","shared_name"
"169/244.0826mz/2.02min",2.70756273724917,2.89798124473887,2.85197964836951,2.65305466020737,2.45599349228018,3.18915197821875,"169"
"171/158.0822mz/2.03min",1.71105555201389,1.80749814020858,3.32387926187229,3.06868323983724,2.83188527400348,1.84130228747774,"171"
"172/345.13mz/2.04min",1.85554339899409,2.03274232873696,1.48224930953367,1.77916659568394,1.62659988305534,1.75857683087688,"172"
"174/327.1199mz/2.05min",1.22181188530353,1.26617310821885,2.21173978774101,1.9441295835956,1.69767803503612,1.24779862730964,"174"
"179/224.0564mz/2.08min",2.07472277542859,2.07468412542434,2.54696590146018,2.05085218695609,2.60044737002514,1.96407972077156,"179"
"180/182.0458mz/2.08min",2.81470131735179,2.65854992305014,2.45312671421503,2.46490611528907,2.75301823781652,2.61724646127063,"180"
"182/283.0607mz/2.1min",2.16048737472375,2.0005758730135,1.7326155099668,1.54124814661734,1.91325785285895,1.83189366835899,"182"
"184/220.0649mz/2.1min",3.07272046255963,3.11907060071832,3.05073443899745,2.77117530170981,2.91541555331265,2.97897316993101,"184"
"185/231.0986mz/2.1min",0.90816174542713,1.09261801646066,2.67604991242058,2.4350139262267,2.63904001359676,0.642192428946305,"185"
"188/224.1041mz/2.12min",1.99183686091115,2.13921635465574,-0.343141817683477,-0.330855836789135,0.392320050142202,1.91109687160602,"188"
"189/242.067mz/2.12min",2.54211962360687,2.56443827173617,2.52709226634805,2.82750411642022,2.57438851022824,2.70788010074932,"189"
"190/117.0558mz/2.12min",2.56917699728113,2.7806626491488,3.00041938832042,2.73558761417985,2.80690780477327,2.46513724867822,"190"
"192/163.9861mz/2.12min",2.81665359407326,2.60832156593213,2.68640270315051,2.84949116980878,2.83868192035504,2.89011923836514,"192"
"193/196.0615mz/2.14min",2.05055220943143,1.54327927019377,2.1461822651393,2.27482748237295,2.22386488958533,2.23902001566302,"193"
"194/240.0514mz/2.14min",2.44005986248664,2.5785317054874,2.7518145609385,2.95199537032992,2.84828816306573,2.78798645245996,"194"
"195/259.1299mz/2.14min",1.68404319562592,1.96602218994342,1.98204024212957,2.45328159397578,1.8284613657827,1.32268254147025,"195"
"198/212.0565mz/2.18min",1.93431607404581,1.61649724770363,1.54927566274146,1.11215229092932,1.5258734318855,2.07901317698323,"198"
"199/356.1347mz/2.16min",2.07754664024639,1.72104555477416,2.23818642343742,1.77706905549713,2.19937487914272,1.93290528265921,"199"
"202/225.0881mz/2.14min",1.90226301415725,2.39285756079645,2.4978059952357,2.53051771983491,2.37287831137839,2.1032342974118,"202"
"205/281.0991mz/2.18min",2.39297591064947,2.53660589611447,3.13781634174783,2.84287829044728,3.00357301214357,2.40845062497807,"205"
