"","FC","log2(FC)","raw.pval","-log10(p)"
"2094/819.4113mz/5.81min",7.4365,2.8946,0.00014157,3.849
"1183/242.1762mz/4.43min",0.48122,-1.0552,0.00015402,3.8124
"536/375.1308mz/2.88min",8.8433,3.1446,0.00037945,3.4208
"535/421.1365mz/2.87min",232.03,7.8582,0.00083988,3.0758
"2715/421.2261mz/6.77min",0.059985,-4.0593,0.0016948,2.7709
"2135/311.2228mz/5.85min",0.38478,-1.3779,0.0017436,2.7585
"538/438.1266mz/2.88min",60.949,5.9295,0.0023349,2.6317
"3126/115.9208mz/8.52min",0.2716,-1.8805,0.0039335,2.4052
"404/254.1034mz/2.59min",0.27447,-1.8653,0.0041573,2.3812
"812/853.4203mz/3.59min",7.8671,2.9758,0.0045777,2.3393
"1854/524.2292mz/5.46min",14.842,3.8916,0.0047881,2.3198
"2999/239.0597mz/7.88min",3.8129,1.9309,0.0053254,2.2736
"897/279.0511mz/3.8min",5.5234,2.4656,0.0067224,2.1725
"541/507.2096mz/2.88min",29.483,4.8818,0.0080398,2.0948
"2575/489.2184mz/6.52min",4.2701,2.0943,0.0095428,2.0203
"900/342.0464mz/3.8min",5.3263,2.4131,0.0096298,2.0164
"521/151.0401mz/2.85min",0.25989,-1.944,0.0098874,2.0049
"2905/1085.2288mz/7.51min",3.365,1.7506,0.010106,1.9954
"464/240.0514mz/2.73min",3.3086,1.7262,0.0108,1.9666
"520/107.0503mz/2.85min",0.23193,-2.1083,0.011964,1.9221
"2611/726.4301mz/6.56min",4.7271,2.2409,0.013682,1.8639
"2602/636.433mz/6.55min",4.2068,2.0727,0.014507,1.8384
"2863/957.2042mz/7.29min",2.3149,1.211,0.01462,1.8351
"2404/685.4142mz/6.2min",8.2104,3.0375,0.015236,1.8171
"2524/688.4229mz/6.37min",2.9448,1.5582,0.017005,1.7694
"2636/654.1322mz/6.61min",2.0381,1.0272,0.01803,1.744
"1697/524.229mz/5.28min",19.204,4.2633,0.018506,1.7327
"554/254.1034mz/2.92min",0.36291,-1.4623,0.018679,1.7287
"2818/910.1821mz/7.11min",2.7541,1.4616,0.019744,1.7046
"739/236.0928mz/3.41min",0.34248,-1.5459,0.019818,1.7029
"2403/686.4176mz/6.2min",9.3011,3.2174,0.020649,1.6851
"1785/1179.7279mz/5.39min",7.2912,2.8662,0.022571,1.6464
"2843/447.0639mz/7.2min",3.3083,1.7261,0.022872,1.6407
"2604/682.44mz/6.55min",3.1408,1.6511,0.023342,1.6319
"2846/493.0695mz/7.21min",3.026,1.5974,0.024502,1.6108
"317/282.0984mz/2.47min",0.42624,-1.2303,0.024809,1.6054
"1988/314.2419mz/5.65min",0.35138,-1.5089,0.026185,1.582
"1864/756.5238mz/5.44min",2.2435,1.1657,0.026442,1.5777
"1027/261.0404mz/4.11min",5.2025,2.3792,0.026623,1.5747
"537/411.1074mz/2.89min",22.662,4.5022,0.027303,1.5638
"2706/696.4552mz/6.74min",13.108,3.7124,0.028278,1.5486
"1986/313.2385mz/5.65min",0.36732,-1.4449,0.02846,1.5458
"2405/668.4242mz/6.2min",13.055,3.7065,0.029182,1.5349
"2876/1021.2166mz/7.34min",2.5335,1.3411,0.030364,1.5176
"330/260.114mz/2.48min",0.41594,-1.2656,0.031403,1.503
"964/356.041mz/3.96min",0.18984,-2.3972,0.031559,1.5009
"2702/713.4459mz/6.74min",10.84,3.4383,0.031593,1.5004
"878/191.035mz/3.78min",2.1307,1.0913,0.03206,1.494
"2880/1085.2288mz/7.37min",3.2412,1.6965,0.032253,1.4914
"1051/165.0557mz/4.17min",2.5879,1.3718,0.033456,1.4755
"2645/685.4146mz/6.63min",6.2855,2.652,0.035876,1.4452
"2974/567.0885mz/7.81min",2.4364,1.2847,0.036282,1.4403
"2883/239.0597mz/7.38min",3.3251,1.7334,0.037055,1.4312
"2409/669.4273mz/6.21min",14.468,3.8548,0.038754,1.4117
"2106/860.5425mz/5.83min",8.4475,3.0785,0.03878,1.4114
"2610/700.4333mz/6.57min",2.9592,1.5652,0.04016,1.3962
"2615/699.4303mz/6.57min",2.9614,1.5663,0.041137,1.3858
"2456/932.5725mz/6.26min",6.5354,2.7083,0.041833,1.3785
"2259/674.4086mz/6.0min",3.2326,1.6927,0.042431,1.3723
"1424/564.115mz/4.86min",0.12368,-3.0153,0.042891,1.3676
"2686/545.0945mz/6.71min",8.5961,3.1037,0.042976,1.3668
"2842/846.1694mz/7.2min",2.7365,1.4523,0.043898,1.3576
"2522/670.4303mz/6.38min",4.3279,2.1137,0.045881,1.3384
"2703/714.4495mz/6.74min",12.327,3.6238,0.04639,1.3336
"1215/523.245mz/4.47min",15.829,3.9845,0.047163,1.3264
"2976/521.083mz/7.82min",2.1557,1.1082,0.047356,1.3246
"2253/654.4088mz/6.0min",4.4803,2.1636,0.047553,1.3228
"1047/454.1871mz/4.21min",8.0667,3.012,0.047815,1.3204
"2252/608.4023mz/6.0min",4.628,2.2104,0.048566,1.3137
"1127/548.092mz/4.35min",9.5577,3.2567,0.049856,1.3023
