"","filter","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-p4_1_Run186.mzML","2024_NEG_Anid-p4_2_Run195.mzML","2024_NEG_Anid-p4_3_Run224.mzML"
"944/229.0618mz/3.92min",221627.56,15245.14,16485.752,376902.2,335253.9,379277.5,108001.22
"945/303.0511mz/3.93min",112908.6055,197528.16,229037.45,96758.195,32583.53,87537.766,129059.016
"946/223.0612mz/3.93min",2222712.65,918751.56,825514.9,4896383.5,2248840.5,2196584.8,3953306
"947/179.0713mz/3.93min",577304.51,143731.47,121715.43,755951.8,766773.3,398657.22,805504
"948/224.0645mz/3.93min",254121.73,65702.61,93436.8,559787.94,253804.69,254438.77,424657.25
"949/343.0931mz/3.95min",14475.329,1803.2276,21527.982,9016.138,580770.3,19934.52,1803.2276
"950/180.0667mz/3.93min",50342.1115,30089.674,57921.258,468152.75,42762.965,79399.2,38384.21
"951/317.0304mz/3.94min",67075.182,111791.97,22358.394,22358.394,22358.394,14550477,3055823.8
"952/261.0768mz/3.94min",390743.75,314434.84,40473.367,534435.5,157499.33,1087309.4,467052.66
"953/245.0455mz/4.03min",1189846.35,1067854.2,909046.2,2553080.2,1277347.9,3392651.5,1102344.8
"954/501.1038mz/3.94min",189613.349,4981.9516,4981.9516,4081708.2,1941143.9,354316.94,24909.758
"955/193.0381mz/3.94min",354470.375,1662.9368,8314.684,867060.75,452232.44,630056.75,256708.31
"956/262.1084mz/3.94min",116561.51,17556.704,17556.704,296046.38,145339.5,235396.69,87783.52
"957/298.0852mz/3.94min",50741.9045,6675.6868,6675.6868,278404.2,68105.375,128222.414,33378.434
"959/461.1089mz/3.94min",87798.275,3124.772,3124.772,395796.66,489513,159972.69,15623.86
"964/356.041mz/3.96min",200737,947495.4,997930.7,226121.25,64389.24,75927.46,175352.75
"970/486.1769mz/4.01min",88884.86,3965.4,3965.4,404268.5,157942.72,328850.8,19827
"973/357.1173mz/3.98min",78860.961,1008.3844,1008.3844,318041,152680,170567.1,5041.922
"975/309.1013mz/3.98min",236128.7,398114.62,343331.4,317514.34,130951.555,147027.45,154743.06
"977/356.1137mz/3.98min",424583.61,16780.032,16780.032,1583245.6,765267.06,825962.3,83900.16
"978/550.3288mz/4.03min",165696.882,55232.294,55232.294,869001,55232.294,1706633.1,276161.47
"979/206.0539mz/3.99min",654942.63,769069.56,540815.7,798621.56,243110.47,250570.34,2396785.5
"980/205.0506mz/3.99min",6453817.75,7557501,5350134.5,8533477,2738410.5,3878890.5,24081284
"983/361.1401mz/4.0min",642819.25,56720.293,144645.08,765340.7,520297.8,1268379.8,768322.44
"984/291.0511mz/4.0min",211418.485,191718.03,22473.848,231118.94,1423665.2,575205.06,177048.81
"985/317.1507mz/4.0min",330057.66,18736.305,65708.99,388519.72,271595.6,636027.25,396901.12
"986/248.0802mz/4.0min",349539.405,17399.346,76740.53,409844.34,289234.47,715055.94,443915.5
"987/459.2024mz/4.0min",32952.462,10984.154,10984.154,116096.17,299246.66,54920.77,10984.154
"988/410.0647mz/4.01min",194758.04,194758.04,194758.04,194758.04,973790.2,194758.04,194758.04
"990/472.1979mz/4.01min",198723.695,12112.446,12112.446,515068.72,537163.25,336885.16,60562.23
"992/275.0561mz/4.02min",110728.195,35578.33,6840.4492,192042.16,393104.88,185878.06,34202.246
"993/579.0782mz/4.02min",36505.137,26391.305,18937.584,183280.38,39012.547,297788.28,33997.727
"994/289.0354mz/4.02min",122996.715,83285.945,71370.61,265823.8,119840.05,340879.88,126153.38
"995/272.0928mz/4.03min",25437.679,1535.3544,1535.3544,43198.586,938603.6,49045.426,7676.772
"997/373.0927mz/4.04min",218463.54,72821.18,72821.18,1075200,1995892,364105.9,72821.18
"999/399.1082mz/4.04min",168824.2075,69326.63,5303.615,418124.84,232132.11,364336.88,105516.305
"1000/470.1822mz/4.01min",70802.436,11207.8624,11207.8624,676945.44,85565.56,275903.78,56039.312
"1001/180.0747mz/4.04min",260268.155,14022.553,2804.5106,246598.56,581148.75,307873.72,273937.75
"1002/300.0514mz/4.04min",1069510.87,3111488.2,4953880.5,322634.94,88770.67,237991.25,1816386.8
"1003/179.0713mz/4.04min",2754889.1,354190.4,279215.78,2597724,6039729,3098711,2912054.2
"1004/330.0621mz/4.05min",52024.346,52024.346,52024.346,260121.73,52024.346,480227.1,52024.346
"1006/222.0489mz/4.09min",59373.438,2782.3872,2782.3872,104834.94,13911.936,224535.19,984232.7
"1007/431.0982mz/4.05min",2016502.01,371705.44,13013.045,7986094.5,10395233,3510722.8,522281.22
"1008/468.1663mz/4.06min",334170.72,57197.732,57197.732,1073355.9,382352.78,408088.75,285988.66
"1009/261.0768mz/4.06min",274247.53,208768.9,4747.837,339726.16,138191.33,1153392.5,485061.94
"1012/270.0409mz/4.07min",128324.259,1807.8656,1807.8656,534867.7,770839,247609.19,9039.328
"1014/299.1071mz/4.07min",3070.1826,14068.633,5116.971,111208.84,1023.3942,1023.3942,1023.3942
"1015/486.1769mz/4.06min",96863.585,4398.138,4398.138,754272.2,171736.48,359744.2,21990.69
"1018/341.0334mz/4.08min",256051.35,163462.1,102280.02,348640.6,7067.333,1247415.8,526686.2
"1019/191.0349mz/4.07min",8054.85465,5579.3833,10530.326,481569.6,1069.53926,26727.496,5347.6963
"1020/285.0405mz/4.08min",83313.62,105137.14,42449.34,330769.78,8489.868,326392.53,61490.1
"1021/259.0612mz/4.1min",22380.8631,4981.7812,861.1734,167160.25,39779.945,132223.45,4305.867
"1022/376.1035mz/4.1min",21878.266,21878.266,21878.266,21878.266,109391.33,21878.266,21878.266
"1024/412.9526mz/4.1min",3654299.7,11667963,16730516,1218099.9,1218099.9,1218099.9,6090499.5
"1025/177.0192mz/4.1min",19223.52,83930.97,121573.234,6407.84,6407.84,6407.84,32039.2
"1026/454.1872mz/4.11min",74696.006,4254.7804,4254.7804,247072.12,296822.62,128118.11,21273.902
"1027/261.0404mz/4.11min",421141.58,73710.016,157283.62,307313.22,896502.3,981649.25,534969.94
"1030/313.0355mz/4.12min",566383.71,376648.94,448232.62,1611555.5,684534.8,1502646,357425.94
"1031/325.1195mz/4.12min",17111.425,85557.125,745397.6,17111.425,17111.425,17111.425,17111.425
"1032/304.1191mz/4.12min",80534.598,26844.866,26844.866,270100.44,167574.84,134224.33,26844.866
"1034/221.0455mz/4.1min",2250757.07,10000.922,30544.764,5967408,731942.94,3769571.2,8039220.5
"1036/794.9234mz/4.14min",8125.33,40626.65,439149.75,8125.33,8125.33,8125.33,8125.33
"1037/225.1132mz/4.14min",364135.11,292621.22,295603.6,734954.25,765471.7,432666.62,194403.31
"1038/200.1292mz/4.14min",810.17686,810.17686,810.17686,4050.8843,392692.75,810.17686,810.17686
"1039/398.1605mz/4.15min",63572.943,29458.096,22738.805,185404.89,4547.761,308824,97687.79
"1040/396.9576mz/4.14min",1507121.4,5319592.5,16380942,502373.8,502373.8,502373.8,2511869
"1041/398.9631mz/4.15min",18216.9138,99631.25,310416.84,6072.3046,6072.3046,6072.3046,30361.523
"1044/470.1823mz/4.16min",147910.7525,7980.561,7980.561,1178599.5,255918.7,459067.1,39902.805
"1046/298.0357mz/4.16min",920.99,920.99,920.99,920.99,265348,4604.95,920.99
"1047/454.1871mz/4.21min",279098.51,37636.86,82489.65,254285.22,303911.8,1541487.8,802923.75
"1048/500.1931mz/4.17min",18532.587,6177.529,6177.529,111544.08,170363.12,30887.645,6177.529
"1050/517.1829mz/4.17min",11192.9862,3730.9954,3730.9954,134047.48,255631.34,18654.977,3730.9954
"1051/165.0557mz/4.17min",2363332.65,2203045.5,2167064.8,2078697.1,2523619.8,4694838.5,6264209.5
"1053/341.0334mz/4.16min",194988.575,650171.1,186691.48,203285.67,31832.162,159160.81,1619011.9
"1054/485.1928mz/4.18min",7968.2187,1547.49668,1547.49668,257555.45,7737.4834,73273.67,8198.954
"1055/395.077mz/4.18min",3000252.95,642418.56,137374.9,6325933.5,6408463.5,5263966,736539.9
"1056/314.0307mz/4.19min",630741.4,1734235.9,1985868.1,707498.2,123586.484,545478.2,553984.6
"1057/396.0803mz/4.19min",669549.1,132772.1,24852.07,1440576.4,1451486.9,1179886,159212.2
"1058/498.2134mz/4.2min",124457.375,4488.123,24189.586,385479.28,103098.47,258845.67,145816.28
"1059/159.1026mz/4.19min",611153.75,692950.94,484854.06,387249,1387369,729606.25,529356.56
"1060/531.0934mz/4.2min",201435.12,628300.4,382659.7,47940.266,9588.0532,112636.64,290233.6
"1061/649.2702mz/4.19min",2433.95538,811.31846,811.31846,273479.3,4056.5923,684543.7,811.31846
"1062/451.2237mz/4.21min",114579.408,19183.6532,19183.6532,646159.4,95918.266,460456.2,133240.55
"1063/472.1978mz/4.21min",563335.93,34444.36,34444.36,1363493.5,954450.06,959263.25,172221.8
"1064/553.2194mz/4.21min",20413.7178,6804.5726,6804.5726,34022.863,1424753.5,190510.86,6804.5726
"1066/493.198mz/4.21min",156057.864,52019.288,52019.288,288231.84,545898.5,260096.44,52019.288
"1067/484.1611mz/4.19min",57854.641,5701.6464,5701.6464,210827.88,170917.03,87201.05,28508.232
"1068/299.0197mz/4.22min",923462.72,1935470,1064261.9,232021.12,964128.44,532244.6,882797
"1070/497.2197mz/4.23min",440096.997,12352.3188,12352.3188,818432.4,1398796,1017249,61761.594
"1071/991.4345mz/4.23min",414050.364,138016.788,138016.788,690083.94,2146593.8,1100623.1,138016.788
"1072/490.2088mz/4.23min",15276.174,5092.058,5092.058,162123.61,422076.3,25460.29,5092.058
"1073/495.2138mz/4.23min",7999833.75,68644.36,88535.13,14636484,25486342,18139332,1363183.5
"1074/301.0718mz/4.24min",89638.7948,374245.6,631229.2,4183.0396,824.55772,4122.7886,175094.55
"1076/454.1871mz/4.26min",1107128.4,77954.51,152602.95,2901233.5,1372295.1,1741412.5,841961.7
"1077/478.1874mz/4.24min",44325.606,14775.202,14775.202,73876.01,310933.25,192705.31,14775.202
"1078/597.2456mz/4.26min",91190.7825,11655.438,11655.438,124104.375,2378968,1004445,58277.19
"1079/473.1816mz/4.24min",162726.88,24937.606,24937.606,434997.22,200765.73,211702.27,124688.03
"1081/354.1343mz/4.24min",463118.87,375948.3,550289.44,667068.5,4169.4585,758503.25,314193.72
"1082/536.1774mz/4.24min",2660725.1,30777.387,105243.06,6716392,3500462.8,4200512.5,1820987.4
"1083/157.0869mz/4.25min",31751.299,5290.2164,5290.2164,26451.082,1420810.2,219938.95,37051.516
"1084/300.0878mz/4.25min",768678.63,816076.2,409219.3,594930.06,1942027.4,889961.06,721281.06
"1086/509.1583mz/4.24min",388536.78,2376.4296,11882.148,1686411.9,446047.34,632574.1,331026.22
"1087/519.1874mz/4.25min",1078124.6,3875.9087,45193.34,2741228.2,1283695.1,1360512.4,872554.1
"1088/336.0645mz/4.25min",69134.699,55855.54,48719.254,74836.195,169819.48,105257.086,63433.203
"1089/301.091mz/4.25min",121390.55,133731.83,65825,101868.36,303328.1,127520.13,115260.97
"1090/363.0831mz/4.25min",133146.83,141563.72,74876.91,106123.14,416845.2,233343.5,124729.94
"1091/561.209mz/4.25min",98990.9175,8450.529,8450.529,426535.47,155729.19,308006.62,42252.645
"1094/495.2495mz/4.25min",55183.2535,8401.5414,8401.5414,268454.22,42007.707,419378.22,68358.8
"1096/487.1975mz/4.26min",90769.527,10410.6008,10410.6008,359410.2,307341.62,129486.05,52053.004
"1097/504.1874mz/4.26min",178905.89,15201.712,15201.712,614364.4,516281.62,281803.22,76008.56
"1098/477.1685mz/4.26min",53179.9325,3971.539,3971.539,332684.72,131822.2,86502.17,19857.695
"1099/533.1778mz/4.26min",300860.01,32620.08,32620.08,1223864.6,438619.62,480970.72,163100.4
"1103/534.1815mz/4.26min",78148.4735,7458.0554,7458.0554,322025.9,127812.91,119006.67,37290.277
"1104/433.2593mz/4.27min",99673.5765,9158.0586,9158.0586,276084.4,182665.12,153556.86,45790.293
"1106/552.1729mz/4.27min",126992.53,12095.856,12095.856,275030.4,205289.42,193505.78,60479.28
"1108/303.0511mz/4.28min",99876.018,387565.5,925019.06,33292.006,33292.006,33292.006,166460.03
"1109/279.0445mz/4.27min",271060.08,125300.05,37118.895,404601.6,570477,1004428.75,137518.56
"1112/509.2292mz/4.3min",74566.062,14130.128,14130.128,643862.1,70650.64,253800.34,78481.484
"1113/465.2394mz/4.3min",423849.75,5173.7305,9116.998,554796.5,422313.06,1104635.9,425386.44
"1115/207.0299mz/4.32min",86232.1385,7802.9954,7802.9954,133449.3,1045143.56,144626.62,39014.977
"1116/502.0005mz/4.31min",140988.15,298669.75,14038.955,2807.791,1845417.8,156745.02,125231.28
"1118/303.0775mz/4.31min",18152.304,101293.99,99636.45,6050.768,6050.768,6050.768,30253.84
"1120/597.2457mz/4.3min",103835.4525,16713.306,16713.306,124104.375,4833512,1389564.4,83566.53
"1121/567.235mz/4.3min",240424.872,80141.624,80141.624,552035.5,448039,400708.12,80141.624
"1122/325.1196mz/4.32min",2148.9796,10744.898,245977.34,2148.9796,2148.9796,2148.9796,2148.9796
"1123/285.0405mz/4.33min",259924.505,403235.12,847149.2,115252.414,30158.977,158928.17,360920.84
"1124/245.0455mz/4.33min",413165.25,381038.62,615406.6,705365.1,32592.998,445291.88,138035.88
"1125/472.1978mz/4.31min",125987.484,6778.7336,6778.7336,394629.88,537997.3,218081.3,33893.668
"1126/468.1662mz/4.36min",126917.256,3739.934,18699.67,912670.94,203625.36,338707.3,50209.152
"1127/548.092mz/4.35min",166265.0375,9572.192,1914.4384,110438.055,384743.66,222092.02,492727.28
"1128/366.1344mz/4.34min",37680.354,12560.118,12560.118,119945.234,69330.875,62800.59,12560.118
"1129/274.0439mz/4.35min",1004224.4,280501.44,133691.72,827257.7,1431242.4,1181191.1,1380547
"1130/273.0405mz/4.34min",6954390,1854865.8,929390.3,5806115,9738431,8102665,9404056
"1131/276.8505mz/4.35min",403961.14,109326.555,8389.158,415270.44,658174.8,392651.84,499700.47
"1132/336.0362mz/4.34min",769091.03,210038.94,93210.83,638747,1004085.6,899435.06,954188.94
"1133/547.0884mz/4.34min",572593.88,66746.28,3910.044,367047.06,1240335.9,778140.7,1629247
"1134/583.109mz/4.33min",110663.4985,4170.7894,4170.7894,918696.56,200473.05,373291.9,20853.947
"1135/278.8485mz/4.35min",812826.58,213323.33,43144.64,813703.06,1299515.4,811950.1,999034.25
"1138/454.1871mz/4.33min",3835759.75,82174.734,152602.95,9931797,5251678,5919325,2419841.5
"1139/500.1926mz/4.35min",243518.13,14012.696,14012.696,725024.94,426029.66,416972.78,70063.48
"1141/509.277mz/4.36min",105521.66,495631.6,571551.5,99103.68,17919.254,35486.39,111939.64
"1142/370.9419mz/4.36min",52040.842,226269.88,387355.16,8293.268,1658.6536,68538.27,35543.414
"1143/478.1877mz/4.31min",2236.61892,745.53964,745.53964,3727.6982,325206.88,29926.426,745.53964
"1144/495.2138mz/4.35min",147664.164,49221.388,49221.388,246106.94,409406.94,473980.56,49221.388
"1146/493.164mz/4.36min",12394.026,4131.342,4131.342,129961.63,20656.71,37178.7,4131.342
"1147/909.3821mz/4.36min",35273.838,11757.946,11757.946,235438.86,58789.73,65431.906,11757.946
"1148/490.1638mz/4.36min",283188.305,24858.91,24858.91,1957327.8,442082.06,624666.06,124294.55
"1150/517.1827mz/4.36min",936983.65,9947.575,22121.875,3726990,1481006.2,1802357.8,392961.1
"1152/518.1861mz/4.36min",218527.0365,10829.3266,10829.3266,904489.6,382907.44,446530.8,54146.633
"1153/405.1917mz/4.38min",142556.19,4343.2847,4733.4287,214200.52,202404.61,536024.2,82707.77
"1154/504.1875mz/4.37min",47752.4904,15917.4968,15917.4968,161981.44,91077.63,79587.484,15917.4968
"1155/350.0781mz/4.37min",224923.72,806658.44,963441.5,42410.32,2483.669,12418.345,407437.12
"1158/287.0825mz/4.38min",195933.3015,585807.56,782940,48572.723,889.2412,4446.206,343293.88
"1160/553.2557mz/4.38min",731128.4,17804.021,28535.496,1128495.6,828474.5,2490705.2,633782.3
"1161/554.2593mz/4.38min",224984.345,38051.476,38051.476,347473.34,259711.31,815397.1,190257.38
"1162/511.2086mz/4.39min",386347.455,15131.394,15131.394,2679358.8,697037.94,2314188.5,75656.97
"1163/275.0561mz/4.4min",67485.755,202008.8,299238.44,33088.98,6617.796,6617.796,101882.53
"1165/497.0371mz/4.39min",581249.05,715611.56,617285.1,495105.22,545213,493949.97,626000.1
"1167/561.2089mz/4.4min",80740.187,5237.2688,5237.2688,400337.97,135294.03,285232.6,26186.344
"1168/498.2134mz/4.4min",143704.8,16408.166,16408.166,634371.75,205368.77,451585.78,82040.83
"1170/282.9837mz/4.4min",364638.17,386745.4,351293.72,359483.22,350248.3,375687.9,369793.12
"1171/492.214mz/4.4min",122974.914,40991.638,40991.638,204958.19,473867.3,205344.75,40991.638
"1173/339.0177mz/4.41min",196803.5,181489.75,128491.664,389359.62,93678.45,689659.7,212117.25
"1175/309.9714mz/4.41min",181797.055,207826.97,364455.94,241699.75,110218.64,155767.14,137663.31
"1176/193.087mz/4.41min",24175.83,3551.918,3551.918,500826.3,17759.59,1171797.4,30592.07
"1178/331.0827mz/4.42min",6420.069,1445780.6,716881.2,2140.023,10700.115,2140.023,2140.023
"1180/444.0258mz/4.42min",61743.806,61743.806,61743.806,61743.806,308719.03,61743.806,61743.806
"1181/603.2576mz/4.41min",82996.477,35384.844,24272.756,130608.11,654868.25,156316.2,4854.5512
"1182/394.0777mz/4.42min",51198.74,446189.4,255993.7,51198.74,51198.74,51198.74,51198.74
"1183/242.1762mz/4.43min",189223.935,340438.88,294766.84,253310.02,105647.09,110676.234,125137.85
"1184/299.0198mz/4.43min",601274.44,697926.9,1017942.94,460495.6,313539.28,590402.94,612145.94
"1185/459.2025mz/4.43min",63514.62,6437.938,6437.938,366711.1,32189.69,165177.61,94839.55
"1186/313.0355mz/4.44min",2870.3634,53131.13,123171.96,956.7878,956.7878,956.7878,4783.939
"1187/310.1085mz/4.44min",20723.2362,6907.7454,6907.7454,130291.14,341937.47,34538.727,6907.7454
"1188/256.0615mz/4.44min",25015.3548,8338.4516,8338.4516,41692.258,352577.22,127227.09,8338.4516
"1190/468.1663mz/4.44min",408367.58,39126.89,26846.412,800412.2,167061.1,1003017.44,649674.06
"1194/396.0053mz/4.45min",3343170.35,4483314.5,3755962.5,2779077.5,2842226.2,2930378.2,4037038.5
"1195/309.1709mz/4.45min",4799.5438,23997.719,97300.375,4799.5438,4799.5438,4799.5438,4799.5438
"1196/388.14mz/4.46min",297265.37,36944.668,36944.668,1054497.4,184723.34,409807.4,512385.47
"1201/306.9474mz/4.47min",51501.7185,56733.527,46269.91,9253.982,9253.982,64428.734,567005.6
"1202/382.1294mz/4.47min",549329.34,13272.354,66361.77,2269476,919969.9,1216471.5,178688.78
"1207/493.1637mz/4.48min",10681.6992,3560.5664,3560.5664,117232.04,17802.832,35674.727,3560.5664
"1208/909.3825mz/4.48min",28103.0322,9367.6774,9367.6774,235350.06,46838.387,76160.37,9367.6774
"1209/490.1638mz/4.48min",199245.885,17472.414,17472.414,1368383.4,311129.7,498720.28,87362.07
"1210/500.1925mz/4.48min",242852.515,22362.318,22362.318,794101.06,373893.44,460434.5,111811.59
"1211/455.1909mz/4.48min",392791.245,21769.138,21769.138,1315487.6,676736.8,775958.44,108845.69
"1212/438.1923mz/4.48min",40726.616,40726.616,40726.616,245421.17,40726.616,203633.08,40726.616
"1213/454.1879mz/4.48min",1418898.635,8818.492,41447.28,4879504,2472962.8,2779289.2,364834.47
"1214/517.1829mz/4.48min",791998.73,9714.458,11058.992,2978268.8,1218529.8,1699527.1,365467.66
"1215/523.245mz/4.47min",322821.1,156455.92,40730.06,255709.67,389932.53,1266518.8,4546505
"1217/303.0511mz/4.49min",77740.476,330085.3,220620.88,4946.4304,4946.4304,24732.152,130748.8
"1218/261.0405mz/4.49min",33977.9016,11325.9672,11325.9672,11325.9672,56629.836,96898.47,81861.32
"1219/452.1713mz/4.49min",138386.074,4280.1516,4280.1516,1144889.5,255371.39,297991.75,21400.758
"1220/422.9768mz/4.5min",484593.575,619511.9,530024.9,167982.25,468344.12,378926.44,500843.03
"1225/436.1762mz/4.51min",22857.544,3993.0222,3993.0222,120479.91,25749.977,88488.57,19965.111
"1226/507.2139mz/4.51min",148009.205,25765.288,25765.288,234359.31,167191.97,188877.44,128826.44
"1227/453.1662mz/4.52min",16950.184,16950.184,16950.184,16950.184,16950.184,195781.89,84750.92
"1228/303.0776mz/4.52min",56789.1516,316927.75,491748.56,18929.7172,18929.7172,18929.7172,94648.586
"1229/299.0197mz/4.49min",284894.715,230201.53,339587.9,372129.78,7453.37,461313.53,81073.27
"1230/653.0255mz/4.52min",528223.62,676526.5,598137.44,413995.7,510731.94,463022.78,545715.3
"1232/686.3449mz/4.52min",533278.538,27419.145,11361.556,2528206.5,81474.016,3453550,985083.06
"1233/667.2095mz/4.53min",21730.882,21730.882,21730.882,21730.882,769882.94,108654.41,21730.882
"1234/484.2092mz/4.54min",25504.158,25504.158,25504.158,404472.72,25504.158,127520.79,25504.158
"1236/621.229mz/4.56min",105081.7415,6875.7847,10408.382,730956.5,59708.383,1774475.1,150455.1
"1237/422.216mz/4.55min",28538.6405,4743.9382,4743.9382,477524.97,33357.59,195993.17,23719.691
"1240/454.1731mz/4.54min",38362.988,38373.516,1707.9004,8539.502,38352.46,773358.7,1628372.1
"1241/421.2131mz/4.55min",117404.3,21367.048,21367.048,1696124.4,106835.24,709740.7,127973.36
"1242/620.227mz/4.55min",413672.55,7470.9634,32933.67,2232324.2,210187.5,5417840.5,617157.6
"1243/505.191mz/4.56min",276506.12,34586.272,34586.272,922300.75,380080.88,504646.6,172931.36
"1244/352.1426mz/4.56min",222655.75,39421.456,39421.456,4749756.5,197107.28,2050921.9,248204.22
"1245/531.0933mz/4.56min",233873.69,419859.25,175670.16,98028.06,59973.887,390644.84,292077.22
"1246/504.1876mz/4.55min",1034306.35,3471.4184,17357.092,3365928,1437271.1,1882369.1,631341.6
"1247/477.1686mz/4.56min",221681.665,28650.09,28650.09,1215116.4,300112.88,412413.3,143250.45
"1248/487.1974mz/4.55min",427102.5,45363.08,45363.08,1057787.1,629909.8,627389.6,226815.4
"1250/441.1917mz/4.57min",59485.175,6306.27,6306.27,164142.61,88833.88,87439,31531.35
"1252/341.0486mz/4.56min",351470.515,524642.25,440396.53,271843.4,327296.53,295526.9,375644.5
"1255/265.1081mz/4.57min",523345.77,58309.824,11661.9648,902208.4,1037753.44,994161.7,144483.14
"1257/196.0377mz/4.57min",275454.355,7474.5625,1494.9125,489561.38,576333.5,553798.1,61347.33
"1259/494.1821mz/4.57min",485624.87,31495.468,31495.468,1232281.5,1008381.25,813772.4,157477.34
"1260/315.0147mz/4.58min",8691.9876,2897.3292,2897.3292,42415.914,2897.3292,1313654,14486.646
"1261/551.2765mz/4.58min",194803.0985,16000.723,5001.242,687283.9,30762.197,1430699.4,358844
"1262/167.0349mz/4.58min",582731.905,2058432.8,630780.06,338422.8,1387671.8,502228.72,534683.75
"1263/318.0701mz/4.58min",392792.55,1340904.5,443979.4,193514.6,874661.1,313141.72,341605.7
"1264/317.0668mz/4.58min",2324371,7878424,2647796.2,1181850.6,5138965.5,1854508.6,2000945.8
"1265/438.1921mz/4.6min",158584.507,2354.0184,11770.092,1560000.2,230344.53,1051056.1,86824.484
"1266/439.1955mz/4.58min",42826.826,4321.6914,4321.6914,415945.5,64045.195,296780.4,21608.457
"1268/523.2558mz/4.6min",979308.12,1097371.8,1123380.8,861244.44,1691034.9,241363.25,11349.156
"1270/480.2026mz/4.59min",74329.2065,6700.5086,6700.5086,183349.78,148523.25,115155.87,33502.543
"1271/574.1357mz/4.6min",69247.876,69247.876,69247.876,69247.876,346239.38,69247.876,69247.876
"1272/456.2027mz/4.59min",11454.138,3818.046,3818.046,357178.44,19090.23,376284.56,3818.046
"1275/221.0819mz/4.61min",4705946.75,730175.1,328447.12,8511138,7251196.5,9151492,2160697
"1276/256.0615mz/4.61min",204438.096,68146.032,68146.032,340730.16,3740412,433066.84,68146.032
"1277/292.0383mz/4.6min",109771.26,36590.42,36590.42,190815.94,1268227.6,182952.1,36590.42
"1278/319.0573mz/4.6min",79013.736,26337.912,26337.912,131689.56,1922342.5,224115.62,26337.912
"1279/478.1509mz/4.61min",16100.367,5366.789,5366.789,26833.945,479559.56,46880.492,5366.789
"1280/205.9417mz/4.61min",255571.655,243256.84,276734.2,330258.12,223317.33,238448.73,267886.47
"1282/518.2036mz/4.6min",21607.462,21607.462,21607.462,704436.1,21607.462,108037.31,21607.462
"1284/468.1664mz/4.6min",583832.025,169101.62,43726.64,825431.25,342232.8,3082740.8,5107643.5
"1285/346.0929mz/4.61min",101306.334,33768.778,33768.778,531279.75,168843.89,483960.06,33768.778
"1286/463.1873mz/4.61min",214714.295,974.74648,4873.7324,307999.75,412155,184317.2,245111.39
"1287/287.0825mz/4.6min",397254.265,824353.5,1585567,223929.83,4595.9094,22979.547,570578.7
"1288/350.078mz/4.62min",54194.3016,157215.3,332176.9,18064.7672,18064.7672,18064.7672,90323.836
"1289/441.1918mz/4.69min",527504.25,8530.16,31747.207,3142194.2,312056.8,1059144.5,742951.7
"1290/298.0357mz/4.62min",637895.325,1751249.8,2481284.8,105508.125,618286.9,114104.95,657503.75
"1295/244.0979mz/4.63min",413132.73,51788.715,46404.035,1166199.9,403552.9,1055547.9,422712.56
"1296/309.1708mz/4.64min",8600.6488,38367.188,68964.445,11935.906,1053.07832,1053.07832,5265.3916
"1300/436.1395mz/4.66min",30715.546,29307.596,22339.799,32123.496,23651.125,251424.62,477330.8
"1301/452.1715mz/4.58min",43471.074,3645.6624,3645.6624,342995.94,68713.836,218830.75,18228.312
"1302/354.1344mz/4.64min",86060.995,8763.658,18462.094,1791417,38736.46,1314899.1,133385.53
"1303/258.1711mz/4.66min",858253.52,231935.84,290194.9,1953693,2288584.5,1261758.1,454748.94
"1304/321.1668mz/4.66min",411001.49,74501.484,108871.22,764162.75,982519.3,618433.5,203569.48
"1305/447.2752mz/4.66min",32503.235,1641.1534,1641.1534,244356.47,69672.15,56800.703,8205.767
"1307/564.115mz/4.67min",62951.304,20983.768,20983.768,1513019.8,104918.84,448299.44,20983.768
"1308/452.2192mz/4.67min",92789.784,696440.44,1073818.9,30929.928,30929.928,30929.928,154649.64
"1309/515.2148mz/4.67min",96073.536,600689.7,825890.8,32024.512,32024.512,32024.512,160122.56
"1310/496.1979mz/4.63min",148823.759,3904.5715,39463.645,425857.75,242283.84,237490.6,60156.918
"1311/488.1975mz/4.64min",52010.4455,160959.92,445420.3,43372.434,790.43736,3952.1868,60648.457
"1312/497.0371mz/4.67min",849413.8,1073072.1,916953.94,790097.6,744295.94,794918.6,903909
"1313/438.1922mz/4.68min",162499.625,2354.0184,11770.092,991447,218892.88,874141.3,106106.37
"1314/439.1956mz/4.63min",32972.7775,3847.741,3847.741,339222.4,46706.85,248075.05,19238.705
"1315/523.2088mz/4.68min",6842.14,6842.14,6842.14,6842.14,666685.94,34210.7,6842.14
"1317/482.2185mz/4.68min",133135.44,10015.132,10015.132,668622.8,216195.22,346601.9,50075.66
"1318/583.1095mz/4.67min",67527.492,22509.164,22509.164,566762.44,169545.55,112545.82,22509.164
"1319/477.1686mz/4.7min",41785.289,2735.5296,2735.5296,580890,13677.648,102002.5,69892.93
"1322/504.1876mz/4.7min",215605.75,29827.324,29827.324,1460639.4,149136.62,515207.28,282074.88
"1325/281.0818mz/4.7min",719399.3,763884.9,1313078,1316354.2,226952.62,674913.7,667212.25
