"","Filename","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp3_1_Run40.mzML","POS_TJGIp3_2_Run126.mzML","POS_TJGIp3_3_Run164.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","231/254.1385mz/2.08min","286896.9","349850.28","457142.88","376304.06","296388.84","416459.47"
"3","232/220.118mz/2.1min","2242184.8","2411842.5","2951196.8","2186027.8","1966891.2","2436027.0"
"4","233/242.0998mz/2.1min","677451.94","679867.8","832747.56","637450.3","413413.0","693931.9"
"5","234/232.1543mz/2.11min","2754381.0","2901140.5","3614448.0","3805562.8","3246435.0","3961259.8"
"6","235/217.1047mz/2.16min","398171.8","581365.44","301467.4","175456.4","271639.53","276674.8"
"7","237/102.0914mz/2.14min","537449.56","148235.6","496745.84","44052.39","162345.77","249705.94"
"8","238/184.1697mz/2.16min","712975.9","356551.06","556374.6","390228.72","291485.1","793783.25"
"9","239/185.0785mz/2.15min","1107766.2","1033045.75","1262392.4","1527816.0","1481498.1","1909910.4"
"10","241/205.0972mz/2.2min","876230.3","1074487.6","1723674.0","946768.9","958651.44","1344688.5"
"11","242/171.1128mz/2.2min","533909.75","970361.6","1228321.2","450129.7","516938.4","588277.4"
"12","243/195.1228mz/2.21min","463643.88","305555.2","170739.58","328510.6","229028.42","181065.6"
"13","244/188.0706mz/2.2min","1326572.4","1438303.2","2124009.0","1456239.9","1240149.9","1738987.6"
"14","245/217.1047mz/2.2min","554829.8","959562.75","1301841.9","598154.1","760353.4","1039429.9"
"15","246/113.0597mz/2.21min","893760.75","697203.3","1426653.4","991029.2","939917.1","1186657.2"
"16","247/245.1495mz/2.24min","122205.57","126782.38","200704.08","83088.81","15641.07","23745.982"
"17","248/231.1703mz/2.26min","793100.2","1004926.06","1261099.6","847742.8","776872.44","1008415.25"
"18","250/220.1193mz/2.3min","112269.79","101928.87","124975.46","115105.664","65943.54","97573.5"
"19","251/86.0965mz/2.33min","27838.797","327093.03","82993.58","300215.56","211428.34","349134.12"
"20","252/152.0707mz/2.33min","196566.61","177837.22","283627.88","241448.1","203547.61","263779.25"
"21","253/146.0601mz/2.34min","1554936.9","1747175.2","2389945.0","1715363.6","1314486.2","1567747.6"
"22","254/147.0633mz/2.34min","123318.22","132523.7","160374.4","142223.38","96418.91","118967.15"
"23","255/146.1176mz/2.34min","433233.28","729743.5","909392.75","836438.0","763112.9","961486.4"
"24","256/116.0706mz/2.35min","299333.34","343098.7","413963.75","716652.8","572584.44","714457.25"
"25","257/418.1969mz/2.38min","427989.28","235525.22","238514.33","319697.97","320077.44","392457.3"
"26","258/229.1547mz/2.38min","4147545.2","4032922.0","5123532.0","10174711.0","8425077.0","10993899.0"
"27","259/114.0914mz/2.4min","939661.3","955204.2","985268.3","867139.75","860504.0","919096.6"
"28","260/138.055mz/2.4min","1136841.9","1205271.4","1643294.0","1343107.9","1325069.1","1661531.1"
"29","261/162.055mz/2.4min","214215.27","318521.78","369851.12","273825.66","225617.27","279824.3"
"30","262/190.0499mz/2.4min","4826462.5","7024433.0","8505826.0","5969957.0","5328882.5","6680348.0"
"31","263/191.0532mz/2.4min","515917.1","758369.56","923296.6","639332.94","563419.5","713906.7"
"32","266/239.1488mz/2.44min","172838.67","65455.27","67211.17","118914.83","52436.41","51575.605"
"33","268/141.0547mz/2.45min","1285189.0","1410855.2","1671693.2","1327782.6","1133783.0","1529400.2"
"34","269/231.1703mz/2.45min","456139.38","541447.56","705270.06","510103.34","454216.84","557169.5"
"35","270/184.1697mz/2.47min","252549.1","153796.47","166605.5","136347.28","160615.08","191732.53"
"36","271/102.0914mz/2.49min","609537.6","317410.4","393401.56","595563.7","233752.23","101905.27"
"37","272/120.0656mz/2.47min","246329.25","279271.22","81279.695","181373.62","107743.2","117644.945"
"38","274/216.1231mz/2.52min","709853.4","926673.5","1145284.0","889900.56","699026.4","856121.3"
"39","275/167.0816mz/2.53min","645235.75","740667.56","1019289.25","703197.6","798002.3","1042242.6"
"40","276/120.0808mz/2.54min","137758.36","294992.78","218914.14","192191.98","163461.9","182573.19"
"41","278/147.0553mz/2.55min","307169.8","450535.5","639442.5","372391.4","335591.28","410727.16"
"42","280/246.17mz/2.56min","3840730.2","3452522.8","4202818.5","4182013.8","3661004.2","4741025.0"
"43","281/245.186mz/2.63min","1098762.2","618269.94","773484.75","709978.06","545718.9","714323.4"
"44","282/200.0918mz/2.59min","556947.2","556039.9","787405.56","429806.66","375451.06","511717.6"
"45","284/197.1285mz/2.61min","161310.06","1028577.1","1167937.6","274128.66","667165.7","964697.56"
"46","285/232.1543mz/2.62min","97806.75","91060.51","114539.04","45825.777","37704.492","44429.777"
"47","286/180.0656mz/2.62min","680984.8","801244.4","1013915.94","621737.25","576751.56","737784.94"
"48","287/283.1749mz/2.62min","84885.555","11451.377","24968.97","66250.22","23653.635","26464.729"
"49","288/183.1017mz/2.63min","461661.9","406624.06","511829.78","293547.3","216235.28","342164.62"
"50","292/130.1591mz/2.64min","9189807.0","4918893.0","5968582.0","6600053.5","4275995.0","5273777.5"
"51","293/217.1547mz/2.66min","89267.59","94449.266","131927.75","112769.85","98599.44","128683.38"
"52","294/120.0808mz/2.62min","52580.52","109332.06","133940.73","148672.34","141420.27","105538.6"
"53","295/202.1802mz/2.67min","179297.47","116203.57","156189.19","127857.47","136749.02","166257.72"
"54","296/152.0707mz/2.68min","265257.6","281138.44","421932.6","310341.7","298435.3","397104.2"
"55","297/263.1389mz/2.69min","1719782.5","1522676.6","1995815.4","3464246.0","2846540.2","3584726.0"
"56","299/193.0973mz/2.7min","988187.2","545257.56","635104.6","544235.75","965353.75","1108545.1"
"57","301/245.1859mz/2.76min","744590.1","1127613.6","1505443.1","1091168.8","899757.6","1140125.1"
"58","302/120.0445mz/2.72min","4230187.5","5004904.0","6845661.0","5161419.0","4794829.5","6084116.5"
"59","303/138.055mz/2.72min","1049736.4","1360685.4","2089686.1","1245023.5","1306802.4","1693621.9"
"60","304/114.0914mz/2.72min","370253.4","481392.2","754107.2","276476.16","420678.3","299762.2"
"61","305/213.0659mz/2.74min","351538.25","464505.5","524399.7","348172.06","295638.8","444769.06"
"62","306/255.1703mz/2.74min","981657.7","664150.94","831343.94","772552.9","820983.5","1160728.0"
"63","307/164.0706mz/2.75min","312777.84","318186.94","401214.9","341586.53","301540.9","370130.5"
"64","308/123.0917mz/2.76min","36566.47","59748.47","83690.19","56060.99","39937.273","68218.78"
"65","309/275.16mz/2.77min","564867.1","469362.25","564680.94","426640.56","333211.22","361103.8"
"66","310/272.1855mz/2.76min","696481.7","531535.2","705995.4","592035.4","579069.5","691160.25"
"67","317/146.0601mz/2.82min","68964.91","103843.66","155154.98","53726.887","53551.91","80939.66"
"68","319/302.1498mz/2.83min","232688.88","193812.3","281808.84","476432.62","349652.94","495506.3"
"69","320/295.1287mz/2.84min","573320.8","480993.12","609151.3","1871792.0","1745218.9","2181033.2"
"70","321/245.1859mz/2.82min","745689.06","906154.2","978750.8","982066.5","786038.44","926638.44"
"71","322/203.1391mz/2.85min","1222642.2","838934.25","1126806.8","1448424.0","973299.06","884026.7"
"72","323/428.2041mz/2.92min","211048.27","236080.45","279174.9","194805.22","163358.9","218359.8"
"73","326/230.1176mz/2.89min","95924.98","81024.336","105934.67","56331.215","56306.285","53712.92"
"74","327/86.0965mz/2.91min","87635.8","179674.0","292852.06","192123.94","66888.21","113522.2"
"75","328/246.17mz/2.93min","240021.83","212303.0","249596.8","160085.4","123856.15","133393.14"
"76","329/279.1702mz/2.94min","414940.12","431435.4","574831.5","435779.28","364469.72","416663.72"
"77","331/210.1101mz/2.95min","904892.6","706316.8","764984.4","463831.38","435588.66","446499.06"
"78","334/170.1176mz/2.95min","750451.94","557789.2","680004.7","428174.25","343505.88","419598.66"
"79","336/245.1495mz/2.95min","246249.69","263647.28","346118.72","210667.06","177357.5","221879.03"
"80","337/428.2041mz/2.97min","317894.88","394780.6","420011.75","294372.6","163358.9","350210.7"
"81","338/120.0808mz/2.97min","81635.09","191292.38","163887.17","99097.09","108383.09","96166.77"
"82","339/215.1391mz/2.98min","664894.3","675793.2","931492.75","441634.4","539271.44","636172.56"
"83","340/104.107mz/2.98min","142976.45","128630.82","132854.89","35360.496","307749.94","408156.84"
"84","341/120.0656mz/2.99min","375955.56","212665.36","343337.8","172290.45","194944.8","47559.42"
"85","342/231.1703mz/3.0min","822237.9","906932.2","1115824.0","925924.75","827246.44","1023995.5"
"86","343/223.1077mz/3.01min","477684.3","245337.95","260100.56","356373.66","187343.14","231010.52"
"87","347/246.1699mz/3.02min","498422.66","429320.0","560866.56","637537.3","492089.75","622286.25"
"88","348/158.154mz/3.01min","189229.38","178150.61","222035.4","162449.16","155293.53","202584.31"
"89","349/457.1855mz/3.04min","943753.06","0.0","112368.81","0.0","0.0","0.0"
"90","351/279.1702mz/3.03min","422848.94","472259.16","622938.9","496314.94","419697.9","511879.25"
"91","352/120.0444mz/3.05min","319076.8","380423.9","503610.78","364891.72","328594.62","406733.34"
"92","354/191.1042mz/3.05min","101917.43","74375.945","72643.016","127944.266","120377.84","93456.4"
"93","357/148.0393mz/3.05min","390358.6","505776.2","640296.5","451644.56","394056.3","461016.6"
"94","358/289.1756mz/3.06min","1121300.0","769253.3","1195571.6","668299.8","532951.44","628995.44"
"95","359/223.154mz/3.08min","395795.88","402695.94","585763.9","750056.56","357751.25","474077.0"
"96","360/240.1805mz/3.08min","1230443.5","1005302.6","1210909.4","2145904.5","870056.6","1106768.5"
"97","361/245.1359mz/3.08min","627747.7","1503134.2","2822833.0","1773224.9","1824617.2","2301816.2"
"98","362/261.1097mz/3.1min","5136.729","47523.234","45497.02","42608.312","134860.84","160755.97"
"99","363/259.1764mz/3.12min","338432.4","319347.56","422354.28","428371.78","351907.94","379816.03"
"100","364/173.1285mz/3.11min","958825.1","1006780.7","1281398.9","1194042.5","857954.56","997029.0"
