sample_name	filename	ATTRIBUTE_GROUP
NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	CTRL
NEG_TJGIp10_1_Run23.mzML	NEG_TJGIp10_1_Run23.mzML	EXP
NEG_TJGIp10_2_Run133.mzML	NEG_TJGIp10_2_Run133.mzML	EXP
NEG_TJGIp10_3_Run210.mzML	NEG_TJGIp10_3_Run210.mzML	EXP
