Filename,2024_NEG_Y-EV_1_CTRL_Run89.mzML,2024_NEG_Y-EV_2_CTRL_Run118.mzML,2024_NEG_Y-EV_3_CTRL_Run139.mzML,2024_NEG_Y-p12_1_Run95.mzML,2024_NEG_Y-p12_2_Run112.mzML,2024_NEG_Y-p12_3_Run133.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
127/175.0611mz/2.04min,33782.637,47234.715,59266.492,29108.297,28534.959,4989.364
129/156.0666mz/2.06min,1941036.9,2403060.0,2666349.5,724673.44,771038.44,703287.56
130/378.1338mz/2.1min,1795059.2,1754215.5,2076771.2,1357477.2,1493560.0,1356449.1
131/328.9796mz/2.11min,1287814.6,1309428.2,1167734.8,1146922.9,1179658.5,1308096.6
133/117.0558mz/2.12min,2737682.0,3140698.2,5628634.0,3196564.0,2817045.5,3098349.5
134/288.0725mz/2.17min,422992.06,359066.75,1185276.6,500788.8,432156.44,435541.44
135/322.0603mz/2.29min,700599.56,390128.78,1830993.4,439178.97,634674.4,1528580.8
136/290.0882mz/2.33min,2449404.8,2665860.8,6628149.5,1805967.5,2428333.8,1597372.0
137/272.0776mz/2.32min,101462.875,107388.11,341064.5,113803.086,95269.37,96144.69
138/223.0724mz/2.37min,315993.7,362429.84,352128.34,208313.0,221055.31,210005.47
139/190.0547mz/2.41min,214606.98,147239.72,1032941.6,163350.8,193246.48,429633.84
140/175.0611mz/2.43min,150813.27,202875.27,370098.16,143435.8,130383.63,166376.73
141/129.0557mz/2.44min,821257.75,1109955.6,7938902.5,2160463.5,892343.5,1088298.6
143/237.0881mz/2.52min,961308.0,972926.0,1005261.06,808791.0,802098.0,637497.44
144/176.0645mz/2.52min,236457.88,277225.12,564928.94,200316.33,183085.92,220045.6
145/175.0612mz/2.52min,3410724.2,4025306.2,7878366.5,2897240.0,2632955.2,3188423.8
146/292.0463mz/2.54min,81182.52,86465.484,194920.5,91499.83,76434.94,67951.36
147/129.0557mz/2.53min,298262.62,205621.94,2364059.0,542040.2,256748.95,259902.92
148/407.1206mz/2.6min,1015384.1,1109963.1,1189438.8,917780.6,1028119.56,867776.25
149/373.0055mz/2.7min,1937484.5,1870944.9,1873511.6,1913506.0,1888425.2,2033083.6
150/178.0509mz/2.72min,1336737.8,1310032.2,1272146.6,732501.5,891067.7,887527.4
151/298.0933mz/2.72min,2152100.8,2145004.0,2047585.8,1199033.1,1455600.6,1438163.8
152/272.0776mz/2.74min,135736.58,148433.56,356803.3,138816.34,118506.73,127728.695
153/304.1038mz/2.77min,4091128.2,4297834.0,10568270.0,4383144.0,3708845.8,3681407.2
154/286.0932mz/2.77min,244878.42,277315.25,710545.56,274139.66,233100.48,216456.7
155/224.0928mz/2.77min,126442.28,176541.03,496896.03,179168.05,133594.19,151665.22
156/113.0609mz/2.8min,313835.66,351036.4,720924.5,249665.36,222843.45,300431.72
157/157.0506mz/2.8min,2776096.2,3133822.5,6316448.0,2195722.8,1959438.5,2727743.2
158/265.0176mz/2.83min,1650498.6,1697598.5,1611131.0,1648653.9,1633249.6,1767903.0
159/136.0404mz/2.83min,5554352.5,6091058.5,9360481.0,4430096.0,4593133.0,4456114.5
160/178.0509mz/2.87min,70176.69,78352.37,93282.74,43091.43,65609.266,61784.1
161/298.0932mz/2.87min,104070.305,134513.0,156303.84,66938.73,77747.08,90704.56
162/180.0577mz/2.87min,194758.06,212220.14,311428.88,168070.84,162957.56,155769.28
164/131.0714mz/2.93min,4909828.0,5368762.5,8910363.0,5398282.5,4636572.0,4609266.5
166/389.1564mz/2.94min,591402.8,636973.7,1668351.4,639484.56,412664.9,402699.8
167/320.0776mz/2.98min,123456.59,128056.48,385347.88,143748.17,116960.44,114061.47
168/338.0883mz/2.98min,1273225.5,1359826.1,3427858.2,1429262.9,1197184.6,1225429.4
169/258.0771mz/2.98min,28898.996,38957.68,114398.67,35083.824,29944.086,32890.973
171/292.0463mz/3.0min,191136.42,216288.08,504699.72,207064.61,173939.27,172517.78
172/310.0569mz/3.0min,1837153.6,1906308.9,4493857.5,1952360.9,1706627.5,1732550.2
173/172.0979mz/3.08min,298350.94,311800.25,640666.4,329967.66,293842.28,260214.19
174/229.1557mz/3.08min,335455.78,339752.78,821279.56,361265.5,306822.34,288953.8
175/397.0055mz/3.13min,288246.78,298091.1,278670.6,302240.53,276402.94,287502.84
176/165.0557mz/3.13min,1644299.8,1732001.9,2991095.5,1658753.5,1503679.5,1440537.9
177/85.0659mz/3.13min,200423.47,234140.6,428468.75,135235.83,110179.734,149976.61
178/113.0608mz/3.13min,37502.145,41764.9,91464.484,25284.719,17725.576,26324.332
179/189.0768mz/3.13min,532595.44,571095.8,1085541.8,342593.38,283627.3,364635.62
180/164.0353mz/3.14min,1542885.9,1743191.1,3461248.5,1455992.1,1268675.2,1246955.2
181/265.0176mz/3.17min,3220640.2,2998618.2,2735092.0,3112268.0,3140353.0,3163521.2
182/286.0933mz/3.25min,676439.1,699600.5,1756810.0,740128.3,622027.0,615366.3
183/224.0928mz/3.25min,445819.62,411615.53,1179200.9,489284.28,415594.84,421082.97
184/403.172mz/3.28min,2711957.8,2815448.2,6745427.0,2943258.0,2513380.2,2489584.8
185/421.0056mz/3.3min,83364.69,70822.27,69917.45,70776.28,72342.19,82403.41
186/238.0721mz/3.34min,182107.0,196388.78,393158.6,185439.75,157087.8,141839.75
187/178.0509mz/3.36min,239134.67,320237.62,426447.7,356209.66,180633.77,258855.23
188/209.9992mz/3.4min,330493.84,314521.47,296439.47,312655.78,346854.53,345588.34
189/421.0056mz/3.4min,3074538.5,2818251.0,2790453.5,3064274.5,3080472.5,3079343.8
190/144.0455mz/3.39min,206891.5,207629.9,350988.0,166739.33,194914.52,157956.67
191/258.0771mz/3.4min,162731.03,163000.75,414691.03,175764.58,152134.34,140881.39
192/320.0777mz/3.4min,518614.5,525066.94,1321670.0,544308.56,471794.88,450361.66
193/292.0463mz/3.43min,45453.562,48407.527,124667.19,47879.758,39868.242,38626.03
194/249.0227mz/3.49min,6407318.5,6707730.0,6543680.0,6237065.5,6267812.5,6756302.5
195/279.9959mz/3.51min,19185850.0,18329880.0,18195384.0,18547620.0,18763178.0,22207940.0
197/562.9951mz/3.52min,403432.22,408134.9,389286.3,384397.88,417699.84,433293.78
198/560.9991mz/3.52min,3583817.2,3651039.8,3427484.0,3596345.2,3637644.2,3851427.0
