"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_PF_MC_RCG_1_neg_20210511_Run79.mzML","GF_PF_MC_RCG_2_neg_20210511_Run97.mzML","GF_PF_MC_RCG_3_neg_20210511_Run198.mzML"
"2911/404.3015mz/6.35min",535673.95,242696.12,270795.3,274852.84,863256.4,796495.06,1205101.5
"2912/328.2492mz/6.36min",568211.88,652960.5,498936.2,1016896.3,470458.7,637487.56,297821.94
"2913/287.2228mz/6.37min",52643.3715,41327.52,32990.465,72990.24,40671.242,63959.223,94187.31
"2914/311.1686mz/6.39min",2713982.5,3912608.8,2447220.8,2858474,473381.28,3946885.8,2569491
"2916/343.2853mz/6.39min",71367.6625,56900.977,40073.1,70949.945,72062.33,75570.76,71785.38
"2917/483.296mz/6.4min",4135.9446,4135.9446,4135.9446,4135.9446,20679.723,64594.613,4135.9446
"2918/371.3165mz/6.44min",31602.8445,18322.564,11156.621,30911.56,32294.129,33211.414,36215.75
"2919/269.2122mz/6.43min",98784.07,81279.1,58671.71,88542.86,117138.22,109025.28,117658.445
"2920/293.2123mz/6.32min",395733.55,406885.3,209890.6,320791.47,479830.5,491340.1,384581.8
"2921/243.1964mz/6.44min",759346.8,724601.1,600654.3,794092.5,692123.56,821032.9,930603.5
"2922/271.2278mz/6.44min",392468.86,348845.53,290844.88,398118.62,395013.5,405972.94,389924.22
"2923/469.257mz/6.43min",71976.185,737394.2,1910304.2,24408.492,38499.74,3253.1028,105452.63
"2924/297.2434mz/6.46min",6389331.25,6158206,6461262.5,8070792.5,5894220.5,6317400,7386433.5
"2925/452.2782mz/6.49min",5873653.35,9058363,7918479.5,10198748,319162.38,3828827.2,1595811.9
"2926/351.221mz/6.49min",12982954.5,14696427,11269482,21156054,1421974.7,16250369,7109873.5
"2927/637.1418mz/6.49min",251860.17,361261.28,275030.03,368398.2,228690.31,169608.03,226987.86
"2928/287.2228mz/6.49min",25926.1895,15192.435,10553.324,35781.37,17182.242,34670.137,50922.656
"2930/295.2278mz/6.51min",183175.785,184644.69,207005.3,248973.83,172821.33,181706.88,109457.99
"2932/331.2491mz/6.51min",41595.7285,28007.658,34132.723,67222.055,25070.123,49058.734,156976.19
"2934/371.3166mz/6.54min",108082.5925,77726.87,63742.22,107969.81,108195.375,117622.164,133221.38
"2935/257.2122mz/6.54min",3250188.15,3132429.8,3095564.8,3677736.2,3018840,3422125.2,3367946.5
"2936/269.2122mz/6.56min",316514.15,261938.55,222713,299108,333920.3,368017.94,371676.1
"2937/701.1544mz/6.58min",165009.22,228548.81,197517.61,232716.75,115196.48,93947.23,132500.83
"2939/299.2591mz/6.59min",617660.62,501373.1,469235.2,509627.3,850716.5,842130.8,725693.94
"2940/271.2279mz/6.6min",265418.59,218303.73,192607.36,289475.53,260103.3,270733.88,279053.3
"2942/537.3281mz/6.61min",22144.344,7381.448,7381.448,7381.448,191125.47,36907.24,664881.1
"2943/342.2649mz/6.61min",665460.45,727042.3,603878.6,1126337.6,590186,761128.56,531494.2
"2944/249.1496mz/6.62min",347690.655,520010.66,222928.84,254568.83,324018.53,371362.78,417914.44
"2946/362.1763mz/6.63min",109166.28,71602.2,53296.406,37425.61,380489.5,146730.36,161757.14
"2947/555.2844mz/6.6min",57057.994,285289.97,336415.84,57057.994,57057.994,57057.994,57057.994
"2948/311.1687mz/6.56min",265619.025,259032.55,272205.5,130750.94,5249096,328179.34,120208.945
"2949/571.289mz/6.61min",1787.5434,1787.5434,1787.5434,1787.5434,293536.03,1787.5434,8937.717
"2950/269.2123mz/6.66min",669549.68,573877.44,525204.25,667751.8,671347.56,693152,851014.7
"2951/371.3167mz/6.66min",35199.408,33575.617,33155.605,52835.957,36135.508,35545.16,34853.656
"2952/323.2592mz/6.66min",85032.9865,21182.576,47534.008,55880.137,124061.85,114185.836,168420.25
"2953/295.2278mz/6.67min",419454.67,200902.83,476678.34,393312.56,219705.05,445596.78,630883.1
"2954/765.1671mz/6.68min",100259.505,148558.08,140731.47,141646.8,54738.81,32948.207,59787.54
"2955/401.1422mz/6.69min",770334.75,909616.75,830455.75,1448918.8,505002.75,710213.75,507057.3
"2957/301.2384mz/6.69min",871704.35,895786.5,723007.4,1136623.2,518044.1,847622.2,1282632.9
"2958/299.2591mz/6.67min",373963.86,347963.16,277440.06,399964.56,519045.06,456446.6,314026.66
"2959/257.2123mz/6.7min",991269.78,662710.06,596049,1521442.1,621366.5,1319829.5,1640693.8
"2960/637.1419mz/6.7min",530623.155,769059.3,519736.56,759290,423526.75,351170.94,541509.75
"2961/369.301mz/6.7min",362344.5,299203.88,283236.34,370102.5,364693.34,359995.66,447434.4
"2962/371.3168mz/6.73min",111152.86,86547.24,81712.17,111925.83,113141.04,110379.89,127517.945
"2963/452.2784mz/6.67min",274035.088,829555.8,461148.84,86921.336,2532905.8,22302.328,4460.4656
"2964/555.2844mz/6.69min",41421.178,207105.89,508918.9,41421.178,41421.178,41421.178,41421.178
"2965/342.2649mz/6.74min",664356.78,784702.6,607430,1220759,482828.47,721283.56,566033
"2966/351.2211mz/6.73min",8911.4838,2970.4946,14852.473,2970.4946,10594418,16413.992,2970.4946
"2968/701.1545mz/6.78min",649626.93,893275.7,709352.56,871203.4,490462.6,446992.5,589901.3
"2970/483.2728mz/6.83min",484810.05,934022.8,1112058.8,383695.2,65771.444,328857.22,585924.9
"2971/325.1843mz/6.81min",2272145.25,3299597.2,2096625.2,2315414.5,375869.12,3311262.8,2228876
"2972/269.2123mz/6.83min",562478.05,549618.6,448943.34,584803.3,549859.1,575097,738676.3
"2973/297.2434mz/6.84min",527490.5,458242.4,332001.5,487877.3,650917.4,588237.5,567103.7
"2974/765.167mz/6.85min",526217.43,688912.94,618742.3,703540.1,369953.44,342764.78,433692.56
"2975/295.2278mz/6.86min",119377.895,104985.11,70830.92,148791.22,112086.62,126669.17,152481.39
"2976/433.2362mz/6.83min",251090.15,5001189,436721.84,114198.58,251283.36,250896.94,201421.48
"2977/369.3009mz/6.86min",164581.685,143482.9,185680.47,226975.36,123819.016,142980.84,252407.86
"2978/341.2696mz/6.86min",59408.967,21457.436,12205.918,47073.434,76860.12,86362.66,71744.5
"2979/271.2279mz/6.86min",6724241.75,6763681,7332669.5,7951292.5,6261852,6684802.5,6566207
"2981/637.1419mz/6.87min",135412.053,187570.86,130646.336,190876.34,87430.305,73794.664,140177.77
"2982/315.254mz/6.88min",149235.47,142151.14,127357.37,185940.64,111437.766,156319.8,247222.36
"2983/802.5608mz/6.91min",338673.375,461996.56,792475.75,215350.19,25029.775,6492434.5,125148.875
"2984/371.3166mz/6.89min",525100.475,468658.6,461467.22,536841.25,524802.25,525398.7,581176.25
"2985/483.2728mz/6.91min",397239.19,876651.06,3986153.8,151123.78,61468.5,299043.22,495435.16
"2987/356.2807mz/6.91min",352900.845,323938.25,279977.44,563252,263820.16,381863.44,403397.5
"2988/285.2435mz/6.92min",61859.5385,49997.508,36963.66,59190.85,64528.227,70199.4,83697.98
"2989/478.2938mz/6.86min",430554.935,1938997.9,598023.3,511476.75,4495.4468,349633.12,22477.234
"2990/403.3064mz/6.92min",45173.5155,26459.281,15490.636,63887.75,8589.758,67660.64,149890.98
"2993/329.2698mz/6.93min",512517.95,500789,413291.06,615867.56,374830.4,524246.9,759007.25
"2994/187.134mz/6.93min",95663.221,25400.193,18264.584,31716.062,192580.58,159610.38,346584.25
"2995/325.2748mz/6.94min",339323.94,137046.45,167604.6,208754.94,469892.94,500183.8,731838.56
"2996/459.3117mz/6.95min",157207.37,113515.64,93774.695,136280.69,183337.5,178134.05,301192.53
"2997/701.1544mz/6.95min",365420.75,461804.47,366677.6,467376.44,131725.56,252055.16,364163.9
"2998/326.2698mz/6.96min",60263.5605,29870.67,34787.426,54575.105,65952.016,88099.86,118377.02
"2999/826.5609mz/6.96min",2428723.1,15281735,3476396.2,2982634.2,374962.4,374962.4,1874812
"3001/315.2539mz/6.99min",40769.016,22990.432,32309.902,49228.13,10869.744,63057.84,74118.98
"3002/765.1669mz/7.01min",471083.235,557569.6,538227,537218.25,330303.25,344008.47,404948.22
