"","PC1","PC2","PC3","PC4","PC5","PC6"
"2439/621.3255mz/4.02min",0.036231,-0.023943,-0.008582,-0.01803,-0.0060563,-0.14993
"2442/745.3571mz/4.04min",-0.0025456,0.002184,-0.010452,-0.028353,-0.018817,0.1576
"2444/382.1984mz/4.04min",-0.03182,0.012666,-0.015561,-0.045578,-0.050692,-0.024499
"2447/428.1858mz/4.04min",-0.072973,0.022099,-0.10485,-0.057222,-0.16292,0.40213
"2448/465.2716mz/4.05min",0.06646,-0.037721,-0.02307,-3.888e-05,0.025828,0.0014097
"2450/329.1718mz/4.05min",0.0013509,-0.0045357,-0.0069925,-0.040528,-0.028668,-0.043629
"2452/285.1133mz/4.06min",0.038869,-0.031038,-0.0016979,-0.01055,3.7543e-05,0.036743
"2453/584.3106mz/4.07min",0.074952,-0.036231,-0.0070812,0.0054132,0.048634,-0.017446
"2454/550.2884mz/4.07min",0.044052,-0.019991,-0.016259,-0.020632,-0.0023428,-0.041048
"2455/499.2565mz/4.08min",0.060783,-0.031096,0.0030057,-0.0075142,0.032015,0.036066
"2456/396.2139mz/4.08min",0.00099318,-0.00035844,-0.020961,-0.035975,-0.033203,-0.041803
"2460/488.2039mz/4.09min",0.049435,-0.031508,-0.0079196,-0.0098299,0.022873,0.038795
"2461/214.1449mz/4.09min",0.016289,0.0034886,-0.021823,-0.072465,-0.040885,0.049797
"2464/964.5147mz/4.11min",0.054721,-0.0325,0.0005311,-0.0088224,0.028131,-0.016747
"2471/681.3467mz/4.14min",-0.0079471,-0.0046852,-0.0085626,-0.045872,-0.045029,-0.0039827
"2472/188.0176mz/4.15min",0.0077586,-0.0039992,-0.021793,-0.028334,-0.046567,-0.043692
"2473/232.0073mz/4.15min",0.007568,-0.0043723,-0.019894,-0.027148,-0.04661,-0.024027
"2476/215.1288mz/4.18min",0.052691,-0.043992,0.0077224,-0.011613,0.0075989,-0.01618
"2478/248.1292mz/4.28min",-0.0098441,0.025373,-0.078659,-0.057969,-0.076169,-0.05179
"2480/297.1132mz/4.2min",0.023604,-0.010305,-0.009897,-0.014403,0.0086038,-8.0047e-05
"2491/451.2925mz/4.25min",-0.072892,0.092802,-0.13753,-0.067133,-0.16542,-0.047745
"2492/354.2398mz/4.24min",0.019976,-0.0066487,-0.019087,-0.024461,-0.013252,-0.02227
"2493/527.2512mz/4.24min",0.046645,-0.01619,0.016034,0.0079836,0.064287,-0.013876
"2495/268.098mz/4.27min",-0.0123,0.0021368,-0.0087776,-0.026419,-0.035164,-0.021794
"2497/612.3151mz/4.27min",0.013985,-0.016431,0.022263,-0.018062,0.00097784,-0.0017897
"2503/327.2177mz/4.31min",0.036358,-0.026975,0.00039368,-0.0099719,0.016717,-0.095104
"2507/227.129mz/4.33min",0.036235,-0.032788,0.0032103,0.013941,0.018732,-0.018918
"2511/242.1762mz/4.36min",0.012212,-0.014007,0.0033489,-0.010205,0.0075786,0.058667
"2514/398.2296mz/4.37min",-0.018157,0.0043806,-0.04566,-0.05081,-0.090056,-0.039699
"2517/282.1136mz/4.37min",-0.02476,0.020773,-0.040474,-0.04032,-0.066099,-0.065277
"2518/649.3569mz/4.39min",-0.0088677,0.0047113,-0.0088719,-0.038541,-0.039259,-0.0026974
