"","FC","log2(FC)","raw.pval","-log10(p)"
"3182/325.2748mz/7.67min",5.1149,2.3547,1.9016e-05,4.7209
"2453/584.3106mz/4.07min",7.8581,2.9742,9.4936e-05,4.0226
"3501/621.4372mz/8.48min",0.14559,-2.78,0.00019439,3.7113
"3144/467.3852mz/7.65min",62.624,5.9686,0.00020818,3.6816
"2911/404.3015mz/6.35min",6.1151,2.6124,0.00029338,3.5326
"3115/399.348mz/7.65min",2.182,1.1257,0.00032698,3.4855
"2448/465.2716mz/4.05min",6.2791,2.6506,0.00037397,3.4272
"2768/287.2227mz/5.54min",17.928,4.1642,0.00046934,3.3285
"2622/287.1864mz/4.84min",2.6079,1.3829,0.00068382,3.1651
"2455/499.2565mz/4.08min",5.1407,2.362,0.00076187,3.1181
"3298/554.4789mz/7.94min",32.135,5.0061,0.00083578,3.0779
"2644/313.2384mz/4.92min",2.1358,1.0948,0.00089903,3.0462
"2757/271.1914mz/5.45min",7.8544,2.9735,0.00093049,3.0313
"2464/964.5147mz/4.11min",4.4594,2.1568,0.001015,2.9935
"2638/555.2823mz/4.91min",6.5176,2.7043,0.0010277,2.9881
"2460/488.2039mz/4.09min",3.8973,1.9625,0.0011678,2.9326
"2825/361.1995mz/5.89min",2.4313,1.2817,0.0011912,2.924
"2675/310.2107mz/5.05min",3.6304,1.8601,0.0013959,2.8551
"2529/755.3621mz/4.45min",0.15004,-2.7366,0.0015994,2.7961
"2995/325.2748mz/6.94min",5.5168,2.4638,0.0016065,2.7941
"2910/394.2727mz/6.35min",6.8588,2.7779,0.0018755,2.7269
"3145/368.3167mz/7.65min",3.8087,1.9293,0.0022082,2.656
"2598/361.177mz/4.71min",4.3336,2.1156,0.0022171,2.6542
"2939/299.2591mz/6.59min",2.7575,1.4633,0.0022413,2.6495
"2660/312.2261mz/5.0min",3.0513,1.6094,0.0022956,2.6391
"2600/309.2072mz/4.71min",3.0559,1.6116,0.0023344,2.6318
"2507/227.129mz/4.33min",3.0679,1.6172,0.0023374,2.6313
"2525/343.2124mz/4.43min",3.784,1.9199,0.0025108,2.6002
"3044/297.2434mz/7.24min",5.4529,2.447,0.0025837,2.5878
"2541/184.1342mz/4.49min",3.5806,1.8402,0.0026181,2.582
"3282/381.3373mz/7.82min",8.2186,3.0389,0.0027724,2.5571
"2550/330.2366mz/4.5min",2.7278,1.4478,0.0027933,2.5539
"3303/441.203mz/7.99min",39.439,5.3015,0.003016,2.5206
"2503/327.2177mz/4.31min",2.7669,1.4683,0.0030441,2.5165
"2542/228.1242mz/4.49min",3.5398,1.8237,0.0030491,2.5158
"2621/243.16mz/4.84min",4.3839,2.1322,0.0030764,2.512
"2540/229.1274mz/4.48min",3.5118,1.8122,0.0033027,2.4811
"3130/402.3011mz/7.64min",3.478,1.7983,0.003337,2.4766
"2772/311.2228mz/5.56min",2.9649,1.568,0.0034262,2.4652
"3301/353.2697mz/7.99min",2.7559,1.4625,0.003478,2.4587
"2633/232.1342mz/4.88min",5.0261,2.3294,0.0036645,2.436
"2699/301.2019mz/5.14min",2.9551,1.5632,0.0037756,2.423
"2548/329.2333mz/4.5min",2.7106,1.4386,0.0038533,2.4142
"3347/508.364mz/8.13min",2.9698,1.5704,0.0038963,2.4093
"2658/311.1865mz/4.98min",3.1177,1.6405,0.0041048,2.3867
"2553/331.2391mz/4.5min",2.8285,1.5,0.0041198,2.3851
"2634/276.124mz/4.87min",4.6504,2.2173,0.0041966,2.3771
"3150/457.3322mz/7.66min",2.5911,1.3735,0.0044786,2.3489
"2870/363.2152mz/6.17min",2.1006,1.0708,0.0046213,2.3352
"2631/198.1499mz/4.86min",4.0555,2.0199,0.0046652,2.3311
"3058/369.3008mz/7.36min",2.6653,1.4143,0.0047401,2.3242
"2663/311.2227mz/5.0min",2.692,1.4287,0.0048129,2.3176
"2672/267.1602mz/5.03min",2.6152,1.3869,0.0051148,2.2912
"2801/285.2071mz/5.75min",4.6708,2.2237,0.0051342,2.2895
"2629/242.1398mz/4.86min",4.0341,2.0123,0.0053259,2.2736
"2604/307.1915mz/4.74min",3.6446,1.8658,0.0053441,2.2721
"3026/328.2938mz/7.14min",2.0872,1.0616,0.0053485,2.2718
"3030/327.2905mz/7.14min",2.079,1.0559,0.005535,2.2569
"2594/375.1846mz/4.65min",5.3018,2.4065,0.0055571,2.2551
"2656/187.1339mz/4.97min",2.2831,1.191,0.0057465,2.2406
"2719/311.2228mz/5.28min",2.7806,1.4754,0.0059377,2.2264
"3176/343.2853mz/7.67min",2.1077,1.0757,0.0060372,2.2192
"2555/349.1403mz/4.51min",5.0978,2.3499,0.0062306,2.2055
"2612/297.2183mz/4.77min",5.8542,2.5495,0.0062463,2.2044
"2452/285.1133mz/4.06min",2.8813,1.5267,0.0062826,2.2019
"3119/481.3531mz/7.61min",2.9951,1.5826,0.0063138,2.1997
"2476/215.1288mz/4.18min",4.2673,2.0933,0.0064614,2.1897
"2896/295.2277mz/6.17min",2.4316,1.2819,0.0066173,2.1793
"2493/527.2512mz/4.24min",3.7874,1.9212,0.007145,2.146
"2545/307.1914mz/4.5min",2.4993,1.3215,0.0071641,2.1448
"2701/257.1758mz/5.15min",3.7057,1.8897,0.0072277,2.141
"2717/312.226mz/5.28min",2.8658,1.5189,0.0072696,2.1385
"2872/296.231mz/6.17min",2.2476,1.1684,0.0073148,2.1358
"2774/312.2262mz/5.56min",2.9444,1.558,0.0073377,2.1344
"2861/269.2122mz/6.14min",12.597,3.655,0.0074035,2.1306
"2454/550.2884mz/4.07min",3.0259,1.5973,0.0075986,2.1193
"2591/180.103mz/4.67min",3.9281,1.9738,0.008148,2.0889
"2618/329.2333mz/4.83min",2.589,1.3724,0.0082228,2.085
"2586/311.1865mz/4.65min",2.842,1.5069,0.008231,2.0845
"2599/187.1339mz/4.71min",2.2847,1.192,0.0082398,2.0841
"2824/313.2384mz/5.86min",5.9217,2.566,0.00853,2.0691
"2641/401.1869mz/4.92min",2.0468,1.0334,0.0085349,2.0688
"2823/293.2122mz/5.89min",2.5116,1.3286,0.0085448,2.0683
"2765/215.1651mz/5.5min",2.4727,1.3061,0.0085536,2.0679
"3131/508.4116mz/7.64min",0.43878,-1.1884,0.0085826,2.0664
"3520/655.4584mz/8.57min",2.1153,1.0809,0.0086642,2.0623
"2691/201.1496mz/5.12min",3.1001,1.6323,0.0092201,2.0353
"2642/447.1923mz/4.92min",2.1615,1.1121,0.0094283,2.0256
"2779/381.2258mz/5.59min",2.5049,1.3248,0.0094383,2.0251
"2762/295.1913mz/5.49min",2.6021,1.3797,0.0094855,2.0229
