row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGIp10_3_Run210.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGIp10_2_Run133.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,NEG_TJGIp10_1_Run23.mzML Peak area,
2490,106.0410139832191,8.435666,,,,,,,,,,,796625.25,552264.1,721816.5,1354911.2,6019.629,18619.129,
2513,106.04101549833725,8.52805,,,,,,,,,,,468373.4,438464.75,769985.9,82951.266,6019.629,12103.646,
2616,106.0410476843414,9.454137,,,,,,,,,,,669288.2,1229554.2,791412.2,464701.2,8993.395,44958.523,
2648,106.04105268230094,9.878247,,,,,,,,,,,526645.75,237861.39,349451.7,799337.4,0,38214.477,
2663,106.04105537103062,10.118777,,,,,,,,,,,326055.75,1353049.8,2520014.5,516407.3,9336.943,31583.062,
2636,106.04106057811175,9.710348,,,,,,,,,,,107382.266,477997.62,966817.9,586315.1,0,17747.559,
2661,106.04107083617198,10.072888,,,,,,,,,,,701335.9,440869.56,169131.55,444014.0,9336.943,27871.113,
2640,106.04107796206509,9.787836,,,,,,,,,,,1073634.0,447414.2,357032.9,106492.52,0,0,
2658,106.04108395539383,10.024712,,,,,,,,,,,989800.75,3724561.2,239774.64,649900.8,9336.943,27871.113,
2706,112.98561094048985,10.244498,,,,1,,,,,,,7671776.0,8907249.0,8466706.0,6713756.0,1.7180678E7,1.4830501E7,
2757,112.98563060710005,10.464051,,,,,,,,,,,5319117.5,4030382.0,3967584.8,3908383.2,2013781.4,2230501.8,
2680,113.00262374873279,10.199089,,,,,,,,,,,269316.25,262128.69,313867.44,263160.7,825967.94,571678.9,
2460,113.00272935409195,8.389298,,,,,,,,,,,377194.47,80041.2,644358.1,421567.44,1551290.0,5831965.0,
2431,113.00275233134245,8.282666,,,,,,,,,,,327700.84,255164.5,414236.8,430271.75,6067553.0,416631.75,
2071,113.92621583799,7.7323875,,,,,,,,,,,1484159.6,1207996.5,873469.4,861813.75,3073503.0,2907832.2,
2476,113.92622177432804,8.44041,,,,,,,,,,,1111210.2,1287165.6,1291586.0,1367500.4,1504329.2,4297697.0,
2369,113.92622627380803,8.146036,,,,12,,,,,,,6280618.5,6218573.5,5652100.5,6720654.0,2340847.2,3542064.0,
1986,114.93404913189976,7.68095,,,,5,,,,,,,1626254.2,1797719.4,2985108.0,2122998.2,2710245.0,1630331.4,
2112,114.93407509303455,7.7500453,,,,,,,,,,,980979.94,1135589.9,1170284.1,1134938.8,2016106.0,743806.56,
1796,114.93407671671827,7.444851,,,,47,,,,,,,1100887.1,1260408.2,919444.4,1048446.9,1635659.1,694307.8,
2292,114.93408873251066,8.157288,,,,12,,,,,,,1084216.1,3766224.0,649228.75,437702.9,3127072.5,2034211.2,
2072,115.92068797705605,7.7186065,,,,,,,,,,,2.888357E7,3.0359204E7,3.050314E7,2.7496966E7,5.0881736E7,5.9005868E7,
2477,115.9206892186839,8.435714,,,,,,,,,,,2.1431358E7,2.5014188E7,2.9190624E7,2.6582574E7,2.8746516E7,8.4272136E7,
2381,115.92070080085277,8.156864,,,,12,,,,,,,1.2137353E8,1.1973483E8,1.2452863E8,1.2959003E8,5.390344E7,6.3952868E7,
1815,115.92071189785412,7.4480443,,,,,,,,,,,1.4065478E7,1.3174964E7,1.3863405E7,1.4940729E7,1.3814901E7,1.342925E7,
2358,116.92103543230485,8.141818,,,,12,,,,,,,1.3909514E7,1.3792928E7,1.2488054E7,1.4900188E7,6160346.0,7458799.5,
2280,116.928426728893,8.145663,,,,,,,,,,,2.0969382E7,2.8569032E7,2.2693502E7,2.3248964E7,6.6351824E7,3.9634024E7,
2113,116.92842813202303,7.741367,,,,,,,,,,,2.2732422E7,2.5385508E7,2.26996E7,2.1889068E7,4.2943652E7,2.6743222E7,
2004,116.92844839534335,7.6832566,,,,5,,,,,,,5.254246E7,3.524551E7,3.6900372E7,4.4789884E7,5.3082908E7,3.2671884E7,
1792,116.92848205294213,7.445624,,,,47,,,,,,,1.6711724E7,2.442025E7,2.0886658E7,2.0323576E7,3.1615844E7,1.600605E7,
211,117.01910162106795,4.1316123,,,,13,,,,,,,363641.0,365647.28,347611.2,330750.5,302720.97,303322.3,
442,117.01912772032314,4.669647,,,,18,,,,,,,2274338.2,2065832.9,1992856.2,1906304.1,1818388.9,1982502.9,
265,117.01931277070075,4.278681,,,,8,,,,,,,320370.78,357017.9,254503.56,293893.56,132711.47,224254.83,
52,117.01931510611216,0.4945604,,,,,,,,,,,370289.66,76334.375,334748.12,340765.5,45475.17,444797.22,
59,117.01935555096357,0.6448044,,,,,,,,,,,728261.5,867074.4,949658.4,982499.9,1024355.5,1177858.2,
2479,117.91899202452419,8.433938,,,,,,,,,,,619887.75,491895.4,844789.2,764116.8,762241.06,2309230.8,
2360,117.91900198628764,8.141899,,,,12,,,,,,,838594.9,3418365.2,3436178.2,754293.75,1549367.1,1987594.0,
2074,117.91901221697024,7.737868,,,,,,,,,,,725023.25,388228.62,568841.4,812381.6,1409336.4,1641319.8,
2114,117.92854680142653,7.745495,,,,,,,,,,,2617733.8,2694867.5,2624466.0,2527099.2,4826598.0,3098112.8,
2341,117.9285477262839,8.148103,,,,12,,,,,,,2372945.8,8442066.0,6594791.5,2606465.2,7791082.5,4604306.5,
1998,117.9285679436844,7.6824965,,,,5,,,,,,,3636358.5,4050601.0,5946607.5,5034957.0,6085178.0,3656158.5,
2449,118.89958200390339,8.312731,,,,,,,,,,,0,0,0,0,150865.88,669376.4,
2216,118.89958397317945,7.9570537,,,,,,,,,,,15200.58,101314.6,39977.977,17491.203,2554049.8,1624904.4,
2664,118.89962658459184,10.151425,,,,,,,,,,,46815.207,60859.76,75169.8,93719.0,3326575.0,2650627.0,
1997,118.92675053663164,7.6824913,,,,5,,,,,,,1525424.9,1000731.5,1056158.4,787156.7,1215135.1,923149.94,
2333,118.92676244296297,8.151187,,,,12,,,,,,,578877.7,2102413.2,354292.03,456443.53,1868652.4,1140654.1,
63,119.05023004660232,0.9150081,,,,,,,,,,,1361516.0,1447861.2,1039805.25,1463728.0,1360628.9,1760943.9,
2711,119.94688944205141,10.261576,,,,,,,,,,,0,0,0,0,138326.19,6798.267,
31,119.94694410192899,0.3790084,,,,76,,,,,,,1600736.2,1514957.1,1495865.8,1633494.9,1620982.6,1809341.9,
33,121.94400392638296,0.38061988,,,,76,,,,,,,510129.88,492632.4,497433.6,525097.6,511361.38,593428.44,
57,128.0353299413053,0.60195476,,,,,,,,,,,2082041.8,1869872.9,1320633.9,1564429.6,577323.06,1531312.0,
2635,129.97571151402988,9.670993,,,,,,,,,,,0,0,0,0,186298.67,18913.889,
13,129.97572397315477,0.3480232,,,,,,,,,,,1171568.9,1100989.0,1237172.0,1238035.5,887047.5,1099853.2,
2659,129.9757458237055,10.037889,,,,,,,,,,,0,0,0,0,376732.8,231791.92,
2739,129.97575358115552,10.409067,,,,,,,,,,,0,0,0,0,270839.34,50813.516,
70,131.0713593541041,2.2105737,,,,,,,,,,,169418.98,144326.23,166555.34,159728.98,137986.11,136744.33,
87,131.07137180961016,2.8082087,,,,159,,,,,,,4644734.0,4282657.0,5380116.5,4444825.0,3969693.8,4588748.5,
2763,132.8678253575122,10.488,,,,,,,,,,,430174.3,391700.5,417240.72,396180.3,2927490.2,2663608.2,
40,132.86782846925215,0.42937264,,,,,,,,,,,319117.66,114142.47,311732.5,233934.58,1055397.4,234810.72,
2222,132.90015139766265,7.950905,,,,,,,,,,,88754.11,102515.79,271383.47,107800.95,3141795.0,895146.6,
2160,132.90015511603238,7.82584,,,,,,,,,,,253329.9,267882.1,382486.94,88910.57,418168.1,1799669.2,
2668,132.90016698585916,10.173102,,,,,,,,,,,71225.9,93226.125,115194.24,152481.23,1476230.4,1455415.2,
2470,132.9233711292966,8.440105,,,,,,,,,,,576274.8,346095.47,926212.06,715191.5,1127065.0,3313952.8,
2054,132.92338214289862,7.7026505,,,,21,,,,,,,2635420.5,1556713.6,1887695.8,965996.94,2675810.8,1829924.4,
2336,132.92338791015808,8.140434,,,,12,,,,,,,1081817.1,3180026.0,3063771.8,4374248.0,2472270.0,3283463.8,
1811,132.9234160119469,7.447992,,,,47,,,,,,,606269.7,630594.44,540044.9,663775.75,620509.2,428976.34,
54,134.86516528703604,0.48456118,,,,,,,,,,,228962.39,135679.45,287163.9,237502.08,885193.7,279491.38,
2762,134.86525866977186,10.493636,,,,,,,,,,,337302.62,298224.34,325097.12,305119.97,2825628.0,1004672.9,
2096,134.8945980691409,7.8160367,,,,129,,,,,,,1.0014634E7,7272917.0,1.3270416E7,9603786.0,2.7718504E7,3.4507336E7,
2223,134.89459892862087,7.9473534,,,,,,,,,,,3577508.8,4741271.0,5502444.0,2212729.5,6.062123E7,5120565.0,
2720,134.89460750271607,10.222401,,,,,,,,,,,1125936.4,1009546.25,741220.25,2706604.5,3375925.0,1689085.4,
1772,134.89462098049958,7.4881186,,,,121,,,,,,,1.4323283E7,1.4336973E7,1.4926884E7,5339356.0,3911306.2,2435840.5,
2676,134.89463165505148,10.177985,,,,59,,,,,,,1792250.9,1949024.2,2665594.5,3860927.2,2.8997014E7,2.6172376E7,
1653,134.89463672438083,7.1634126,,,,,,,,,,,1740256.2,2428322.8,2618107.8,5151034.0,6942479.5,4852152.5,
2671,135.97088199784992,10.166729,,,,,,,,,,,3132535.8,3180466.2,613843.06,563269.3,345282.78,352149.75,
2226,137.89168589481906,7.9454,,,,,,,,,,,40678.14,147900.56,95387.7,87497.25,2201809.5,543831.06,
2666,137.89169431224465,10.180588,,,,,,,,,,,38781.816,44880.85,82983.96,97009.0,1126446.4,475633.22,
118,138.01967250803042,3.3226566,,,,,,,,,,,1155854.9,1239468.8,1327426.9,1518160.1,1879500.2,1867194.5,
77,139.0400650210328,2.4524865,,,,,,,,,,,1121717.4,927915.8,1000188.75,1093012.6,380847.6,605557.8,
74,144.04547840065973,2.3384335,,,,,,,,,,,722656.75,593915.06,680520.56,653946.56,869289.56,450912.03,
112,144.0454969802702,3.2726316,,,,48,,,,,,,319832.7,316798.62,301320.53,332709.84,513206.5,419759.2,
143,144.045515654002,3.5899944,,,,,,,,,,,2189190.0,1872609.9,1725043.1,1794559.4,3563355.5,2367061.2,
2480,144.92333432678876,8.440944,,,,,,,,,,,284834.8,4408583.5,5403985.5,5550295.5,4469405.0,1.5428715E7,
2075,144.9233396201123,7.713152,,,,,,,,,,,5769226.5,2011720.4,1503853.1,1858437.0,9842516.0,8447420.0,
2378,144.92335275484663,8.153781,,,,12,,,,,,,2.3263802E7,2.449932E7,2.5482336E7,2.6614774E7,1.1993848E7,1.7461786E7,
1818,144.92337638218478,7.4488254,,,,,,,,,,,2686104.0,2438610.5,2602661.8,1982979.6,2725549.2,2637400.5,
139,145.08699212897713,3.5343847,,,,117,,,,,,,800462.4,733300.44,854496.75,858554.3,728878.44,1072457.4,
131,145.0870344985578,3.4521263,,,,73,,,,,,,517989.66,404943.03,632303.06,440853.03,345834.47,439804.2,
2758,146.96588541950533,10.48055,,,,,,,,,,,48990.984,69241.13,109426.96,94359.3,275724.1,155248.42,
2653,146.9658930188695,9.981119,,,,,,,,,,,0,0,0,0,3194561.5,562191.3,
2660,146.96590589410965,10.032619,,,,,,,,,,,0,0,0,0,121282.39,2001996.8,
35,146.96593420938845,0.3821886,,,,76,,,,,,,8653716.0,7599175.5,8543508.0,1.0851427E7,7682997.5,1.2818249E7,
61,146.96595362878006,0.7341504,,,,,,,,,,,111141.25,138490.25,46666.29,390754.47,228513.75,1517538.0,
2219,150.88943329199478,7.97451,,,,,,,,,,,74167.5,71444.75,218488.33,60834.633,3761685.8,2334758.5,
2428,150.88944130800982,8.288342,,,,,,,,,,,0,3613.1982,8421.061,0,534795.1,687775.6,
2665,150.88946063694138,10.155912,,,,,,,,,,,78046.12,96065.1,167710.6,186022.83,4953608.5,3775555.8,
29,151.06112360647475,0.37511885,,,,76,,,,,,,5183080.0,3973861.2,3910847.8,5220086.0,3542917.8,1949305.6,
398,151.07633680507385,4.5758452,,,,14,,,,,,,1211624.1,1005245.2,969828.44,992973.9,1040034.75,1026340.7,
95,153.0557256051534,2.9804144,,,,79,,,,,,,825801.06,714689.6,700604.56,858547.75,205231.05,299529.8,
69,153.05573193985688,2.1591544,,,,,,,,,,,53826.625,31444.818,38744.57,34571.453,26660.945,42279.367,
2737,153.86851081672793,10.317273,,,,,,,,,,,542937.5,649155.06,616231.75,493501.0,46627.438,64620.21,
37,154.92819243842655,0.38779724,,,,,,,,,,,460624.56,524870.06,388605.47,494479.62,548218.3,585199.9,
75,158.08225407357665,2.364661,,,,,,,,,,,168394.48,157181.11,148174.6,174939.61,143659.61,175585.28,
86,158.08225921121218,2.808202,,,,159,,,,,,,1061862.4,1191564.4,1062837.8,1103427.9,1320021.0,1271835.6,
83,158.08227351716255,2.7237175,,,,,,,,,,,567824.4,623468.0,534149.56,573594.3,608420.6,650578.2,
68,158.08228376693253,1.9265224,,,,,,,,,,,139956.98,103560.24,158639.23,116655.69,137542.52,119137.12,
156,159.10265930632497,3.787717,,,,9,,,,,,,536920.94,459927.5,505325.47,474282.1,376076.34,620210.0,
200,159.1026736618681,4.0715566,,,,,,,,,,,480260.97,818957.94,730753.1,764613.94,445455.3,877575.8,
2764,160.84206354397028,10.498012,,,,,,,,,,,339002.53,273250.06,634125.1,653150.44,4870854.0,3588529.0,
2746,160.84206494515746,10.410369,,,,54,,,,,,,2411341.0,2484266.2,2610040.0,2026534.2,739334.44,490232.9,
2080,160.93540916926807,7.703568,,,,,,,,,,,53670.22,136098.89,77702.54,74304.36,2033113.4,313450.44,
1844,160.93544654248038,7.456951,,,,,,,,,,,82913.32,139887.39,73270.17,89951.695,1931171.1,107756.22,
1618,160.93546437581804,7.14853,,,,,,,,,,,0,10473.401,3356.417,0,1048778.4,218565.36,
2749,162.8390672709939,10.412177,,,,54,,,,,,,2258318.8,2341472.0,2440340.0,1913776.9,737394.0,453582.34,
2761,162.8390957889074,10.493728,,,,,,,,,,,318914.72,311482.38,282734.62,559936.44,4444978.0,3445945.2,
45,163.06119742510828,0.39306566,,,,,,,,,,,1768698.0,1576126.1,744801.75,1977869.9,215031.1,962430.7,
100,164.0353997082116,3.047891,,,,127,,,,,,,616422.75,506531.66,621138.6,508962.03,596248.4,491199.6,
2750,164.83600766027706,10.413051,,,,54,,,,,,,682814.44,705856.6,716758.1,463950.38,230870.42,116141.96,
1433,165.0407988095404,6.590471,,,,,,,,,,,359829.38,79907.555,343923.8,66206.92,260031.08,90207.42,
1669,165.04081779176974,7.2137494,,,,,,,,,,,110848.66,11605.825,103875.53,20820.342,32337.258,23707.959,
98,165.05569632586102,3.0167758,,,,,,,,,,,894746.1,849696.5,951157.7,916316.2,710869.06,883957.2,
134,165.0556992477652,3.5281765,,,,,,,,,,,30326.121,38149.227,43442.84,53561.406,54281.195,45953.05,
199,165.05571549751517,4.045612,,,,146,,,,,,,117182.31,167879.34,127523.81,137834.28,174095.3,143146.97,
34,165.07678129844135,0.3813615,,,,76,,,,,,,4055170.2,2895708.2,2908110.5,3990014.8,3058315.8,1561629.8,
17,168.03354774945754,0.36961648,,,,76,,,,,,,5002798.5,4694228.0,4861108.5,3896867.2,5030932.5,3815362.2,
26,168.0664675243743,0.37353,,,,,,,,,,,534743.5,341455.72,379521.38,516816.34,244813.94,147087.7,
58,168.06660789253417,0.61579806,,,,,,,,,,,581433.0,544931.1,467379.8,565469.44,212159.69,342833.84,
290,169.08701244407504,4.4047446,,,,,,,,,,,421309.6,405456.6,386900.16,482752.75,567183.3,548468.94,
92,171.10271174378036,2.9499028,,,,35,,,,,,,37708.93,42156.906,42814.19,49105.78,257055.6,98038.336,
153,171.10273220789193,3.7548091,,,,155,,,,,,,669460.8,778905.6,636515.8,1025396.5,827897.3,836052.3,
190,171.10274397540448,4.0049233,,,,167,,,,,,,440998.44,417729.8,396569.9,469303.28,593193.3,494128.6,
99,173.0819288846402,3.0423987,,,,127,,,,,,,408927.53,421918.3,371902.28,476498.12,484495.03,452364.9,
116,173.0819654475899,3.3136406,,,,,,,,,,,29860.58,0,56400.992,0,30709.826,0,
2766,174.9560304460518,10.588034,,,,163,,,,,,,1.6078993E7,1.653993E7,1.6144263E7,1.6032124E7,1.2442942E7,1.2603713E7,
109,177.0557114873484,3.2990701,,,,,,,,,,,109777.08,114474.82,74620.5,77738.305,88605.086,84213.98,
136,177.05572026441268,3.5317223,,,,117,,,,,,,1061123.5,1130123.4,822041.0,822268.4,770437.7,853408.1,
124,177.05573664293266,3.4123604,,,,156,,,,,,,137077.78,145969.64,97754.79,93962.0,92775.5,103514.23,
82,178.0509568001468,2.618111,,,,,,,,,,,181987.83,164449.03,179995.73,200624.62,150918.5,201867.73,
110,178.0510029697949,3.2467759,,,,,,,,,,,574364.94,484771.62,568215.5,548342.2,575404.44,524144.62,
2809,178.97774219207923,11.19692,,,,,,,,,,,0,0,0,0,653604.7,3064136.0,
3,178.97783238844056,0.032626834,,,,,,,,,,,309472.44,320479.1,285335.94,300871.47,194891.1,419407.53,
79,178.97783254559852,2.5666277,,,,,,,,,,,0,0,0,0,219319.02,144962.52,
27,179.05615146107792,0.37505984,,,,76,,,,,,,605788.8,595832.3,458554.16,505060.06,641420.1,680334.4,
2467,180.0335183728422,8.421285,,,,,,,,,,,178122.22,120214.62,198528.72,230927.45,102330.734,119329.94,
64,180.03362696435184,0.9713791,,,,,,,,,,,1537479.4,1144101.9,1641859.2,1652956.8,0,0,
67,180.03364536531,1.7037683,,,,,,,,,,,0,0,0,0,5047525.5,3112028.5,
66,180.03364655844118,1.5746393,,,,,,,,,,,2012947.5,1344886.5,2261598.2,2649125.8,1113674.8,766329.4,
71,180.03366655424543,2.2605793,,,,,,,,,,,40124.16,3666.1038,39853.14,56124.543,25159.244,23536.688,
2703,180.97302010785378,10.284699,,,,,,,,,,,3589.9854,32250.266,45164.574,0,364899.28,104028.42,
2801,180.97318409839497,11.017461,,,,,,,,,,,66104.1,118550.516,13249.53,9140.648,2059464.5,885315.3,
7,180.97318651264598,0.3228984,,,,,,,,,,,402178.97,144538.27,438773.84,128860.99,379899.9,474629.88,
1,180.97346454171904,0.060004413,,,,,,,,,,,453302.72,437051.38,328691.94,421253.72,233395.11,323129.16,
19,181.0717479370273,0.37118176,,,,76,,,,,,,4.781822E7,4.4416668E7,2.8690438E7,5.6622812E7,8999006.0,2.6361696E7,
65,181.0717508364577,0.9114116,,,,,,,,,,,787127.7,901345.06,119442.05,2179700.8,152602.81,365482.16,
73,181.07176054943224,2.2498543,,,,,,,,,,,0,20195.652,0,50569.973,0,443238.03,
36,181.94708294908455,0.38876426,,,,76,,,,,,,580030.06,561843.5,541242.56,706640.1,710741.6,1072214.6,
24,182.0749210933218,0.37194422,,,,76,,,,,,,3130637.8,2835686.8,1836057.6,3668885.0,1036529.5,1284919.1,
230,183.138843574084,4.1487856,,,,106,,,,,,,124518.086,147804.39,136516.89,179435.31,88585.49,190975.17,
276,183.1390146348767,4.3347096,,,,153,,,,,,,326264.25,522063.28,311513.88,608280.06,488498.53,527943.25,
101,186.07718552343042,3.0562317,,,,,,,,,,,852534.44,927418.7,827539.5,976180.0,751721.4,925833.7,
91,186.11355975372365,2.9489782,,,,35,,,,,,,1475168.5,510955.66,1777681.5,393030.47,1674071.9,832169.5,
2234,187.09746818695862,8.025773,,,,,,,,,,,3832.378,42109.38,24685.445,27451.67,120987.66,101801.52,
121,187.09758875648777,3.3631947,,,,128,,,,,,,211190.56,241808.47,125076.46,262989.1,92946.82,183905.38,
129,187.097631315749,3.44852,,,,73,,,,,,,6005728.0,8133365.0,5778342.0,9233433.0,7811067.5,8081108.0,
187,187.09765070306082,3.9967782,,,,,,,,,,,40597.242,131086.27,33010.613,57904.316,4354.2363,42776.473,
76,188.03531537669855,2.4047685,,,,,,,,,,,786489.0,637469.1,737707.56,730912.25,717033.7,707328.94,
55,190.92841770944491,0.56764704,,,,,,,,,,,25628.121,375791.88,171501.1,149732.94,24647.508,3637.5615,
2752,190.92843093524758,10.435005,,,,,,,,,,,529762.9,507406.5,457486.78,533549.75,422613.75,292862.34,
4,190.92848645342931,0.035538282,,,,,,,,,,,1165869.1,1219194.8,1166930.4,1151922.9,496796.0,498756.12,
141,191.07482122236158,3.588269,,,,,,,,,,,477026.25,387927.1,389054.47,456592.16,140575.33,75260.75,
148,191.07484062870586,3.6401298,,,,,,,,,,,481849.44,400117.3,457047.1,352734.53,534429.3,334578.7,
151,191.07484741836578,3.6931279,,,,,,,,,,,236465.77,185214.03,203080.92,0,823386.6,261282.94,
94,192.06664721204788,2.970256,,,,79,,,,,,,520074.75,571175.94,478064.7,538577.9,674453.3,625900.25,
2178,194.90575764474133,7.84371,,,,,,,,,,,0,0,0,0,970704.06,0,
1869,194.9058795590424,7.59825,,,,,,,,,,,0,0,3877.5981,0,455924.88,0,
1717,194.9059187560512,7.325982,,,,,,,,,,,0,0,0,0,489845.38,0,
224,195.06614313842363,4.1446033,,,,106,,,,,,,341795.38,302350.7,340409.8,347026.5,277167.84,337299.12,
391,195.0661611715622,4.574232,,,,14,,,,,,,1.1420033E7,9605726.0,9738385.0,9519440.0,1.0159744E7,9857004.0,
316,195.06620301180428,4.4464746,,,,4,,,,,,,579578.6,580481.44,497779.1,482675.1,517862.12,491967.03,
138,195.0662524441474,3.5318336,,,,117,,,,,,,89083.94,94412.04,60196.402,62693.35,65132.766,71665.47,
108,195.0662608249643,3.2130804,,,,,,,,,,,50549.05,59354.863,27895.129,38860.316,33409.28,42109.695,
152,195.06626596806026,3.754802,,,,155,,,,,,,492116.16,615361.06,399830.56,505108.06,299838.8,434115.28,
1402,195.8107719830689,6.524832,,,,,,,,,,,0,0,0,0,408590.2,0,
2191,195.81078112987342,7.893068,,,,,,,,,,,0,0,0,0,923579.8,0,
43,195.8109137663843,0.403069,,,,,,,,,,,0,0,0,0,176019.38,64891.797,
1575,195.81092440082145,6.9865136,,,,,,,,,,,0,0,0,0,252016.05,0,
2742,195.81097809013855,10.380054,,,,52,,,,,,,3305103.0,4166102.5,3857958.5,2206359.5,37686.656,5075.3735,
2727,195.81101030181867,10.331651,,,,166,,,,,,,2038393.2,2876936.0,3141410.8,2203436.0,627775.4,243849.19,
72,196.01077082791517,2.2586694,,,,,,,,,,,3915618.8,2740398.5,3994986.5,4720568.0,2137854.2,2451173.5,
28,197.06659196060414,0.37431714,,,,76,,,,,,,1582865.1,1182297.1,1270886.5,1652474.1,1098052.2,554241.9,
2083,197.8078113268347,7.7656126,,,,,,,,,,,0,0,0,0,359769.1,0,
1576,197.80784033604294,6.9667716,,,,,,,,,,,0,0,0,0,333118.84,3640.7827,
2192,197.80784888808313,7.893068,,,,,,,,,,,0,0,0,0,1168478.9,0,
1403,197.80786527355158,6.524832,,,,,,,,,,,0,0,0,0,495454.72,0,
2760,197.80789934498404,10.482278,,,,,,,,,,,0,0,144780.66,76942.914,97122.65,131520.16,
2728,197.80791442808604,10.331651,,,,166,,,,,,,2489714.2,3502061.0,3821670.5,2729105.5,768349.3,302634.7,
2743,197.807920340992,10.380054,,,,52,,,,,,,4040092.8,5086758.0,4712379.0,2714856.8,46879.074,17416.48,
44,197.80792482045445,0.43189383,,,,,,,,,,,3434.998,0,0,0,229269.11,83909.91,
1607,197.80799313905857,7.073361,,,,,,,,,,,0,0,0,0,274233.97,0,
1665,197.80809947542613,7.198806,,,,,,,,,,,0,0,0,0,163263.88,0,
2193,199.80490198558755,7.893068,,,,,,,,,,,0,0,0,0,533959.2,0,
2740,199.80492191889417,10.380142,,,,52,,,,,,,1920688.0,2421872.5,2250955.0,1271346.2,10766.25,0,
2712,199.80495392007435,10.258839,,,,,,,,,,,0,0,0,0,365874.94,149282.28,
166,201.1132787353931,3.823209,,,,,,,,,,,287401.0,276951.1,295576.34,315954.2,322210.2,364542.16,
687,201.14954470675218,5.0244026,,,,,,,,,,,1272011.1,1157828.0,1342236.4,1419264.1,1295702.5,1306807.8,
2744,201.80188752349457,10.369447,,,,52,,,,,,,395876.78,511259.34,459719.0,246830.7,0,0,
130,209.07953160544744,3.449423,,,,73,,,,,,,478276.28,655491.56,468116.38,709584.44,512816.75,533596.1,
547,209.15460842795724,4.8336573,,,,160,,,,,,,401749.22,451689.03,440337.62,454119.22,163147.23,544271.75,
32,211.08227938603628,0.38059834,,,,76,,,,,,,1587211.0,1103930.1,1195197.6,1591223.5,1211551.1,576010.06,
178,213.01538292516622,3.9370587,,,,,,,,,,,506491.8,493754.6,446340.25,750918.06,245782.95,473215.03,
342,214.1448813553668,4.4882455,,,,,,,,,,,58965.953,40788.74,58728.332,58001.652,43805.88,59140.652,
147,214.14495705369657,3.6923237,,,,,,,,,,,353474.4,45379.047,277626.44,38966.664,560923.9,103266.57,
571,215.12873292497713,4.862346,,,,,,,,,,,232047.58,215079.72,148941.03,172147.4,524318.1,352139.06,
241,215.1287514828185,4.1835885,,,,66,,,,,,,296945.1,324315.4,334927.7,422180.88,372745.03,349566.62,
150,215.12887443249585,3.728732,,,,,,,,,,,162292.69,128490.125,158736.62,147613.69,78154.22,160971.53,
21,217.04831958048513,0.37194422,,,,76,,,,,,,5132063.0,5316282.5,3715705.5,3722506.5,5146228.0,4109050.8,
16,218.02576244809427,0.37273106,,,,,,,,,,,471167.84,412005.75,424831.8,343762.97,571703.9,344857.84,
