"","FC","log2(FC)","raw.pval","-log10(p)"
"303/458.1901mz/4.67min",0.36058,-1.4716,9.526e-05,4.0211
"298/459.1925mz/4.67min",0.36417,-1.4573,0.00018461,3.7337
"518/425.1969mz/5.37min",0.43055,-1.2158,0.00020762,3.6827
"306/373.1655mz/4.67min",0.36141,-1.4683,0.00021988,3.6578
"305/457.1868mz/4.67min",0.35659,-1.4877,0.00022178,3.6541
"367/463.2337mz/4.88min",0.42849,-1.2227,0.0002809,3.5515
"302/503.1921mz/4.67min",0.35609,-1.4897,0.00030841,3.5109
"742/622.4186mz/6.07min",2.1602,1.1112,0.00039,3.4089
"310/417.1553mz/4.67min",0.31997,-1.644,0.0005451,3.2635
"376/473.2179mz/4.93min",0.24852,-2.0085,0.00055748,3.2538
"309/355.155mz/4.67min",0.33402,-1.582,0.00058511,3.2328
"228/473.1816mz/4.13min",0.48821,-1.0344,0.0013097,2.8828
"345/479.2284mz/4.8min",0.39598,-1.3365,0.001366,2.8646
"363/375.2751mz/4.87min",0.49091,-1.0265,0.0014174,2.8485
"435/456.1746mz/5.15min",0.38826,-1.3649,0.0015135,2.82
"519/471.2022mz/5.38min",0.43912,-1.1873,0.0016493,2.7827
"434/455.1712mz/5.15min",0.40488,-1.3044,0.0018315,2.7372
"336/449.218mz/4.79min",0.45948,-1.1219,0.0018613,2.7302
"229/519.187mz/4.13min",0.49287,-1.0207,0.0023776,2.6239
"436/441.1919mz/5.15min",0.48474,-1.0447,0.0029476,2.5305
"321/459.2907mz/4.73min",0.45776,-1.1273,0.003152,2.5014
"322/458.2872mz/4.73min",0.46604,-1.1015,0.0041971,2.377
"366/441.1916mz/4.87min",0.48267,-1.0509,0.0047952,2.3192
"326/343.2237mz/4.77min",0.48708,-1.0378,0.0081554,2.0886
"525/941.654mz/5.4min",0.41404,-1.2721,0.0083759,2.077
"1602/725.3885mz/8.0min",7.1655,2.8411,0.018194,1.7401
"744/658.3965mz/6.07min",3.2072,1.6813,0.023463,1.6296
"300/493.1633mz/4.67min",0.4226,-1.2426,0.027994,1.5529
