"MetaboAnalyst_ID","NEG_TJGI15pt3_EV_alcA.Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA.Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA.Control_3_Run204.mzML","NEG_TJGIp2_1_Run38.mzML","NEG_TJGIp2_2_Run94.mzML","NEG_TJGIp2_3_Run162.mzML","shared_name"
"77/218.1034mz/2.11min",3.05766338624954,3.07113570919835,3.18062441854617,3.12775806685879,3.07798307559505,3.07239643968281,"77"
"78/145.0506mz/2.14min",2.80351793102824,2.73461991091496,2.87016628012423,2.84640526608158,2.80123493919671,2.82878107639382,"78"
"83/194.0458mz/2.39min",2.96625591540574,2.98167413324627,3.07786295513098,3.02562383755231,3.05837376419774,3.06827942212484,"83"
"84/144.0454mz/2.4min",2.82316494228882,2.84333413590123,2.91056252460641,2.68229681927785,2.66195763486393,2.70039177886653,"84"
"85/188.0353mz/2.41min",2.98826155857888,3.03685305787019,3.12538156813357,2.85784415653703,2.85571668705231,2.91481631708457,"85"
"86/136.0404mz/2.41min",2.67255799707814,2.53767940201415,2.63575486931619,2.65138269180035,2.61078240713048,2.66146036295082,"86"
"87/175.0611mz/2.43min",2.93182020731848,2.87286079706348,3.02951297001328,2.86834768454286,2.89711360406898,2.88552361610455,"87"
"88/139.0401mz/2.46min",2.53241541509814,2.53111745148599,2.617989370432,2.10691770837776,2.27549106515478,2.43204178988669,"88"
"92/228.0878mz/2.57min",2.63660689220242,2.343560889375,2.44497186870126,2.43533375367852,2.4068866541444,2.54766565293003,"92"
"93/121.0295mz/2.57min",2.56449252334456,2.63633634054441,2.67148902335539,2.63383550723471,2.7250990748828,2.71492428125913,"93"
"94/159.0663mz/2.61min",2.28201328513232,2.229441407503,2.34190524434071,2.29858381491143,2.2604001098507,2.28101985702103,"94"
"95/178.051mz/2.62min",2.55342264272642,2.50324975516577,2.60025664618107,2.50072848089903,2.46109751858963,2.47987465427829,"95"
"96/158.0822mz/2.73min",2.67145071682326,2.74556998532058,2.86658593544126,2.7446588821631,2.74420820633739,2.64895333758263,"96"
"98/107.0503mz/2.76min",2.53456116004186,2.53559751127379,2.64998706529477,2.43678329872049,2.42491427119084,2.46379751032667,"98"
"99/151.04mz/2.76min",2.39079957433636,2.40268192260591,2.52343350528139,2.29298040657981,2.30881746994333,2.34260674492733,"99"
"100/131.0713mz/2.78min",3.37253131358873,3.2782052277705,3.39516340494291,3.31066972463884,3.26602181931212,3.31188850693443,"100"
"104/158.0822mz/2.81min",2.67734635860188,2.75606806383151,2.85609541833896,2.72928502209231,2.72998596542052,2.64250035695664,"104"
"105/159.0663mz/2.87min",2.55730105618904,2.44889172823522,2.56400921610577,2.56244797232303,2.50376613143669,2.5112464101327,"105"
"108/172.0979mz/2.91min",2.97115558302781,2.89111904823697,2.7648350411934,2.7579308521339,2.98249745316038,2.97612306522425,"108"
"111/186.1135mz/2.95min",2.83146013256892,2.68896301511048,2.78909022106549,2.71124959970568,2.64584949854645,2.74845221834251,"111"
"112/171.1027mz/2.96min",2.5969870499212,2.42873872959858,2.51968872671992,2.44227647350608,2.30276204543694,2.18373888180092,"112"
"113/189.0768mz/2.96min",2.40209213131135,2.29174706223874,2.446675974267,2.29957366473909,2.29844591127898,2.32296751968225,"113"
"114/426.1897mz/2.97min",2.24904748032356,2.30061024314448,2.37390814678693,2.3607775295769,2.36450140835726,2.34740730724833,"114"
"116/165.0556mz/3.02min",2.83496314195246,2.75945169925774,2.88973932372644,2.84356889483437,2.863330064636,2.89450697680444,"116"
"119/173.0819mz/3.05min",2.9410535419798,2.92226604679199,3.02278989555204,2.91599632092582,2.88621397284108,2.9365159029503,"119"
"120/120.0454mz/3.05min",2.45045210073294,2.46195059737146,2.54312127160701,2.45329385331752,2.41234717960862,2.40177692379191,"120"
"122/164.0354mz/3.05min",3.09352939305059,3.11321176587068,3.20093906221215,3.08450944906196,3.06608520029001,3.05083061264943,"122"
"127/160.0404mz/3.2min",2.65429572951023,2.57112377402419,2.60725143396348,2.66030594080329,2.59003738330601,2.63208682732972,"127"
"128/245.0931mz/3.21min",3.01965141620033,2.90698799513778,3.02714047214201,2.88133877897394,2.85458703635636,2.95191928318162,"128"
"130/180.0666mz/3.24min",2.76648843880121,2.6723983033415,2.76130853372737,2.62180975054932,2.61336186476745,2.68379663755878,"130"
"132/178.051mz/3.25min",2.98124464187285,3.00927939670083,3.10219989885882,2.8978351882721,2.88974888090872,2.89990264130161,"132"
"134/144.0455mz/3.27min",2.58148063803017,2.4815595749708,2.53011387100515,2.52373740137941,2.4320754448211,2.45566323973813,"134"
"136/216.1241mz/3.28min",2.32250566749456,2.17915329238682,2.28679835709963,2.3145078544975,2.24674092012139,2.27977657789607,"136"
"139/138.0197mz/3.32min",3.08035210475643,2.96064848954238,3.03946166914706,2.99923091215458,2.92871979656455,3.01685484318278,"139"
"141/193.0506mz/3.35min",2.65290577482268,2.54818606911957,2.60616920646809,2.73638116961577,2.712737638751,3.00587205223872,"141"
"142/271.1663mz/3.36min",2.3709671492419,2.46699356617804,2.3983958818759,2.44486373983946,2.23256898024374,2.28651696409099,"142"
"143/261.1343mz/3.36min",3.00630580576512,3.05562575379934,3.14621544252264,3.03770429764383,3.00842688644962,2.96287438170722,"143"
"144/187.0976mz/3.41min",3.91168115290336,1.62139835551437,1.67924683813182,3.8987488329506,1.52480771137172,3.88663878396032,"144"
"150/257.103mz/3.45min",2.71710264363117,2.63246357160844,2.76037648878433,2.49396731669442,2.5124370869717,2.60122159144479,"150"
"151/209.0794mz/3.45min",2.92002105226461,2.91767319812553,2.98069842435786,2.84047383550014,2.86142453099061,2.91278704039146,"151"
"152/125.0971mz/3.45min",2.77312881072317,2.68588457138342,2.75913500031565,2.66963276597827,2.60672300277712,2.65674533378539,"152"
"153/187.0975mz/3.45min",4.22295680614002,4.14426597101178,4.22691770609193,4.12541558784266,4.08391984749059,4.12007938799716,"153"
"157/313.188mz/3.46min",2.44600751655941,2.41897644973176,2.53081196995547,2.12207740378779,2.19590181077179,2.24982846994927,"157"
"158/228.103mz/3.47min",3.23340572074135,3.16277375975322,3.1912701150501,3.29975004430718,3.19227029461757,3.23349984684847,"158"
"161/145.087mz/3.54min",2.41982157713127,2.34107811818065,2.3896583206888,2.44288743407519,2.37968619432518,2.41919248755851,"161"
"162/222.0772mz/3.57min",2.33522573113657,2.29407630110729,2.38019287049664,2.42935050050002,2.34652018451723,2.34301793847072,"162"
"163/243.1237mz/3.57min",2.91647620382323,2.89702015712,2.99573203642503,2.86333415078436,2.8016468855392,2.92535710536411,"163"
"165/271.1664mz/3.6min",2.77659378605884,2.71079690648742,2.80218657683195,2.56558325168781,2.56911179531937,2.68043576339094,"165"
"168/191.0748mz/3.61min",2.57182649701563,2.45752456751015,2.55770089370326,2.45257335050648,2.37810729066602,2.55493428319435,"168"
"173/286.1853mz/3.69min",2.48768058714627,2.40647021463415,2.49283852937555,2.42219449765946,2.34470504098145,2.41511376043033,"173"
"174/285.1819mz/3.69min",3.34897384645971,3.26384347056684,3.35134123286205,3.26410403800231,3.20686531824481,3.27385155824328,"174"
"176/155.1077mz/3.69min",3.43751967647801,3.36124744726629,3.44072283539146,3.4102899435747,3.33662324218708,3.41793451141735,"176"
"177/199.0976mz/3.69min",3.87773042656415,3.81577567179171,3.89376751080202,3.84653481520948,3.80113332494799,3.87986910464826,"177"
"178/221.0794mz/3.69min",2.67839834794145,2.71165131822484,2.78505708368725,2.66306343829394,2.66998206156066,2.76054293647782,"178"
"179/228.0666mz/3.71min",2.5475817594952,2.53281936727514,2.5748302223562,2.72501292835584,2.59306263387215,2.59843760558674,"179"
"184/171.1027mz/3.76min",3.45012265104378,3.3555107281184,3.44991968973107,3.30868926971986,3.26396262450404,3.31624504035509,"184"
"185/189.1132mz/3.76min",2.51966323222982,2.44636477262534,2.54088941390893,2.3696011340274,2.3428233887149,2.40310052318295,"185"
"186/459.2825mz/3.77min",3.71900464380545,3.31350243599875,3.37891872663342,3.77348491681392,3.72113055928897,3.83339942931761,"186"
"191/236.0962mz/3.82min",3.12864585436471,2.64308250079481,2.74246236763511,2.64032812750186,2.58821670956564,2.88693168942315,"191"
"192/443.2875mz/3.83min",2.50164493933645,1.94917220331606,2.04291510758305,2.48975424591815,2.42061555842411,2.53448892506461,"192"
"194/201.1133mz/3.83min",2.74617145301006,2.55531063652503,2.64701737689605,2.6407914116976,2.58277710783674,2.67799316796623,"194"
"195/185.082mz/3.84min",3.17740702627438,2.96569064771588,3.22075847087219,3.233127537957,3.18156279844309,3.16995525629854,"195"
"196/141.0921mz/3.84min",2.39044139479537,2.18551552401662,2.42447413366486,2.46031848673601,2.38581451841669,2.3823154875249,"196"
"199/515.3086mz/3.88min",2.42769185168082,1.97798504397756,2.18691458428021,2.53831295003363,2.49562855658738,2.64280360672957,"199"
"200/554.2373mz/3.88min",2.18966868734034,2.29537779219446,2.40577413335022,2.52606616705681,2.50241312712273,2.35886915767911,"200"
"201/179.0715mz/3.92min",2.61458798925994,2.35618243846466,2.41590443852845,2.36324777528065,2.30235341730233,2.56170845964944,"201"
"202/596.2845mz/3.92min",2.86164192190849,2.98797682342038,3.08843135043488,3.12447665209986,3.10979506349658,2.9772636666882,"202"
"204/213.0154mz/3.93min",2.35821895967939,2.4351364748151,2.45619369551339,2.44343550503151,2.5074507763377,2.43680971724643,"204"
"206/141.0922mz/3.95min",2.45887938128887,2.30059322892535,2.51175436607704,2.53682567341241,2.47325953463953,2.43205176410207,"206"
"209/225.1134mz/3.99min",2.48608467474091,2.3138130925423,2.4611951460078,2.52645265136862,2.24327608309101,2.30697157428176,"209"
"211/171.1028mz/4.01min",2.25237148009873,2.24401654595665,2.31151315938988,2.45327840821115,2.29937295859942,2.23701340049957,"211"
"212/511.195mz/4.03min",2.35632863519703,2.48002489018426,2.59216357847098,2.57270505913782,2.54505855938091,2.44130109110093,"212"
"215/165.0558mz/4.05min",2.57522740107574,2.35479914669681,2.42602843391428,2.20228349433718,2.15626802764169,2.28367725752405,"215"
"218/538.2425mz/4.07min",2.28403710658871,2.34802324481644,2.48352276582003,2.57340493766912,2.51752797453188,2.35875347075334,"218"
"220/159.1027mz/4.07min",2.54390744965293,2.16921045049446,2.26546737596537,2.49837443096123,2.4536429226829,2.5624316702636,"220"
"222/487.2772mz/4.12min",2.57742640017731,2.22100361108593,2.30110769522248,2.74074769903952,2.62499990936359,2.61744911945287,"222"
"223/580.2893mz/4.12min",3.10047324715902,3.19102775383924,3.27388290957909,3.28898502055865,3.26262153438136,3.13653810716872,"223"
"224/598.2999mz/4.12min",2.28693396831822,2.40105073248859,2.49062177339553,2.49712975245532,2.47026760905828,2.33531488721764,"224"
"225/210.0924mz/4.12min",2.68624032219239,2.55722852471259,2.59876045223258,2.84010729674733,2.71463464790348,2.71962978270114,"225"
"228/473.1816mz/4.13min",3.11948063863802,3.1961757271166,3.24643199956106,2.86339459110465,2.87336160728903,2.89963522793859,"228"
"229/519.187mz/4.13min",3.09294430810306,3.14506131607311,3.23329634853817,2.83670130444586,2.83523056192491,2.88725056113957,"229"
"230/509.1582mz/4.13min",3.09248960456514,2.89748983823809,2.877868787854,2.84861058924219,2.62154923939193,2.63626184062921,"230"
"232/536.1772mz/4.13min",2.51529382218785,2.28046228892614,2.2564446827569,2.30629969313852,2.04306572200794,2.04125836190829,"232"
