"","Filename","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp2_1_Run38.mzML","NEG_TJGIp2_2_Run94.mzML","NEG_TJGIp2_3_Run162.mzML"
"38","115/221.0931mz/3.02min","503060.47","284848.9","331253.44","30120.25","43270.418","70944.84"
"39","116/165.0556mz/3.02min","1189414.2","1087369.9","1387514.0","1258416.9","1371937.6","1399282.9"
"40","117/194.0458mz/3.03min","122264.27","107688.45","142449.52","120599.04","117698.32","121723.89"
"41","119/173.0819mz/3.05min","1518530.5","1581946.0","1884898.4","1486798.0","1446166.4","1541396.8"
"42","120/120.0454mz/3.05min","490706.8","548120.7","624624.94","512329.66","485681.4","449961.62"
"43","121/136.0403mz/3.05min","126655.53","139687.1","166903.9","129630.484","127239.46","104682.02"
"44","122/164.0354mz/3.05min","2157244.5","2455485.5","2840776.8","2191619.2","2188212.5","2005530.0"
"45","123/351.0597mz/3.05min","98330.305","249345.89","286337.16","128259.12","182256.98","174661.53"
"46","124/243.1237mz/3.14min","34305.18","33753.207","44311.453","31740.143","23037.299","25908.28"
"47","125/188.0354mz/3.15min","87383.234","73895.51","97018.5","93086.45","73047.22","80844.56"
"48","126/159.1027mz/3.15min","41772.6","37734.777","48960.438","43002.7","40023.117","21340.527"
"49","127/160.0404mz/3.2min","784631.44","704773.2","724018.2","825204.5","731209.25","764689.94"
"50","128/245.0931mz/3.21min","1819790.5","1527262.2","1903875.4","1372759.4","1344594.5","1597047.5"
"51","129/228.103mz/3.24min","39002.047","32261.426","37590.504","56629.766","40768.58","42109.03"
"52","130/180.0666mz/3.24min","1015917.44","889864.56","1032301.56","755205.94","771553.7","861380.8"
"53","132/178.051mz/3.25min","1665768.4","1932880.5","2263069.8","1425905.8","1457985.4","1416776.0"
"54","133/181.0705mz/3.23min","81229.24","227067.86","68778.31","162424.52","54854.23","63855.887"
"55","134/144.0455mz/3.27min","663514.8","573436.3","606194.4","602549.94","508252.75","509403.34"
"56","135/261.1343mz/3.28min","287355.78","346736.94","399631.44","335660.06","308868.66","248526.95"
"57","136/216.1241mz/3.28min","365490.12","285810.97","346175.56","372188.97","331699.8","339762.25"
"58","137/164.0354mz/3.29min","43642.35","25461.379","26209.516","28708.31","20769.459","27013.404"
"59","138/186.1135mz/3.3min","197715.27","194343.66","226866.48","161985.31","158583.58","156851.28"
"60","139/138.0197mz/3.32min","2092772.8","1728120.8","1958663.0","1800887.4","1594865.6","1854613.4"
"61","140/121.0295mz/3.33min","0.0","158534.05","54215.19","0.0","96801.414","96860.414"
"62","141/193.0506mz/3.35min","782124.25","668515.8","722216.25","983188.56","969933.44","1808300.5"
"63","142/271.1663mz/3.36min","408636.47","554522.5","447603.97","502480.7","321050.44","345076.6"
"64","143/261.1343mz/3.36min","1764719.9","2150559.0","2504456.5","1967704.8","1916157.4","1637845.5"
"65","144/187.0976mz/3.41min","14192246.0","79126.85","85456.445","14289087.0","62923.355","13741601.0"
"66","146/314.1034mz/3.37min","63866.51","55715.266","58925.77","77031.234","64140.195","72538.41"
"67","147/245.0456mz/3.38min","15020.875","0.0","7303.128","17345.766","21100.514","25171.3"
"68","148/189.1131mz/3.43min","239161.83","223227.1","252516.97","314410.38","266163.53","252316.05"
"69","150/257.103mz/3.45min","906718.8","811688.1","1030088.5","562630.1","611563.25","712229.8"
"70","151/209.0794mz/3.45min","1446741.8","1565304.4","1710789.1","1249480.5","1365931.2","1459437.8"
"71","152/125.0971mz/3.45min","1031570.2","917931.3","1027148.06","843118.1","759849.0","809364.0"
"72","153/187.0975mz/3.45min","29062086.0","26374946.0","30158918.0","24080818.0","22799438.0","23522200.0"
"73","154/213.1131mz/3.45min","170086.55","147835.2","142121.6","112578.52","117616.17","86732.16"
"74","156/145.087mz/3.45min","278626.1","250044.22","255005.42","243221.8","223037.83","244651.33"
"75","157/313.188mz/3.46min","485710.5","496480.34","607169.6","238964.31","295057.12","317122.47"
"76","158/228.103mz/3.47min","2976978.5","2752322.8","2778229.8","3597540.5","2926001.8","3054206.5"
"77","159/191.0746mz/3.47min","166395.66","144099.77","182464.17","130181.81","110285.31","184593.38"
"78","160/173.0819mz/3.52min","27701.596","27141.674","30011.0","27491.406","25925.889","23832.473"
"79","161/145.087mz/3.54min","457289.84","414957.6","438688.62","500199.3","450495.53","468372.12"
"80","162/222.0772mz/3.57min","376353.28","372393.34","429230.84","484848.6","417373.12","393021.66"
"81","163/243.1237mz/3.57min","1434981.1","1492608.0","1771047.0","1317012.2","1190285.6","1502296.5"
"82","164/144.0455mz/3.58min","28406.576","0.0","0.0","77687.21","85496.375","78394.234"
"83","165/271.1664mz/3.6min","1039833.4","972125.9","1134186.9","663496.9","696812.75","854740.56"
"84","166/211.134mz/3.6min","41913.113","35089.12","44577.61","21428.889","18599.201","32552.738"
"85","167/169.0871mz/3.61min","15935.256","22479.736","23428.133","21575.848","20315.182","20846.186"
"86","168/191.0748mz/3.61min","648927.94","542563.0","645950.06","511480.4","448860.7","640225.3"
"87","173/286.1853mz/3.69min","534626.6","482387.25","556335.25","476925.06","415632.34","463993.94"
"88","174/285.1819mz/3.69min","3884577.8","3473514.2","4016421.5","3314054.8","3026004.8","3351584.0"
"89","175/571.3711mz/3.69min","27117.176","33756.527","44337.03","16524.932","24161.383","27443.146"
"90","176/155.1077mz/3.69min","4763099.5","4346834.0","4934247.0","4640295.0","4079693.5","4670174.0"
"91","177/199.0976mz/3.69min","13125033.0","12379448.0","14004434.0","12670404.0","11888789.0","13529061.0"
"92","178/221.0794mz/3.69min","829408.2","974040.3","1090322.9","830460.7","878994.9","1027877.8"
"93","179/228.0666mz/3.71min","613693.8","645275.2","671936.56","957786.2","736320.56","707678.75"
"94","180/621.3352mz/3.7min","146460.92","80647.77","97964.55","280864.53","274802.78","430545.9"
"95","181/228.0877mz/3.74min","80654.64","47076.465","63414.37","40736.12","39259.164","52022.6"
"96","182/495.2589mz/3.77min","428001.22","62440.375","48328.773","496192.78","212382.19","242633.52"
"97","183/300.1451mz/3.75min","481667.6","317503.25","373543.38","299579.3","286819.5","326428.03"
"98","184/171.1027mz/3.76min","4903347.0","4289793.0","5039851.5","3672357.2","3451174.5","3695248.0"
"99","185/189.1132mz/3.76min","575483.94","528798.7","621423.2","422529.25","413835.44","451335.06"
"100","186/459.2825mz/3.77min","9106985.0","3894287.8","4279734.0","10708794.0","9888601.0","12156204.0"
