"","FC","log2(FC)","raw.pval","-log10(p)"
"770/143.9809mz/10.37min",0.039184,-4.6736,5.138e-10,9.2892
"768/141.9833mz/10.37min",0.039122,-4.6759,5.6549e-10,9.2476
"704/663.4535mz/10.09min",0.03921,-4.6726,5.7545e-10,9.24
"793/156.9906mz/10.38min",0.039084,-4.6773,6.0051e-10,9.2215
"787/112.0178mz/10.38min",0.039093,-4.6769,7.0532e-10,9.1516
"782/90.5067mz/10.37min",0.038915,-4.6835,8.4674e-10,9.0723
"786/111.0202mz/10.38min",0.039061,-4.6781,9.1446e-10,9.0388
"707/726.4616mz/10.09min",0.038899,-4.6841,9.3017e-10,9.0314
"843/145.0353mz/10.94min",0.038919,-4.6834,9.3409e-10,9.0296
"751/110.0201mz/10.33min",0.038896,-4.6842,9.7814e-10,9.0096
"767/139.9879mz/10.37min",0.038874,-4.6851,9.9657e-10,9.0015
"788/112.5195mz/10.38min",0.038842,-4.6863,1.0021e-09,8.9991
"785/91.5044mz/10.38min",0.038837,-4.6864,1.0576e-09,8.9757
"765/207.0174mz/10.36min",0.039027,-4.6794,1.1115e-09,8.9541
"125/256.2998mz/5.42min",0.038784,-4.6884,1.149e-09,8.9397
"789/113.0166mz/10.38min",0.039004,-4.6802,1.2389e-09,8.907
"766/209.0129mz/10.36min",0.038928,-4.683,1.3225e-09,8.8786
"780/111.5218mz/10.37min",0.03881,-4.6874,1.3237e-09,8.8782
"795/158.986mz/10.38min",0.038702,-4.6914,1.799e-09,8.745
"829/154.0049mz/10.5min",0.038598,-4.6953,1.8666e-09,8.7289
"648/379.3358mz/8.97min",0.03858,-4.696,2.0999e-09,8.6778
"791/215.9837mz/10.38min",0.038552,-4.697,2.1056e-09,8.6766
"49/194.1153mz/3.19min",0.038756,-4.6894,2.2365e-09,8.6504
"818/208.0393mz/10.49min",0.038558,-4.6968,2.4971e-09,8.6026
"744/172.9563mz/10.33min",0.03855,-4.6971,2.5006e-09,8.602
"355/282.2215mz/7.75min",0.038472,-4.7001,2.8063e-09,8.5519
"842/147.0309mz/10.85min",0.03843,-4.7016,2.9001e-09,8.5376
"832/139.0179mz/10.52min",0.038842,-4.6863,3.1025e-09,8.5083
"706/708.5108mz/10.09min",0.038521,-4.6982,3.1211e-09,8.5057
"222/431.1741mz/6.6min",0.038518,-4.6983,3.1979e-09,8.4951
"774/184.9855mz/10.37min",0.038845,-4.6861,3.3344e-09,8.477
"772/186.9809mz/10.37min",0.03856,-4.6967,3.3767e-09,8.4715
"540/136.0216mz/8.42min",0.038682,-4.6922,3.499e-09,8.4561
"746/182.9851mz/10.33min",0.038561,-4.6967,3.5488e-09,8.4499
"223/409.1923mz/6.6min",0.038342,-4.7049,3.6443e-09,8.4384
"750/98.512mz/10.33min",0.038559,-4.6968,3.6521e-09,8.4375
"759/196.0167mz/10.34min",0.038365,-4.704,3.7957e-09,8.4207
"830/167.0128mz/10.5min",0.038409,-4.7024,4.192e-09,8.3776
"813/102.0339mz/10.48min",0.038585,-4.6958,4.3785e-09,8.3587
"48/172.1333mz/3.19min",0.03857,-4.6964,4.8417e-09,8.315
"814/102.5354mz/10.49min",0.038464,-4.7004,4.9134e-09,8.3086
"838/184.0029mz/10.56min",0.038236,-4.7089,4.9265e-09,8.3075
"779/111.5189mz/10.37min",0.038215,-4.7097,4.994e-09,8.3015
"140/195.1016mz/5.61min",0.03854,-4.6975,5.3687e-09,8.2701
"827/168.0161mz/10.49min",0.03847,-4.7001,5.8146e-09,8.2355
"807/94.0451mz/10.45min",0.038151,-4.7121,5.9448e-09,8.2259
"743/205.0171mz/10.32min",0.038148,-4.7123,6.0533e-09,8.218
"99/230.9845mz/4.69min",0.038131,-4.7129,6.1392e-09,8.2119
"802/130.5216mz/10.41min",0.038456,-4.7007,6.3312e-09,8.1985
"833/201.9756mz/10.52min",0.038429,-4.7017,6.3752e-09,8.1955
"97/231.9791mz/4.69min",0.038107,-4.7138,6.5921e-09,8.181
"649/380.339mz/8.97min",0.03817,-4.7114,6.6463e-09,8.1774
"77/325.1255mz/4.24min",0.038373,-4.7037,7.2587e-09,8.1391
"579/201.9757mz/8.72min",0.038096,-4.7142,7.2834e-09,8.1377
"94/211.9707mz/4.69min",0.038056,-4.7157,7.3737e-09,8.1323
"781/131.5335mz/10.37min",0.0383,-4.7065,7.3932e-09,8.1312
"96/229.9813mz/4.69min",0.03806,-4.7156,7.442e-09,8.1283
"752/138.9953mz/10.33min",0.037986,-4.7184,8.6645e-09,8.0623
"801/109.5217mz/10.41min",0.038143,-4.7124,9.1358e-09,8.0393
"834/97.9914mz/10.53min",0.038026,-4.7169,9.3005e-09,8.0315
"775/181.0144mz/10.37min",0.037888,-4.7221,1.111e-08,7.9543
"740/223.9882mz/10.31min",0.038527,-4.698,1.3018e-08,7.8855
"826/81.5205mz/10.49min",0.038114,-4.7135,1.3926e-08,7.8562
"549/352.3391mz/8.53min",0.038479,-4.6998,1.3938e-08,7.8558
"777/114.0165mz/10.37min",0.037757,-4.7271,1.4036e-08,7.8527
"773/183.0098mz/10.37min",0.037727,-4.7283,1.4735e-08,7.8317
"828/125.9862mz/10.5min",0.037924,-4.7207,1.5672e-08,7.8049
"98/232.9823mz/4.69min",0.037572,-4.7342,2.1421e-08,7.6692
"798/165.9829mz/10.4min",0.037477,-4.7379,2.3814e-08,7.6232
"844/171.9929mz/10.99min",0.037503,-4.7368,2.4043e-08,7.619
"754/97.5144mz/10.33min",0.03797,-4.719,2.6155e-08,7.5824
"674/352.3391mz/9.09min",0.038302,-4.7064,3.2305e-08,7.4907
"634/377.3201mz/8.96min",0.037267,-4.746,3.9494e-08,7.4035
"108/573.2517mz/4.73min",0.037173,-4.7496,4.178e-08,7.379
"837/225.0294mz/10.55min",0.037192,-4.7489,4.6362e-08,7.3338
"831/90.5259mz/10.51min",0.037038,-4.7549,5.0773e-08,7.2944
"705/685.4354mz/10.09min",0.037779,-4.7263,6.155e-08,7.2108
"758/154.9902mz/10.34min",0.037098,-4.7525,6.7532e-08,7.1705
"228/301.1408mz/6.65min",0.037299,-4.7447,7.3182e-08,7.1356
"129/470.1853mz/5.43min",0.036771,-4.7653,7.5545e-08,7.1218
"659/481.2921mz/8.97min",0.037121,-4.7516,8.168e-08,7.0879
"154/399.1482mz/5.73min",0.036659,-4.7697,8.667e-08,7.0621
"535/413.2657mz/8.38min",0.036621,-4.7712,1.1079e-07,6.9555
"741/385.7238mz/10.32min",0.036502,-4.7759,1.1582e-07,6.9362
"156/344.3157mz/5.77min",0.036873,-4.7613,1.1892e-07,6.9247
"755/89.5067mz/10.33min",0.037839,-4.724,1.194e-07,6.923
"713/80.9479mz/10.18min",0.037115,-4.7519,1.3052e-07,6.8843
"720/615.4952mz/10.21min",0.036625,-4.771,1.3173e-07,6.8803
"763/152.9949mz/10.34min",0.036539,-4.7744,1.3522e-07,6.8689
"836/111.039mz/10.53min",0.036497,-4.7761,1.3786e-07,6.8606
"42/138.0551mz/2.83min",0.03635,-4.7819,1.5388e-07,6.8128
"586/377.3199mz/8.82min",0.036249,-4.7859,1.5558e-07,6.8081
"534/391.2839mz/8.38min",0.037599,-4.7332,1.626e-07,6.7889
"650/395.3306mz/8.97min",0.036376,-4.7809,1.9658e-07,6.7065
"41/120.0445mz/2.83min",0.036033,-4.7945,1.9728e-07,6.7049
"128/448.2033mz/5.43min",0.035977,-4.7968,2.0849e-07,6.6809
"825/104.0302mz/10.49min",0.035944,-4.7981,2.1892e-07,6.6597
"137/437.193mz/5.58min",0.036501,-4.7759,2.3294e-07,6.6328
"317/377.3202mz/7.47min",0.036022,-4.795,2.5183e-07,6.5989
"460/352.3391mz/7.88min",0.036697,-4.7682,2.6196e-07,6.5818
"756/113.9636mz/10.33min",0.037106,-4.7522,3.0499e-07,6.5157
"476/579.2631mz/7.9min",0.036788,-4.7646,3.1136e-07,6.5067
"457/378.2088mz/7.88min",0.035849,-4.8019,3.1736e-07,6.4985
"217/433.19mz/6.37min",0.035552,-4.8139,3.1768e-07,6.498
"153/377.1662mz/5.72min",0.035562,-4.8135,3.2936e-07,6.4823
"121/318.3mz/5.24min",0.036423,-4.779,3.4727e-07,6.4593
"107/568.2963mz/4.73min",0.035415,-4.8195,3.6922e-07,6.4327
"796/115.964mz/10.38min",0.035896,-4.8,5.0926e-07,6.2931
"456/283.2631mz/7.88min",0.035173,-4.8294,5.1821e-07,6.2855
"357/579.2632mz/7.75min",0.036096,-4.792,6.4267e-07,6.192
"371/393.2195mz/7.77min",0.034662,-4.8505,7.4456e-07,6.1281
"199/313.2347mz/6.19min",0.036529,-4.7748,7.6102e-07,6.1186
"330/481.292mz/7.57min",0.03605,-4.7939,7.6871e-07,6.1142
"143/346.3313mz/5.66min",0.034904,-4.8405,8.1351e-07,6.0896
"218/275.083mz/6.38min",0.034512,-4.8567,8.395e-07,6.076
"211/255.243mz/6.3min",0.034369,-4.8628,9.1113e-07,6.0404
"176/359.2401mz/6.0min",0.034314,-4.865,9.462e-07,6.024
"721/738.5038mz/10.22min",0.035084,-4.833,9.9881e-07,6.0005
"685/613.4225mz/9.62min",0.034275,-4.8667,1.037e-06,5.9842
"358/421.1559mz/7.75min",0.035366,-4.8215,1.0544e-06,5.977
"170/328.3208mz/5.99min",0.034202,-4.8698,1.1066e-06,5.956
"257/478.2924mz/7.17min",0.034116,-4.8734,1.1391e-06,5.9434
"761/141.9585mz/10.33min",0.035958,-4.7975,1.1872e-06,5.9255
"757/110.5217mz/10.34min",0.035348,-4.8222,1.2327e-06,5.9091
"315/481.2922mz/7.46min",0.03382,-4.886,1.45e-06,5.8386
"538/393.2971mz/8.39min",0.03514,-4.8307,1.5554e-06,5.8081
"748/169.9772mz/10.33min",0.033676,-4.8921,1.7362e-06,5.7604
"162/631.3266mz/5.88min",0.033278,-4.9093,1.9674e-06,5.7061
"461/782.5661mz/7.88min",0.035763,-4.8054,2.0872e-06,5.6804
"656/851.7098mz/8.97min",0.033432,-4.9026,2.157e-06,5.6662
"207/401.287mz/6.24min",0.035139,-4.8308,2.1793e-06,5.6617
"32/217.1047mz/2.24min",0.035954,-4.7977,2.3484e-06,5.6292
"324/579.2633mz/7.54min",0.035692,-4.8083,2.6661e-06,5.5741
"152/887.3878mz/5.68min",0.03358,-4.8963,3.0868e-06,5.5105
"760/109.0224mz/10.34min",0.035653,-4.8098,3.09e-06,5.51
"51/239.089mz/3.35min",0.034682,-4.8497,3.1711e-06,5.4988
"133/302.3052mz/5.48min",0.032681,-4.9354,3.89e-06,5.41
"146/225.091mz/5.68min",0.032119,-4.9604,3.9569e-06,5.4026
"145/118.0651mz/5.68min",0.032103,-4.9612,4.0786e-06,5.3895
"747/163.9905mz/10.33min",0.032034,-4.9642,4.096e-06,5.3876
"134/303.3085mz/5.48min",0.03245,-4.9456,4.1298e-06,5.3841
"139/344.3157mz/5.61min",0.032263,-4.954,4.1628e-06,5.3806
"147/279.0991mz/5.68min",0.032036,-4.9642,4.1917e-06,5.3776
"173/359.1532mz/5.99min",0.031965,-4.9674,4.2718e-06,5.3694
"235/577.3609mz/6.86min",0.031949,-4.9681,4.4014e-06,5.3564
"459/351.2504mz/7.88min",0.032021,-4.9648,4.5131e-06,5.3455
"89/455.1886mz/4.54min",0.033741,-4.8894,4.6015e-06,5.3371
"178/372.347mz/6.04min",0.032106,-4.961,4.8319e-06,5.3159
"541/312.3258mz/8.43min",0.033604,-4.8952,5.2742e-06,5.2778
"164/330.3364mz/5.89min",0.031703,-4.9792,5.45e-06,5.2636
"144/105.0335mz/5.68min",0.031551,-4.9862,5.4659e-06,5.2623
"138/300.2896mz/5.58min",0.031618,-4.9831,5.4777e-06,5.2614
"172/337.1712mz/5.99min",0.031392,-4.9935,5.7261e-06,5.2421
"120/671.2884mz/5.24min",0.032525,-4.9423,5.7549e-06,5.24
"151/211.0754mz/5.68min",0.031127,-5.0057,6.7062e-06,5.1735
"148/320.1255mz/5.68min",0.031158,-5.0042,6.7456e-06,5.171
"529/338.3415mz/8.35min",0.032093,-4.9616,6.8647e-06,5.1634
"742/213.9827mz/10.32min",0.031003,-5.0115,6.9324e-06,5.1591
"725/158.9641mz/10.23min",0.034496,-4.8574,6.9664e-06,5.157
"119/666.333mz/5.23min",0.031732,-4.9779,7.0632e-06,5.151
"290/237.2213mz/7.37min",0.031707,-4.979,7.0869e-06,5.1495
"307/255.2318mz/7.38min",0.031893,-4.9706,7.1507e-06,5.1456
"293/350.1775mz/7.37min",0.030945,-5.0141,7.2951e-06,5.137
"193/372.1202mz/6.11min",0.033002,-4.9213,7.5905e-06,5.1197
"632/378.3234mz/8.96min",0.030752,-5.0232,7.932e-06,5.1006
"192/371.117mz/6.11min",0.032998,-4.9215,8.0191e-06,5.0959
"381/80.9479mz/7.77min",0.030486,-5.0357,8.788e-06,5.0561
"576/546.4303mz/8.71min",0.031827,-4.9736,9.0983e-06,5.041
"142/347.3347mz/5.65min",0.030189,-5.0498,1.0508e-05,4.9785
"716/589.4798mz/10.2min",0.029775,-5.0698,1.2539e-05,4.9017
"195/412.1433mz/6.11min",0.030939,-5.0144,1.4913e-05,4.8264
"90/236.0805mz/4.54min",0.032238,-4.9551,1.6083e-05,4.7936
"117/344.1301mz/5.23min",0.031162,-5.0041,1.8124e-05,4.7418
"212/220.1122mz/6.31min",0.02871,-5.1223,1.8304e-05,4.7375
"118/649.3063mz/5.23min",0.030573,-5.0316,1.8415e-05,4.7348
"204/357.2608mz/6.22min",0.028941,-5.1107,2.0155e-05,4.6956
"745/174.9533mz/10.33min",0.03287,-4.9271,2.042e-05,4.6899
"349/408.3081mz/7.7min",0.029314,-5.0923,2.2428e-05,4.6492
"184/147.0805mz/6.1min",0.031448,-4.9909,2.3891e-05,4.6218
