sample_name	filename	ATTRIBUTE_GROUP
Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	CTRL
POS_TJGIp3_1_Run55.mzML	POS_TJGIp3_1_Run55.mzML	EXP
POS_TJGIp3_2_Run137.mzML	POS_TJGIp3_2_Run137.mzML	EXP
POS_TJGIp3_3_Run173.mzML	POS_TJGIp3_3_Run173.mzML	EXP
