filename	ATTRIBUTE_GROUP
2024_POS_CC_1_Run20.mzML	CTRL
2024_POS_CC_2_Run47.mzML	CTRL
2024_POS_CC_3_Run61.mzML	CTRL
2024_POS_CC-VPA_1_Run26.mzML	EXP
2024_POS_CC-VPA_2_Run35.mzML	EXP
2024_POS_CC-VPA_3_Run76.mzML	EXP
