Filename,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML,2024_POS_CC-VPA_1_Run26.mzML,2024_POS_CC-VPA_2_Run35.mzML,2024_POS_CC-VPA_3_Run76.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
343/283.2631mz/6.9min,609630.0,341006.7,538834.44,518566.47,660696.2,633613.9
344/265.2525mz/6.9min,60746.46,24087.172,58773.48,48979.29,65537.18,82228.984
345/366.2978mz/6.9min,48916.566,21781.145,54410.164,51446.78,44670.902,57084.707
346/344.3158mz/6.9min,189733.34,112735.77,233324.95,286142.6,248493.25,218722.12
348/524.3709mz/6.93min,327195.62,233517.42,369745.88,406427.4,431655.84,379013.8
349/496.3399mz/6.93min,57260.695,31488.725,54691.766,41418.746,62054.594,61231.363
351/630.5112mz/6.95min,111745.87,76093.125,94213.77,18643.07,71571.99,104058.2
352/508.3395mz/6.95min,546050.9,249755.6,514311.72,475240.12,453976.22,619269.9
355/345.2423mz/6.88min,271584.16,127509.03,174419.52,224709.06,431923.47,300521.9
358/702.4962mz/7.01min,0.0,0.0,0.0,339626.4,93056.484,0.0
359/590.4258mz/6.98min,435148.2,345716.16,377428.03,418705.47,415056.56,376952.72
360/546.3998mz/6.98min,466106.1,354500.66,391644.94,439175.62,415041.22,390395.25
362/716.4616mz/7.01min,0.0,0.0,0.0,274247.5,153982.56,0.0
363/581.2754mz/6.99min,254946.48,208188.81,333105.47,145383.7,267984.4,356091.28
364/700.4895mz/7.03min,0.0,6546.1133,0.0,3550242.2,1885126.0,0.0
365/692.5217mz/7.01min,0.0,316466.6,17312.799,1172436.5,861776.1,0.0
367/283.2631mz/7.01min,22628.363,33128.543,45003.97,47943.84,66956.39,54297.555
368/366.2977mz/7.02min,48060.08,43550.01,40414.9,0.0,0.0,52170.164
369/357.2789mz/7.03min,45351.29,27843.951,59145.8,28170.129,113675.52,84731.305
370/344.3158mz/7.02min,710996.5,573794.6,693636.2,475299.06,730122.94,774629.4
373/297.2421mz/7.06min,92143.54,46514.586,67951.92,58750.902,70578.95,74950.445
377/570.3055mz/7.07min,1022029.9,825712.2,931881.5,856625.06,953307.9,962584.2
379/589.2776mz/7.08min,709933.9,567689.25,663690.44,318342.28,349057.6,608795.44
382/567.2962mz/7.07min,97834300.0,78654590.0,91844910.0,82123700.0,92888970.0,89471130.0
383/1133.5854mz/7.07min,2896115.2,1895881.4,2485677.0,2089496.6,2701574.8,2336324.2
386/284.1519mz/7.08min,67823160.0,55977040.0,61203180.0,59019100.0,75095250.0,71144500.0
389/569.3023mz/7.07min,7098856.5,5669133.5,6387193.0,6268279.5,6621295.0,6502612.0
390/566.2886mz/7.08min,1073330.2,880849.7,1131377.8,1056270.1,986188.7,1072577.6
392/336.3259mz/7.12min,575735.6,651802.1,741881.56,431363.72,465967.38,628526.2
393/583.291mz/7.13min,239702.42,13339.254,344250.1,366133.12,160830.12,229597.05
394/376.3183mz/7.13min,77708.94,87214.06,100581.2,27639.81,10662.445,87492.22
395/669.328mz/7.14min,1594994.0,296443.1,2356453.2,2164391.8,648622.06,1324320.4
398/403.2324mz/7.16min,337880.7,219683.12,255793.48,184530.2,247618.39,262265.2
400/297.2401mz/7.17min,156108.44,63711.74,94991.25,38065.188,84252.15,106522.34
401/275.258mz/7.17min,275558.9,185503.77,183415.75,125417.336,324561.4,246097.62
402/319.2842mz/7.18min,741985.6,523539.0,576642.25,524167.53,951467.56,479816.22
403/336.3108mz/7.18min,1076857.8,746945.94,849423.06,755818.5,1384082.5,705344.0
405/406.329mz/7.18min,85696.21,34921.625,71314.39,17397.416,13266.749,77606.26
406/556.4415mz/7.18min,325206.25,165980.73,181141.84,280394.75,218675.78,207128.3
407/384.347mz/7.18min,156524.22,164877.11,148110.97,115384.3,100093.33,158905.75
408/363.3104mz/7.19min,368717.9,262229.12,303541.25,301904.03,413874.06,213817.42
409/380.3369mz/7.19min,1153680.1,837024.4,890971.0,926510.44,1246538.2,646742.94
410/512.4154mz/7.19min,508764.25,268122.3,263585.8,423900.94,355151.66,282569.25
411/424.3631mz/7.19min,984443.8,639587.7,662524.44,801585.2,916071.4,540659.94
412/468.3891mz/7.19min,724471.0,405666.6,402769.6,605073.4,570334.5,364837.94
414/583.291mz/7.21min,98345.984,13339.254,172478.7,181110.25,65669.38,88398.34
415/669.3281mz/7.21min,1131626.2,229194.53,1850537.5,1586171.0,508738.62,945050.44
417/366.3mz/7.27min,437725.12,178060.16,372269.3,182904.1,284681.47,458652.7
418/693.525mz/7.31min,0.0,85276.24,605105.9,1156902.1,419838.5,0.0
419/406.2924mz/7.28min,430585.75,67993.055,323153.88,59267.13,95561.36,424142.7
420/353.3244mz/7.28min,305652.6,243778.39,425478.6,166747.62,97912.94,360989.94
421/352.3209mz/7.28min,1369743.5,1089660.0,1998155.9,825288.9,1097130.9,1677166.4
422/374.3027mz/7.29min,566049.75,212531.94,766498.25,135710.75,222495.25,679295.75
423/760.5839mz/7.3min,0.0,2374473.8,116881.84,0.0,1461556.0,2676761.0
424/566.2839mz/7.3min,1599100.5,886228.6,1075027.4,796639.5,1250478.1,1186549.8
429/283.144mz/7.3min,645186.9,562244.25,536754.0,514845.4,748014.75,566388.7
430/565.2805mz/7.3min,4097843.5,2380069.5,2810121.5,2029736.0,3217064.5,3054437.8
432/714.5029mz/7.3min,0.0,175548.97,104755.14,392154.56,312392.38,0.0
433/700.4882mz/7.3min,0.0,14580317.0,4627.924,18231112.0,20686512.0,0.0
434/716.4617mz/7.3min,0.0,742379.44,0.0,1179628.5,1239320.8,0.0
435/702.4952mz/7.3min,0.0,1207467.6,0.0,1766080.0,1460739.6,0.0
436/692.5218mz/7.32min,0.0,1115973.9,1775206.9,3533990.0,3444904.2,0.0
437/718.5373mz/7.32min,0.0,379494.28,674036.0,1244599.4,2116533.5,502469.1
439/706.5363mz/7.33min,0.0,0.0,6521818.5,1059689.1,281403.12,1137164.4
440/423.3619mz/7.3min,115329.93,24425.902,250685.66,45608.008,148639.1,151235.02
441/808.5838mz/7.3min,0.0,344274.44,0.0,0.0,176866.08,365925.97
442/341.2839mz/7.33min,148989.78,72023.01,302947.22,90084.67,211899.45,217250.58
445/678.5063mz/7.29min,0.0,93272850.0,164129.56,330495070.0,306507600.0,24528.893
447/726.5037mz/7.3min,0.0,188157.39,3895.5552,398510.12,278489.53,0.0
448/782.5669mz/7.3min,0.0,211740.27,3837.5835,0.0,125263.84,359264.2
449/513.3548mz/7.31min,48524.54,0.0,182287.64,0.0,30435.393,85973.8
450/728.5192mz/7.3min,0.0,0.0,1347650.5,59453.586,48038.84,103513.45
452/768.5501mz/7.31min,0.0,0.0,66844.66,70060.18,30608.082,134401.67
453/754.535mz/7.3min,0.0,0.0,115683.95,69024.414,28385.3,100459.43
454/524.3945mz/7.31min,132284.05,77275.1,360450.0,87072.695,173420.12,198413.27
455/729.5186mz/7.32min,92396.375,33237.89,602652.44,85253.05,111120.86,118164.945
457/581.2754mz/7.35min,435113.9,163950.86,427954.47,237867.78,282235.0,593095.56
459/256.2635mz/7.36min,430029.5,423257.06,447031.03,398379.44,415342.62,499058.5
460/282.1362mz/7.39min,535024.94,470439.75,387469.5,405804.06,604258.25,515808.47
461/564.2683mz/7.39min,1019680.7,660168.9,840343.5,546943.0,741974.44,1040935.6
462/563.2648mz/7.39min,2799069.8,1802751.6,2237734.0,1451962.9,1993356.2,2782419.0
463/341.2839mz/7.41min,252910.94,150291.23,693452.8,178342.97,339187.9,373741.16
464/729.5184mz/7.37min,71401.05,37047.074,447227.97,48944.203,54708.316,82107.62
467/669.3286mz/7.42min,58086.2,0.0,121263.33,75064.07,22472.057,52436.457
469/110.0199mz/7.44min,644297.8,1360997.0,724621.75,4262070.0,129711.125,257705.64
471/408.3082mz/7.43min,1170040.1,304561.22,912911.5,209317.34,333910.4,1164146.2
472/387.3298mz/7.47min,590459.25,338732.34,482456.12,260943.62,391199.7,670805.75
473/386.3263mz/7.43min,2564700.5,1464718.6,2726730.8,1143037.6,1629646.2,2819329.2
475/506.3829mz/7.45min,189825.39,72414.36,879270.56,40017.367,176133.69,296404.22
